Rank,Title,Artist,Production
87,딱 10CM만,"10cm, BIG Naughty (서동현)","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
88,Blue Blood,IVE (아이브),스타쉽엔터테인먼트
89,Off My Face,Justin Bieber,RBMG/Def Jam
90,다시 사랑한다면,한동근,프로젝트 리본
91,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
92,주저하는 연인들을 위해,잔나비,페포니 뮤직
93,그대를 알고,송하예,디스튜디오
94,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
95,다시 만날 수 있을까,임영웅,물고기뮤직
96,잘가요,주호,레이벡스
97,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",엔에이피엔터테인먼트
98,Cupid (Twin Ver.),FIFTY FIFTY,ATTRAKT
99,Butter,방탄소년단,BIGHIT MUSIC
100,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Warner Music
101,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트"
102,Sugar Rush Ride,투모로우바이투게더,BIGHIT MUSIC
103,희재,성시경,씨에스해피엔터테인먼트
104,When I Get Old,"Christopher, 청하",Parlophone Denmark
105,밤하늘의 별을(2020),경서,꿈의엔진
106,그댄 행복에 살텐데 (2022),최유리,일팔 프로젝트
107,Kiss,NCT 도재정,SM Entertainment
108,첫사랑,백아,Baek A
109,마지막 사랑,신예영,투플원엔터테인먼트
110,후유증 (Can We Go Back),NCT 도재정,SM Entertainment
111,Permission to Dance,방탄소년단,BIGHIT MUSIC
112,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment
113,한 페이지가 될 수 있게,DAY6,JYP Entertainment
114,Love story,볼빨간사춘기,쇼파르엔터테인먼트
115,자격지심 (Feat. ZICO),BE`O (비오),"빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
116,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment
117,보고싶었어,WSG워너비 (4FIRE),MBC
118,떠나보낼 준비해 둘걸 그랬어,임한별,오늘의 선곡
119,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈
120,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
121,Lips,IVE (아이브),스타쉽엔터테인먼트
122,아모르 파티,이홍기,방구석 캐스팅
123,무지개,임영웅,물고기뮤직
124,That That (prod. & feat. SUGA of BTS),싸이 (Psy),피네이션
125,WHEN I MOVE,카라 (KARA),RBW
126,아버지,임영웅,물고기뮤직
127,도깨비불 (Illusion),aespa,SM Entertainment
128,벚꽃 엔딩,버스커 버스커 (Busker Busker),Stone Music Entertainment
129,D N D,에이핑크(Apink),아이에스티 엔터테인먼트
130,I`m Not The Only One,Sam Smith,Capitol Records
131,Dive,NCT 도재정,SM Entertainment
132,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Atlantic Records
133,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
134,드라마,아이유 (IU),EDAM엔터테인먼트
135,Blueming,아이유 (IU),Kakao Entertainment
136,Loving You Girl (Feat. Hkeem),Peder Elias,Columbia
137,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
138,2002,Anne-Marie,Atlantic Records UK
139,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
140,Next Level,aespa,SM Entertainment
141,The Drum,Alan Walker,MER Recordings
142,인생찬가,임영웅,물고기뮤직
143,라일락,아이유 (IU),EDAM엔터테인먼트
144,Strawberry Sunday,NCT 도재정,SM Entertainment
145,Eyes Closed,Ed Sheeran,Atlantic Records UK
146,신호등,이무진,쇼플레이
147,예뻤어,DAY6,JYP Entertainment
148,"10,000 Hours","Dan + Shay, Justin Bieber",Warner Music
149,새벽에 걸려온 너의 전화는,한동근,말하는
150,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
151,Lemon,Kenshi Yonezu,Sony Music
152,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),H1GHR MUSIC
153,A bientot,임영웅,물고기뮤직
154,푸른 밤 이 노래,"조이(JOY), 하동균",PJ Entertainment
155,strawberry moon,아이유 (IU),EDAM엔터테인먼트
156,One Call Away,Charlie Puth,Artist Partners
157,NOT YOUR GIRL,IVE (아이브),스타쉽엔터테인먼트
158,Rome,볼빨간사춘기,쇼파르엔터테인먼트
159,바보가슴,"송하예, 한빈 (포맨)",키야뮤직
160,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",Stone Music Entertainment
161,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"Stone Music Entertainment, 삼화네트웍스"
162,すずめ / Suzume (Feat. Toaka (토아카/十明)),RADWIMPS,제이박스엔터테인먼트
163,Kill Bill,SZA,Top Dawg Entertainment/RCA Records
164,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
165,"나만, 봄",볼빨간사춘기,쇼파르엔터테인먼트
166,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",도너츠뮤직
167,Flowers,Miley Cyrus,Columbia
168,INVU,태연 (TAEYEON),SM Entertainment
169,Made You Look,Meghan Trainor,Epic
170,안녕 (Ordinary),NCT 도재정,SM Entertainment
171,손이 참 곱던 그대,임영웅,물고기뮤직
172,Celebrity,아이유 (IU),EDAM엔터테인먼트
173,사랑해 진짜,임영웅,물고기뮤직
174,네가 보고 싶은 건 자연스러운 거겠지,신예영,셀러빗(CELEBIT)
175,Bad,Christopher,Parlophone Denmark
176,어른,Sondia,Stone Music Entertainment
177,혼자가 아닌 나,정효빈,레이벡스
178,SET ME FREE,TWICE,JYP Entertainment
179,Shape of You,Ed Sheeran,Atlantic Records UK
180,좋은 꿈 꿔 0224.mp3,볼빨간사춘기,쇼파르엔터테인먼트
181,Every Second,Mina Okabe,Universal Music
182,연애편지,임영웅,물고기뮤직
183,보금자리,임영웅,물고기뮤직
184,BETELGEUSE,Yuuri,Sony Music Labels Inc.
185,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
186,All Eyes On Me,지수 (JISOO),YG Entertainment
187,스티커 사진,21학번,제나두 엔터테인먼트
188,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
189,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
190,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),H1GHR MUSIC
191,Higher,FIFTY FIFTY,ATTRAKT
192,SMILEY (Feat. BIBI),YENA(최예나),위에화엔터테인먼트코리아
193,가장 아름다운 시간이었다,주호,레이벡스
194,Attention,Charlie Puth,Artist Partners
195,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
196,Rising,tripleS (트리플에스),모드하우스
197,KNOCK,이채연,WM엔터테인먼트
198,헤어지자 말해요,박재정,로맨틱팩토리
199,고백,멜로망스(Melomance),"카카오엔터테인먼트, 민트페이퍼, 광합성"
200,그대라는 사치,임창정,꿈의엔진
1,I AM,IVE (아이브),스타쉽엔터테인먼트
2,Kitsch,IVE (아이브),스타쉽엔터테인먼트
3,꽃,지수 (JISOO),YG Entertainment
4,손오공,세븐틴,플레디스
5,Ditto,NewJeans,ADOR
6,Hype boy,NewJeans,ADOR
7,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
8,OMG,NewJeans,ADOR
9,F*ck My Life,세븐틴,플레디스
10,London Boy,임영웅,물고기뮤직
11,사건의 지평선,윤하,C9엔터테인먼트
12,Polaroid,임영웅,물고기뮤직
13,CHRISTIAN,Zior Park,Beautiful Noise
14,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
15,Cupid,FIFTY FIFTY,ATTRAKT
16,FRIEND THE END,볼빨간사춘기,쇼파르엔터테인먼트
17,사람 Pt.2 (feat. 아이유),Agust D,BIGHIT MUSIC
18,After LIKE,IVE (아이브),스타쉽엔터테인먼트
19,Love Me Like This,NMIXX,JYP Entertainment
20,Attention,NewJeans,ADOR
21,심(心),DK,방구석 캐스팅
22,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
23,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
24,NIGHT DANCER,imase,Universal Music
25,Like Crazy,지민,BIGHIT MUSIC
26,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
27,Dangerously,Charlie Puth,Artist Partners
28,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
29,빛이 나는 너에게,던 (DAWN),AT AREA
30,사랑인가 봐,멜로망스(Melomance),플렉스엠
31,너의 모든 순간,성시경,SBS 콘텐츠허브
32,밤이 무서워요 (Lonely Night),주주 시크릿,MBC
33,사랑하지 않아서 그랬어,임한별,플렉스엠
34,사랑은 늘 도망가,임영웅,모스트콘텐츠
35,Zero,NewJeans,ADOR
36,Candy,NCT DREAM,SM Entertainment
37,Perfume,NCT 도재정,SM Entertainment
38,사랑하기 싫어,지아 (Zia),니즈뮤직
39,헤어지자 말해요,박재정,로맨틱팩토리
40,Nostalgia,우디(Woody),+기억 프로젝트
41,That`s Hilarious,Charlie Puth,Atlantic Records UK
42,Monologue,테이 (Tei),방구석 캐스팅
43,Stay,"The Kid LAROI, Justin Bieber",Columbia
44,먼지,세븐틴,플레디스
45,Nxde,(여자)아이들,큐브엔터테인먼트
46,VIBE (feat. Jimin of BTS),태양,The Black Label
47,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직
48,Shut Down,BLACKPINK,YG Entertainment
49,취중고백,김민석,프로젝트 리본
50,Say I Love You,우디(Woody),메이저나인
51,그라데이션,10cm,매직스트로베리사운드
52,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
53,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment
54,오르트구름,윤하,C9엔터테인먼트
55,해요 (2022),#안녕,일팔 프로젝트
56,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
57,가질 수 없는 너,#안녕,방구석 캐스팅
58,발걸음,DK,SUMMIT
59,Pink Venom,BLACKPINK,YG Entertainment
60,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
61,April shower,세븐틴,플레디스
62,그중에 그대를 만나,김호중,캔버스뮤직
63,Cookie,NewJeans,ADOR
64,Fire,세븐틴,플레디스
65,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC
66,TOMBOY,(여자)아이들,큐브엔터테인먼트
67,I Don`t Understand But I Luv U,세븐틴,플레디스
68,내가 아니라도,주호,IN A MILLION
69,해금,Agust D,BIGHIT MUSIC
70,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
71,Poppy (Korean Ver.),STAYC(스테이씨),하이업엔터테인먼트
72,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
73,너를 보는게 지친 하루에,송하예,디스튜디오
74,Say My Name,Say Yes!,Stone Music Entertainment
75,나의 X에게,경서,꿈의엔진
76,빙글빙글 (Prod. R.Tee),헤이즈 (Heize),피네이션
77,우리들의 블루스,임영웅,물고기뮤직
78,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
79,나의 마음에 (Seed),태양,The Black Label
80,Unholy,"Sam Smith, Kim Petras",EMI
81,다시 사랑한다면,한동근,프로젝트 리본
82,Dynamite,방탄소년단,BIGHIT MUSIC
83,나비무덤,포맨 (4MEN),방구석 캐스팅
84,KNOCK,이채연,WM엔터테인먼트
85,봄날,방탄소년단,BIGHIT MUSIC
86,Set Me Free Pt.2,지민,BIGHIT MUSIC
87,Ai Wo Tsutaetaidatoka,aimyon,WM Japan
88,Chase Love Hard (Feat. 황민현),볼빨간사춘기,쇼파르엔터테인먼트
89,"Young, Dumb, Stupid",NMIXX,JYP Entertainment
90,결국엔 너에게 닿아서,WSG워너비 (가야G),냠냠엔터테인먼트
91,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,Stone Music Entertainment
92,on the street (with J. Cole),"j-hope,  J. Cole",BIGHIT MUSIC
93,딱 10CM만,"10cm, BIG Naughty (서동현)","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
94,Off My Face,Justin Bieber,RBMG/Def Jam
95,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),H1GHR MUSIC
96,주저하는 연인들을 위해,잔나비,페포니 뮤직
97,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),피네이션
98,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
99,다시 만날 수 있을까,임영웅,물고기뮤직
100,When I Get Old,"Christopher, 청하",Parlophone Denmark
101,Cupid (Twin Ver.),FIFTY FIFTY,ATTRAKT
102,Butter,방탄소년단,BIGHIT MUSIC
103,밤하늘의 별을(2020),경서,꿈의엔진
104,그대를 알고,송하예,디스튜디오
105,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
106,잘가요,주호,레이벡스
107,희재,성시경,씨에스해피엔터테인먼트
108,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트"
109,되돌리다,먼데이 키즈 (Monday Kiz),오늘의 선곡
110,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
111,Heaven(2023),임재현,캔버스뮤직
112,Permission to Dance,방탄소년단,BIGHIT MUSIC
113,그댄 행복에 살텐데 (2022),최유리,일팔 프로젝트
114,첫사랑,백아,Baek A
115,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",엔에이피엔터테인먼트
116,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment
117,마지막 사랑,신예영,투플원엔터테인먼트
118,떠나보낼 준비해 둘걸 그랬어,임한별,오늘의 선곡
119,Blue Blood,IVE (아이브),스타쉽엔터테인먼트
120,자격지심 (Feat. ZICO),BE`O (비오),"빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
121,사랑이 이별이 돼 가는 모습이,볼빨간사춘기,쇼파르엔터테인먼트
122,Sugar Rush Ride,투모로우바이투게더,BIGHIT MUSIC
123,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Warner Music
124,한 페이지가 될 수 있게,DAY6,JYP Entertainment
125,슝! (feat. LISA of BLACKPINK),태양,The Black Label
126,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment
127,무지개,임영웅,물고기뮤직
128,Love story,볼빨간사춘기,쇼파르엔터테인먼트
129,드라마,아이유 (IU),EDAM엔터테인먼트
130,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈
131,아버지,임영웅,물고기뮤직
132,Kiss,NCT 도재정,SM Entertainment
133,WHEN I MOVE,카라 (KARA),RBW
134,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
135,Hello,백현 (BAEKHYUN),뮤직레시피
136,도깨비불 (Illusion),aespa,SM Entertainment
137,"10,000 Hours","Dan + Shay, Justin Bieber",Warner Music
138,HOT,세븐틴,플레디스
139,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
140,보고싶었어,WSG워너비 (4FIRE),MBC
141,Blueming,아이유 (IU),Kakao Entertainment
142,That That (prod. & feat. SUGA of BTS),싸이 (Psy),피네이션
143,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Atlantic Records
144,I`m Not The Only One,Sam Smith,Capitol Records
145,Loving You Girl (Feat. Hkeem),Peder Elias,Columbia
146,후유증 (Can We Go Back),NCT 도재정,SM Entertainment
147,신호등,이무진,쇼플레이
148,라일락,아이유 (IU),EDAM엔터테인먼트
149,2002,Anne-Marie,Atlantic Records UK
150,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
151,인생찬가,임영웅,물고기뮤직
152,D N D,에이핑크(Apink),아이에스티 엔터테인먼트
153,Lips,IVE (아이브),스타쉽엔터테인먼트
154,Next Level,aespa,SM Entertainment
155,strawberry moon,아이유 (IU),EDAM엔터테인먼트
156,새벽에 걸려온 너의 전화는,한동근,말하는
157,The Drum,Alan Walker,MER Recordings
158,A bientot,임영웅,물고기뮤직
159,예뻤어,DAY6,JYP Entertainment
160,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
161,One Call Away,Charlie Puth,Artist Partners
162,Jelly Pop,BOYS PLANET,지니뮤직
163,Lemon,Kenshi Yonezu,Sony Music
164,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
165,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"Stone Music Entertainment, 삼화네트웍스"
166,Kill Bill,SZA,Top Dawg Entertainment/RCA Records
167,어른,Sondia,Stone Music Entertainment
168,Flowers,Miley Cyrus,Columbia
169,Made You Look,Meghan Trainor,Epic
170,INVU,태연 (TAEYEON),SM Entertainment
171,벚꽃 엔딩,버스커 버스커 (Busker Busker),Stone Music Entertainment
172,Sunday Night Drive,박재범,"MORE VISION, The Seasons"
173,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),H1GHR MUSIC
174,손이 참 곱던 그대,임영웅,물고기뮤직
175,스티커 사진,21학번,제나두 엔터테인먼트
176,사랑해 진짜,임영웅,물고기뮤직
177,Celebrity,아이유 (IU),EDAM엔터테인먼트
178,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",Stone Music Entertainment
179,Shape of You,Ed Sheeran,Atlantic Records UK
180,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
181,Bad,Christopher,Parlophone Denmark
182,보금자리,임영웅,물고기뮤직
183,연애편지,임영웅,물고기뮤직
184,BETELGEUSE,Yuuri,Sony Music Labels Inc.
185,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
186,고백,멜로망스(Melomance),"카카오엔터테인먼트, 민트페이퍼, 광합성"
187,바보가슴,"송하예, 한빈 (포맨)",키야뮤직
188,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),Stone Music Entertainment
189,"나만, 봄",볼빨간사춘기,쇼파르엔터테인먼트
190,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
191,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
192,Attention,Charlie Puth,Artist Partners
193,Every Second,Mina Okabe,Universal Music
194,SMILEY (Feat. BIBI),YENA(최예나),위에화엔터테인먼트코리아
195,Dive,NCT 도재정,SM Entertainment
196,アイドル,YOASOBI,YOASOBI
197,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),H1GHR MUSIC
198,물론,허각,니즈뮤직
199,すずめ / Suzume (Feat. Toaka (토아카/十明)),RADWIMPS,제이박스엔터테인먼트
200,Higher,FIFTY FIFTY,ATTRAKT
1,I AM,IVE (아이브),스타쉽엔터테인먼트
2,Kitsch,IVE (아이브),스타쉽엔터테인먼트
3,손오공,세븐틴,플레디스
4,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
5,꽃,지수 (JISOO),YG Entertainment
6,Ditto,NewJeans,ADOR
7,F*ck My Life,세븐틴,플레디스
8,Hype boy,NewJeans,ADOR
9,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
10,OMG,NewJeans,ADOR
11,사건의 지평선,윤하,C9엔터테인먼트
12,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
13,Cupid,FIFTY FIFTY,ATTRAKT
14,CHRISTIAN,Zior Park,Beautiful Noise
15,FRIEND THE END,볼빨간사춘기,쇼파르엔터테인먼트
16,After LIKE,IVE (아이브),스타쉽엔터테인먼트
17,물론,허각,니즈뮤직
18,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
19,헤어지자 말해요,박재정,로맨틱팩토리
20,London Boy,임영웅,물고기뮤직
21,사람 Pt.2 (feat. 아이유),Agust D,BIGHIT MUSIC
22,Attention,NewJeans,ADOR
23,Polaroid,임영웅,물고기뮤직
24,심(心),DK,방구석 캐스팅
25,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
26,나의 바람 (Wind And Wish),비투비 (BTOB),큐브엔터테인먼트
27,빛이 나는 너에게,던 (DAWN),AT AREA
28,NIGHT DANCER,imase,Universal Music
29,Love Me Like This,NMIXX,JYP Entertainment
