date,Rank,Title,New_Artist,Production,Runtime,WeeklyViews,ky_rank,n_score,g_score,major_cate_Classical,major_cate_J-pop,major_cate_Jazz,major_cate_K-pop,major_cate_OST,major_cate_Other,major_cate_Pop,sub_cate_Animation/Game,sub_cate_Ballad,sub_cate_Blues/Folk,sub_cate_Carol,sub_cate_Crossover,sub_cate_Dance,sub_cate_Drama,sub_cate_Electronica,sub_cate_General,sub_cate_Indie,sub_cate_Korean Movie,sub_cate_Pop,sub_cate_R&B/Soul,sub_cate_Rap/Hip-hop,sub_cate_Rock,sub_cate_Traditional,sub_cate_Trot,sub_cate_World Music,season_autumn,season_spring,season_summer,season_winter
2024-01-21,111,@은영이에게,#안녕,니즈뮤직,292,1494289.0,,44.39183,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-28,120,@은영이에게,#안녕,니즈뮤직,292,1959168.0,,31.71549,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-04,147,@은영이에게,#안녕,니즈뮤직,292,1610044.0,,25.52037,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-11,154,@은영이에게,#안녕,니즈뮤직,292,1400603.0,,24.18861,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-18,176,@은영이에게,#안녕,니즈뮤직,292,1342797.0,,25.88537,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-11-19,190,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,94.99852,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-26,168,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,58.73532,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-12-03,171,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,34.379,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-10,164,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,29.92009,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-17,179,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,21.57443,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-24,163,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1298461.0,,60.40248,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-31,149,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1485567.0,,30.14698,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-07,142,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1375170.0,,27.09874,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-14,139,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1275410.0,,59.32721,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-21,135,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1494289.0,,44.39183,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-28,118,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1959168.0,,31.71549,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-04,123,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1610044.0,,25.52037,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-11,137,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1400603.0,,24.18861,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-18,145,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1342797.0,,25.88537,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-25,150,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1308108.0,,43.57304,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-03-03,151,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1310834.0,,32.43563,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-10,161,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,22.8174,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-17,176,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,24.29712,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-24,185,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,26.42793,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-07,199,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,23.83348,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-14,197,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,,,19.17727,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-07-07,200,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,2012936.0,,93.12419,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-25,200,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,250,1619320.0,,28.34171,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-24,66,해요 (2022),#안녕,일팔 프로젝트,238,,86.0,13.34714,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-01,65,해요 (2022),#안녕,일팔 프로젝트,238,,,14.32376,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-08,62,해요 (2022),#안녕,일팔 프로젝트,238,,,16.12903,64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-15,64,해요 (2022),#안녕,일팔 프로젝트,238,,,15.87254,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-22,64,해요 (2022),#안녕,일팔 프로젝트,238,,,15.47795,67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-29,63,해요 (2022),#안녕,일팔 프로젝트,238,,,20.52875,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-05,63,해요 (2022),#안녕,일팔 프로젝트,238,,89.0,100.0,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-12,61,해요 (2022),#안녕,일팔 프로젝트,238,,56.0,33.33333,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-19,66,해요 (2022),#안녕,일팔 프로젝트,238,,95.0,94.99852,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-26,65,해요 (2022),#안녕,일팔 프로젝트,238,,96.0,58.73532,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-12-03,75,해요 (2022),#안녕,일팔 프로젝트,238,,84.0,34.379,73,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-10,70,해요 (2022),#안녕,일팔 프로젝트,238,,93.0,29.92009,73,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-17,76,해요 (2022),#안녕,일팔 프로젝트,238,,81.0,21.57443,78,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-24,72,해요 (2022),#안녕,일팔 프로젝트,238,1298461.0,70.0,60.40248,76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-31,67,해요 (2022),#안녕,일팔 프로젝트,238,1485567.0,87.0,30.14698,88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-07,68,해요 (2022),#안녕,일팔 프로젝트,238,1375170.0,100.0,27.09874,76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-14,68,해요 (2022),#안녕,일팔 프로젝트,238,1275410.0,88.0,59.32721,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-21,70,해요 (2022),#안녕,일팔 프로젝트,238,1494289.0,88.0,44.39183,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-28,73,해요 (2022),#안녕,일팔 프로젝트,238,1959168.0,94.0,31.71549,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-04,69,해요 (2022),#안녕,일팔 프로젝트,238,1610044.0,92.0,25.52037,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-11,71,해요 (2022),#안녕,일팔 프로젝트,238,1400603.0,87.0,24.18861,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-18,73,해요 (2022),#안녕,일팔 프로젝트,238,1342797.0,100.0,25.88537,57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-25,80,해요 (2022),#안녕,일팔 프로젝트,238,1308108.0,90.0,43.57304,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-03-03,72,해요 (2022),#안녕,일팔 프로젝트,238,1310834.0,,32.43563,57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-10,71,해요 (2022),#안녕,일팔 프로젝트,238,,92.0,22.8174,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-17,72,해요 (2022),#안녕,일팔 프로젝트,238,,97.0,24.29712,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-24,70,해요 (2022),#안녕,일팔 프로젝트,238,,,26.42793,57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-31,75,해요 (2022),#안녕,일팔 프로젝트,238,,97.0,21.3278,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-07,80,해요 (2022),#안녕,일팔 프로젝트,238,,,23.83348,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-14,77,해요 (2022),#안녕,일팔 프로젝트,238,,,19.17727,57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-21,79,해요 (2022),#안녕,일팔 프로젝트,238,,,18.06254,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-28,94,해요 (2022),#안녕,일팔 프로젝트,238,,,19.27591,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-05,101,해요 (2022),#안녕,일팔 프로젝트,238,,,24.80023,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-12,105,해요 (2022),#안녕,일팔 프로젝트,238,,,21.07132,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-19,107,해요 (2022),#안녕,일팔 프로젝트,238,,,20.63726,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-26,109,해요 (2022),#안녕,일팔 프로젝트,238,,,13.83052,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-06-02,114,해요 (2022),#안녕,일팔 프로젝트,238,,,13.51484,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-06-09,117,해요 (2022),#안녕,일팔 프로젝트,238,,,28.29239,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-06-16,124,해요 (2022),#안녕,일팔 프로젝트,238,,,97.45486,67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-06-23,129,해요 (2022),#안녕,일팔 프로젝트,238,2331016.0,100.0,86.78109,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-06-30,144,해요 (2022),#안녕,일팔 프로젝트,238,2050971.0,,74.65719,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-07-07,137,해요 (2022),#안녕,일팔 프로젝트,238,2012936.0,,93.12419,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-07-14,146,해요 (2022),#안녕,일팔 프로젝트,238,1819490.0,,51.68195,64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-07-21,138,해요 (2022),#안녕,일팔 프로젝트,238,1685458.0,,37.44697,69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-07-28,138,해요 (2022),#안녕,일팔 프로젝트,238,1511400.0,,28.97306,75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-04,141,해요 (2022),#안녕,일팔 프로젝트,238,1651299.0,,30.65009,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-11,141,해요 (2022),#안녕,일팔 프로젝트,238,1650993.0,,31.03482,71,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-18,150,해요 (2022),#안녕,일팔 프로젝트,238,1610654.0,,25.95442,64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-25,160,해요 (2022),#안녕,일팔 프로젝트,238,1619320.0,,28.34171,75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-09-01,166,해요 (2022),#안녕,일팔 프로젝트,238,1645930.0,,28.69685,86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-09-08,160,해요 (2022),#안녕,일팔 프로젝트,238,1735428.0,,27.14807,94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-03-17,109,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,3758865.0,,28.79811,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-24,107,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4334540.0,,30.73983,49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-31,131,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4401173.0,,44.84711,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-07,100,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,5293595.0,,39.55432,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-14,103,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,5018116.0,,43.09991,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-21,100,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4462968.0,,40.776,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-28,109,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4429960.0,,56.71239,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-05,113,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4131160.0,,74.17758,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-12,126,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,3923769.0,,61.11452,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-19,139,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4365546.0,,45.15083,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-26,168,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4186095.0,,48.10606,79,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-06-02,191,고장난걸까,10cm,"소리날리, 모스트콘텐츠",236,4243703.0,,59.54477,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-24,86,그라데이션,10cm,매직스트로베리사운드,201,3657222.0,,28.42956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-01,99,그라데이션,10cm,매직스트로베리사운드,201,3409747.0,,28.77764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-08,99,그라데이션,10cm,매직스트로베리사운드,201,3295867.0,,26.13295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-15,103,그라데이션,10cm,매직스트로베리사운드,201,3424030.0,,23.71689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-22,106,그라데이션,10cm,매직스트로베리사운드,201,3283666.0,,22.08572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-29,122,그라데이션,10cm,매직스트로베리사운드,201,3314402.0,,23.19137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-05,124,그라데이션,10cm,매직스트로베리사운드,201,2998731.0,,20.22249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-12,122,그라데이션,10cm,매직스트로베리사운드,201,2916621.0,,23.96259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-19,123,그라데이션,10cm,매직스트로베리사운드,201,2803990.0,,20.36582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-26,130,그라데이션,10cm,매직스트로베리사운드,201,2953383.0,,19.1885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-12-03,130,그라데이션,10cm,매직스트로베리사운드,201,2999377.0,,25.84288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-10,137,그라데이션,10cm,매직스트로베리사운드,201,2982983.0,,28.75716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-17,149,그라데이션,10cm,매직스트로베리사운드,201,2719187.0,,32.11165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-24,141,그라데이션,10cm,매직스트로베리사운드,201,2613762.0,,32.09459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-12-31,128,그라데이션,10cm,매직스트로베리사운드,201,2318413.0,,26.73013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-07,127,그라데이션,10cm,매직스트로베리사운드,201,2239252.0,,24.07521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-14,134,그라데이션,10cm,매직스트로베리사운드,201,2398879.0,,31.35408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-21,138,그라데이션,10cm,매직스트로베리사운드,201,2486454.0,,44.90854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-01-28,139,그라데이션,10cm,매직스트로베리사운드,201,3046160.0,,31.72604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-04,135,그라데이션,10cm,매직스트로베리사운드,201,3759551.0,,26.41277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-11,138,그라데이션,10cm,매직스트로베리사운드,201,3389384.0,,25.58353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-18,146,그라데이션,10cm,매직스트로베리사운드,201,3280305.0,,26.10906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-02-25,142,그라데이션,10cm,매직스트로베리사운드,201,3135404.0,,25.72345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-03-03,131,그라데이션,10cm,매직스트로베리사운드,201,3081857.0,,25.3822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-10,127,그라데이션,10cm,매직스트로베리사운드,201,3579197.0,,30.48389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-17,123,그라데이션,10cm,매직스트로베리사운드,201,3758865.0,,28.79811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-24,123,그라데이션,10cm,매직스트로베리사운드,201,4334540.0,,30.73983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-03-31,122,그라데이션,10cm,매직스트로베리사운드,201,4401173.0,,44.84711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-07,116,그라데이션,10cm,매직스트로베리사운드,201,5293595.0,,39.55432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-14,122,그라데이션,10cm,매직스트로베리사운드,201,5018116.0,,43.09991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-21,127,그라데이션,10cm,매직스트로베리사운드,201,4462968.0,,40.776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-04-28,133,그라데이션,10cm,매직스트로베리사운드,201,4429960.0,,56.71239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-05,139,그라데이션,10cm,매직스트로베리사운드,201,4131160.0,,74.17758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-12,135,그라데이션,10cm,매직스트로베리사운드,201,3923769.0,,61.11452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-19,140,그라데이션,10cm,매직스트로베리사운드,201,4365546.0,,45.15083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-05-26,143,그라데이션,10cm,매직스트로베리사운드,201,4186095.0,,48.10606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-06-02,132,그라데이션,10cm,매직스트로베리사운드,201,4243703.0,,59.54477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
