Week,Rank,Artist,Weekly Views
2024-03-17,7,NewJeans,5630285
2024-03-17,8,aespa,4730402
2024-03-17,9,볼빨간사춘기,4684232
2024-03-17,10,임영웅,4663912
2024-03-17,11,BIGBANG,4412115
2024-03-17,12,세븐틴(SEVENTEEN),4356212
2024-03-17,13,AKMU (악뮤),4273887
2024-03-17,14,TWICE(트와이스),3899822
2024-03-17,15,BTS(방탄소년단),3806980
2024-03-17,16,릴러말즈(Leellamarz),3790754
2024-03-17,17,10CM,3758865
2024-03-17,18,비비(BIBI),3730371
2024-03-17,19,로이킴,3686525
2024-03-17,20,TWS (투어스),3684588
2024-03-17,21,윤하,3588977
2024-03-17,22,BLACKPINK,3524470
2024-03-17,23,요아소비,3425671
2024-03-17,24,정국,3279806
2024-03-17,25,성시경,3229080
2024-03-17,26,Charlie Puth,3158114
2024-03-17,27,BIG Naughty (서동현),2999379
2024-03-17,28,Red Velvet,2751645
2024-03-17,29,Kenshi Yonezu(켄시 요네즈/米津 玄師),2746272
2024-03-17,30,백예린,2619038
2024-03-17,31,M.C the MAX,2580453
2024-03-17,32,Ariana Grande(아리아나 그란데),2567715
2024-03-17,33,다비치,2411088
2024-03-17,34,잔나비,2403151
2024-03-17,35,Creepy Nuts,2394499
2024-03-17,36,MC 몽,2368994
2024-03-17,37,창모(CHANGMO),2365710
2024-03-17,38,싸이(PSY),2310657
2024-03-17,39,멜로망스(MeloMance),2295431
2024-03-17,40,청하,2293608
2024-03-17,41,RIIZE,2279874
2024-03-17,42,폴킴(Paul Kim),2254784
2024-03-17,43,헤이즈(Heize),2242455
2024-03-17,44,엔믹스,2206182
2024-03-17,45,최유리,2201569
2024-03-17,46,허각,2188765
2024-03-17,47,Justin Bieber(저스틴 비버),2150204
2024-03-17,48,비투비,2128570
2024-03-17,49,이무진,2096827
2024-03-17,50,Taylor Swift,2066462
2024-03-17,51,VIVIZ (비비지),2058673
2024-03-17,52,카더가든,2001621
2024-03-17,53,케이시,1967896
2024-03-17,54,TOIL,1965560
2024-03-17,55,너드커넥션,1942788
2024-03-17,56,버즈,1942378
2024-03-17,57,Lauv(라우브),1938725
2024-03-17,58,Benson Boone,1907415
2024-03-17,59,루시,1887496
2024-03-17,60,에일리(AILEE),1886774
2024-03-17,61,스트레이 키즈,1873237
2024-03-17,62,The Weeknd (위켄드),1847135
2024-03-17,63,SG워너비,1847039
2024-03-17,64,Loco,1815000
2024-03-17,65,Ed Sheeran(에드 시런),1808417
2024-03-17,66,ITZY,1794953
2024-03-17,67,케이윌,1751139
2024-03-17,68,디셈버(December),1750667
2024-03-17,69,크러쉬,1744690
2024-03-17,70,ASH ISLAND,1696895
2024-03-17,71,임재현,1684829
2024-03-17,72,지아,1669335
2024-03-17,73,장범준,1665781
2024-03-17,74,NCT DREAM,1657791
2024-03-17,75,다이나믹 듀오,1618543
2024-03-17,76,오마이걸(OH MY GIRL),1591925
2024-03-17,77,이찬원,1591732
2024-03-17,78,김승민,1587491
2024-03-17,79,Maroon 5(마룬 파이브),1586398
2024-03-17,80,EXO,1564165
2024-03-17,81,Yorushika(ヨルシカ),1554203
2024-03-17,82,기리보이(Giriboy),1542878
2024-03-17,83,에픽하이(EPIK HIGH),1532103
2024-03-17,84,STAYC(스테이씨),1527137
2024-03-17,85,김나영,1524940
2024-03-17,86,박효신,1487815
2024-03-17,87,QWER,1469750
2024-03-17,88,그루비룸,1468081
2024-03-17,89,Alan Walker,1466577
2024-03-17,90,KISS OF LIFE,1458361
2024-03-17,91,OFFICIAL HIGE DANDISM,1431151
2024-03-17,92,경서예지,1424036
2024-03-17,93,이창섭,1418254
2024-03-17,94,티아라,1413464
2024-03-17,95,박재범,1410245
2024-03-17,96,경서,1400122
2024-03-17,97,Yuuri,1397214
2024-03-17,98,소녀시대,1384031
2024-03-17,99,aimyon,1382197
2024-03-17,100,PLAVE,1380529
2024-03-10,1,아이유(IU),12767772
2024-03-10,2,르세라핌,10889913
2024-03-10,3,(여자)아이들,9067225
2024-03-10,4,IVE,6732827
2024-03-10,5,태연,5931470
2024-03-10,6,NewJeans,5882147
2024-03-10,7,비비(BIBI),5216974
2024-03-10,8,aespa,4796002
2024-03-10,9,임영웅,4711736
2024-03-10,10,볼빨간사춘기,4534418
2024-03-10,11,세븐틴(SEVENTEEN),4401043
2024-03-10,12,AKMU (악뮤),4254502
2024-03-10,13,BIGBANG,4154004
2024-03-10,14,DAY6(데이식스),4041090
2024-03-10,15,릴러말즈(Leellamarz),3844386
2024-03-10,16,BTS(방탄소년단),3815687
2024-03-10,17,TWS,3804467
2024-03-10,18,로이킴,3580705
2024-03-10,19,10CM,3579197
2024-03-10,20,윤하,3563415
2024-03-10,21,TWICE(트와이스),3482613
2024-03-10,22,정국,3380796
2024-03-10,23,요아소비,3342433
2024-03-10,24,성시경,3333626
2024-03-10,25,BLACKPINK,3305486
2024-03-10,26,Charlie Puth,3144660
2024-03-10,27,BIG Naughty (서동현),2895982
2024-03-10,28,백예린,2798092
2024-03-10,29,Kenshi Yonezu(켄시 요네즈/米津 玄師),2719186
2024-03-10,30,Ariana Grande(아리아나 그란데),2677153
2024-03-10,31,M.C the MAX,2647783
2024-03-10,32,Red Velvet,2562338
2024-03-10,33,MC 몽,2417285
2024-03-10,34,RIIZE,2373978
2024-03-10,35,잔나비,2357251
2024-03-10,36,창모(CHANGMO),2349990
2024-03-10,37,엔믹스,2317063
2024-03-10,38,허각,2286426
2024-03-10,39,다비치,2283345
2024-03-10,40,최유리,2269378
2024-03-10,41,싸이(PSY),2248155
2024-03-10,42,헤이즈(Heize),2240081
2024-03-10,43,Justin Bieber(저스틴 비버),2206148
2024-03-10,44,멜로망스(MeloMance),2195104
2024-03-10,45,이무진,2135940
2024-03-10,46,VIVIZ (비비지),2127747
2024-03-10,47,폴킴(Paul Kim),2075669
2024-03-10,48,Taylor Swift,2071850
2024-03-10,49,비투비,2068271
2024-03-10,50,Lauv(라우브),2014004
2024-03-10,51,Men's Tear (맨스티어),2006842
2024-03-10,52,카더가든,1985805
2024-03-10,53,Creepy Nuts,1959803
2024-03-10,54,버즈,1949401
2024-03-10,55,너드커넥션,1937121
2024-03-10,56,크러쉬,1899352
2024-03-10,57,에일리(AILEE),1883537
2024-03-10,58,The Weeknd (위켄드),1880161
2024-03-10,59,TOIL,1835704
2024-03-10,60,Ed Sheeran(에드 시런),1829041
2024-03-10,61,청하,1825710
2024-03-10,62,ITZY,1822815
2024-03-10,63,스트레이 키즈,1787913
2024-03-10,64,케이시,1762423
2024-03-10,65,임재현,1741995
2024-03-10,66,SG워너비,1721807
2024-03-10,67,PLAVE,1698001
2024-03-10,68,Loco,1688131
2024-03-10,69,NCT DREAM,1687634
2024-03-10,70,기리보이(Giriboy),1686907
2024-03-10,71,ASH ISLAND,1667109
2024-03-10,72,Maroon 5(마룬 파이브),1658016
2024-03-10,73,지아,1655075
2024-03-10,74,디셈버(December),1639849
2024-03-10,75,에픽하이(EPIK HIGH),1624119
2024-03-10,76,Yorushika(ヨルシカ),1605737
2024-03-10,77,이찬원,1598245
2024-03-10,78,Benson Boone,1594004
2024-03-10,79,KISS OF LIFE,1574579
2024-03-10,80,STAYC(스테이씨),1569782
2024-03-10,81,다이나믹 듀오,1566989
2024-03-10,82,루시,1545971
2024-03-10,83,장범준,1541010
2024-03-10,84,QWER,1537395
2024-03-10,85,김승민,1525136
2024-03-10,86,그루비룸,1502297
2024-03-10,87,박효신,1498302
2024-03-10,88,Alan Walker,1471861
2024-03-10,89,김나영,1452956
2024-03-10,90,EXO,1439069
2024-03-10,91,파테코,1421492
2024-03-10,92,aimyon,1420603
2024-03-10,93,호미들,1414615
2024-03-10,94,Yuuri,1411777
2024-03-10,95,케이윌,1402648
2024-03-10,96,OFFICIAL HIGE DANDISM,1389997
2024-03-10,97,박재범,1382135
2024-03-10,98,키드 와인,1373256
2024-03-10,99,이창섭,1359697
2024-03-10,100,경서예지,1343435
2024-03-03,1,아이유(IU),12808822
2024-03-03,2,르세라핌,10095830
2024-03-03,3,(여자)아이들,7896274
2024-03-03,4,NewJeans,5916376
2024-03-03,5,비비(BIBI),5893815
2024-03-03,6,태연,5761940
2024-03-03,7,IVE,5394810
2024-03-03,8,aespa,5058615
2024-03-03,9,임영웅,4910182
2024-03-03,10,세븐틴(SEVENTEEN),4252427
2024-03-03,11,AKMU (악뮤),4209369
2024-03-03,12,볼빨간사춘기,3991271
2024-03-03,13,릴러말즈(Leellamarz),3943033
2024-03-03,14,BIGBANG,3880929
2024-03-03,15,DAY6(데이식스),3727074
2024-03-03,16,TWS,3543768
2024-03-03,17,BTS(방탄소년단),3430324
2024-03-03,18,윤하,3350877
2024-03-03,19,정국,3306607
2024-03-03,20,요아소비,3195285
2024-03-03,21,성시경,3144892
2024-03-03,22,10CM,3081857
2024-03-03,23,BLACKPINK,3049307
2024-03-03,24,TWICE(트와이스),3009227
2024-03-03,25,Charlie Puth,2898361
2024-03-03,26,BIG Naughty (서동현),2761830
2024-03-03,27,백예린,2684415
2024-03-03,28,RIIZE,2542042
2024-03-03,29,로이킴,2506507
2024-03-03,30,Kenshi Yonezu(켄시 요네즈/米津 玄師),2506178
2024-03-03,31,엔믹스,2485633
2024-03-03,32,M.C the MAX,2454119
2024-03-03,33,Red Velvet,2429511
2024-03-03,34,잔나비,2268323
2024-03-03,35,다비치,2237772
2024-03-03,36,MC 몽,2219360
2024-03-03,37,싸이(PSY),2218859
2024-03-03,38,창모(CHANGMO),2201907
2024-03-03,39,멜로망스(MeloMance),2158740
2024-03-03,40,허각,2144534
2024-03-03,41,이무진,2136379
2024-03-03,42,Justin Bieber(저스틴 비버),2100361
2024-03-03,43,VIVIZ (비비지),2085258
2024-03-03,44,최유리,2072337
2024-03-03,45,헤이즈(Heize),2070849
2024-03-03,46,Men's Tear (맨스티어),2016714
2024-03-03,47,Lauv(라우브),1932675
2024-03-03,48,카더가든,1928199
2024-03-03,49,Taylor Swift,1927461
2024-03-03,50,에일리(AILEE),1886553
2024-03-03,51,크러쉬,1865684
2024-03-03,52,ITZY,1854295
2024-03-03,53,비투비,1854085
2024-03-03,54,The Weeknd (위켄드),1818674
2024-03-03,55,너드커넥션,1795907
2024-03-03,56,PLAVE,1775293
2024-03-03,57,버즈,1754728
2024-03-03,58,스트레이 키즈,1746823
2024-03-03,59,임재현,1732478
2024-03-03,60,Ed Sheeran(에드 시런),1697869
2024-03-03,61,TOIL,1686442
2024-03-03,62,NCT DREAM,1643694
2024-03-03,63,Ariana Grande(아리아나 그란데),1626576
2024-03-03,64,Loco,1621592
2024-03-03,65,이찬원,1598563
2024-03-03,66,기리보이(Giriboy),1579109
2024-03-03,67,ASH ISLAND,1562116
2024-03-03,68,디셈버(December),1539907
2024-03-03,69,그루비룸,1535705
2024-03-03,70,SG워너비,1514831
2024-03-03,71,STAYC(스테이씨),1483360
2024-03-03,72,김승민,1467539
2024-03-03,73,KISS OF LIFE,1465321
2024-03-03,74,박효신,1465070
2024-03-03,75,Maroon 5(마룬 파이브),1463663
2024-03-03,76,폴킴(Paul Kim),1460297
2024-03-03,77,QWER,1460236
2024-03-03,78,장범준,1451780
2024-03-03,79,에픽하이(EPIK HIGH),1450348
2024-03-03,80,다이나믹 듀오,1445340
2024-03-03,81,Creepy Nuts,1444834
2024-03-03,82,Yorushika(ヨルシカ),1434366
2024-03-03,83,Alan Walker,1431834
2024-03-03,84,지아,1421620
2024-03-03,85,EXO,1408636
2024-03-03,86,aimyon,1368496
2024-03-03,87,청하,1329946
2024-03-03,88,케이윌,1328005
2024-03-03,89,루시,1327046
2024-03-03,90,박재범,1321341
2024-03-03,91,Yuuri,1320640
2024-03-03,92,#안녕,1310834
2024-03-03,93,Niziirozamurai ZUMA,1308774
2024-03-03,94,OFFICIAL HIGE DANDISM,1300748
2024-03-03,95,티아라,1294901
2024-03-03,96,파테코,1272542
2024-03-03,97,NCT 127,1270857
2024-03-03,98,Post Malone(포스트 말론),1265174
2024-03-03,99,지코(ZICO),1263300
2024-03-03,100,경서예지,1259192
2024-02-25,1,아이유(IU),15391122
2024-02-25,2,르세라핌,11099841
2024-02-25,3,(여자)아이들,8328651
2024-02-25,4,IVE,6897531
2024-02-25,5,NewJeans,6230242
2024-02-25,6,태연,6094181
2024-02-25,7,비비(BIBI),5590119
2024-02-25,8,aespa,5493092
2024-02-25,9,임영웅,4678223
2024-02-25,10,세븐틴(SEVENTEEN),4640071
2024-02-25,11,릴러말즈(Leellamarz),4416914
2024-02-25,12,AKMU (악뮤),4381119
2024-02-25,13,볼빨간사춘기,4215700
2024-02-25,14,BIGBANG,3740763
2024-02-25,15,DAY6(데이식스),3649300
2024-02-25,16,BTS(방탄소년단),3598429
2024-02-25,17,윤하,3532194
2024-02-25,18,요아소비,3418191
2024-02-25,19,TWICE(트와이스),3370964
2024-02-25,20,정국,3288282
2024-02-25,21,TWS,3272642
2024-02-25,22,성시경,3265642
2024-02-25,23,BLACKPINK,3174145
2024-02-25,24,10CM,3135404
2024-02-25,25,Charlie Puth,3008617
2024-02-25,26,엔믹스,2849645
2024-02-25,27,BIG Naughty (서동현),2844708
2024-02-25,28,M.C the MAX,2726776
2024-02-25,29,백예린,2682504
2024-02-25,30,Kenshi Yonezu(켄시 요네즈/米津 玄師),2614691
2024-02-25,31,RIIZE,2605449
2024-02-25,32,Red Velvet,2476152
2024-02-25,33,헤이즈(Heize),2367670
2024-02-25,34,다비치,2361973
2024-02-25,35,잔나비,2339270
2024-02-25,36,VIVIZ (비비지),2279054
2024-02-25,37,로이킴,2275419
2024-02-25,38,Justin Bieber(저스틴 비버),2267572
2024-02-25,39,이무진,2265305
2024-02-25,40,싸이(PSY),2241432
2024-02-25,41,허각,2218751
2024-02-25,42,멜로망스(MeloMance),2184357
2024-02-25,43,창모(CHANGMO),2170702
2024-02-25,44,ITZY,2146549
2024-02-25,45,Taylor Swift,2138457
2024-02-25,46,최유리,2122078
2024-02-25,47,MC 몽,2119389
2024-02-25,48,스트레이 키즈,1993315
2024-02-25,49,Lauv(라우브),1988501
2024-02-25,50,The Weeknd (위켄드),1978690
2024-02-25,51,카더가든,1965717
2024-02-25,52,버즈,1914735
2024-02-25,53,에일리(AILEE),1896477
2024-02-25,54,크러쉬,1882984
2024-02-25,55,너드커넥션,1809535
2024-02-25,56,임재현,1800800
2024-02-25,57,비투비,1780988
2024-02-25,58,Ed Sheeran(에드 시런),1745825
2024-02-25,59,NCT DREAM,1718715
2024-02-25,60,Ariana Grande(아리아나 그란데),1680062
2024-02-25,61,디셈버(December),1643403
2024-02-25,62,TOIL,1638153
2024-02-25,63,에픽하이(EPIK HIGH),1626802
2024-02-25,64,KISS OF LIFE,1613278
2024-02-25,65,Loco,1601733
2024-02-25,66,ASH ISLAND,1584711
2024-02-25,67,그루비룸,1573182
2024-02-25,68,지아,1569842
2024-02-25,69,박효신,1563649
2024-02-25,70,SG워너비,1559505
2024-02-25,71,장범준,1559413
2024-02-25,72,이찬원,1557590
2024-02-25,73,Maroon 5(마룬 파이브),1556035
2024-02-25,74,STAYC(스테이씨),1546498
2024-02-25,75,Alan Walker,1539697
2024-02-25,76,김승민,1533058
2024-02-25,77,기리보이(Giriboy),1529560
2024-02-25,78,양홍원,1511985
2024-02-25,79,다이나믹 듀오,1481125
2024-02-25,80,Creepy Nuts,1454746
2024-02-25,81,EXO,1448621
2024-02-25,82,QWER,1436956
2024-02-25,83,Yorushika(ヨルシカ),1424410
2024-02-25,84,aimyon,1397380
2024-02-25,85,Yuuri,1385808
2024-02-25,86,NCT 127,1380894
2024-02-25,87,경서예지,1378083
2024-02-25,88,Ado,1356383
2024-02-25,89,Zion.T,1348613
2024-02-25,90,티아라,1330458
2024-02-25,91,루시,1325451
2024-02-25,92,청하,1313394
2024-02-25,93,OFFICIAL HIGE DANDISM,1311162
2024-02-25,94,#안녕,1308108
2024-02-25,95,지코(ZICO),1306075
2024-02-25,96,박재범,1297670
2024-02-25,97,PLAVE,1289613
2024-02-25,98,G-DRAGON,1278048
2024-02-25,99,파테코,1275664
2024-02-25,100,케이윌,1274111
2024-02-18,1,아이유(IU),13561906
2024-02-18,2,비비(BIBI),9056364
2024-02-18,3,(여자)아이들,8716645
2024-02-18,4,르세라핌,8297490
2024-02-18,5,IVE,6922356
2024-02-18,6,NewJeans,6340497
2024-02-18,7,태연,6121708
2024-02-18,8,aespa,5396033
2024-02-18,9,세븐틴(SEVENTEEN),4775563
2024-02-18,10,임영웅,4763254
2024-02-18,11,AKMU (악뮤),4692740
2024-02-18,12,볼빨간사춘기,4171594
2024-02-18,13,릴러말즈(Leellamarz),4134151
2024-02-18,14,BIGBANG,3654566
2024-02-18,15,BTS(방탄소년단),3613264
2024-02-18,16,윤하,3564799
2024-02-18,17,DAY6(데이식스),3533015
2024-02-18,18,요아소비,3513456
2024-02-18,19,정국,3508111
2024-02-18,20,성시경,3326162
2024-02-18,21,10CM,3280305
2024-02-18,22,TWS,3263997
2024-02-18,23,BLACKPINK,3255942
2024-02-18,24,Charlie Puth,3145525
2024-02-18,25,엔믹스,2952956
2024-02-18,26,BIG Naughty (서동현),2854298
2024-02-18,27,RIIZE,2840967
2024-02-18,28,백예린,2690688
2024-02-18,29,Kenshi Yonezu(켄시 요네즈/米津 玄師),2635557
2024-02-18,30,Red Velvet,2557555
2024-02-18,31,M.C the MAX,2535387
2024-02-18,32,VIVIZ (비비지),2393372
2024-02-18,33,TWICE(트와이스),2374294
2024-02-18,34,이무진,2372773
2024-02-18,35,헤이즈(Heize),2332640
2024-02-18,36,다비치,2312601
2024-02-18,37,Justin Bieber(저스틴 비버),2299894
2024-02-18,38,허각,2268682
2024-02-18,39,싸이(PSY),2263305
2024-02-18,40,멜로망스(MeloMance),2255519
2024-02-18,41,창모(CHANGMO),2208338
2024-02-18,42,Taylor Swift,2182946
2024-02-18,43,잔나비,2178265
2024-02-18,44,ITZY,2140977
2024-02-18,45,로이킴,2132413
2024-02-18,46,에일리(AILEE),2104251
2024-02-18,47,최유리,2098558
2024-02-18,48,MC 몽,2043065
2024-02-18,49,버즈,2012683
2024-02-18,50,카더가든,1983175
2024-02-18,51,Lauv(라우브),1981959
2024-02-18,52,스트레이 키즈,1932658
2024-02-18,53,임재현,1922321
2024-02-18,54,폴킴(Paul Kim),1913699
2024-02-18,55,크러쉬,1911934
2024-02-18,56,너드커넥션,1872293
2024-02-18,57,The Weeknd (위켄드),1818049
2024-02-18,58,Creepy Nuts,1765485
2024-02-18,59,Ariana Grande(아리아나 그란데),1738301
2024-02-18,60,Ed Sheeran(에드 시런),1725344
2024-02-18,61,그루비룸,1711025
2024-02-18,62,NCT DREAM,1708538
2024-02-18,63,디셈버(December),1676821
2024-02-18,64,TOIL,1662275
2024-02-18,65,Loco,1655047
2024-02-18,66,KISS OF LIFE,1652327
2024-02-18,67,에픽하이(EPIK HIGH),1642158
2024-02-18,68,비투비,1628829
2024-02-18,69,장범준,1606586
2024-02-18,70,STAYC(스테이씨),1605279
2024-02-18,71,ASH ISLAND,1579595
2024-02-18,72,이찬원,1573440
2024-02-18,73,SG워너비,1570627
2024-02-18,74,QWER,1564708
2024-02-18,75,김승민,1543118
2024-02-18,76,Alan Walker,1541554
2024-02-18,77,다이나믹 듀오,1539915
2024-02-18,78,지아,1526177
2024-02-18,79,Maroon 5(마룬 파이브),1522279
2024-02-18,80,박효신,1474118
2024-02-18,81,EXO,1454362
2024-02-18,82,양홍원,1420951
2024-02-18,83,경서예지,1419577
2024-02-18,84,Yorushika(ヨルシカ),1414506
2024-02-18,85,기리보이(Giriboy),1412757
2024-02-18,86,NCT 127,1411993
2024-02-18,87,Zion.T,1404952
2024-02-18,88,aimyon,1397539
2024-02-18,89,#안녕,1342797
2024-02-18,90,파테코,1332114
2024-02-18,91,노을,1325578
2024-02-18,92,OFFICIAL HIGE DANDISM,1321886
2024-02-18,93,Yuuri,1319935
2024-02-18,94,케이윌,1311475
2024-02-18,95,박재범,1306052
2024-02-18,96,지코(ZICO),1297534
2024-02-18,97,루시,1289415
2024-02-18,98,키드 와인,1276932
2024-02-18,99,G-DRAGON,1273881
2024-02-18,100,브루노 마스,1260792
2024-02-11,1,아이유(IU),8377562
2024-02-11,2,(여자)아이들,8132121
2024-02-11,3,IVE,7044249
2024-02-11,4,NewJeans,6518282
2024-02-11,5,태연,5788644
2024-02-11,6,aespa,5450228
2024-02-11,7,르세라핌,4848872
2024-02-11,8,임영웅,4359261
2024-02-11,9,세븐틴(SEVENTEEN),4356273
2024-02-11,10,AKMU (악뮤),4156677
2024-02-11,11,볼빨간사춘기,3900368
2024-02-11,12,릴러말즈(Leellamarz),3593648
2024-02-11,13,윤하,3533921
2024-02-11,14,BTS(방탄소년단),3464090
2024-02-11,15,정국,3419560
2024-02-11,16,BIGBANG,3398308
2024-02-11,17,DAY6(데이식스),3393719
2024-02-11,18,10CM,3389384
2024-02-11,19,성시경,3240408
2024-02-11,20,BLACKPINK,3201172
2024-02-11,21,요아소비,3172284
2024-02-11,22,Charlie Puth,3136153
2024-02-11,23,엔믹스,3024890
2024-02-11,24,RIIZE,2965714
2024-02-11,25,BIG Naughty (서동현),2703739
2024-02-11,26,Kenshi Yonezu(켄시 요네즈/米津 玄師),2582409
2024-02-11,27,Red Velvet,2498959
2024-02-11,28,이무진,2496195
2024-02-11,29,TWS (투어스),2415519
2024-02-11,30,창모(CHANGMO),2377432
2024-02-11,31,TWICE(트와이스),2370101
2024-02-11,32,다비치,2329286
2024-02-11,33,백예린,2321375
2024-02-11,34,M.C the MAX,2310713
2024-02-11,35,VIVIZ (비비지),2282046
2024-02-11,36,싸이(PSY),2213565
2024-02-11,37,허각,2208593
2024-02-11,38,Justin Bieber(저스틴 비버),2204481
2024-02-11,39,멜로망스(MeloMance),2142893
2024-02-11,40,ITZY,2089876
2024-02-11,41,최유리,2031277
2024-02-11,42,헤이즈(Heize),2014920
2024-02-11,43,MC 몽,2013357
2024-02-11,44,잔나비,1940496
2024-02-11,45,임재현,1919755
2024-02-11,46,크러쉬,1913750
2024-02-11,47,Lauv(라우브),1898193
2024-02-11,48,폴킴(Paul Kim),1885286
2024-02-11,49,Taylor Swift,1882735
2024-02-11,50,Creepy Nuts,1881405
2024-02-11,51,로이킴,1868296
2024-02-11,52,버즈,1864760
2024-02-11,53,비비(BIBI),1854141
2024-02-11,54,너드커넥션,1853621
2024-02-11,55,카더가든,1837371
2024-02-11,56,에일리(AILEE),1815864
2024-02-11,57,스트레이 키즈,1801034
2024-02-11,58,그루비룸,1755768
2024-02-11,59,The Weeknd (위켄드),1750752
2024-02-11,60,KISS OF LIFE,1728777
2024-02-11,61,STAYC(스테이씨),1675889
2024-02-11,62,Ed Sheeran(에드 시런),1672885
2024-02-11,63,Ariana Grande(아리아나 그란데),1664672
2024-02-11,64,TOIL,1659553
2024-02-11,65,NCT DREAM,1657270
2024-02-11,66,디셈버(December),1648133
2024-02-11,67,비투비,1620728
2024-02-11,68,QWER,1568378
2024-02-11,69,이찬원,1531372
2024-02-11,70,Alan Walker,1527567
2024-02-11,71,김승민,1509546
2024-02-11,72,다이나믹 듀오,1508467
2024-02-11,73,ASH ISLAND,1506676
2024-02-11,74,SG워너비,1506620
2024-02-11,75,장범준,1491407
2024-02-11,76,Loco,1486735
2024-02-11,77,지아,1441325
2024-02-11,78,기리보이(Giriboy),1438675
2024-02-11,79,aimyon,1405437
2024-02-11,80,박효신,1404682
2024-02-11,81,#안녕,1400603
2024-02-11,82,NCT 127,1391161
2024-02-11,83,에픽하이(EPIK HIGH),1388128
2024-02-11,84,경서예지,1375698
2024-02-11,85,EXO,1375225
2024-02-11,86,Maroon 5(마룬 파이브),1367789
2024-02-11,87,노을,1365639
2024-02-11,88,Yorushika(ヨルシカ),1355089
2024-02-11,89,파테코,1307748
2024-02-11,90,OFFICIAL HIGE DANDISM,1296293
2024-02-11,91,Zion.T,1273641
2024-02-11,92,박재범,1247223
2024-02-11,93,Yuuri,1245315
2024-02-11,94,티아라,1239004
2024-02-11,95,경서,1237511
2024-02-11,96,BE'O (비오),1233997
2024-02-11,97,키드 와인,1233501
2024-02-11,98,루시,1232216
2024-02-11,99,브루노 마스,1219612
2024-02-11,100,검정치마,1214695
2024-02-04,1,아이유(IU),10036194
2024-02-04,2,(여자)아이들,9301424
2024-02-04,3,IVE,7417015
2024-02-04,4,태연,6605556
2024-02-04,5,NewJeans,6481952
2024-02-04,6,aespa,5857435
2024-02-04,7,르세라핌,5022792
2024-02-04,8,세븐틴(SEVENTEEN),4684084
2024-02-04,9,임영웅,4620131
2024-02-04,10,볼빨간사춘기,4163742
2024-02-04,11,릴러말즈(Leellamarz),4143988
2024-02-04,12,AKMU (악뮤),4142945
2024-02-04,13,윤하,3866436
2024-02-04,14,BTS(방탄소년단),3765296
2024-02-04,15,10CM,3759551
2024-02-04,16,BIGBANG,3604715
2024-02-04,17,DAY6(데이식스),3556152
2024-02-04,18,정국,3479638
2024-02-04,19,성시경,3440199
2024-02-04,20,엔믹스,3310779
2024-02-04,21,RIIZE,3280571
2024-02-04,22,요아소비,3267250
2024-02-04,23,BLACKPINK,3266658
2024-02-04,24,BIG Naughty (서동현),2870306
2024-02-04,25,Charlie Puth,2861132
2024-02-04,26,창모(CHANGMO),2838748
2024-02-04,27,Kenshi Yonezu(켄시 요네즈/米津 玄師),2712439
2024-02-04,28,TWICE(트와이스),2697387
2024-02-04,29,Red Velvet,2630715
2024-02-04,30,이무진,2617561
2024-02-04,31,다비치,2551913
2024-02-04,32,M.C the MAX,2540090
2024-02-04,33,헤이즈(Heize),2520668
2024-02-04,34,백예린,2459434
2024-02-04,35,허각,2436010
2024-02-04,36,VIVIZ (비비지),2434729
2024-02-04,37,ITZY,2330658
2024-02-04,38,최유리,2253693
2024-02-04,39,KISS OF LIFE,2187001
2024-02-04,40,Justin Bieber(저스틴 비버),2180042
2024-02-04,41,싸이(PSY),2155757
2024-02-04,42,멜로망스(MeloMance),2150254
2024-02-04,43,크러쉬,2118045
2024-02-04,44,그루비룸,2098544
2024-02-04,45,MC 몽,2064183
2024-02-04,46,폴킴(Paul Kim),2056261
2024-02-04,47,임재현,2052585
2024-02-04,48,스트레이 키즈,1975753
2024-02-04,49,로이킴,1960259
2024-02-04,50,너드커넥션,1948536
2024-02-04,51,TWS (투어스),1937874
2024-02-04,52,버즈,1932955
2024-02-04,53,카더가든,1895893
2024-02-04,54,Lauv(라우브),1882197
2024-02-04,55,Creepy Nuts,1833784
2024-02-04,56,잔나비,1801160
2024-02-04,57,The Weeknd (위켄드),1798385
2024-02-04,58,TOIL,1755741
2024-02-04,59,Alan Walker,1749208
2024-02-04,60,QWER,1734137
2024-02-04,61,Ariana Grande(아리아나 그란데),1729768
2024-02-04,62,노을,1726044
2024-02-04,63,비투비,1722943
2024-02-04,64,에일리(AILEE),1705707
2024-02-04,65,NCT DREAM,1705008
2024-02-04,66,Ed Sheeran(에드 시런),1701222
2024-02-04,67,Taylor Swift,1685243
2024-02-04,68,ASH ISLAND,1669571
2024-02-04,69,지아,1659529
2024-02-04,70,STAYC(스테이씨),1659183
2024-02-04,71,이찬원,1644944
2024-02-04,72,김승민,1634085
2024-02-04,73,#안녕,1610044
2024-02-04,74,디셈버(December),1602456
2024-02-04,75,SG워너비,1598455
2024-02-04,76,에픽하이(EPIK HIGH),1580409
2024-02-04,77,박효신,1572967
2024-02-04,78,장범준,1561796
2024-02-04,79,다이나믹 듀오,1522695
2024-02-04,80,NCT 127,1509143
2024-02-04,81,EXO,1507944
2024-02-04,82,aimyon,1481725
2024-02-04,83,기리보이(Giriboy),1473509
2024-02-04,84,Loco,1457727
2024-02-04,85,Yorushika(ヨルシカ),1452171
2024-02-04,86,경서예지,1443579
