Week,Rank,Artist,Weekly Views
2024-09-15,1,DAY6(데이식스),15912380
2024-09-15,2,NewJeans,10073665
2024-09-15,3,aespa,8219842
2024-09-15,4,아이유(IU),7373928
2024-09-15,5,IVE,5698873
2024-09-15,6,윤하,4950897
2024-09-15,7,BIGBANG,4846562
2024-09-15,8,(여자)아이들,4807038
2024-09-15,9,QWER,4568098
2024-09-15,10,임영웅,4533493
2024-09-15,11,르세라핌,4262098
2024-09-15,12,세븐틴(SEVENTEEN),4035428
2024-09-15,13,태연,3872419
2024-09-15,14,이무진,3670910
2024-09-15,15,볼빨간사춘기,3585216
2024-09-15,16,AKMU (악뮤),3410405
2024-09-15,17,BLACKPINK,3331032
2024-09-15,18,fromis_9(프로미스나인),3312017
2024-09-15,19,Kenshi Yonezu(켄시 요네즈/米津 玄師),3164519
2024-09-15,20,성시경,3104222
2024-09-15,21,BTS(방탄소년단),3030342
2024-09-15,22,엔믹스,3030155
2024-09-15,23,릴러말즈(Leellamarz),2973080
2024-09-15,24,싸이(PSY),2957649
2024-09-15,25,KISS OF LIFE,2879287
2024-09-15,26,Charlie Puth,2868438
2024-09-15,27,BIG Naughty (서동현),2800538
2024-09-15,28,루시,2767478
2024-09-15,29,허각,2739679
2024-09-15,30,이영지,2621967
2024-09-15,31,김호중,2558691
2024-09-15,32,최유리,2513341
2024-09-15,33,엔플라잉,2478468
2024-09-15,34,Red Velvet,2476274
2024-09-15,35,잔나비,2410211
2024-09-15,36,요아소비,2401081
2024-09-15,37,Justin Bieber(저스틴 비버),2374401
2024-09-15,38,다비치,2345085
2024-09-15,39,TWICE(트와이스),2333960
2024-09-15,40,RIIZE,2256918
2024-09-15,41,스트레이 키즈,2232322
2024-09-15,42,카더가든,2230628
2024-09-15,43,BOYNEXTDOOR,2216563
2024-09-15,44,로이킴,2205268
2024-09-15,45,크러쉬,2195339
2024-09-15,46,백예린,2192431
2024-09-15,47,MC 몽,2086976
2024-09-15,48,M.C the MAX,2079110
2024-09-15,49,TOIL,2039329
2024-09-15,50,헤이즈(Heize),2025317
2024-09-15,51,오마이걸(OH MY GIRL),2002820
2024-09-15,52,멜로망스(MeloMance),1992620
2024-09-15,53,너드커넥션,1989152
2024-09-15,54,TWS (투어스),1970400
2024-09-15,55,The Weeknd (위켄드),1948570
2024-09-15,56,Taylor Swift,1936695
2024-09-15,57,버즈,1924660
2024-09-15,58,에픽하이(EPIK HIGH),1917806
2024-09-15,59,G-DRAGON,1899096
2024-09-15,60,창모(CHANGMO),1872531
2024-09-15,61,폴킴(Paul Kim),1857791
2024-09-15,62,지코(ZICO),1837609
2024-09-15,63,Kanye West(카니예 웨스트),1826142
2024-09-15,64,ILLIT,1824714
2024-09-15,65,정국,1816537
2024-09-15,66,MEOVV,1813179
2024-09-15,67,이창섭,1813098
2024-09-15,68,Lauv(라우브),1772709
2024-09-15,69,Maroon 5(마룬 파이브),1771565
2024-09-15,70,임한별,1770555
2024-09-15,71,다이나믹 듀오,1769882
2024-09-15,72,박재범,1740485
2024-09-15,73,Ariana Grande(아리아나 그란데),1717628
2024-09-15,74,브루노 마스,1704599
2024-09-15,75,Loco,1697908
2024-09-15,76,Yuuri,1690235
2024-09-15,77,비투비,1671112
2024-09-15,78,Ed Sheeran(에드 시런),1660677
2024-09-15,79,2NE1,1649317
2024-09-15,80,이클립스,1642300
2024-09-15,81,청하,1637064
2024-09-15,82,ASH ISLAND,1631634
2024-09-15,83,블락비(Block B),1631394
2024-09-15,84,경서예지,1607647
2024-09-15,85,#안녕,1588343
2024-09-15,86,펀치,1586135
2024-09-15,87,김승민,1576494
2024-09-15,88,10CM,1573872
2024-09-15,89,SG워너비,1569322
2024-09-15,90,tuki.,1558128
2024-09-15,91,순순희,1547672
2024-09-15,92,에일리(AILEE),1544572
2024-09-15,93,BABYMONSTER,1539467
2024-09-15,94,EXO,1536482
2024-09-15,95,Yorushika(ヨルシカ),1511604
2024-09-15,96,지아,1509842
2024-09-15,97,경서,1503912
2024-09-15,98,전건호,1485354
2024-09-15,99,OFFICIAL HIGE DANDISM,1482452
2024-09-15,100,케이윌,1470311
2024-09-08,1,DAY6(데이식스),17010414
2024-09-08,2,NewJeans,10527030
2024-09-08,3,aespa,8844064
2024-09-08,4,아이유(IU),7219105
2024-09-08,5,윤하,6178641
2024-09-08,6,IVE,5801470
2024-09-08,7,BIGBANG,5207557
2024-09-08,8,QWER,5098094
2024-09-08,9,(여자)아이들,5073551
2024-09-08,10,임영웅,5001031
2024-09-08,11,르세라핌,4910126
2024-09-08,12,세븐틴(SEVENTEEN),4270571
2024-09-08,13,태연,4050692
2024-09-08,14,이무진,3734845
2024-09-08,15,볼빨간사춘기,3655571
2024-09-08,16,fromis_9(프로미스나인),3546858
2024-09-08,17,BLACKPINK,3454688
2024-09-08,18,엔믹스,3425125
2024-09-08,19,AKMU (악뮤),3350635
2024-09-08,20,성시경,3232358
2024-09-08,21,루시,3147449
2024-09-08,22,BTS(방탄소년단),3128414
2024-09-08,23,릴러말즈(Leellamarz),3125106
2024-09-08,24,KISS OF LIFE,3102234
2024-09-08,25,Kenshi Yonezu(켄시 요네즈/米津 玄師),3091609
2024-09-08,26,싸이(PSY),3086056
2024-09-08,27,BIG Naughty (서동현),3003417
2024-09-08,28,Charlie Puth,2959063
2024-09-08,29,허각,2917816
2024-09-08,30,최유리,2854189
2024-09-08,31,MEOVV,2842708
2024-09-08,32,김호중,2774596
2024-09-08,33,Red Velvet,2727639
2024-09-08,34,엔플라잉,2693273
2024-09-08,35,RIIZE,2646389
2024-09-08,36,다비치,2622204
2024-09-08,37,잔나비,2519015
2024-09-08,38,Justin Bieber(저스틴 비버),2510110
2024-09-08,39,TWICE(트와이스),2385824
2024-09-08,40,이영지,2361574
2024-09-08,41,요아소비,2359506
2024-09-08,42,백예린,2358837
2024-09-08,43,Kanye West(카니예 웨스트),2357383
2024-09-08,44,로이킴,2333623
2024-09-08,45,스트레이 키즈,2324336
2024-09-08,46,카더가든,2298139
2024-09-08,47,크러쉬,2290515
2024-09-08,48,M.C the MAX,2286143
2024-09-08,49,BOYNEXTDOOR,2244157
2024-09-08,50,MC 몽,2227248
2024-09-08,51,오마이걸(OH MY GIRL),2210330
2024-09-08,52,TOIL,2164470
2024-09-08,53,멜로망스(MeloMance),2133791
2024-09-08,54,TWS (투어스),2096405
2024-09-08,55,폴킴(Paul Kim),2089736
2024-09-08,56,에픽하이(EPIK HIGH),2080701
2024-09-08,57,Taylor Swift,2058534
2024-09-08,58,너드커넥션,2053010
2024-09-08,59,이창섭,2004670
2024-09-08,60,G-DRAGON,1997690
2024-09-08,61,박재범,1994943
2024-09-08,62,버즈,1991331
2024-09-08,63,헤이즈(Heize),1988224
2024-09-08,64,창모(CHANGMO),1955245
2024-09-08,65,정국,1942061
2024-09-08,66,ILLIT,1941171
2024-09-08,67,지코(ZICO),1923940
2024-09-08,68,다이나믹 듀오,1886804
2024-09-08,69,경서예지,1874735
2024-09-08,70,임한별,1861651
2024-09-08,71,The Weeknd (위켄드),1856535
2024-09-08,72,청하,1843283
2024-09-08,73,Ariana Grande(아리아나 그란데),1839676
2024-09-08,74,Yuuri,1839186
2024-09-08,75,Maroon 5(마룬 파이브),1837680
2024-09-08,76,브루노 마스,1793783
2024-09-08,77,Loco,1782983
2024-09-08,78,ASH ISLAND,1778303
2024-09-08,79,영탁,1773464
2024-09-08,80,비투비,1757037
2024-09-08,81,#안녕,1735428
2024-09-08,82,Ed Sheeran(에드 시런),1726116
2024-09-08,83,2NE1,1722663
2024-09-08,84,전건호,1706279
2024-09-08,85,BABYMONSTER,1705570
2024-09-08,86,이클립스,1701441
2024-09-08,87,10CM,1691869
2024-09-08,88,Lauv(라우브),1688492
2024-09-08,89,지아,1687923
2024-09-08,90,펀치,1665954
2024-09-08,91,에일리(AILEE),1651934
2024-09-08,92,SG워너비,1624732
2024-09-08,93,Yorushika(ヨルシカ),1618053
2024-09-08,94,김나영,1612432
2024-09-08,95,키드 와인,1596352
2024-09-08,96,EXO,1586821
2024-09-08,97,경서,1577251
2024-09-08,98,OFFICIAL HIGE DANDISM,1571600
2024-09-08,99,순순희,1568194
2024-09-08,100,김승민,1548839
2024-09-01,1,DAY6(데이식스),15030288
2024-09-01,2,NewJeans,11036967
2024-09-01,3,aespa,9255891
2024-09-01,4,아이유(IU),7219357
2024-09-01,5,르세라핌,7054370
2024-09-01,6,IVE,5875895
2024-09-01,7,윤하,5513987
2024-09-01,8,(여자)아이들,5423082
2024-09-01,9,임영웅,5383036
2024-09-01,10,QWER,5064102
2024-09-01,11,BIGBANG,4912694
2024-09-01,12,세븐틴(SEVENTEEN),4305469
2024-09-01,13,태연,4107388
2024-09-01,14,엔믹스,3821191
2024-09-01,15,이무진,3647479
2024-09-01,16,볼빨간사춘기,3616222
2024-09-01,17,BLACKPINK,3552614
2024-09-01,18,fromis_9(프로미스나인),3546080
2024-09-01,19,Kanye West(카니예 웨스트),3500636
2024-09-01,20,KISS OF LIFE,3441215
2024-09-01,21,AKMU (악뮤),3311167
2024-09-01,22,BTS(방탄소년단),3164162
2024-09-01,23,성시경,3150444
2024-09-01,24,싸이(PSY),3147738
2024-09-01,25,Kenshi Yonezu(켄시 요네즈/米津 玄師),3121609
2024-09-01,26,루시,3111331
2024-09-01,27,Charlie Puth,3014642
2024-09-01,28,릴러말즈(Leellamarz),3001281
2024-09-01,29,Red Velvet,2963506
2024-09-01,30,BIG Naughty (서동현),2929201
2024-09-01,31,김호중,2894244
2024-09-01,32,허각,2747620
2024-09-01,33,최유리,2675802
2024-09-01,34,다비치,2636200
2024-09-01,35,엔플라잉,2634983
2024-09-01,36,로이킴,2570684
2024-09-01,37,RIIZE,2515751
2024-09-01,38,잔나비,2511320
2024-09-01,39,TWICE(트와이스),2493918
2024-09-01,40,Justin Bieber(저스틴 비버),2489959
2024-09-01,41,이영지,2474475
2024-09-01,42,스트레이 키즈,2423430
2024-09-01,43,크러쉬,2397473
2024-09-01,44,오마이걸(OH MY GIRL),2361766
2024-09-01,45,피프티 피프티,2328104
2024-09-01,46,백예린,2310629
2024-09-01,47,요아소비,2279938
2024-09-01,48,카더가든,2240533
2024-09-01,49,MC 몽,2232553
2024-09-01,50,TWS (투어스),2161809
2024-09-01,51,박재범,2140107
2024-09-01,52,M.C the MAX,2135323
2024-09-01,53,Taylor Swift,2120145
2024-09-01,54,폴킴(Paul Kim),2119518
2024-09-01,55,ILLIT,2095763
2024-09-01,56,멜로망스(MeloMance),2053341
2024-09-01,57,너드커넥션,2040997
2024-09-01,58,TOIL,2039127
2024-09-01,59,이창섭,2020643
2024-09-01,60,정국,1966665
2024-09-01,61,지코(ZICO),1966137
2024-09-01,62,에픽하이(EPIK HIGH),1960624
2024-09-01,63,버즈,1957522
2024-09-01,64,청하,1948336
2024-09-01,65,헤이즈(Heize),1916073
2024-09-01,66,G-DRAGON,1903741
2024-09-01,67,창모(CHANGMO),1858551
2024-09-01,68,Maroon 5(마룬 파이브),1853005
2024-09-01,69,다이나믹 듀오,1841426
2024-09-01,70,임한별,1837896
2024-09-01,71,2NE1,1836731
2024-09-01,72,브루노 마스,1826586
2024-09-01,73,The Weeknd (위켄드),1824065
2024-09-01,74,비투비,1813310
2024-09-01,75,Sabrina Carpenter,1809913
2024-09-01,76,Ariana Grande(아리아나 그란데),1805487
2024-09-01,77,Loco,1799754
2024-09-01,78,이클립스,1786253
2024-09-01,79,BABYMONSTER,1770303
2024-09-01,80,10CM,1763770
2024-09-01,81,Yuuri,1752737
2024-09-01,82,펀치,1732755
2024-09-01,83,Ed Sheeran(에드 시런),1728950
2024-09-01,84,Yorushika(ヨルシカ),1711531
2024-09-01,85,지아,1696958
2024-09-01,86,ASH ISLAND,1696160
2024-09-01,87,에일리(AILEE),1686465
2024-09-01,88,Lauv(라우브),1678764
2024-09-01,89,#안녕,1645930
2024-09-01,90,NCT DREAM,1637035
2024-09-01,91,김나영,1602760
2024-09-01,92,EXO,1596383
2024-09-01,93,OFFICIAL HIGE DANDISM,1590058
2024-09-01,94,케이윌,1584111
2024-09-01,95,키드 와인,1582958
2024-09-01,96,Oasis,1570215
2024-09-01,97,SG워너비,1565985
2024-09-01,98,이찬원,1550513
2024-09-01,99,순순희,1536195
2024-09-01,100,Post Malone(포스트 말론),1534076
2024-08-25,1,NewJeans,11359004
2024-08-25,2,DAY6(데이식스),10022615
2024-08-25,3,aespa,9321390
2024-08-25,4,아이유(IU),7291730
2024-08-25,5,IVE,6073048
2024-08-25,6,(여자)아이들,5622293
2024-08-25,7,BIGBANG,4814423
2024-08-25,8,엔믹스,4364356
2024-08-25,9,태연,4340457
2024-08-25,10,세븐틴(SEVENTEEN),4327163
2024-08-25,11,임영웅,4276127
2024-08-25,12,Kanye West(카니예 웨스트),3872677
2024-08-25,13,볼빨간사춘기,3861052
2024-08-25,14,QWER,3762994
2024-08-25,15,이무진,3715685
2024-08-25,16,BLACKPINK,3560573
2024-08-25,17,fromis_9(프로미스나인),3486394
2024-08-25,18,KISS OF LIFE,3473127
2024-08-25,19,Kenshi Yonezu(켄시 요네즈/米津 玄師),3420347
2024-08-25,20,AKMU (악뮤),3389847
2024-08-25,21,루시,3355425
2024-08-25,22,싸이(PSY),3171099
2024-08-25,23,성시경,3134139
2024-08-25,24,BTS(방탄소년단),3119787
2024-08-25,25,윤하,3108448
2024-08-25,26,Red Velvet,3049711
2024-08-25,27,릴러말즈(Leellamarz),3008088
2024-08-25,28,Charlie Puth,2981116
2024-08-25,29,BIG Naughty (서동현),2932415
2024-08-25,30,김호중,2889627
2024-08-25,31,로이킴,2795299
2024-08-25,32,허각,2714837
2024-08-25,33,르세라핌,2551942
2024-08-25,34,TWICE(트와이스),2538692
2024-08-25,35,최유리,2530759
2024-08-25,36,다비치,2511554
2024-08-25,37,이영지,2496341
2024-08-25,38,엔플라잉,2489618
2024-08-25,39,스트레이 키즈,2455632
2024-08-25,40,잔나비,2377071
2024-08-25,41,크러쉬,2350106
2024-08-25,42,Justin Bieber(저스틴 비버),2329567
2024-08-25,43,요아소비,2327747
2024-08-25,44,ILLIT,2326622
2024-08-25,45,TWS (투어스),2312748
2024-08-25,46,백예린,2297547
2024-08-25,47,RIIZE,2267727
2024-08-25,48,MC 몽,2220001
2024-08-25,49,카더가든,2193584
2024-08-25,50,Taylor Swift,2138663
2024-08-25,51,M.C the MAX,2123916
2024-08-25,52,박재범,2061160
2024-08-25,53,지코(ZICO),2054853
2024-08-25,54,폴킴(Paul Kim),2051317
2024-08-25,55,오마이걸(OH MY GIRL),2038707
2024-08-25,56,TOIL,2017444
2024-08-25,57,버즈,1989928
2024-08-25,58,멜로망스(MeloMance),1986629
2024-08-25,59,임한별,1971355
2024-08-25,60,정국,1965019
2024-08-25,61,너드커넥션,1957080
2024-08-25,62,헤이즈(Heize),1947059
2024-08-25,63,창모(CHANGMO),1914424
2024-08-25,64,에픽하이(EPIK HIGH),1892930
2024-08-25,65,G-DRAGON,1874360
2024-08-25,66,2NE1,1868418
2024-08-25,67,BABYMONSTER,1856841
2024-08-25,68,브루노 마스,1854636
2024-08-25,69,PLAVE,1842775
2024-08-25,70,NCT DREAM,1828145
2024-08-25,71,Maroon 5(마룬 파이브),1817357
2024-08-25,72,Ariana Grande(아리아나 그란데),1813408
2024-08-25,73,Loco,1787038
2024-08-25,74,이클립스,1778384
2024-08-25,75,The Weeknd (위켄드),1769255
2024-08-25,76,Yuuri,1766546
2024-08-25,77,다이나믹 듀오,1749737
2024-08-25,78,10CM,1741482
2024-08-25,79,비투비,1724270
2024-08-25,80,Ed Sheeran(에드 시런),1719356
2024-08-25,81,이창섭,1697842
2024-08-25,82,Lauv(라우브),1693780
2024-08-25,83,에일리(AILEE),1691579
2024-08-25,84,Sabrina Carpenter,1690721
2024-08-25,85,죠지,1681375
2024-08-25,86,펀치,1668383
2024-08-25,87,청하,1662877
2024-08-25,88,ASH ISLAND,1660900
2024-08-25,89,지아,1631806
2024-08-25,90,OFFICIAL HIGE DANDISM,1629779
2024-08-25,91,#안녕,1619320
2024-08-25,92,Post Malone(포스트 말론),1566997
2024-08-25,93,케이윌,1562041
2024-08-25,94,이찬원,1551509
2024-08-25,95,소녀시대,1550626
2024-08-25,96,NCT 127,1548014
2024-08-25,97,순순희,1541481
2024-08-25,98,Yorushika(ヨルシカ),1539205
2024-08-25,99,SG워너비,1535926
2024-08-25,100,EXO,1529692
2024-08-18,1,NewJeans,12246097
2024-08-18,2,aespa,9650481
2024-08-18,3,DAY6(데이식스),9079535
2024-08-18,4,아이유(IU),7033073
2024-08-18,5,IVE,6471122
2024-08-18,6,(여자)아이들,6081773
2024-08-18,7,BIGBANG,4879153
2024-08-18,8,임영웅,4413211
2024-08-18,9,세븐틴(SEVENTEEN),4245404
2024-08-18,10,태연,4166191
2024-08-18,11,QWER,4018998
2024-08-18,12,이무진,3869355
2024-08-18,13,엔믹스,3864802
2024-08-18,14,볼빨간사춘기,3837206
2024-08-18,15,KISS OF LIFE,3693996
2024-08-18,16,BLACKPINK,3592093
2024-08-18,17,루시,3538673
2024-08-18,18,AKMU (악뮤),3507992
2024-08-18,19,싸이(PSY),3340245
2024-08-18,20,fromis_9(프로미스나인),3279919
2024-08-18,21,Red Velvet,3183564
2024-08-18,22,성시경,3055752
2024-08-18,23,윤하,3041338
2024-08-18,24,BTS(방탄소년단),3030700
2024-08-18,25,릴러말즈(Leellamarz),2987209
2024-08-18,26,BIG Naughty (서동현),2859140
2024-08-18,27,Kenshi Yonezu(켄시 요네즈/米津 玄師),2851875
2024-08-18,28,김호중,2846340
2024-08-18,29,Charlie Puth,2752372
2024-08-18,30,허각,2727084
2024-08-18,31,이영지,2616854
2024-08-18,32,르세라핌,2581000
2024-08-18,33,TWICE(트와이스),2555867
2024-08-18,34,ILLIT,2546777
2024-08-18,35,엔플라잉,2537428
2024-08-18,36,다비치,2489454
2024-08-18,37,스트레이 키즈,2449073
2024-08-18,38,잔나비,2447229
2024-08-18,39,TWS (투어스),2383606
2024-08-18,40,RIIZE,2330093
2024-08-18,41,LISA,2318293
2024-08-18,42,최유리,2315376
2024-08-18,43,크러쉬,2307249
2024-08-18,44,로이킴,2257373
2024-08-18,45,요아소비,2238966
2024-08-18,46,백예린,2224228
2024-08-18,47,Justin Bieber(저스틴 비버),2168388
2024-08-18,48,박재범,2147806
2024-08-18,49,MC 몽,2127750
2024-08-18,50,카더가든,2083632
2024-08-18,51,멜로망스(MeloMance),2081625
2024-08-18,52,버즈,2068880
2024-08-18,53,Taylor Swift,2049354
2024-08-18,54,TOIL,2018750
2024-08-18,55,M.C the MAX,2011034
2024-08-18,56,BABYMONSTER,1989324
2024-08-18,57,정국,1972842
2024-08-18,58,너드커넥션,1972127
2024-08-18,59,폴킴(Paul Kim),1967298
2024-08-18,60,임한별,1914667
2024-08-18,61,2NE1,1901254
2024-08-18,62,에픽하이(EPIK HIGH),1899128
2024-08-18,63,지코(ZICO),1885322
2024-08-18,64,헤이즈(Heize),1874114
2024-08-18,65,창모(CHANGMO),1869622
2024-08-18,66,G-DRAGON,1839174
2024-08-18,67,이클립스,1824752
2024-08-18,68,다이나믹 듀오,1816676
2024-08-18,69,Maroon 5(마룬 파이브),1764954
2024-08-18,70,Loco,1759128
2024-08-18,71,브루노 마스,1727387
2024-08-18,72,10CM,1722837
2024-08-18,73,비투비,1712174
2024-08-18,74,Ariana Grande(아리아나 그란데),1696058
2024-08-18,75,ASH ISLAND,1681955
2024-08-18,76,STAYC(스테이씨),1676457
2024-08-18,77,지아,1667830
2024-08-18,78,Ed Sheeran(에드 시런),1667134
2024-08-18,79,Post Malone(포스트 말론),1665005
2024-08-18,80,NCT 127,1654945
2024-08-18,81,The Weeknd (위켄드),1650692
2024-08-18,82,이창섭,1643109
2024-08-18,83,Lauv(라우브),1636007
2024-08-18,84,에일리(AILEE),1634937
2024-08-18,85,OFFICIAL HIGE DANDISM,1619880
2024-08-18,86,#안녕,1610654
2024-08-18,87,펀치,1606024
2024-08-18,88,이찬원,1580801
2024-08-18,89,순순희,1566626
2024-08-18,90,소녀시대,1566119
2024-08-18,91,Yuuri,1549483
2024-08-18,92,PLAVE,1538722
2024-08-18,93,경서,1533918
2024-08-18,94,EXO,1512271
2024-08-18,95,케이윌,1504921
2024-08-18,96,NCT DREAM,1474989
2024-08-18,97,김승민,1473105
2024-08-18,98,Yorushika(ヨルシカ),1472504
2024-08-18,99,검정치마,1465290
2024-08-18,100,SG워너비,1456244
2024-08-11,1,NewJeans,12983188
2024-08-11,2,aespa,9997194
2024-08-11,3,DAY6(데이식스),8964069
2024-08-11,4,IVE,7163593
2024-08-11,5,아이유(IU),7061287
2024-08-11,6,(여자)아이들,6606191
2024-08-11,7,BIGBANG,4943980
2024-08-11,8,임영웅,4766071
2024-08-11,9,세븐틴(SEVENTEEN),4343076
2024-08-11,10,이무진,4154404
2024-08-11,11,태연,4154013
2024-08-11,12,QWER,4120417
2024-08-11,13,볼빨간사춘기,4067396
2024-08-11,14,KISS OF LIFE,4021390
2024-08-11,15,AKMU (악뮤),3781727
2024-08-11,16,BLACKPINK,3596045
2024-08-11,17,싸이(PSY),3468647
2024-08-11,18,Red Velvet,3310243
2024-08-11,19,성시경,3138955
2024-08-11,20,BTS(방탄소년단),3136243
2024-08-11,21,릴러말즈(Leellamarz),3112685
2024-08-11,22,윤하,3084612
2024-08-11,23,BIG Naughty (서동현),2915704
2024-08-11,24,김호중,2894296
2024-08-11,25,이영지,2893211
2024-08-11,26,Charlie Puth,2849801
2024-08-11,27,허각,2842579
2024-08-11,28,Kenshi Yonezu(켄시 요네즈/米津 玄師),2805467
2024-08-11,29,르세라핌,2746298
2024-08-11,30,스트레이 키즈,2731523
2024-08-11,31,엔플라잉,2688410
2024-08-11,32,TWS (투어스),2634064
2024-08-11,33,루시,2621842
2024-08-11,34,TWICE(트와이스),2610511
2024-08-11,35,잔나비,2591466
2024-08-11,36,RIIZE,2528942
2024-08-11,37,fromis_9(프로미스나인),2526457
2024-08-11,38,다비치,2463412
2024-08-11,39,ILLIT,2456739
2024-08-11,40,크러쉬,2380763
2024-08-11,41,요아소비,2352183
2024-08-11,42,박재범,2239673
2024-08-11,43,백예린,2236460
2024-08-11,44,최유리,2226023
2024-08-11,45,Justin Bieber(저스틴 비버),2192975
2024-08-11,46,멜로망스(MeloMance),2157710
2024-08-11,47,MC 몽,2142886
2024-08-11,48,TOIL,2093905
2024-08-11,49,버즈,2086526
2024-08-11,50,BABYMONSTER,2081252
2024-08-11,51,카더가든,2070443
2024-08-11,52,정국,2053172
2024-08-11,53,Taylor Swift,2016507
2024-08-11,54,지코(ZICO),1985135
2024-08-11,55,폴킴(Paul Kim),1964921
2024-08-11,56,M.C the MAX,1940048
2024-08-11,57,로이킴,1935556
2024-08-11,58,2NE1,1924908
2024-08-11,59,너드커넥션,1910059
2024-08-11,60,이클립스,1897999
2024-08-11,61,에픽하이(EPIK HIGH),1883057
2024-08-11,62,창모(CHANGMO),1880487
2024-08-11,63,엔믹스,1860080
2024-08-11,64,헤이즈(Heize),1849119
2024-08-11,65,Maroon 5(마룬 파이브),1827237
2024-08-11,66,G-DRAGON,1819133
2024-08-11,67,NCT 127,1794608
2024-08-11,68,다이나믹 듀오,1782886
2024-08-11,69,10CM,1782141
2024-08-11,70,임한별,1781669
2024-08-11,71,ASH ISLAND,1766711
2024-08-11,72,Loco,1744546
2024-08-11,73,STAYC(스테이씨),1691533
2024-08-11,74,The Weeknd (위켄드),1688871
2024-08-11,75,비투비,1686004
2024-08-11,76,Ariana Grande(아리아나 그란데),1679669
2024-08-11,77,지아,1667438
2024-08-11,78,소녀시대,1664898
2024-08-11,79,이창섭,1656703
2024-08-11,80,펀치,1652067
2024-08-11,81,#안녕,1650993
2024-08-11,82,Ed Sheeran(에드 시런),1641920
2024-08-11,83,Lauv(라우브),1621183
2024-08-11,84,이찬원,1606262
2024-08-11,85,순순희,1604853
2024-08-11,86,경서,1592198
2024-08-11,87,OFFICIAL HIGE DANDISM,1577794
2024-08-11,88,에일리(AILEE),1566866
2024-08-11,89,케이윌,1522705
2024-08-11,90,NCT DREAM,1509833
2024-08-11,91,바운디,1505706
2024-08-11,92,Yorushika(ヨルシカ),1504216
2024-08-11,93,EXO,1494170
2024-08-11,94,김승민,1490833
2024-08-11,95,쿨,1486437
2024-08-11,96,FTISLAND(에프티 아일랜드),1479882
2024-08-11,97,혁오(HYUKOH),1477603
2024-08-11,98,Yuuri,1475288
2024-08-11,99,SG워너비,1449577
2024-08-11,100,Kocchi No Kento,1449035
2024-08-04,1,NewJeans,13724649
2024-08-04,2,aespa,9887204
2024-08-04,3,DAY6(데이식스),8945351
2024-08-04,4,IVE,6944154
2024-08-04,5,(여자)아이들,6902846
2024-08-04,6,아이유(IU),6719916
2024-08-04,7,BIGBANG,4958320
2024-08-04,8,임영웅,4873126
2024-08-04,9,세븐틴(SEVENTEEN),4421641
2024-08-04,10,KISS OF LIFE,4301954
2024-08-04,11,QWER,4289979
2024-08-04,12,이무진,4115326
2024-08-04,13,볼빨간사춘기,4012495
2024-08-04,14,태연,3954941
2024-08-04,15,AKMU (악뮤),3793737
2024-08-04,16,BLACKPINK,3545429
2024-08-04,17,Red Velvet,3500441
2024-08-04,18,BTS(방탄소년단),3419958
2024-08-04,19,싸이(PSY),3303756
2024-08-04,20,윤하,3152431
2024-08-04,21,이영지,3129940
2024-08-04,22,스트레이 키즈,3071561
2024-08-04,23,릴러말즈(Leellamarz),3060829
2024-08-04,24,BIG Naughty (서동현),2998581
2024-08-04,25,성시경,2920474
2024-08-04,26,허각,2884057
2024-08-04,27,김호중,2810089
2024-08-04,28,르세라핌,2766770
2024-08-04,29,Charlie Puth,2760898
2024-08-04,30,RIIZE,2744627
2024-08-04,31,Kenshi Yonezu(켄시 요네즈/米津 玄師),2693816
2024-08-04,32,TWS (투어스),2662870
2024-08-04,33,TWICE(트와이스),2632009
2024-08-04,34,엔플라잉,2572739
2024-08-04,35,다비치,2493474
2024-08-04,36,ILLIT,2448936
2024-08-04,37,요아소비,2422227
2024-08-04,38,크러쉬,2283941
2024-08-04,39,잔나비,2225423
2024-08-04,40,박재범,2217598
2024-08-04,41,BABYMONSTER,2206941
2024-08-04,42,MC 몽,2194855
2024-08-04,43,백예린,2191412
2024-08-04,44,멜로망스(MeloMance),2163369
2024-08-04,45,루시,2147216
2024-08-04,46,Justin Bieber(저스틴 비버),2123343
2024-08-04,47,버즈,2094768
2024-08-04,48,정국,2091390
2024-08-04,49,최유리,2083602
2024-08-04,50,TOIL,2061752
2024-08-04,51,지코(ZICO),2019356
2024-08-04,52,카더가든,2011034
2024-08-04,53,폴킴(Paul Kim),1997052
2024-08-04,54,NCT 127,1969318
2024-08-04,55,2NE1,1941975
2024-08-04,56,Taylor Swift,1917508
2024-08-04,57,에픽하이(EPIK HIGH),1903616
2024-08-04,58,M.C the MAX,1891013
2024-08-04,59,창모(CHANGMO),1886661
2024-08-04,60,이클립스,1885581
2024-08-04,61,로이킴,1876256
2024-08-04,62,헤이즈(Heize),1829789
2024-08-04,63,G-DRAGON,1770677
2024-08-04,64,임한별,1764396
2024-08-04,65,ASH ISLAND,1754408
2024-08-04,66,Loco,1743472
2024-08-04,67,Maroon 5(마룬 파이브),1742280
2024-08-04,68,STAYC(스테이씨),1739330
2024-08-04,69,다이나믹 듀오,1702285
2024-08-04,70,지민 (Jimin),1697509
2024-08-04,71,비투비,1670770
2024-08-04,72,순순희,1669346
2024-08-04,73,너드커넥션,1656535
2024-08-04,74,Lauv(라우브),1651648
2024-08-04,75,#안녕,1651299
2024-08-04,76,10CM,1640426
2024-08-04,77,지아,1627389
2024-08-04,78,The Weeknd (위켄드),1625438
