date,Rank,New_Artist,Title,Production,Runtime,Genre,Weekly Views,n_score,g_score,ky_chart_on
2023-12-03,199,서동현,Vancouver,H1GHR MUSIC,3:36,가요 / R&B/소울,3660158.0,20.68522,27.0,False
2023-12-03,200,에드 시런,Shape of You,Atlantic Records UK,3:54,POP / 팝,1748582.0,39.33599,63.0,False
2023-12-10,1,르세라핌,Perfect Night,쏘스뮤직,2:39,가요 / 댄스,6808497.0,16.99221,25.0,False
2023-12-10,2,에스파,Drama,SM Entertainment,3:35,가요 / 댄스,7296496.0,37.30666,13.0,False
2023-12-10,3,태연,To. X,SM Entertainment,2:50,가요 / R&B/소울,6356062.0,55.40836,70.0,False
2023-12-10,4,엑소,첫 눈,SM Entertainment,3:28,가요 / 발라드,3162713.0,78.06389,19.0,False
2023-12-10,5,박재정,헤어지자 말해요,로맨틱팩토리,4:04,가요 / 발라드,1668230.0,50.82592,20.0,True
2023-12-10,6,플레이브,Merry PLLIstmas,VLAST,4:00,가요 / R&B/소울,0.0,38.18544,0.0,False
2023-12-10,7,아이브,Baddie,스타쉽엔터테인먼트,2:34,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,8,범진,인사,JMG (더블엑스엔터테인먼트),3:36,가요 / 인디,1419950.0,45.87446,10.0,True
2023-12-10,9,악뮤,Love Lee,YG Entertainment,3:00,가요 / 댄스,6341412.0,41.7257,48.0,False
2023-12-10,10,정국,Seven (feat. Latto) - Clean Ver.,BIGHIT MUSIC,3:04,가요 / 댄스,6003334.0,69.33234,36.0,False
2023-12-10,11,제니,You & Me,YG Entertainment,2:59,가요 / 댄스,1574364.0,11.19075,29.0,False
2023-12-10,12,아이브,I AM,스타쉽엔터테인먼트,3:04,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,13,너드커넥션,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),TOON STUDIO,4:11,가요 / 발라드,1963461.0,53.08472,70.0,False
2023-12-10,14,악뮤,후라이의 꿈,YG Entertainment,3:25,가요 / 블루스/포크,6341412.0,41.7257,48.0,False
2023-12-10,15,뉴진스,Super Shy,ADOR,2:35,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,16,뉴진스,ETA,ADOR,2:31,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,17,뉴진스,Ditto,ADOR,3:06,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,19,우디,사막에서 꽃을 피우듯,메이저나인,4:19,가요 / 발라드,0.0,40.82993,47.0,False
2023-12-10,21,뉴진스,Hype boy,ADOR,2:57,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,23,정국,Standing Next to You,BIGHIT MUSIC,3:26,가요 / 댄스,6003334.0,69.33234,36.0,False
2023-12-10,24,라이즈,Get A Guitar,SM Entertainment,2:40,가요 / 댄스,1866446.0,32.44581,43.0,False
2023-12-10,25,레드벨벳,Chill Kill,SM Entertainment,3:35,가요 / 댄스,4091430.0,20.01148,30.0,False
2023-12-10,26,디오,별 떨어진다 (I Do),SM Entertainment,2:43,가요 / 발라드,0.0,41.80441,46.0,False
2023-12-10,27,아이브,Either Way,스타쉽엔터테인먼트,2:47,가요 / R&B/소울,8509806.0,43.89278,40.0,False
2023-12-10,28,성시경,너의 모든 순간,SBS 콘텐츠허브,4:03,OST / 드라마,4842446.0,32.28091,11.0,False
2023-12-10,29,여자 아이들,퀸카 (Queencard),큐브엔터테인먼트,2:41,가요 / 댄스,3111917.0,17.4923,3.0,False
2023-12-10,30,로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",TOON STUDIO,4:18,가요 / 발라드,2397987.0,51.85776,45.0,False
2023-12-10,31,시아,Snowman,"Monkey Puzzle, Atlantic",2:46,POP / 팝,0.0,78.125,70.0,False
2023-12-10,32,임재현,비의 랩소디,"새벽테잎, IK PRODUCTION",3:55,가요 / 발라드,0.0,29.54377,2.0,True
2023-12-10,33,임영웅,사랑은 늘 도망가,모스트콘텐츠,4:03,OST / 드라마,5059426.0,49.22479,52.0,False
2023-12-10,34,큐더블유이알,Discord,타마고 프로덕션,2:48,가요 / 락,3010477.0,37.85211,29.0,False
2023-12-10,35,악뮤,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,4:50,가요 / 발라드,6341412.0,41.7257,48.0,False
2023-12-10,36,윤하,사건의 지평선,C9엔터테인먼트,5:01,가요 / 락,4011578.0,26.39763,8.0,False
2023-12-10,37,아이브,Off The Record,스타쉽엔터테인먼트,3:09,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,38,전소미,Fast Forward,The Black Label,2:41,가요 / 댄스,0.0,25.462,5.0,False
2023-12-10,40,르세라핌,"이브, 프시케 그리고 푸른 수염의 아내",쏘스뮤직,3:06,가요 / 댄스,6808497.0,16.99221,25.0,False
2023-12-10,41,뉴진스,OMG,ADOR,3:32,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,42,에스파,Spicy,SM Entertainment,3:17,가요 / 댄스,7296496.0,37.30666,13.0,False
2023-12-10,44,세븐틴,음악의 신,플레디스,3:25,가요 / 댄스,4418126.0,44.85485,56.0,False
2023-12-10,45,헤이즈,입술 (Feat. 10CM),피네이션,3:21,가요 / 발라드,3694217.0,100.0,8.0,False
2023-12-10,46,잔나비,주저하는 연인들을 위해,페포니 뮤직,4:25,가요 / 인디,2324301.0,6.77585,16.0,True
2023-12-10,47,아이브,Kitsch,스타쉽엔터테인먼트,3:15,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,49,라우브,Steal The Show (From “엘리멘탈”),Walt Disney Records,3:13,OST / 전체,2073020.0,11.70825,5.0,False
2023-12-10,50,스테이씨,Bubble,하이업엔터테인먼트,2:59,가요 / 댄스,2071536.0,45.84925,10.0,False
2023-12-10,51,디케이,심(心),방구석 캐스팅,4:17,가요 / 락,0.0,40.08207,13.0,False
2023-12-10,52,아이브,LOVE DIVE,스타쉽엔터테인먼트,2:57,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,53,임한별,사랑하지 않아서 그랬어,플렉스엠,3:44,가요 / 발라드,1472148.0,32.18247,5.0,False
2023-12-10,54,아이브,After LIKE,스타쉽엔터테인먼트,2:57,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,55,아이유,미리 메리 크리스마스 (Feat. 천둥),Kakao Entertainment,4:30,가요 / 전체,6262225.0,24.69057,42.0,False
2023-12-10,56,뉴진스,Attention,ADOR,2:58,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,56,뉴진스,Attention,ADOR,2:58,가요 / 댄스,8851704.0,11.1567,9.0,False
2023-12-10,57,멜로망스,사랑인가 봐,플렉스엠,3:05,OST / 드라마,2214860.0,86.11473,6.0,False
2023-12-10,58,화사,I Love My Body,피네이션,2:30,가요 / 댄스,0.0,19.07638,17.0,False
2023-12-10,59,김민석,취중고백,프로젝트 리본,3:48,가요 / 발라드,0.0,37.63807,71.0,False
2023-12-10,60,딘,DIE 4 YOU,Joombas Co Ltd & Universal Music,3:14,가요 / R&B/소울,1788224.0,10.67437,10.0,False
2023-12-10,61,찰리 푸스,Dangerously,Artist Partners,3:19,POP / 팝,3134129.0,9.01195,9.0,False
2023-12-10,62,르세라핌,UNFORGIVEN (feat. Nile Rodgers),쏘스뮤직,3:02,가요 / 댄스,6808497.0,16.99221,25.0,False
2023-12-10,64,허각,물론,니즈뮤직,3:44,가요 / 발라드,2703367.0,32.45037,35.0,False
2023-12-10,66,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",SM Entertainment,3:31,OST / 드라마,2082136.0,9.30947,14.0,False
2023-12-10,67,세븐틴,손오공,플레디스,3:20,가요 / 댄스,4418126.0,44.85485,56.0,False
2023-12-10,68,탑현,나에게 그대만이,레이벡스,3:11,가요 / 발라드,0.0,36.13558,0.0,False
2023-12-10,69,최유리,숲,쇼파르엔터테인먼트,3:48,가요 / 인디,2594689.0,54.33002,44.0,False
2023-12-10,70,#안녕,해요 (2022),일팔 프로젝트,3:58,가요 / 발라드,0.0,29.92009,73.0,True
2023-12-10,72,하이키,건물 사이에 피어난 장미 (Rose Blossom),GLG,3:16,가요 / 댄스,0.0,36.9053,0.0,False
2023-12-10,73,부석순,파이팅 해야지 (Feat. 이영지),플레디스,3:25,가요 / 댄스,4418126.0,70.63711,3.0,False
2023-12-10,74,폴 블랑코,Summer (Feat. 비오 (비오)),Ambition Musik,3:20,가요 / 랩/힙합,0.0,36.89326,0.0,False
2023-12-10,75,임영웅,모래 알갱이,물고기뮤직,3:40,가요 / 발라드,5059426.0,49.22479,52.0,False
2023-12-10,76,볼빨간사춘기,스노우볼,쇼파르엔터테인먼트,3:33,가요 / 인디,3751877.0,83.1705,20.0,False
2023-12-10,78,임영웅,우리들의 블루스,물고기뮤직,3:27,가요 / 발라드,5059426.0,49.22479,52.0,False
2023-12-10,79,임영웅,Do or Die,물고기뮤직,3:25,가요 / 댄스,5059426.0,49.22479,52.0,False
2023-12-10,80,찰리 푸스,I Don`t Think That I Like Her,Atlantic Records,3:09,POP / 팝,3134129.0,9.01195,9.0,False
2023-12-10,81,지아,사랑..그게 뭔데,니즈뮤직,3:46,가요 / 발라드,1671699.0,65.61085,67.0,False
2023-12-10,82,볼빨간사춘기,사랑할 수밖에,쇼파르엔터테인먼트,3:45,가요 / 인디,3751877.0,83.1705,20.0,False
2023-12-10,83,비오,미쳐버리겠다 (MAD),BIGPLANETMADE,3:17,가요 / 랩/힙합,1684571.0,15.98568,31.0,False
2023-12-10,84,최유리,"밤, 바다",도너츠컬쳐,4:15,가요 / 발라드,2594689.0,54.33002,44.0,False
2023-12-10,85,이무진,에피소드,BIGPLANETMADE,3:25,가요 / 락,1630626.0,78.73444,54.0,False
2023-12-10,86,방탄소년단,봄날,BIGHIT MUSIC,4:34,가요 / 댄스,3877753.0,100.0,13.0,False
2023-12-10,87,임영웅,이제 나만 믿어요,"TV CHOSUN, 쇼플레이",4:03,가요 / 트로트,5059426.0,49.22479,52.0,False
2023-12-10,88,로이킴,"그대가 있는 곳, 언제 어디든",SBS 콘텐츠허브,3:41,OST / 드라마,2397987.0,51.85776,45.0,False
2023-12-10,89,이무진,눈이 오잖아 (Feat.헤이즈),쇼플레이,3:52,가요 / 발라드,1630626.0,78.73444,54.0,False
2023-12-10,90,정국,3D (feat. Jack Harlow),BIGHIT MUSIC,3:22,가요 / 댄스,6003334.0,69.33234,36.0,False
2023-12-10,92,황영웅,꽃구경,"골든보이스, 제이",3:53,가요 / 트로트,0.0,65.23743,39.0,False
2023-12-10,93,뉴진스,New Jeans,ADOR,1:49,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,94,릴러말즈,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",Ambition Musik,2:26,가요 / 랩/힙합,3413927.0,17.94319,17.0,False
2023-12-10,95,방탄소년단,Dynamite,BIGHIT MUSIC,3:19,가요 / 댄스,3877753.0,100.0,13.0,False
2023-12-10,97,지수,꽃,YG Entertainment,2:53,가요 / 댄스,0.0,22.56495,67.0,False
2023-12-10,97,지수,꽃,YG Entertainment,2:53,가요 / 댄스,0.0,22.56495,3.0,False
2023-12-10,98,임영웅,다시 만날 수 있을까,물고기뮤직,4:34,가요 / 발라드,5059426.0,49.22479,52.0,False
2023-12-10,99,스테이씨,Teddy Bear,하이업엔터테인먼트,3:10,가요 / 댄스,2071536.0,45.84925,10.0,False
2023-12-10,100,정국,Still With You,BIGHIT MUSIC,4:00,가요 / R&B/소울,6003334.0,69.33234,36.0,False
2023-12-10,101,라이즈,Talk Saxy,SM Entertainment,3:11,가요 / 댄스,1866446.0,32.44581,43.0,False
2023-12-10,102,서동현,Vancouver 2,H1GHR MUSIC,3:22,가요 / 락,3253046.0,22.7095,37.0,False
2023-12-10,103,다비치,지극히 사적인 얘기,WAKEONE,3:23,가요 / 발라드,3336903.0,25.44768,34.0,False
2023-12-10,104,데이식스,한 페이지가 될 수 있게,JYP Entertainment,3:26,가요 / 락,3385183.0,18.26076,17.0,False
2023-12-10,105,데이식스,예뻤어,JYP Entertainment,4:43,가요 / 락,3385183.0,18.26076,17.0,True
2023-12-10,106,자이언티,V (Peace) (feat. AKMU),The Black Label,2:29,가요 / 일렉트로니카,3775950.0,28.60028,83.0,False
2023-12-10,107,르세라핌,ANTIFRAGILE,쏘스뮤직,3:04,가요 / 댄스,6808497.0,16.99221,25.0,False
2023-12-10,108,임영웅,무지개,물고기뮤직,3:16,가요 / 전체,5059426.0,49.22479,52.0,False
2023-12-10,109,성시경,희재,씨에스해피엔터테인먼트,4:42,OST / 한국영화,4842446.0,32.28091,11.0,True
2023-12-10,109,성시경,희재,씨에스해피엔터테인먼트,4:42,OST / 한국영화,4842446.0,32.28091,7.0,True
2023-12-10,111,방탄소년단,Butter,BIGHIT MUSIC,2:44,가요 / 댄스,3877753.0,100.0,13.0,False
2023-12-10,112,케이시,사실말야내가말야그게그러니까말이야,넥스타엔터테인먼트,2:55,가요 / 발라드,1386231.0,23.25909,36.0,False
2023-12-10,113,정국,Yes or No,BIGHIT MUSIC,2:28,가요 / R&B/소울,6003334.0,69.33234,36.0,False
2023-12-10,115,임영웅,아버지,물고기뮤직,3:58,가요 / 발라드,5059426.0,49.22479,52.0,False
2023-12-10,116,임영웅,London Boy,물고기뮤직,4:04,가요 / 락,5059426.0,49.22479,52.0,False
2023-12-10,117,영탁,폼미쳤다,탁스튜디오,2:47,가요 / 댄스,0.0,62.00988,34.0,False
2023-12-10,118,너드커넥션,좋은 밤 좋은 꿈,ES Records,4:26,가요 / 인디,1963461.0,53.08472,70.0,False
2023-12-10,119,임영웅,Polaroid,물고기뮤직,3:26,가요 / 락,5059426.0,49.22479,52.0,False
2023-12-10,120,비비지,MANIAC,BIGPLANETMADE,3:16,가요 / 댄스,1395489.0,64.7095,22.0,False
2023-12-10,121,엔시티 드림,Candy,SM Entertainment,3:37,가요 / 댄스,1852464.0,40.51745,2.0,False
2023-12-10,123,에일리,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",3:50,OST / 드라마,1710867.0,12.85484,52.0,False
2023-12-10,124,임영웅,인생찬가,물고기뮤직,3:53,가요 / 발라드,5059426.0,49.22479,52.0,False
2023-12-10,125,찰리 푸스,That`s Hilarious,Atlantic Records UK,2:27,POP / 팝,3134129.0,9.01195,9.0,False
2023-12-10,126,경서,내 마음이 너에게 닿기를,꿈의엔진,3:50,가요 / 인디,1413549.0,28.6623,28.0,False
2023-12-10,127,크러쉬,미워 (Ego),피네이션,2:55,가요 / R&B/소울,3078955.0,22.11261,35.0,False
2023-12-10,128,순순희,그대가 내 안에 박혔다(그내박),"비에스(BS), 제나두엔터테인먼트",3:37,가요 / 인디,0.0,90.05097,0.0,False
2023-12-10,131,아이유,밤편지,"페이브엔터테인먼트,카카오 M",4:13,가요 / 발라드,6262225.0,24.69057,42.0,False
2023-12-10,132,테이,Monologue,방구석 캐스팅,4:22,가요 / 발라드,0.0,57.0814,13.0,False
2023-12-10,133,정국,Hate You,BIGHIT MUSIC,2:34,가요 / 발라드,6003334.0,69.33234,36.0,False
2023-12-10,134,자이언티,UNLOVE (prod. HONNE),The Black Label,3:00,가요 / 전체,3775950.0,28.60028,83.0,False
2023-12-10,135,임영웅,A bientot,물고기뮤직,4:16,가요 / 랩/힙합,5059426.0,49.22479,52.0,False
2023-12-10,137,10cm,그라데이션,매직스트로베리사운드,3:21,가요 / 인디,2982983.0,28.75716,0.0,False
2023-12-10,138,임영웅,연애편지,물고기뮤직,3:35,가요 / 블루스/포크,5059426.0,49.22479,52.0,False
2023-12-10,139,샘 스미스,I`m Not The Only One,Capitol Records,3:59,POP / 팝,0.0,8.16737,17.0,False
2023-12-10,139,샘 스미스,I`m Not The Only One,Capitol Records,3:59,POP / 팝,0.0,8.16737,70.0,False
2023-12-10,140,백아,첫사랑,Baek A,3:09,가요 / 블루스/포크,0.0,44.70344,32.0,False
2023-12-10,141,경서,나의 X에게,꿈의엔진,3:08,가요 / 인디,1413549.0,28.6623,28.0,False
2023-12-10,142,릴러말즈,거리에서 (Feat. ASH ISLAND),Ambition Musik,3:29,가요 / 랩/힙합,3413927.0,17.94319,17.0,False
2023-12-10,143,성시경,거리에서,제로원인터랙티브,4:39,가요 / 발라드,4842446.0,32.28091,11.0,False
2023-12-10,144,저스틴 비버,Off My Face,RBMG/Def Jam,2:37,POP / 팝,2344189.0,41.54646,11.0,False
2023-12-10,145,아이브,ELEVEN,스타쉽엔터테인먼트,2:58,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,146,서동현,정이라고 하자 (Feat. 10CM),H1GHR MUSIC,3:09,가요 / 인디,3253046.0,22.7095,37.0,False
2023-12-10,147,아이브,I WANT,스타쉽엔터테인먼트,3:01,가요 / 댄스,8509806.0,43.89278,40.0,False
2023-12-10,148,뉴진스,Cool With You,ADOR,2:28,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,149,경서,밤하늘의 별을(2020),꿈의엔진,3:37,가요 / 인디,1413549.0,28.6623,28.0,False
2023-12-10,150,비투비,그리워하다,큐브엔터테인먼트,3:57,가요 / 발라드,2014976.0,39.52349,52.0,False
2023-12-10,151,여자 아이들,TOMBOY,큐브엔터테인먼트,2:54,가요 / 락,3111917.0,17.4923,3.0,False
2023-12-10,151,여자 아이들,TOMBOY,큐브엔터테인먼트,2:54,가요 / 락,3111917.0,17.4923,8.0,False
2023-12-10,152,멜로망스,선물,"민트페이퍼, 광합성",4:21,가요 / 인디,2214860.0,86.11473,6.0,False
2023-12-10,152,멜로망스,선물,"민트페이퍼, 광합성",4:21,가요 / 인디,2214860.0,86.11473,4.0,False
2023-12-10,153,있지,CAKE,JYP Entertainment,3:19,가요 / 랩/힙합,1563177.0,29.03978,56.0,False
2023-12-10,154,엔시티 유,Baggy Jeans,SM Entertainment,3:31,가요 / 댄스,0.0,19.86531,0.0,False
2023-12-10,155,주호,내가 아니라도,IN A MILLION,4:08,가요 / 발라드,0.0,9.28538,3.0,False
2023-12-10,156,최유리,"잘 지내자, 우리",쇼파르엔터테인먼트,4:16,가요 / 인디,2594689.0,54.33002,44.0,False
2023-12-10,157,엔믹스,Sonar (Breaker),JYP Entertainment,2:53,가요 / 댄스,1977164.0,38.51415,10.0,False
2023-12-10,159,엠씨더맥스,어디에도,뮤직앤뉴,5:31,가요 / 발라드,2871742.0,65.79058,3.0,True
2023-12-10,161,피프티 피프티,Cupid,ATTRAKT,2:54,가요 / 댄스,0.0,9.42466,0.0,False
2023-12-10,162,베이비몬스터,BATTER UP,YG Entertainment,3:08,가요 / 랩/힙합,1821774.0,25.47915,2.0,False
2023-12-10,163,찰리 푸스,That`s Not How This Works (feat. Dan + Shay),Atlantic Records,2:46,POP / 팝,3134129.0,9.01195,9.0,False
2023-12-10,164,#안녕,너의 번호를 누르고 (Prod. 영화처럼),니즈먼트,4:10,가요 / 인디,0.0,29.92009,73.0,False
2023-12-10,165,앤 마리,2002,Atlantic Records UK,3:07,POP / 팝,0.0,39.12857,0.0,False
2023-12-10,166,헤이즈,비도 오고 그래서 (Feat. 신용재),Stone Music Entertainment,3:25,가요 / 랩/힙합,3694217.0,100.0,8.0,False
2023-12-10,167,에스파,Next Level,SM Entertainment,3:42,가요 / 댄스,7296496.0,37.30666,13.0,False
2023-12-10,168,화사,Chili,Stone Music Entertainment,2:15,가요 / 댄스,0.0,19.07638,17.0,False
2023-12-10,169,릴러말즈,Trip (Feat. Hannah),STRAD,3:53,가요 / 랩/힙합,3413927.0,17.94319,17.0,False
2023-12-10,171,저스틴 비버,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",3:54,POP / 팝,2344189.0,41.54646,11.0,False
2023-12-10,172,노을,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,3:36,가요 / 발라드,1611673.0,38.53124,7.0,False
2023-12-10,172,노을,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,3:36,가요 / 발라드,1611673.0,38.53124,3.0,False
2023-12-10,173,블랙핑크,Shut Down,YG Entertainment,2:56,가요 / 랩/힙합,3422378.0,16.15948,6.0,False
2023-12-10,174,우효,민들레 (single ver.),문화인,4:13,가요 / 인디,0.0,57.47911,29.0,False
2023-12-10,175,원탑,Say Yes,MBC,3:44,가요 / 댄스,0.0,32.091,0.0,False
2023-12-10,175,원탑,Say Yes,MBC,3:44,가요 / 댄스,0.0,32.091,0.0,False
2023-12-10,176,이무진,잠깐 시간 될까,"BIGPLANETMADE, SWING ENTERTAINMENT",3:48,가요 / 락,1630626.0,78.73444,54.0,False
2023-12-10,177,디오,Somebody,SM Entertainment,2:39,가요 / 블루스/포크,0.0,41.80441,46.0,False
2023-12-10,177,디오,Somebody,SM Entertainment,2:39,가요 / 블루스/포크,0.0,41.80441,36.0,False
2023-12-10,179,에스파,Better Things,SM Entertainment,3:23,가요 / 댄스,7296496.0,37.30666,13.0,False
2023-12-10,180,마크툽,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),MAKTUB Company,4:26,가요 / 인디,1725711.0,34.17576,18.0,False
2023-12-10,181,김필,다시 사랑한다면 (니글니글 버터플라이),MBC,4:02,가요 / 발라드,0.0,52.04939,4.0,True
2023-12-10,182,엑소,12월의 기적 (Miracles in December),SM Entertainment,4:33,가요 / 발라드,3162713.0,78.06389,19.0,False
2023-12-10,183,로이킴,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",4:09,가요 / 발라드,2397987.0,51.85776,45.0,False
2023-12-10,184,시아,Santa`s Coming For Us,"Monkey Puzzle, Atlantic",3:27,POP / 팝,0.0,78.125,52.0,False
2023-12-10,185,엔시티 127,Fact Check (불가사의; 不可思議),SM Entertainment,3:05,가요 / 댄스,1486612.0,33.57927,7.0,False
2023-12-10,186,권은비,Underwater,울림 엔터테인먼트,2:51,가요 / 댄스,0.0,35.53871,38.0,False
2023-12-10,188,디오,내일의 우리 (Ordinary Days),SM Entertainment,3:06,가요 / 발라드,0.0,41.80441,46.0,False
2023-12-10,189,백예린,Bye bye my blue,JYP Entertainment,3:24,가요 / R&B/소울,2550769.0,46.58263,23.0,False
2023-12-10,190,이마세,NIGHT DANCER,Universal Music,3:31,J-POP / 팝,0.0,56.63668,0.0,False
2023-12-10,191,여자 아이들,Nxde,큐브엔터테인먼트,2:58,가요 / 댄스,3111917.0,17.4923,3.0,False
2023-12-10,192,악뮤,오랜 날 오랜 밤,YG Entertainment,4:44,가요 / 블루스/포크,6341412.0,41.7257,48.0,False
2023-12-10,193,다비치,매일 크리스마스 (Everyday Christmas),WAKEONE,3:09,가요 / 댄스,3336903.0,25.44768,34.0,False
2023-12-10,194,우디,Say I Love You,메이저나인,3:36,가요 / 발라드,0.0,40.82993,47.0,False
2023-12-10,195,쿠기,Right Now (Feat. Crush),AOMG,3:02,가요 / 랩/힙합,0.0,26.63531,17.0,False
2023-12-10,196,정승환,눈사람,안테나뮤직,3:56,가요 / 발라드,0.0,76.85319,15.0,False
2023-12-10,197,박은빈,Someday,뮤직버디,3:52,OST / 드라마,0.0,26.26984,39.0,False
2023-12-10,198,디오,괜찮아도 괜찮아 (That`s okay),SM Entertainment,3:41,가요 / R&B/소울,0.0,41.80441,46.0,False
2023-12-10,199,뉴진스,Cookie,ADOR,3:53,가요 / 댄스,8851704.0,11.1567,6.0,False
2023-12-10,200,윤하,오르트구름,C9엔터테인먼트,3:27,가요 / 락,4011578.0,26.39763,8.0,False
2023-12-17,1,엑소,첫 눈,SM Entertainment,3:28,가요 / 발라드,3656019.0,89.17679,17.0,False
2023-12-17,2,르세라핌,Perfect Night,쏘스뮤직,2:39,가요 / 댄스,6105767.0,15.61278,24.0,False
2023-12-17,3,에스파,Drama,SM Entertainment,3:35,가요 / 댄스,6804856.0,29.4483,12.0,False
2023-12-17,4,태연,To. X,SM Entertainment,2:50,가요 / R&B/소울,5690376.0,50.14617,53.0,False
2023-12-17,5,박재정,헤어지자 말해요,로맨틱팩토리,4:04,가요 / 발라드,1514293.0,42.31959,15.0,True
2023-12-17,6,아이브,Baddie,스타쉽엔터테인먼트,2:34,가요 / 댄스,7639139.0,45.66044,40.0,False
2023-12-17,7,범진,인사,JMG (더블엑스엔터테인먼트),3:36,가요 / 인디,1309251.0,36.02386,11.0,True
2023-12-17,10,악뮤,Love Lee,YG Entertainment,3:00,가요 / 댄스,5509597.0,41.31412,44.0,False
2023-12-17,11,너드커넥션,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),TOON STUDIO,4:11,가요 / 발라드,1761235.0,100.0,71.0,False
2023-12-17,12,정국,Seven (feat. Latto) - Clean Ver.,BIGHIT MUSIC,3:04,가요 / 댄스,5253443.0,30.08074,26.0,False
2023-12-17,13,시아,Snowman,"Monkey Puzzle, Atlantic",2:46,POP / 팝,1467931.0,100.0,98.0,False
2023-12-17,14,뉴진스,Ditto,ADOR,3:06,가요 / 댄스,8789931.0,9.23186,5.0,False
2023-12-17,15,아이브,I AM,스타쉽엔터테인먼트,3:04,가요 / 댄스,7639139.0,45.66044,40.0,False
2023-12-17,16,제니,You & Me,YG Entertainment,2:59,가요 / 댄스,0.0,20.77078,26.0,False
2023-12-17,17,뉴진스,Super Shy,ADOR,2:35,가요 / 댄스,8789931.0,9.23186,5.0,False
2023-12-17,18,임재현,비의 랩소디,"새벽테잎, IK PRODUCTION",3:55,가요 / 발라드,1332536.0,29.64861,2.0,True
2023-12-17,19,뉴진스,ETA,ADOR,2:31,가요 / 댄스,8789931.0,9.23186,5.0,False
2023-12-17,20,악뮤,후라이의 꿈,YG Entertainment,3:25,가요 / 블루스/포크,5509597.0,41.31412,44.0,False
2023-12-17,21,이무진,에피소드,BIGPLANETMADE,3:25,가요 / 락,2552566.0,68.95865,44.0,False
2023-12-17,22,아이유,미리 메리 크리스마스 (Feat. 천둥),Kakao Entertainment,4:30,가요 / 전체,5984766.0,36.48825,42.0,False
2023-12-17,24,우디,사막에서 꽃을 피우듯,메이저나인,4:19,가요 / 발라드,0.0,23.20118,44.0,False
2023-12-17,25,뉴진스,Hype boy,ADOR,2:57,가요 / 댄스,8789931.0,9.23186,5.0,False
2023-12-17,26,성시경,너의 모든 순간,SBS 콘텐츠허브,4:03,OST / 드라마,5003951.0,62.31429,16.0,False
2023-12-17,27,정국,Standing Next to You,BIGHIT MUSIC,3:26,가요 / 댄스,5253443.0,30.08074,26.0,False
2023-12-17,28,로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",TOON STUDIO,4:18,가요 / 발라드,2475880.0,65.49292,56.0,False
2023-12-17,29,디오,별 떨어진다 (I Do),SM Entertainment,2:43,가요 / 발라드,0.0,35.82738,38.0,False
2023-12-17,30,라이즈,Get A Guitar,SM Entertainment,2:40,가요 / 댄스,1649296.0,27.02022,49.0,False
2023-12-17,31,아이브,Either Way,스타쉽엔터테인먼트,2:47,가요 / R&B/소울,7639139.0,45.66044,40.0,False
2023-12-17,33,여자 아이들,퀸카 (Queencard),큐브엔터테인먼트,2:41,가요 / 댄스,2720697.0,15.41508,3.0,False
2023-12-17,35,임영웅,사랑은 늘 도망가,모스트콘텐츠,4:03,OST / 드라마,5038487.0,44.10079,48.0,False
2023-12-17,36,레드벨벳,Chill Kill,SM Entertainment,3:35,가요 / 댄스,3594318.0,16.18661,36.0,False
2023-12-17,37,큐더블유이알,Discord,타마고 프로덕션,2:48,가요 / 락,2481188.0,33.18661,27.0,False
2023-12-17,38,악뮤,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,4:50,가요 / 발라드,5509597.0,41.31412,44.0,False
