date,Title,Artist,변환한이름,Score
2024-02-25,Love U Like That,Lauv,Lauv,4.0
2024-03-03,Love U Like That,Lauv,Lauv,3.0
2024-03-10,Love U Like That,Lauv,Lauv,5.0
2024-03-17,Love U Like That,Lauv,Lauv,7.0
2024-03-24,Love U Like That,Lauv,Lauv,4.0
2024-03-31,Love U Like That,Lauv,Lauv,5.0
2024-04-07,Love U Like That,Lauv,Lauv,4.0
2024-04-14,Love U Like That,Lauv,Lauv,5.0
2024-04-21,Love U Like That,Lauv,Lauv,5.0
2024-04-28,Love U Like That,Lauv,Lauv,4.0
2024-05-05,Love U Like That,Lauv,Lauv,0.0
2024-05-12,Love U Like That,Lauv,Lauv,4.0
2024-05-19,Love U Like That,Lauv,Lauv,5.0
2024-05-26,Love U Like That,Lauv,Lauv,9.0
2024-06-02,Love U Like That,Lauv,Lauv,8.0
2024-06-09,Love U Like That,Lauv,Lauv,6.0
2024-06-16,Love U Like That,Lauv,Lauv,6.0
2024-06-23,Love U Like That,Lauv,Lauv,5.0
2024-06-30,Love U Like That,Lauv,Lauv,6.0
2024-07-07,Love U Like That,Lauv,Lauv,4.0
2024-07-14,Love U Like That,Lauv,Lauv,0.0
2024-07-21,Love U Like That,Lauv,Lauv,6.0
2024-07-28,Love U Like That,Lauv,Lauv,4.0
2024-08-04,Love U Like That,Lauv,Lauv,4.0
2024-08-11,Love U Like That,Lauv,Lauv,3.0
2024-08-18,Love U Like That,Lauv,Lauv,4.0
2024-08-25,Love U Like That,Lauv,Lauv,4.0
2024-09-01,Love U Like That,Lauv,Lauv,6.0
2024-09-08,Love U Like That,Lauv,Lauv,5.0
2024-09-15,Love U Like That,Lauv,Lauv,4.0
2024-09-22,Love U Like That,Lauv,Lauv,5.0
2023-09-24,KIDDING,이세계 아이돌,이세계 아이돌,100.0
2023-10-01,KIDDING,이세계 아이돌,이세계 아이돌,79.0
2023-10-08,KIDDING,이세계 아이돌,이세계 아이돌,56.0
2023-10-15,KIDDING,이세계 아이돌,이세계 아이돌,58.0
2023-10-22,KIDDING,이세계 아이돌,이세계 아이돌,44.0
2023-10-29,KIDDING,이세계 아이돌,이세계 아이돌,46.0
2023-11-05,KIDDING,이세계 아이돌,이세계 아이돌,41.0
2023-11-12,KIDDING,이세계 아이돌,이세계 아이돌,32.0
2023-11-19,KIDDING,이세계 아이돌,이세계 아이돌,36.0
2023-11-26,KIDDING,이세계 아이돌,이세계 아이돌,37.0
2023-12-03,KIDDING,이세계 아이돌,이세계 아이돌,34.0
2023-12-10,KIDDING,이세계 아이돌,이세계 아이돌,30.0
2023-12-17,KIDDING,이세계 아이돌,이세계 아이돌,39.0
2023-12-24,KIDDING,이세계 아이돌,이세계 아이돌,65.0
2023-12-31,KIDDING,이세계 아이돌,이세계 아이돌,49.0
2024-01-07,KIDDING,이세계 아이돌,이세계 아이돌,41.0
2024-01-14,KIDDING,이세계 아이돌,이세계 아이돌,31.0
2024-01-21,KIDDING,이세계 아이돌,이세계 아이돌,27.0
2024-01-28,KIDDING,이세계 아이돌,이세계 아이돌,28.0
2024-02-04,KIDDING,이세계 아이돌,이세계 아이돌,46.0
2024-02-11,KIDDING,이세계 아이돌,이세계 아이돌,48.0
2024-02-18,KIDDING,이세계 아이돌,이세계 아이돌,41.0
2024-02-25,KIDDING,이세계 아이돌,이세계 아이돌,36.0
2024-03-03,KIDDING,이세계 아이돌,이세계 아이돌,26.0
2024-03-10,KIDDING,이세계 아이돌,이세계 아이돌,31.0
2024-03-17,KIDDING,이세계 아이돌,이세계 아이돌,28.0
2024-03-24,KIDDING,이세계 아이돌,이세계 아이돌,24.0
2024-03-31,KIDDING,이세계 아이돌,이세계 아이돌,21.0
2024-04-07,KIDDING,이세계 아이돌,이세계 아이돌,25.0
2024-04-14,KIDDING,이세계 아이돌,이세계 아이돌,24.0
2024-04-21,KIDDING,이세계 아이돌,이세계 아이돌,25.0
2024-04-28,KIDDING,이세계 아이돌,이세계 아이돌,24.0
2024-05-05,KIDDING,이세계 아이돌,이세계 아이돌,33.0
2024-05-12,KIDDING,이세계 아이돌,이세계 아이돌,28.0
2024-05-19,KIDDING,이세계 아이돌,이세계 아이돌,24.0
2024-05-26,KIDDING,이세계 아이돌,이세계 아이돌,30.0
2024-06-02,KIDDING,이세계 아이돌,이세계 아이돌,25.0
2024-06-09,KIDDING,이세계 아이돌,이세계 아이돌,27.0
2024-06-16,KIDDING,이세계 아이돌,이세계 아이돌,22.0
2024-06-23,KIDDING,이세계 아이돌,이세계 아이돌,20.0
2024-06-30,KIDDING,이세계 아이돌,이세계 아이돌,27.0
2024-07-07,KIDDING,이세계 아이돌,이세계 아이돌,23.0
2024-07-14,KIDDING,이세계 아이돌,이세계 아이돌,24.0
2024-07-21,KIDDING,이세계 아이돌,이세계 아이돌,16.0
2024-07-28,KIDDING,이세계 아이돌,이세계 아이돌,22.0
2024-08-04,KIDDING,이세계 아이돌,이세계 아이돌,19.0
2024-08-11,KIDDING,이세계 아이돌,이세계 아이돌,19.0
2024-08-18,KIDDING,이세계 아이돌,이세계 아이돌,22.0
2024-08-25,KIDDING,이세계 아이돌,이세계 아이돌,19.0
2024-09-01,KIDDING,이세계 아이돌,이세계 아이돌,20.0
2024-09-08,KIDDING,이세계 아이돌,이세계 아이돌,17.0
2024-09-15,KIDDING,이세계 아이돌,이세계 아이돌,20.0
2024-09-22,KIDDING,이세계 아이돌,이세계 아이돌,21.0
2023-09-24,Bubble,STAYC(스테이씨),스테이씨,17.0
2023-10-01,Bubble,STAYC(스테이씨),스테이씨,15.0
2023-10-08,Bubble,STAYC(스테이씨),스테이씨,13.0
2023-10-15,Bubble,STAYC(스테이씨),스테이씨,13.0
2023-10-22,Bubble,STAYC(스테이씨),스테이씨,10.0
2023-10-29,Bubble,STAYC(스테이씨),스테이씨,11.0
2023-11-05,Bubble,STAYC(스테이씨),스테이씨,11.0
2023-11-12,Bubble,STAYC(스테이씨),스테이씨,9.0
2023-11-19,Bubble,STAYC(스테이씨),스테이씨,12.0
2023-11-26,Bubble,STAYC(스테이씨),스테이씨,10.0
2023-12-03,Bubble,STAYC(스테이씨),스테이씨,10.0
2023-12-10,Bubble,STAYC(스테이씨),스테이씨,10.0
2023-12-17,Bubble,STAYC(스테이씨),스테이씨,9.0
2023-12-24,Bubble,STAYC(스테이씨),스테이씨,11.0
2023-12-31,Bubble,STAYC(스테이씨),스테이씨,14.0
2024-01-07,Bubble,STAYC(스테이씨),스테이씨,11.0
2024-01-14,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-01-21,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-01-28,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-02-04,Bubble,STAYC(스테이씨),스테이씨,9.0
2024-02-11,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-02-18,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-02-25,Bubble,STAYC(스테이씨),스테이씨,11.0
2024-03-03,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-03-10,Bubble,STAYC(스테이씨),스테이씨,6.0
2024-03-17,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-03-24,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-03-31,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-04-07,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-04-14,Bubble,STAYC(스테이씨),스테이씨,5.0
2024-04-21,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-04-28,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-05-05,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-05-12,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-05-19,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-05-26,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-06-02,Bubble,STAYC(스테이씨),스테이씨,6.0
2024-06-09,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-06-16,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-06-23,Bubble,STAYC(스테이씨),스테이씨,9.0
2024-06-30,Bubble,STAYC(스테이씨),스테이씨,16.0
2024-07-07,Bubble,STAYC(스테이씨),스테이씨,14.0
2024-07-14,Bubble,STAYC(스테이씨),스테이씨,9.0
2024-07-21,Bubble,STAYC(스테이씨),스테이씨,10.0
2024-07-28,Bubble,STAYC(스테이씨),스테이씨,9.0
2024-08-04,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-08-11,Bubble,STAYC(스테이씨),스테이씨,8.0
2024-08-18,Bubble,STAYC(스테이씨),스테이씨,6.0
2024-08-25,Bubble,STAYC(스테이씨),스테이씨,6.0
2024-09-01,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-09-08,Bubble,STAYC(스테이씨),스테이씨,6.0
2024-09-15,Bubble,STAYC(스테이씨),스테이씨,7.0
2024-09-22,Bubble,STAYC(스테이씨),스테이씨,6.0
2023-09-24,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,30.0
2023-10-01,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,32.0
2023-10-08,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,30.0
2023-10-15,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,23.0
2023-10-22,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,35.0
2023-10-29,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,29.0
2023-11-05,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,22.0
2023-11-12,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,22.0
2023-11-19,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,22.0
2023-11-26,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,20.0
2023-12-03,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,14.0
2023-12-10,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,17.0
2023-12-17,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2023-12-24,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,19.0
2023-12-31,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,20.0
2024-01-07,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,21.0
2024-01-14,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2024-01-21,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,25.0
2024-01-28,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,30.0
2024-02-04,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,100.0
2024-02-11,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,34.0
2024-02-18,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,43.0
2024-02-25,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,23.0
2024-03-03,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,22.0
2024-03-10,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,17.0
2024-03-17,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,19.0
2024-03-24,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,14.0
2024-03-31,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,20.0
2024-04-07,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,19.0
2024-04-14,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,22.0
2024-04-21,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,20.0
2024-04-28,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,21.0
2024-05-05,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,19.0
2024-05-12,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2024-05-19,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2024-05-26,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2024-06-02,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,16.0
2024-06-09,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2024-06-16,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,16.0
2024-06-23,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,13.0
2024-06-30,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,11.0
2024-07-07,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,16.0
2024-07-14,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,14.0
2024-07-21,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,40.0
2024-07-28,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,29.0
2024-08-04,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,15.0
2024-08-11,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,18.0
2024-08-18,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,11.0
2024-08-25,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,11.0
2024-09-01,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,13.0
2024-09-08,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,12.0
2024-09-15,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,16.0
2024-09-22,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),릴러말즈,13.0
2023-09-24,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,81
2023-10-01,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,59
2023-10-08,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,55
2023-10-15,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,65
2023-10-22,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,87
2023-10-29,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,62
2023-11-05,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,86
2023-11-12,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,68
2023-11-19,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,50
2023-11-26,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,94
2023-12-03,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,65
2023-12-10,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,70
2023-12-17,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,71
2023-12-24,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,95
2023-12-31,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,85
2024-01-07,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,70
2024-01-14,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,74
2024-01-21,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,96
2024-01-28,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,88
2024-02-04,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,93
2024-02-11,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,70
2024-02-18,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,70
2024-02-25,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,48
2024-03-03,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,59
2024-03-10,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,93
2024-03-17,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,85
2024-03-24,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,80
2024-03-31,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,85
2024-04-07,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,93
2024-04-14,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,65
2024-04-21,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,92
2024-04-28,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,83
2024-05-05,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,84
2024-05-12,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,91
2024-05-19,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,93
2024-05-26,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,72
2024-06-02,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,63
2024-06-09,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,62
2024-06-16,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,67
2024-06-23,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,65
2024-06-30,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,42
2024-07-07,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,89
2024-07-14,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,59
2024-07-21,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,73
2024-07-28,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,45
2024-08-04,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,58
2024-08-11,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,100
2024-08-18,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,72
2024-08-25,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,84
2024-09-01,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,53
2024-09-08,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,100
2024-09-15,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,91
2024-09-22,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),너드커넥션,81
2023-09-24,Better Things,aespa,aespa,11.0
2023-10-01,Better Things,aespa,aespa,11.0
2023-10-08,Better Things,aespa,aespa,11.0
2023-10-15,Better Things,aespa,aespa,11.0
2023-10-22,Better Things,aespa,aespa,9.0
2023-10-29,Better Things,aespa,aespa,10.0
2023-11-05,Better Things,aespa,aespa,19.0
2023-11-12,Better Things,aespa,aespa,17.0
2023-11-19,Better Things,aespa,aespa,16.0
2023-11-26,Better Things,aespa,aespa,15.0
2023-12-03,Better Things,aespa,aespa,13.0
2023-12-10,Better Things,aespa,aespa,13.0
2023-12-17,Better Things,aespa,aespa,12.0
2023-12-24,Better Things,aespa,aespa,13.0
2023-12-31,Better Things,aespa,aespa,14.0
2024-01-07,Better Things,aespa,aespa,11.0
2024-01-14,Better Things,aespa,aespa,10.0
2024-01-21,Better Things,aespa,aespa,11.0
2024-01-28,Better Things,aespa,aespa,9.0
2024-02-04,Better Things,aespa,aespa,10.0
2024-02-11,Better Things,aespa,aespa,11.0
2024-02-18,Better Things,aespa,aespa,12.0
2024-02-25,Better Things,aespa,aespa,17.0
2024-03-03,Better Things,aespa,aespa,11.0
2024-03-10,Better Things,aespa,aespa,10.0
2024-03-17,Better Things,aespa,aespa,8.0
2024-03-24,Better Things,aespa,aespa,12.0
2024-03-31,Better Things,aespa,aespa,8.0
2024-04-07,Better Things,aespa,aespa,8.0
2024-04-14,Better Things,aespa,aespa,7.0
2024-04-21,Better Things,aespa,aespa,9.0
2024-04-28,Better Things,aespa,aespa,11.0
2024-05-05,Better Things,aespa,aespa,11.0
2024-05-12,Better Things,aespa,aespa,24.0
2024-05-19,Better Things,aespa,aespa,23.0
2024-05-26,Better Things,aespa,aespa,36.0
2024-06-02,Better Things,aespa,aespa,26.0
2024-06-09,Better Things,aespa,aespa,22.0
2024-06-16,Better Things,aespa,aespa,21.0
2024-06-23,Better Things,aespa,aespa,18.0
2024-06-30,Better Things,aespa,aespa,28.0
2024-07-07,Better Things,aespa,aespa,18.0
2024-07-14,Better Things,aespa,aespa,18.0
2024-07-21,Better Things,aespa,aespa,18.0
2024-07-28,Better Things,aespa,aespa,16.0
2024-08-04,Better Things,aespa,aespa,15.0
2024-08-11,Better Things,aespa,aespa,18.0
2024-08-18,Better Things,aespa,aespa,14.0
2024-08-25,Better Things,aespa,aespa,16.0
2024-09-01,Better Things,aespa,aespa,16.0
2024-09-08,Better Things,aespa,aespa,18.0
2024-09-15,Better Things,aespa,aespa,18.0
2024-09-22,Better Things,aespa,aespa,16.0
2023-09-24,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,15.0
2023-10-01,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,11.0
2023-10-08,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,11.0
2023-10-15,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,11.0
2023-10-22,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,11.0
2023-10-29,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,10.0
2023-11-05,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,8.0
2023-11-12,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,9.0
2023-11-19,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,6.0
2023-11-26,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,7.0
2023-12-03,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,6.0
2023-12-10,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,5.0
2023-12-17,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,0.0
2023-12-24,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,5.0
2023-12-31,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,11.0
2024-01-07,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,7.0
2024-01-14,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,6.0
2024-01-21,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,4.0
2024-01-28,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,5.0
2024-02-04,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,0.0
2024-02-11,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,5.0
2024-02-18,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,8.0
2024-02-25,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,5.0
2024-03-03,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,5.0
2024-03-10,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,6.0
2024-03-17,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,6.0
2024-03-24,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,13.0
2024-03-31,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,7.0
2024-04-07,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,9.0
2024-04-14,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,9.0
2024-04-21,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,6.0
2024-04-28,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,7.0
2024-05-05,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,7.0
2024-05-12,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,11.0
2024-05-19,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",다이나믹 듀오,7.0
