date,Rank,Title,Artist,Production
2023-03-19,160,불이 꺼지고,"선미, BE`O (비오)",BILLION MUSIC
2023-03-19,161,"나만, 봄",볼빨간사춘기,쇼파르엔터테인먼트
2023-03-19,162,스티커 사진,21학번,제나두 엔터테인먼트
2023-03-19,163,Bad,Christopher,Parlophone Denmark
2023-03-19,164,SMILEY (Feat. BIBI),YENA(최예나),위에화엔터테인먼트코리아
2023-03-19,165,Every Second,Mina Okabe,Universal Music
2023-03-19,166,SNEAKERS,ITZY (있지),JYP Entertainment
2023-03-19,167,어른,Sondia,Stone Music Entertainment
2023-03-19,168,POP!,나연 (TWICE),JYP Entertainment
2023-03-19,169,손이 참 곱던 그대,임영웅,물고기뮤직
2023-03-19,170,사랑해 진짜,임영웅,물고기뮤직
2023-03-19,171,Attention,Charlie Puth,Artist Partners
2023-03-19,172,Hurt,NewJeans,ADOR
2023-03-19,173,Shape of You,Ed Sheeran,Atlantic Records UK
2023-03-19,174,나쁜놈 (Chico malo),마마무+,RBW
2023-03-19,175,Fall In Love Alone,Stacey Ryan,Stacey Ryan
2023-03-19,176,예뻤어,DAY6,JYP Entertainment
2023-03-19,177,GANADARA (Feat. 아이유),박재범,MORE VISION
2023-03-19,178,Yet To Come,방탄소년단,BIGHIT MUSIC
2023-03-19,179,너는 기억한다,폴킴,Netflix
2023-03-19,180,보금자리,임영웅,물고기뮤직
2023-03-19,181,연애편지,임영웅,물고기뮤직
2023-03-19,182,Girls,aespa,SM Entertainment
2023-03-19,183,CIRCLE (Feat. Crush),코드 쿤스트 (CODE KUNST),AOMG
2023-03-19,184,고백,멜로망스(Melomance),"카카오엔터테인먼트, 민트페이퍼, 광합성"
2023-03-19,185,Weekend,태연 (TAEYEON),SM Entertainment
2023-03-19,186,밤이 무서워요 (Lonely Night),주주 시크릿,MBC
2023-03-19,187,Snowman,Sia,"Monkey Puzzle, Atlantic"
2023-03-19,188,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2023-03-19,189,GHOST TOWN,Benson Boone,Warner Records
2023-03-19,190,Light Switch,Charlie Puth,Atlantic Records UK
2023-03-19,191,Rover,카이 (KAI),SM Entertainment
2023-03-19,192,Bad Habits,Ed Sheeran,Atlantic Records UK
2023-03-19,193,Ay-Yo,NCT 127,SM Entertainment
2023-03-19,194,DICE,NMIXX,JYP Entertainment
2023-03-19,195,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
2023-03-19,196,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
2023-03-19,197,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",NEOKIDZ
2023-03-19,198,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",Stone Music Entertainment
2023-03-19,199,봄바람,김재환,스윙엔터테인먼트
2023-03-19,200,Talk that Talk,TWICE,JYP Entertainment
2023-03-26,1,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2023-03-26,2,Ditto,NewJeans,ADOR
2023-03-26,3,OMG,NewJeans,ADOR
2023-03-26,4,Hype boy,NewJeans,ADOR
2023-03-26,5,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
2023-03-26,6,사건의 지평선,윤하,C9엔터테인먼트
2023-03-26,7,CHRISTIAN,Zior Park,Beautiful Noise
2023-03-26,8,London Boy,임영웅,물고기뮤직
2023-03-26,9,Polaroid,임영웅,물고기뮤직
2023-03-26,10,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2023-03-26,11,Like Crazy,지민,BIGHIT MUSIC
2023-03-26,12,Attention,NewJeans,ADOR
2023-03-26,13,Nostalgia,우디(Woody),+기억 프로젝트
2023-03-26,14,밤이 무서워요 (Lonely Night),주주 시크릿,MBC
2023-03-26,15,심(心),DK,방구석 캐스팅
2023-03-26,16,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2023-03-26,17,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
2023-03-26,18,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2023-03-26,19,NIGHT DANCER,imase,Universal Music
2023-03-26,20,사랑하기 싫어,지아 (Zia),니즈뮤직
2023-03-26,21,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2023-03-26,22,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2023-03-26,23,Dangerously,Charlie Puth,Artist Partners
2023-03-26,24,Set Me Free Pt.2,지민,BIGHIT MUSIC
2023-03-26,25,사랑인가 봐,멜로망스(Melomance),플렉스엠
2023-03-26,26,나비무덤,포맨 (4MEN),방구석 캐스팅
2023-03-26,27,Candy,NCT DREAM,SM Entertainment
2023-03-26,28,Love Me Like This,NMIXX,JYP Entertainment
2023-03-26,29,너의 모든 순간,성시경,SBS 콘텐츠허브
2023-03-26,30,VIBE (feat. Jimin of BTS),태양,The Black Label
2023-03-26,31,사랑은 늘 도망가,임영웅,모스트콘텐츠
2023-03-26,32,That`s Hilarious,Charlie Puth,Atlantic Records UK
2023-03-26,33,꽃,지수 (JISOO),YG Entertainment
2023-03-26,34,Monologue,테이 (Tei),방구석 캐스팅
2023-03-26,35,Nxde,(여자)아이들,큐브엔터테인먼트
2023-03-26,36,너를 보는게 지친 하루에,송하예,디스튜디오
2023-03-26,37,결국엔 너에게 닿아서,WSG워너비 (가야G),냠냠엔터테인먼트
2023-03-26,38,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment
2023-03-26,39,Stay,"The Kid LAROI, Justin Bieber",Columbia
2023-03-26,40,on the street (with J. Cole),"j-hope,  J. Cole",BIGHIT MUSIC
2023-03-26,41,Cookie,NewJeans,ADOR
2023-03-26,42,Unholy,"Sam Smith, Kim Petras",EMI
2023-03-26,43,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직
2023-03-26,44,Say I Love You,우디(Woody),메이저나인
2023-03-26,45,그라데이션,10cm,매직스트로베리사운드
2023-03-26,46,취중고백,김민석,프로젝트 리본
2023-03-26,47,Poppy (Korean Ver.),STAYC(스테이씨),하이업엔터테인먼트
2023-03-26,48,오르트구름,윤하,C9엔터테인먼트
2023-03-26,49,해요 (2022),#안녕,일팔 프로젝트
2023-03-26,50,Shut Down,BLACKPINK,YG Entertainment
2023-03-26,51,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2023-03-26,52,벚꽃 엔딩,버스커 버스커 (Busker Busker),Stone Music Entertainment
2023-03-26,53,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC
2023-03-26,54,TOMBOY,(여자)아이들,큐브엔터테인먼트
2023-03-26,55,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Warner Music
2023-03-26,56,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2023-03-26,57,내가 아니라도,주호,IN A MILLION
2023-03-26,58,Pink Venom,BLACKPINK,YG Entertainment
2023-03-26,59,나의 X에게,경서,꿈의엔진
2023-03-26,60,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,Stone Music Entertainment
2023-03-26,61,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2023-03-26,62,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),H1GHR MUSIC
2023-03-26,63,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),피네이션
2023-03-26,64,Face-off,지민,BIGHIT MUSIC
2023-03-26,65,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
2023-03-26,66,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",엔에이피엔터테인먼트
2023-03-26,67,딱 10CM만,"10cm, BIG Naughty (서동현)","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
2023-03-26,68,봄날,방탄소년단,BIGHIT MUSIC
2023-03-26,69,혼자가 아닌 나,정효빈,레이벡스
2023-03-26,70,되돌리다,먼데이 키즈 (Monday Kiz),오늘의 선곡
2023-03-26,71,그대를 알고,송하예,디스튜디오
2023-03-26,72,그댄 행복에 살텐데 (2022),최유리,일팔 프로젝트
2023-03-26,73,우리들의 블루스,임영웅,물고기뮤직
2023-03-26,74,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
2023-03-26,75,Dynamite,방탄소년단,BIGHIT MUSIC
2023-03-26,76,잘가요,주호,레이벡스
2023-03-26,77,"Young, Dumb, Stupid",NMIXX,JYP Entertainment
2023-03-26,78,Sugar Rush Ride,투모로우바이투게더,BIGHIT MUSIC
2023-03-26,79,마지막 사랑,신예영,투플원엔터테인먼트
2023-03-26,80,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2023-03-26,81,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트"
2023-03-26,82,아모르 파티,이홍기,방구석 캐스팅
2023-03-26,83,그대라는 사치,임창정,꿈의엔진
2023-03-26,84,자격지심 (Feat. ZICO),BE`O (비오),"빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
2023-03-26,85,너와 함께,김민석,프로젝트 : 선물
2023-03-26,86,That That (prod. & feat. SUGA of BTS),싸이 (Psy),피네이션
2023-03-26,87,Off My Face,Justin Bieber,RBMG/Def Jam
2023-03-26,88,밤하늘의 별을(2020),경서,꿈의엔진
2023-03-26,89,주저하는 연인들을 위해,잔나비,페포니 뮤직
2023-03-26,90,보고싶었어,WSG워너비 (4FIRE),MBC
2023-03-26,91,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2023-03-26,92,다시 만날 수 있을까,임영웅,물고기뮤직
2023-03-26,93,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment
2023-03-26,94,Butter,방탄소년단,BIGHIT MUSIC
2023-03-26,95,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment
2023-03-26,96,첫사랑,백아,Baek A
2023-03-26,97,WHEN I MOVE,카라 (KARA),RBW
2023-03-26,98,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",도너츠뮤직
2023-03-26,99,네가 보고 싶은 건 자연스러운 거겠지,신예영,셀러빗(CELEBIT)
2023-03-26,100,Sour & Sweet,뱀뱀 (BamBam),어비스컴퍼니
2023-03-26,101,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈
2023-03-26,102,떠나보낼 준비해 둘걸 그랬어,임한별,오늘의 선곡
2023-03-26,103,Love story,볼빨간사춘기,쇼파르엔터테인먼트
2023-03-26,104,희재,성시경,씨에스해피엔터테인먼트
2023-03-26,105,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",Stone Music Entertainment
2023-03-26,106,"나만, 봄",볼빨간사춘기,쇼파르엔터테인먼트
2023-03-26,107,SET ME FREE,TWICE,JYP Entertainment
2023-03-26,108,Permission to Dance,방탄소년단,BIGHIT MUSIC
2023-03-26,109,すずめ / Suzume (Feat. Toaka (토아카/十明)),RADWIMPS,제이박스엔터테인먼트
2023-03-26,110,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Atlantic Records
2023-03-26,111,도깨비불 (Illusion),aespa,SM Entertainment
2023-03-26,112,Blueming,아이유 (IU),Kakao Entertainment
2023-03-26,113,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2023-03-26,114,새벽에 걸려온 너의 전화는,한동근,말하는
2023-03-26,115,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),H1GHR MUSIC
2023-03-26,116,When I Get Old,"Christopher, 청하",Parlophone Denmark
2023-03-26,117,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"Stone Music Entertainment, 삼화네트웍스"
2023-03-26,118,잠깐나올래,RUSUK,WAK ENT
2023-03-26,119,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
2023-03-26,120,라일락,아이유 (IU),EDAM엔터테인먼트
2023-03-26,121,무지개,임영웅,물고기뮤직
2023-03-26,122,봄이 좋냐??,10cm,매직스트로베리사운드
2023-03-26,123,Alone,지민,BIGHIT MUSIC
2023-03-26,124,아버지,임영웅,물고기뮤직
2023-03-26,125,Ai Wo Tsutaetaidatoka,aimyon,WM Japan
2023-03-26,126,Loving You Girl (Feat. Hkeem),Peder Elias,Columbia
2023-03-26,127,Made You Look,Meghan Trainor,Epic
2023-03-26,128,The Drum,Alan Walker,MER Recordings
2023-03-26,129,Rising,tripleS (트리플에스),모드하우스
2023-03-26,130,I`m Not The Only One,Sam Smith,Capitol Records
2023-03-26,131,신호등,이무진,쇼플레이
2023-03-26,132,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
2023-03-26,133,2002,Anne-Marie,Atlantic Records UK
2023-03-26,134,사랑의 인사,김연지,SUMMIT
2023-03-26,135,Kill Bill,SZA,Top Dawg Entertainment/RCA Records
2023-03-26,136,Next Level,aespa,SM Entertainment
2023-03-26,137,드라마,아이유 (IU),EDAM엔터테인먼트
2023-03-26,138,strawberry moon,아이유 (IU),EDAM엔터테인먼트
2023-03-26,139,Eyes Closed,Ed Sheeran,Atlantic Records UK
2023-03-26,140,니 번호가 뜨는 일,이예준,오늘의 선곡
2023-03-26,141,"Jumper (Feat. 개코, MINO)",코드 쿤스트 (CODE KUNST),AOMG
2023-03-26,142,Lemon,Kenshi Yonezu,Sony Music
2023-03-26,143,Rover,카이 (KAI),SM Entertainment
2023-03-26,144,INVU,태연 (TAEYEON),SM Entertainment
2023-03-26,145,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2023-03-26,146,예뻤어,DAY6,JYP Entertainment
2023-03-26,147,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
2023-03-26,148,인생찬가,임영웅,물고기뮤직
2023-03-26,149,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2023-03-26,150,Flowers,Miley Cyrus,Columbia
2023-03-26,151,"10,000 Hours","Dan + Shay, Justin Bieber",Warner Music
2023-03-26,152,Celebrity,아이유 (IU),EDAM엔터테인먼트
2023-03-26,153,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2023-03-26,154,One Call Away,Charlie Puth,Artist Partners
2023-03-26,155,A bientot,임영웅,물고기뮤직
2023-03-26,156,혼자서 걸어요 (Prod. by 나얼),태연 (TAEYEON),롱플레이뮤직
2023-03-26,157,FOREVER 1,소녀시대,SM Entertainment
2023-03-26,158,우린 그렇게 사랑해서,"강민경, 잔나비","WAKEONE, 페포니뮤직"
2023-03-26,159,Every Second,Mina Okabe,Universal Music
2023-03-26,160,스티커 사진,21학번,제나두 엔터테인먼트
2023-03-26,161,불이 꺼지고,"선미, BE`O (비오)",BILLION MUSIC
2023-03-26,162,Bad,Christopher,Parlophone Denmark
2023-03-26,163,Fall In Love Alone,Stacey Ryan,Stacey Ryan
2023-03-26,164,꽃,양다일,"레이벡스, 프로젝트 말하는"
2023-03-26,165,SMILEY (Feat. BIBI),YENA(최예나),위에화엔터테인먼트코리아
2023-03-26,166,KICK BACK,Kenshi Yonezu,Sony Music Labels Inc.
2023-03-26,167,BETELGEUSE,Yuuri,Sony Music Labels Inc.
2023-03-26,168,손이 참 곱던 그대,임영웅,물고기뮤직
2023-03-26,169,사랑해 진짜,임영웅,물고기뮤직
2023-03-26,170,어른,Sondia,Stone Music Entertainment
2023-03-26,171,Shape of You,Ed Sheeran,Atlantic Records UK
2023-03-26,172,Hurt,NewJeans,ADOR
2023-03-26,173,GANADARA (Feat. 아이유),박재범,MORE VISION
2023-03-26,174,POP!,나연 (TWICE),JYP Entertainment
2023-03-26,175,SNEAKERS,ITZY (있지),JYP Entertainment
2023-03-26,176,연애편지,임영웅,물고기뮤직
2023-03-26,177,보금자리,임영웅,물고기뮤직
2023-03-26,178,Attention,Charlie Puth,Artist Partners
2023-03-26,179,All Eyes On Me,지수 (JISOO),YG Entertainment
2023-03-26,180,고백,멜로망스(Melomance),"카카오엔터테인먼트, 민트페이퍼, 광합성"
2023-03-26,181,Love Blossom (러브블러썸),케이윌 (K.Will),스타쉽엔터테인먼트
2023-03-26,182,미친거니,포맨 (4MEN),메이저나인
2023-03-26,183,Weekend,태연 (TAEYEON),SM Entertainment
2023-03-26,184,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
2023-03-26,185,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),H1GHR MUSIC
2023-03-26,186,"55 (Feat. 백예린, 웬디)",코드 쿤스트 (CODE KUNST),AOMG
2023-03-26,187,이젠 안녕,투모로우바이투게더,모스트콘텐츠
2023-03-26,188,Girls,aespa,SM Entertainment
2023-03-26,189,GGBB,마마무+,RBW
2023-03-26,190,Bad Habits,Ed Sheeran,Atlantic Records UK
2023-03-26,191,GHOST TOWN,Benson Boone,Warner Records
2023-03-26,192,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2023-03-26,193,Light Switch,Charlie Puth,Atlantic Records UK
2023-03-26,194,Yet To Come,방탄소년단,BIGHIT MUSIC
2023-03-26,195,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
2023-03-26,196,그런 사랑은 없어,황치열,아트매틱 컴퍼니
2023-03-26,197,DICE,NMIXX,JYP Entertainment
2023-03-26,198,Snowman,Sia,"Monkey Puzzle, Atlantic"
2023-03-26,199,꽃송이가,버스커 버스커 (Busker Busker),Stone Music Entertainment
2023-03-26,200,Blue Flame,LE SSERAFIM (르세라핌),쏘스뮤직
2023-04-02,1,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2023-04-02,2,꽃,지수 (JISOO),YG Entertainment
2023-04-02,3,Ditto,NewJeans,ADOR
2023-04-02,4,Hype boy,NewJeans,ADOR
2023-04-02,5,OMG,NewJeans,ADOR
2023-04-02,6,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
2023-04-02,7,사건의 지평선,윤하,C9엔터테인먼트
2023-04-02,8,Like Crazy,지민,BIGHIT MUSIC
2023-04-02,9,London Boy,임영웅,물고기뮤직
2023-04-02,10,Polaroid,임영웅,물고기뮤직
2023-04-02,11,CHRISTIAN,Zior Park,Beautiful Noise
2023-04-02,12,Zero,NewJeans,ADOR
2023-04-02,13,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2023-04-02,14,Attention,NewJeans,ADOR
2023-04-02,15,심(心),DK,방구석 캐스팅
2023-04-02,16,Nostalgia,우디(Woody),+기억 프로젝트
2023-04-02,17,밤이 무서워요 (Lonely Night),주주 시크릿,MBC
2023-04-02,18,Love Me Like This,NMIXX,JYP Entertainment
2023-04-02,19,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2023-04-02,20,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
2023-04-02,21,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2023-04-02,22,NIGHT DANCER,imase,Universal Music
2023-04-02,23,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2023-04-02,24,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2023-04-02,25,사랑하기 싫어,지아 (Zia),니즈뮤직
2023-04-02,26,Dangerously,Charlie Puth,Artist Partners
2023-04-02,27,사랑인가 봐,멜로망스(Melomance),플렉스엠
2023-04-02,28,Set Me Free Pt.2,지민,BIGHIT MUSIC
2023-04-02,29,Candy,NCT DREAM,SM Entertainment
2023-04-02,30,너의 모든 순간,성시경,SBS 콘텐츠허브
2023-04-02,31,너를 보는게 지친 하루에,송하예,디스튜디오
2023-04-02,32,사랑은 늘 도망가,임영웅,모스트콘텐츠
2023-04-02,33,That`s Hilarious,Charlie Puth,Atlantic Records UK
2023-04-02,34,Monologue,테이 (Tei),방구석 캐스팅
2023-04-02,35,결국엔 너에게 닿아서,WSG워너비 (가야G),냠냠엔터테인먼트
2023-04-02,36,Nxde,(여자)아이들,큐브엔터테인먼트
2023-04-02,37,VIBE (feat. Jimin of BTS),태양,The Black Label
2023-04-02,38,Stay,"The Kid LAROI, Justin Bieber",Columbia
2023-04-02,39,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment
2023-04-02,40,벚꽃 엔딩,버스커 버스커 (Busker Busker),Stone Music Entertainment
2023-04-02,41,Say I Love You,우디(Woody),메이저나인
2023-04-02,42,Cookie,NewJeans,ADOR
2023-04-02,43,나비무덤,포맨 (4MEN),방구석 캐스팅
2023-04-02,44,그라데이션,10cm,매직스트로베리사운드
2023-04-02,45,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직
2023-04-02,46,취중고백,김민석,프로젝트 리본
2023-04-02,47,사람 Pt.2 (feat. 아이유),Agust D,BIGHIT MUSIC
2023-04-02,48,해요 (2022),#안녕,일팔 프로젝트
2023-04-02,49,오르트구름,윤하,C9엔터테인먼트
2023-04-02,50,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2023-04-02,51,Poppy (Korean Ver.),STAYC(스테이씨),하이업엔터테인먼트
2023-04-02,52,Shut Down,BLACKPINK,YG Entertainment
2023-04-02,53,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",엔에이피엔터테인먼트
2023-04-02,54,Unholy,"Sam Smith, Kim Petras",EMI
2023-04-02,55,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2023-04-02,56,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC
2023-04-02,57,TOMBOY,(여자)아이들,큐브엔터테인먼트
2023-04-02,58,내가 아니라도,주호,IN A MILLION
2023-04-02,59,"Young, Dumb, Stupid",NMIXX,JYP Entertainment
2023-04-02,60,on the street (with J. Cole),"j-hope,  J. Cole",BIGHIT MUSIC
2023-04-02,61,Pink Venom,BLACKPINK,YG Entertainment
2023-04-02,62,나의 X에게,경서,꿈의엔진
2023-04-02,63,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2023-04-02,64,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
2023-04-02,65,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Warner Music
2023-04-02,66,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,Stone Music Entertainment
2023-04-02,67,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
2023-04-02,68,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),피네이션
2023-04-02,69,되돌리다,먼데이 키즈 (Monday Kiz),오늘의 선곡
2023-04-02,70,봄날,방탄소년단,BIGHIT MUSIC
2023-04-02,71,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),H1GHR MUSIC
2023-04-02,72,딱 10CM만,"10cm, BIG Naughty (서동현)","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
2023-04-02,73,우리들의 블루스,임영웅,물고기뮤직
2023-04-02,74,사랑하지 않아서 그랬어,임한별,플렉스엠
2023-04-02,75,그대를 알고,송하예,디스튜디오
2023-04-02,76,Dynamite,방탄소년단,BIGHIT MUSIC
2023-04-02,77,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2023-04-02,78,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
2023-04-02,79,잘가요,주호,레이벡스
2023-04-02,80,Sugar Rush Ride,투모로우바이투게더,BIGHIT MUSIC
2023-04-02,81,Off My Face,Justin Bieber,RBMG/Def Jam
2023-04-02,82,그댄 행복에 살텐데 (2022),최유리,일팔 프로젝트
2023-04-02,83,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트"
2023-04-02,84,주저하는 연인들을 위해,잔나비,페포니 뮤직
2023-04-02,85,That That (prod. & feat. SUGA of BTS),싸이 (Psy),피네이션
2023-04-02,86,그대라는 사치,임창정,꿈의엔진
2023-04-02,87,아모르 파티,이홍기,방구석 캐스팅
2023-04-02,88,마지막 사랑,신예영,투플원엔터테인먼트
2023-04-02,89,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2023-04-02,90,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",도너츠뮤직
2023-04-02,91,밤하늘의 별을(2020),경서,꿈의엔진
2023-04-02,92,다시 만날 수 있을까,임영웅,물고기뮤직
2023-04-02,93,자격지심 (Feat. ZICO),BE`O (비오),"빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
2023-04-02,94,발걸음,DK,SUMMIT
2023-04-02,95,Butter,방탄소년단,BIGHIT MUSIC
2023-04-02,96,혼자가 아닌 나,정효빈,레이벡스
2023-04-02,97,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment
2023-04-02,98,희재,성시경,씨에스해피엔터테인먼트
2023-04-02,99,"나만, 봄",볼빨간사춘기,쇼파르엔터테인먼트
2023-04-02,100,보고싶었어,WSG워너비 (4FIRE),MBC
2023-04-02,101,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment
2023-04-02,102,All Eyes On Me,지수 (JISOO),YG Entertainment
2023-04-02,103,첫사랑,백아,Baek A
2023-04-02,104,너와 함께,김민석,프로젝트 : 선물
2023-04-02,105,Love story,볼빨간사춘기,쇼파르엔터테인먼트
2023-04-02,106,Face-off,지민,BIGHIT MUSIC
2023-04-02,107,떠나보낼 준비해 둘걸 그랬어,임한별,오늘의 선곡
2023-04-02,108,빙글빙글 (Prod. R.Tee),헤이즈 (Heize),피네이션
2023-04-02,109,WHEN I MOVE,카라 (KARA),RBW
2023-04-02,110,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈
2023-04-02,111,Cupid,FIFTY FIFTY,ATTRAKT
2023-04-02,112,Golden Hour,마크 (MARK),SM Entertainment
2023-04-02,113,Permission to Dance,방탄소년단,BIGHIT MUSIC
2023-04-02,114,D N D,에이핑크(Apink),아이에스티 엔터테인먼트
2023-04-02,115,When I Get Old,"Christopher, 청하",Parlophone Denmark
2023-04-02,116,바보가슴,"송하예, 한빈 (포맨)",키야뮤직
2023-04-02,117,Blueming,아이유 (IU),Kakao Entertainment
2023-04-02,118,네가 보고 싶은 건 자연스러운 거겠지,신예영,셀러빗(CELEBIT)
2023-04-02,119,SET ME FREE,TWICE,JYP Entertainment
2023-04-02,120,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2023-04-02,121,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"Stone Music Entertainment, 삼화네트웍스"
2023-04-02,122,Ai Wo Tsutaetaidatoka,aimyon,WM Japan
2023-04-02,123,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",Stone Music Entertainment
2023-04-02,124,すずめ / Suzume (Feat. Toaka (토아카/十明)),RADWIMPS,제이박스엔터테인먼트
2023-04-02,125,라일락,아이유 (IU),EDAM엔터테인먼트
2023-04-02,126,도깨비불 (Illusion),aespa,SM Entertainment
2023-04-02,127,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Atlantic Records
2023-04-02,128,무지개,임영웅,물고기뮤직
2023-04-02,129,봄이 좋냐??,10cm,매직스트로베리사운드
2023-04-02,130,새벽에 걸려온 너의 전화는,한동근,말하는
2023-04-02,131,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
2023-04-02,132,아버지,임영웅,물고기뮤직
