date,Rank,Title,Artist,Production
2023-12-17,79,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
2023-12-17,80,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2023-12-17,81,모래 알갱이,임영웅,물고기뮤직
2023-12-17,82,숲,최유리,쇼파르엔터테인먼트
2023-12-17,83,우리들의 블루스,임영웅,물고기뮤직
2023-12-17,84,화이트 (White),폴킴,와이예스 엔터테인먼트
2023-12-17,85,사랑..그게 뭔데,지아 (Zia),니즈뮤직
2023-12-17,86,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2023-12-17,87,Stay,"The Kid LAROI, Justin Bieber",Columbia
2023-12-17,88,DIE 4 YOU,DEAN,Joombas Co Ltd & Universal Music
2023-12-17,89,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2023-12-17,90,"밤, 바다",최유리,도너츠컬쳐
2023-12-17,91,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
2023-12-17,92,Christmas Without You,Ava Max,Atlantic Records UK
2023-12-17,93,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2023-12-17,94,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2023-12-17,95,꿈,태연 (TAEYEON),모스트콘텐츠
2023-12-17,96,봄날,방탄소년단,BIGHIT MUSIC
2023-12-17,97,스노우볼,볼빨간사춘기,쇼파르엔터테인먼트
2023-12-17,98,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Warner Music
2023-12-17,99,Dynamite,방탄소년단,BIGHIT MUSIC
2023-12-17,100,다시 만날 수 있을까,임영웅,물고기뮤직
2023-12-17,101,3D (feat. Jack Harlow),정국,BIGHIT MUSIC
2023-12-17,102,미쳐버리겠다 (MAD),BE`O (비오),BIGPLANETMADE
2023-12-17,103,New Jeans,NewJeans,ADOR
2023-12-17,104,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
2023-12-17,105,Last Christmas,Wham!,Sony Music CG
2023-12-17,106,Talk Saxy,RIIZE,SM Entertainment
2023-12-17,107,그중에 그대를 만나,김호중,캔버스뮤직
2023-12-17,108,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik
2023-12-17,109,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2023-12-17,110,예뻤어,DAY6,JYP Entertainment
2023-12-17,111,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
2023-12-17,112,희재,성시경,씨에스해피엔터테인먼트
2023-12-17,113,무지개,임영웅,물고기뮤직
2023-12-17,114,꽃,지수 (JISOO),YG Entertainment
2023-12-17,115,Butter,방탄소년단,BIGHIT MUSIC
2023-12-17,116,Candy,NCT DREAM,SM Entertainment
2023-12-17,117,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-17,118,아버지,임영웅,물고기뮤직
2023-12-17,119,Still With You,정국,BIGHIT MUSIC
2023-12-17,120,London Boy,임영웅,물고기뮤직
2023-12-17,121,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
2023-12-17,122,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2023-12-17,123,Polaroid,임영웅,물고기뮤직
2023-12-17,124,Yes or No,정국,BIGHIT MUSIC
2023-12-17,125,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC
2023-12-17,126,화이트 (WHITE) (Feat. 박재범),다비치,"Stone Music Entertainment, B2M Entertainment"
2023-12-17,127,인생찬가,임영웅,물고기뮤직
2023-12-17,128,It`s Beginning To Look A Lot Like Christmas,Michael Buble,Warner Music
2023-12-17,129,매일 크리스마스 (Everyday Christmas),다비치,WAKEONE
2023-12-17,130,Like It`s Christmas,Jonas Brothers,Universal Music
2023-12-17,131,12월의 기적 (Miracles in December),EXO,SM Entertainment
2023-12-17,132,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트
2023-12-17,133,지극히 사적인 얘기,다비치,WAKEONE
2023-12-17,134,That`s Hilarious,Charlie Puth,Atlantic Records UK
2023-12-17,135,Merry & Happy,TWICE,JYP Entertainment
2023-12-17,136,Monologue,테이 (Tei),방구석 캐스팅
2023-12-17,137,Santa`s Coming For Us,Sia,"Monkey Puzzle, Atlantic"
2023-12-17,138,A bientot,임영웅,물고기뮤직
2023-12-17,139,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2023-12-17,140,This Christmas,태연 (TAEYEON),SM Entertainment
2023-12-17,141,골목길 (with 성시경),"이하이, 성시경",AOMG
2023-12-17,142,Jingle Bell Rock,aespa,SM Entertainment
2023-12-17,143,연애편지,임영웅,물고기뮤직
2023-12-17,144,편지 한 장 (부제: 서른에 만난 첫 세상) (A letter),김호중,생각엔터테인먼트
2023-12-17,145,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records
2023-12-17,146,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐
2023-12-17,147,V (Peace) (feat. AKMU),자이언티(Zion.T),The Black Label
2023-12-17,148,Hate You,정국,BIGHIT MUSIC
2023-12-17,149,그라데이션,10cm,매직스트로베리사운드
2023-12-17,150,그리워하다,비투비 (BTOB),큐브엔터테인먼트
2023-12-17,151,그 겨울엔 네가 있어,"허용별 (허각, 신용재, 임한별)",플렉스엠
2023-12-17,152,미워 (Ego),크러쉬 (CRUSH),피네이션
2023-12-17,153,겨울 고백,"성시경, 박효신, 서인국, 빅스 (VIXX), 여동생",젤리피쉬 엔터테인먼트
2023-12-17,154,첫사랑,백아,Baek A
2023-12-17,155,거리에서,성시경,제로원인터랙티브
2023-12-17,156,넌 쉽게 말했지만,싱어게인3 49호 가수,"SLL, 뮤직팜"
2023-12-17,157,I`m Not The Only One,Sam Smith,Capitol Records
2023-12-17,158,눈사람,정승환,안테나뮤직
2023-12-17,159,밤하늘의 별을(2020),경서,꿈의엔진
2023-12-17,160,나의 X에게,경서,꿈의엔진
2023-12-17,161,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik
2023-12-17,162,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2023-12-17,163,Mistletoe,Justin Bieber,Universal Music
2023-12-17,164,내가 아니라도,주호,IN A MILLION
2023-12-17,165,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2023-12-17,166,Off My Face,Justin Bieber,RBMG/Def Jam
2023-12-17,167,Rockin` Around The Christmas Tree,Brenda Lee,MCA Nashville
2023-12-17,168,Oh Santa! (Feat. Ariana Grande & Jennifer Hudson),Mariah Carey,Legacy Recordings
2023-12-17,169,TOMBOY,(여자)아이들,큐브엔터테인먼트
2023-12-17,170,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2023-12-17,171,Cool With You,NewJeans,ADOR
2023-12-17,172,"Santa, Can`t You Hear Me","Kelly Clarkson, Ariana Grande",Atlantic Records UK
2023-12-17,173,I WANT,IVE (아이브),스타쉽엔터테인먼트
2023-12-17,174,어른,Sondia,Stone Music Entertainment
2023-12-17,175,CAKE,ITZY (있지),JYP Entertainment
2023-12-17,176,Bring Me Love,John Legend,Columbia
2023-12-17,177,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트
2023-12-17,178,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴
2023-12-17,179,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
2023-12-17,180,Cupid,FIFTY FIFTY,ATTRAKT
2023-12-17,181,봄이 와도 (Prod. 로이킴),"박종민, 로이킴",Stone Music Entertainment
2023-12-17,182,Baggy Jeans,NCT U,SM Entertainment
2023-12-17,183,기억해줘요 내 모든 날과 그때를,거미,Beyond Music
2023-12-17,184,로맨틱 겨울 (Feat. 김진호),김진표,뮤직팜
2023-12-17,185,2002,Anne-Marie,Atlantic Records UK
2023-12-17,186,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment
2023-12-17,187,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
2023-12-17,188,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
2023-12-17,189,꽃구경,황영웅,"골든보이스, 제이"
2023-12-17,190,BATTER UP,BABYMONSTER,YG Entertainment
2023-12-17,191,Sonar (Breaker),NMIXX,JYP Entertainment
2023-12-17,192,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
2023-12-17,193,Next Level,aespa,SM Entertainment
2023-12-17,194,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트
2023-12-17,195,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2023-12-17,196,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment"
2023-12-17,197,눈 (Feat. 이문세),자이언티(Zion.T),The Black Label
2023-12-17,198,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
2023-12-17,199,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
2023-12-17,200,Shut Down,BLACKPINK,YG Entertainment
2023-12-24,1,Be There For Me,NCT 127,SM Entertainment
2023-12-24,2,첫 눈,EXO,SM Entertainment
2023-12-24,3,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-24,4,To. X,태연 (TAEYEON),SM Entertainment
2023-12-24,5,Drama,aespa,SM Entertainment
2023-12-24,6,헤어지자 말해요,박재정,로맨틱팩토리
2023-12-24,7,인사,범진,JMG (더블엑스엔터테인먼트)
2023-12-24,8,Baddie,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,9,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
2023-12-24,10,Love Lee,AKMU (악뮤),YG Entertainment
2023-12-24,11,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
2023-12-24,12,I AM,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,13,Santa Tell Me,Ariana Grande,"Republic Records, a division of UMG Recordings,Inc"
2023-12-24,14,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
2023-12-24,15,Ditto,NewJeans,ADOR
2023-12-24,16,에피소드,이무진,BIGPLANETMADE
2023-12-24,17,You & Me,제니 (JENNIE),YG Entertainment
2023-12-24,18,Super Shy,NewJeans,ADOR
2023-12-24,19,Snowman,Sia,"Monkey Puzzle, Atlantic"
2023-12-24,20,ETA,NewJeans,ADOR
2023-12-24,21,All I Want For Christmas Is You,Mariah Carey,Columbia/Legacy
2023-12-24,22,후라이의 꿈,AKMU (악뮤),YG Entertainment
2023-12-24,23,화이트 (White),폴킴,와이예스 엔터테인먼트
2023-12-24,24,Hype boy,NewJeans,ADOR
2023-12-24,25,사막에서 꽃을 피우듯,우디(Woody),메이저나인
2023-12-24,26,너의 모든 순간,성시경,SBS 콘텐츠허브
2023-12-24,27,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",젤리피쉬 엔터테인먼트
2023-12-24,28,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),Kakao Entertainment
2023-12-24,29,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
2023-12-24,30,Get A Guitar,RIIZE,SM Entertainment
2023-12-24,31,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
2023-12-24,32,Standing Next to You,정국,BIGHIT MUSIC
2023-12-24,33,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
2023-12-24,34,사랑은 늘 도망가,임영웅,모스트콘텐츠
2023-12-24,35,Discord,QWER,타마고 프로덕션
2023-12-24,36,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
2023-12-24,37,Either Way,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
2023-12-24,39,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
2023-12-24,40,Off The Record,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,41,사건의 지평선,윤하,C9엔터테인먼트
2023-12-24,42,OMG,NewJeans,ADOR
2023-12-24,43,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-24,44,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
2023-12-24,45,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
2023-12-24,46,Spicy,aespa,SM Entertainment
2023-12-24,47,Fast Forward,전소미,The Black Label
2023-12-24,48,Last Christmas,Ariana Grande,Universal Music
2023-12-24,49,잠시라도 우리,"성시경, 나얼",에스케이재원
2023-12-24,50,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,51,GODS,"NewJeans, League of Legends",라이엇 게임즈
2023-12-24,52,주저하는 연인들을 위해,잔나비,페포니 뮤직
2023-12-24,53,심(心),DK,방구석 캐스팅
2023-12-24,54,음악의 신,세븐틴,플레디스
2023-12-24,55,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,56,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
2023-12-24,57,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,58,Underneath The Tree,Kelly Clarkson,Rca Records Label
2023-12-24,59,사랑하지 않아서 그랬어,임한별,플렉스엠
2023-12-24,60,취중고백,김민석,프로젝트 리본
2023-12-24,61,사랑인가 봐,멜로망스(Melomance),플렉스엠
2023-12-24,62,Bubble,STAYC(스테이씨),하이업엔터테인먼트
2023-12-24,63,Attention,NewJeans,ADOR
2023-12-24,64,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2023-12-24,65,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-24,66,Dangerously,Charlie Puth,Artist Partners
2023-12-24,67,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
2023-12-24,68,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2023-12-24,69,물론,허각,니즈뮤직
2023-12-24,70,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
2023-12-24,71,손오공,세븐틴,플레디스
2023-12-24,72,해요 (2022),#안녕,일팔 프로젝트
2023-12-24,73,Do or Die,임영웅,물고기뮤직
2023-12-24,74,나에게 그대만이,탑현,레이벡스
2023-12-24,75,I Love My Body,화사(Hwa Sa),피네이션
2023-12-24,76,모래 알갱이,임영웅,물고기뮤직
2023-12-24,77,Make It To Christmas,Alessia Cara,"EP Entertainment, LLC / Def Jam"
2023-12-24,78,우리들의 블루스,임영웅,물고기뮤직
2023-12-24,79,Must Have Love,"SG워너비, 브라운 아이드 걸스",Beyond Music
2023-12-24,80,봄날,방탄소년단,BIGHIT MUSIC
2023-12-24,81,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2023-12-24,82,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
2023-12-24,83,사랑..그게 뭔데,지아 (Zia),니즈뮤직
2023-12-24,84,예뻤어,DAY6,JYP Entertainment
2023-12-24,85,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2023-12-24,86,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2023-12-24,87,숲,최유리,쇼파르엔터테인먼트
2023-12-24,88,Stay,"The Kid LAROI, Justin Bieber",Columbia
2023-12-24,89,Dynamite,방탄소년단,BIGHIT MUSIC
2023-12-24,90,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2023-12-24,91,다시 만날 수 있을까,임영웅,물고기뮤직
2023-12-24,92,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
2023-12-24,93,입술 (Feat. 10CM),헤이즈 (Heize),피네이션
2023-12-24,94,Butter,방탄소년단,BIGHIT MUSIC
2023-12-24,95,"밤, 바다",최유리,도너츠컬쳐
2023-12-24,96,그중에 그대를 만나,김호중,캔버스뮤직
2023-12-24,97,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2023-12-24,98,3D (feat. Jack Harlow),정국,BIGHIT MUSIC
2023-12-24,99,New Jeans,NewJeans,ADOR
2023-12-24,100,DIE 4 YOU,DEAN,Joombas Co Ltd & Universal Music
2023-12-24,101,Stay With Me (Feat. Skinny Brown),ASH ISLAND,Ambition Musik
2023-12-24,102,Christmas Without You,Ava Max,Atlantic Records UK
2023-12-24,103,희재,성시경,씨에스해피엔터테인먼트
2023-12-24,104,무지개,임영웅,물고기뮤직
2023-12-24,105,Talk Saxy,RIIZE,SM Entertainment
2023-12-24,106,Merry PLLIstmas,PLAVE,VLAST
2023-12-24,107,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Warner Music
2023-12-24,108,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
2023-12-24,109,아버지,임영웅,물고기뮤직
2023-12-24,110,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-24,111,London Boy,임영웅,물고기뮤직
2023-12-24,112,꽃,지수 (JISOO),YG Entertainment
2023-12-24,113,Candy,NCT DREAM,SM Entertainment
2023-12-24,114,Last Christmas,Wham!,Sony Music CG
2023-12-24,115,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
2023-12-24,116,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2023-12-24,117,Polaroid,임영웅,물고기뮤직
2023-12-24,118,인생찬가,임영웅,물고기뮤직
2023-12-24,119,스노우볼,볼빨간사춘기,쇼파르엔터테인먼트
2023-12-24,120,Closer Than This,지민,BIGHIT MUSIC
2023-12-24,121,어른,Sondia,Stone Music Entertainment
2023-12-24,122,편지 한 장 (부제: 서른에 만난 첫 세상) (A letter),김호중,생각엔터테인먼트
2023-12-24,123,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik
2023-12-24,124,미쳐버리겠다 (MAD),BE`O (비오),BIGPLANETMADE
2023-12-24,125,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment
2023-12-24,126,Yes or No,정국,BIGHIT MUSIC
2023-12-24,127,A bientot,임영웅,물고기뮤직
2023-12-24,128,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2023-12-24,129,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC
2023-12-24,130,Monologue,테이 (Tei),방구석 캐스팅
2023-12-24,131,연애편지,임영웅,물고기뮤직
2023-12-24,132,That`s Hilarious,Charlie Puth,Atlantic Records UK
2023-12-24,133,화이트 (WHITE) (Feat. 박재범),다비치,"Stone Music Entertainment, B2M Entertainment"
2023-12-24,134,그리워하다,비투비 (BTOB),큐브엔터테인먼트
2023-12-24,135,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트
2023-12-24,136,Still With You,정국,BIGHIT MUSIC
2023-12-24,137,매일 크리스마스 (Everyday Christmas),다비치,WAKEONE
2023-12-24,138,거리에서,성시경,제로원인터랙티브
2023-12-24,139,나 홀로 집에 (Home Alone),NCT 127,SM Entertainment
2023-12-24,140,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐
2023-12-24,141,그라데이션,10cm,매직스트로베리사운드
2023-12-24,142,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records
2023-12-24,143,그 겨울엔 네가 있어,"허용별 (허각, 신용재, 임한별)",플렉스엠
2023-12-24,144,꿈,태연 (TAEYEON),모스트콘텐츠
2023-12-24,145,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2023-12-24,146,Merry & Happy,TWICE,JYP Entertainment
2023-12-24,147,첫사랑,백아,Baek A
2023-12-24,148,It`s Beginning To Look A Lot Like Christmas,Michael Buble,Warner Music
2023-12-24,149,12월의 기적 (Miracles in December),EXO,SM Entertainment
2023-12-24,150,Jingle Bell Rock,aespa,SM Entertainment
2023-12-24,151,밤하늘의 별을(2020),경서,꿈의엔진
2023-12-24,152,This Christmas,태연 (TAEYEON),SM Entertainment
2023-12-24,153,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2023-12-24,154,눈사람,정승환,안테나뮤직
2023-12-24,155,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik
2023-12-24,156,나의 X에게,경서,꿈의엔진
2023-12-24,157,지극히 사적인 얘기,다비치,WAKEONE
2023-12-24,158,TOMBOY,(여자)아이들,큐브엔터테인먼트
2023-12-24,159,I`m Not The Only One,Sam Smith,Capitol Records
2023-12-24,160,내가 아니라도,주호,IN A MILLION
2023-12-24,161,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,162,Off My Face,Justin Bieber,RBMG/Def Jam
2023-12-24,163,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
2023-12-24,164,I WANT,IVE (아이브),스타쉽엔터테인먼트
2023-12-24,165,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴
2023-12-24,166,기억해줘요 내 모든 날과 그때를,거미,Beyond Music
2023-12-24,167,Baggy Jeans,NCT U,SM Entertainment
2023-12-24,168,미워 (Ego),크러쉬 (CRUSH),피네이션
2023-12-24,169,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트
2023-12-24,170,Cool With You,NewJeans,ADOR
2023-12-24,171,CAKE,ITZY (있지),JYP Entertainment
2023-12-24,172,Cupid,FIFTY FIFTY,ATTRAKT
2023-12-24,173,Next Level,aespa,SM Entertainment
2023-12-24,174,골목길 (with 성시경),"이하이, 성시경",AOMG
2023-12-24,175,2002,Anne-Marie,Atlantic Records UK
2023-12-24,176,겨울 고백,"성시경, 박효신, 서인국, 빅스 (VIXX), 여동생",젤리피쉬 엔터테인먼트
2023-12-24,177,Sonar (Breaker),NMIXX,JYP Entertainment
2023-12-24,178,눈 (Feat. 이문세),자이언티(Zion.T),The Black Label
2023-12-24,179,Like It`s Christmas,Jonas Brothers,Universal Music
2023-12-24,180,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
2023-12-24,181,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
2023-12-24,182,폼미쳤다,영탁,탁스튜디오
2023-12-24,183,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
2023-12-24,184,V (Peace) (feat. AKMU),자이언티(Zion.T),The Black Label
2023-12-24,185,봄이 와도 (Prod. 로이킴),"박종민, 로이킴",Stone Music Entertainment
2023-12-24,186,Shut Down,BLACKPINK,YG Entertainment
2023-12-24,187,Cruel Summer,Taylor Swift,Taylor Swift
2023-12-24,188,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
2023-12-24,189,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2023-12-24,190,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트
2023-12-24,191,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment"
2023-12-24,192,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
2023-12-24,193,오랜 날 오랜 밤,AKMU (악뮤),YG Entertainment
2023-12-24,194,곰인형 (Feat. 해금),린 (LYn),뮤직앤뉴
2023-12-24,195,너였다면,정승환,Stone Music Entertainment
2023-12-24,196,로맨틱 겨울 (Feat. 김진호),김진표,뮤직팜
2023-12-24,197,Nxde,(여자)아이들,큐브엔터테인먼트
2023-12-24,198,Santa`s Coming For Us,Sia,"Monkey Puzzle, Atlantic"
2023-12-24,199,INVU,태연 (TAEYEON),SM Entertainment
2023-12-24,200,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
2023-12-31,1,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-31,2,To. X,태연 (TAEYEON),SM Entertainment
2023-12-31,3,Drama,aespa,SM Entertainment
2023-12-31,4,첫 눈,EXO,SM Entertainment
2023-12-31,5,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
2023-12-31,6,헤어지자 말해요,박재정,로맨틱팩토리
2023-12-31,7,인사,범진,JMG (더블엑스엔터테인먼트)
2023-12-31,8,Baddie,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,9,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
2023-12-31,10,I AM,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,11,Love Lee,AKMU (악뮤),YG Entertainment
2023-12-31,12,에피소드,이무진,BIGPLANETMADE
2023-12-31,13,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
2023-12-31,14,Ditto,NewJeans,ADOR
2023-12-31,15,Super Shy,NewJeans,ADOR
2023-12-31,16,You & Me,제니 (JENNIE),YG Entertainment
2023-12-31,17,ETA,NewJeans,ADOR
2023-12-31,18,후라이의 꿈,AKMU (악뮤),YG Entertainment
2023-12-31,19,Hype boy,NewJeans,ADOR
2023-12-31,20,Get A Guitar,RIIZE,SM Entertainment
2023-12-31,21,너의 모든 순간,성시경,SBS 콘텐츠허브
2023-12-31,22,사막에서 꽃을 피우듯,우디(Woody),메이저나인
2023-12-31,23,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
2023-12-31,24,Discord,QWER,타마고 프로덕션
2023-12-31,25,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
2023-12-31,26,Standing Next to You,정국,BIGHIT MUSIC
2023-12-31,27,사랑은 늘 도망가,임영웅,모스트콘텐츠
2023-12-31,28,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
2023-12-31,29,OMG,NewJeans,ADOR
2023-12-31,30,사건의 지평선,윤하,C9엔터테인먼트
2023-12-31,31,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
2023-12-31,32,Off The Record,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,33,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
2023-12-31,34,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
2023-12-31,35,Either Way,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,36,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
2023-12-31,37,Spicy,aespa,SM Entertainment
2023-12-31,38,Fast Forward,전소미,The Black Label
2023-12-31,39,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2023-12-31,40,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2023-12-31,41,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,42,주저하는 연인들을 위해,잔나비,페포니 뮤직
2023-12-31,43,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
2023-12-31,44,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,45,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2023-12-31,46,화이트 (White),폴킴,와이예스 엔터테인먼트
2023-12-31,47,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
2023-12-31,48,심(心),DK,방구석 캐스팅
2023-12-31,49,잠시라도 우리,"성시경, 나얼",에스케이재원
2023-12-31,50,사랑인가 봐,멜로망스(Melomance),플렉스엠
2023-12-31,51,취중고백,김민석,프로젝트 리본
2023-12-31,52,Bubble,STAYC(스테이씨),하이업엔터테인먼트
2023-12-31,53,음악의 신,세븐틴,플레디스
2023-12-31,54,Attention,NewJeans,ADOR
2023-12-31,55,사랑하지 않아서 그랬어,임한별,플렉스엠
