date,Rank,Title,Artist,Production
2024-02-18,55,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2024-02-18,56,첫 눈,EXO,SM Entertainment
2024-02-18,57,사랑하지 않아서 그랬어,임한별,플렉스엠
2024-02-18,58,OMG,NewJeans,ADOR
2024-02-18,59,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2024-02-18,60,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2024-02-18,61,Standing Next to You,정국,BIGHIT MUSIC
2024-02-18,62,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
2024-02-18,63,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
2024-02-18,64,Dangerously,Charlie Puth,Artist Partners
2024-02-18,65,손오공,세븐틴,플레디스
2024-02-18,66,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2024-02-18,67,Attention,NewJeans,ADOR
2024-02-18,68,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-18,69,음악의 신,세븐틴,플레디스
2024-02-18,70,Fast Forward,전소미,The Black Label
2024-02-18,71,Off The Record,IVE (아이브),스타쉽엔터테인먼트
2024-02-18,72,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2024-02-18,73,해요 (2022),#안녕,일팔 프로젝트
2024-02-18,74,사랑..그게 뭔데,지아 (Zia),니즈뮤직
2024-02-18,75,물론,허각,니즈뮤직
2024-02-18,76,I Love You,안세하,방구석 캐스팅
2024-02-18,77,Bubble,STAYC(스테이씨),하이업엔터테인먼트
2024-02-18,78,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
2024-02-18,79,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2024-02-18,80,Talk Saxy,RIIZE,SM Entertainment
2024-02-18,81,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
2024-02-18,82,나에게 그대만이,탑현,레이벡스
2024-02-18,83,모래 알갱이,임영웅,물고기뮤직
2024-02-18,84,DASH,NMIXX,JYP Entertainment
2024-02-18,85,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2024-02-18,86,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
2024-02-18,87,우리들의 블루스,임영웅,물고기뮤직
2024-02-18,88,Either Way,IVE (아이브),스타쉽엔터테인먼트
2024-02-18,89,잠시라도 우리,"성시경, 나얼",에스케이재원
2024-02-18,90,Swan Song,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-18,91,봄날,방탄소년단,BIGHIT MUSIC
2024-02-18,92,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2024-02-18,93,Dynamite,방탄소년단,BIGHIT MUSIC
2024-02-18,94,숲,최유리,쇼파르엔터테인먼트
2024-02-18,95,천상연,이창섭,TOON STUDIO
2024-02-18,96,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
2024-02-18,97,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-18,98,Stay,"The Kid LAROI, Justin Bieber",Columbia
2024-02-18,99,다시 만날 수 있을까,임영웅,물고기뮤직
2024-02-18,100,Do or Die,임영웅,물고기뮤직
2024-02-18,101,널 미워하기로 했어,이예준,에이치엔에스에이치큐
2024-02-18,102,Butter,방탄소년단,BIGHIT MUSIC
2024-02-18,103,Beautiful Things,Benson Boone,Night Street Records/Warner Records
2024-02-18,104,하루,에일리 (Ailee),리뉴얼 프로젝트
2024-02-18,105,Cruel Summer,Taylor Swift,Taylor Swift
2024-02-18,106,희재,성시경,씨에스해피엔터테인먼트
2024-02-18,107,Like I Do,J.Tajor,TuneCore
2024-02-18,108,어른,Sondia,Stone Music Entertainment
2024-02-18,109,무지개,임영웅,물고기뮤직
2024-02-18,110,GODS,"NewJeans, League of Legends",라이엇 게임즈
2024-02-18,111,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2024-02-18,112,아버지,임영웅,물고기뮤직
2024-02-18,113,We got so much,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-18,114,London Boy,임영웅,물고기뮤직
2024-02-18,115,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-18,116,Polaroid,임영웅,물고기뮤직
2024-02-18,117,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
2024-02-18,118,Obsessed,Ayumu Imazu,WM Japan
2024-02-18,119,새벽 통화,적재,리본 프로젝트
2024-02-18,120,인생찬가,임영웅,물고기뮤직
2024-02-18,121,I Love My Body,화사(Hwa Sa),피네이션
2024-02-18,122,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
2024-02-18,123,A bientot,임영웅,물고기뮤직
2024-02-18,124,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2024-02-18,125,All Night (Feat. Saweetie),IVE (아이브),스타쉽엔터테인먼트
2024-02-18,126,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
2024-02-18,127,Good Bones,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-18,128,Off My Face,Justin Bieber,RBMG/Def Jam
2024-02-18,129,New Jeans,NewJeans,ADOR
2024-02-18,130,밤하늘의 별을(2020),경서,꿈의엔진
2024-02-18,131,연애편지,임영웅,물고기뮤직
2024-02-18,132,거리에서,성시경,제로원인터랙티브
2024-02-18,133,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-02-18,134,그리워하다,비투비 (BTOB),큐브엔터테인먼트
2024-02-18,135,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-02-18,136,Thinkin` About You,H1-KEY,GLG
2024-02-18,137,TOMBOY,(여자)아이들,큐브엔터테인먼트
2024-02-18,138,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2024-02-18,139,Monologue,테이 (Tei),방구석 캐스팅
2024-02-18,140,좋겠다,"박보람, 허각",제나두 엔터테인먼트
2024-02-18,141,That`s Hilarious,Charlie Puth,Atlantic Records UK
2024-02-18,142,나의 X에게,경서,꿈의엔진
2024-02-18,143,yours,데이먼스 이어 (Damons Year),Akashic Records
2024-02-18,144,Merry PLLIstmas,PLAVE,VLAST
2024-02-18,145,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
2024-02-18,146,그라데이션,10cm,매직스트로베리사운드
2024-02-18,147,Candy,NCT DREAM,SM Entertainment
2024-02-18,148,꽃,지수 (JISOO),YG Entertainment
2024-02-18,149,Next Level,aespa,SM Entertainment
2024-02-18,150,Memories,RIIZE,SM Entertainment
2024-02-18,151,"밤, 바다",최유리,도너츠컬쳐
2024-02-18,152,그중에 그대를 만나,김호중,캔버스뮤직
2024-02-18,153,Blueming,아이유 (IU),Kakao Entertainment
2024-02-18,154,기억해줘요 내 모든 날과 그때를,거미,Beyond Music
2024-02-18,155,첫사랑,백아,Baek A
2024-02-18,156,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2024-02-18,157,I`m Not The Only One,Sam Smith,Capitol Records
2024-02-18,158,2002,Anne-Marie,Atlantic Records UK
2024-02-18,159,Bye bye my blue,백예린,JYP Entertainment
2024-02-18,160,Shape of You,Ed Sheeran,Atlantic Records UK
2024-02-18,161,와이셔츠를 다렸지,"릴러말즈 (Leellamarz), 양홍원",Ambition Musik
2024-02-18,162,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),Stone Music Entertainment
2024-02-18,163,When I Get Old,"Christopher, 청하",Parlophone Denmark
2024-02-18,164,Nobody Knows,KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-02-18,165,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2024-02-18,166,Celebrity,아이유 (IU),EDAM엔터테인먼트
2024-02-18,167,BETELGEUSE,Yuuri,Sony Music Labels Inc.
2024-02-18,168,Snowman,Sia,"Monkey Puzzle, Atlantic"
2024-02-18,169,내가 아니라도,주호,IN A MILLION
2024-02-18,170,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2024-02-18,171,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
2024-02-18,172,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik
2024-02-18,173,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴
2024-02-18,174,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
2024-02-18,175,응급실,이지 (izi),엠디엠이엔티
2024-02-18,176,@은영이에게,#안녕,니즈뮤직
2024-02-18,177,여섯 번째 여름,PLAVE,VLAST
2024-02-18,178,취기를 빌려 (취향저격 그녀 X 산들),산들,TOON STUDIO
2024-02-18,179,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트
2024-02-18,180,1분만,유겸 (YUGYEOM),AOMG
2024-02-18,181,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
2024-02-18,182,3D (feat. Jack Harlow),정국,BIGHIT MUSIC
2024-02-18,183,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik
2024-02-18,184,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
2024-02-18,185,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐
2024-02-18,186,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
2024-02-18,187,너를 생각해,주시크 (Joosiq),뮤직레시피
2024-02-18,188,Paris In The Rain,Lauv,Lauv
2024-02-18,189,NO MORE (MA BOY),씨스타19,클렙
2024-02-18,190,사랑에 연습이 있었다면 (Prod. 2soo),임재현,"엔에스씨컴퍼니, 디원미디어"
2024-02-18,191,형 (兄),이보람,방구석 캐스팅
2024-02-18,192,ONE SPARK,TWICE,JYP Entertainment
2024-02-18,193,마지막처럼,BLACKPINK,YG Entertainment
2024-02-18,194,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
2024-02-18,195,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트
2024-02-18,196,One Call Away,Charlie Puth,Artist Partners
2024-02-18,197,Sonar (Breaker),NMIXX,JYP Entertainment
2024-02-18,198,너였다면,정승환,Stone Music Entertainment
2024-02-18,199,Nxde,(여자)아이들,큐브엔터테인먼트
2024-02-18,200,INVU,태연 (TAEYEON),SM Entertainment
2024-02-25,1,밤양갱,비비(BIBI),Feel Ghood Music
2024-02-25,2,Love wins all,아이유 (IU),EDAM엔터테인먼트
2024-02-25,3,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
2024-02-25,4,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,5,To. X,태연 (TAEYEON),SM Entertainment
2024-02-25,6,WAY 4 LUV,PLAVE,VLAST
2024-02-25,7,홀씨,아이유 (IU),EDAM엔터테인먼트
2024-02-25,8,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
2024-02-25,9,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,10,Love 119,RIIZE,SM Entertainment
2024-02-25,11,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
2024-02-25,12,Shopper,아이유 (IU),EDAM엔터테인먼트
2024-02-25,13,에피소드,이무진,BIGPLANETMADE
2024-02-25,14,TAP,태용 (TAEYONG),SM Entertainment
2024-02-25,15,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트
2024-02-25,16,Drama,aespa,SM Entertainment
2024-02-25,17,헤어지자 말해요,박재정,로맨틱팩토리
2024-02-25,18,인사,범진,JMG (더블엑스엔터테인먼트)
2024-02-25,19,Super Lady,(여자)아이들,큐브엔터테인먼트
2024-02-25,20,Wife,(여자)아이들,큐브엔터테인먼트
2024-02-25,21,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2024-02-25,22,I AM,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,23,꿈,태연 (TAEYEON),모스트콘텐츠
2024-02-25,24,Get A Guitar,RIIZE,SM Entertainment
2024-02-25,25,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
2024-02-25,26,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2024-02-25,27,Love Lee,AKMU (악뮤),YG Entertainment
2024-02-25,28,Baddie,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,29,너의 모든 순간,성시경,SBS 콘텐츠허브
2024-02-25,30,예뻤어,DAY6,JYP Entertainment
2024-02-25,31,Hype boy,NewJeans,ADOR
2024-02-25,32,Super Shy,NewJeans,ADOR
2024-02-25,33,ETA,NewJeans,ADOR
2024-02-25,34,천상연,이창섭,TOON STUDIO
2024-02-25,35,Ditto,NewJeans,ADOR
2024-02-25,36,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
2024-02-25,37,사막에서 꽃을 피우듯,우디(Woody),메이저나인
2024-02-25,38,You & Me,제니 (JENNIE),YG Entertainment
2024-02-25,39,사랑은 늘 도망가,임영웅,모스트콘텐츠
2024-02-25,40,관객이 될게 (I stan U),아이유 (IU),EDAM엔터테인먼트
2024-02-25,41,Watch Me Woo!,PLAVE,VLAST
2024-02-25,42,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
2024-02-25,43,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC
2024-02-25,44,우리 영화,PLAVE,VLAST
2024-02-25,45,사건의 지평선,윤하,C9엔터테인먼트
2024-02-25,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
2024-02-25,47,버추얼 아이돌,PLAVE,VLAST
2024-02-25,48,From,PLAVE,VLAST
2024-02-25,49,"Shh.. (Feat. 혜인(HYEIN), 조원선 & Special Narr. 패티김)",아이유 (IU),EDAM엔터테인먼트
2024-02-25,50,후라이의 꿈,AKMU (악뮤),YG Entertainment
2024-02-25,51,심(心),DK,방구석 캐스팅
2024-02-25,52,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,53,Spicy,aespa,SM Entertainment
2024-02-25,54,사랑인가 봐,멜로망스(Melomance),플렉스엠
2024-02-25,55,주저하는 연인들을 위해,잔나비,페포니 뮤직
2024-02-25,56,취중고백,김민석,프로젝트 리본
2024-02-25,57,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
2024-02-25,58,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,59,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
2024-02-25,60,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
2024-02-25,61,Discord,QWER,타마고 프로덕션
2024-02-25,62,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse
2024-02-25,63,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,64,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,65,OMG,NewJeans,ADOR
2024-02-25,66,사랑하지 않아서 그랬어,임한별,플렉스엠
2024-02-25,67,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,68,Merry PLLIstmas,PLAVE,VLAST
2024-02-25,69,손오공,세븐틴,플레디스
2024-02-25,70,Dangerously,Charlie Puth,Artist Partners
2024-02-25,71,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
2024-02-25,72,Standing Next to You,정국,BIGHIT MUSIC
2024-02-25,73,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
2024-02-25,74,첫 눈,EXO,SM Entertainment
2024-02-25,75,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2024-02-25,76,사랑..그게 뭔데,지아 (Zia),니즈뮤직
2024-02-25,77,Attention,NewJeans,ADOR
2024-02-25,78,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2024-02-25,79,음악의 신,세븐틴,플레디스
2024-02-25,80,해요 (2022),#안녕,일팔 프로젝트
2024-02-25,81,Fast Forward,전소미,The Black Label
2024-02-25,82,물론,허각,니즈뮤직
2024-02-25,83,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2024-02-25,84,모래 알갱이,임영웅,물고기뮤직
2024-02-25,85,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,86,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
2024-02-25,87,Off The Record,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,88,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
2024-02-25,89,Swan Song,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,90,우리들의 블루스,임영웅,물고기뮤직
2024-02-25,91,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2024-02-25,92,Bubble,STAYC(스테이씨),하이업엔터테인먼트
2024-02-25,93,봄날,방탄소년단,BIGHIT MUSIC
2024-02-25,94,나에게 그대만이,탑현,레이벡스
2024-02-25,95,I Love You,안세하,방구석 캐스팅
2024-02-25,96,DASH,NMIXX,JYP Entertainment
2024-02-25,97,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2024-02-25,98,Dynamite,방탄소년단,BIGHIT MUSIC
2024-02-25,99,Talk Saxy,RIIZE,SM Entertainment
2024-02-25,100,Either Way,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,101,잠시라도 우리,"성시경, 나얼",에스케이재원
2024-02-25,102,숲,최유리,쇼파르엔터테인먼트
2024-02-25,103,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
2024-02-25,104,다시 만날 수 있을까,임영웅,물고기뮤직
2024-02-25,105,Do or Die,임영웅,물고기뮤직
2024-02-25,106,Stay,"The Kid LAROI, Justin Bieber",Columbia
2024-02-25,107,Beautiful Things,Benson Boone,Night Street Records/Warner Records
2024-02-25,108,Butter,방탄소년단,BIGHIT MUSIC
2024-02-25,109,무지개,임영웅,물고기뮤직
2024-02-25,110,Cruel Summer,Taylor Swift,Taylor Swift
2024-02-25,111,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
2024-02-25,112,Like I Do,J.Tajor,TuneCore
2024-02-25,113,희재,성시경,씨에스해피엔터테인먼트
2024-02-25,114,아버지,임영웅,물고기뮤직
2024-02-25,115,London Boy,임영웅,물고기뮤직
2024-02-25,116,어른,Sondia,Stone Music Entertainment
2024-02-25,117,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,118,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2024-02-25,119,널 미워하기로 했어,이예준,에이치엔에스에이치큐
2024-02-25,120,Polaroid,임영웅,물고기뮤직
2024-02-25,121,인생찬가,임영웅,물고기뮤직
2024-02-25,122,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
2024-02-25,123,Obsessed,Ayumu Imazu,WM Japan
2024-02-25,124,GODS,"NewJeans, League of Legends",라이엇 게임즈
2024-02-25,125,하루,에일리 (Ailee),리뉴얼 프로젝트
2024-02-25,126,ONE SPARK,TWICE,JYP Entertainment
2024-02-25,127,Love or Die,CRAVITY,스타쉽엔터테인먼트
2024-02-25,128,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
2024-02-25,129,A bientot,임영웅,물고기뮤직
2024-02-25,130,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
2024-02-25,131,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2024-02-25,132,New Jeans,NewJeans,ADOR
2024-02-25,133,I Love My Body,화사(Hwa Sa),피네이션
2024-02-25,134,연애편지,임영웅,물고기뮤직
2024-02-25,135,Thinkin` About You,H1-KEY,GLG
2024-02-25,136,Off My Face,Justin Bieber,RBMG/Def Jam
2024-02-25,137,거리에서,성시경,제로원인터랙티브
2024-02-25,138,그리워하다,비투비 (BTOB),큐브엔터테인먼트
2024-02-25,139,밤하늘의 별을(2020),경서,꿈의엔진
2024-02-25,140,All Night (Feat. Saweetie),IVE (아이브),스타쉽엔터테인먼트
2024-02-25,141,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2024-02-25,142,그라데이션,10cm,매직스트로베리사운드
2024-02-25,143,yours,데이먼스 이어 (Damons Year),Akashic Records
2024-02-25,144,나의 X에게,경서,꿈의엔진
2024-02-25,145,TOMBOY,(여자)아이들,큐브엔터테인먼트
2024-02-25,146,That`s Hilarious,Charlie Puth,Atlantic Records UK
2024-02-25,147,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-02-25,148,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-02-25,149,Monologue,테이 (Tei),방구석 캐스팅
2024-02-25,150,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
2024-02-25,151,Candy,NCT DREAM,SM Entertainment
2024-02-25,152,Next Level,aespa,SM Entertainment
2024-02-25,153,새벽 통화,적재,리본 프로젝트
2024-02-25,154,2002,Anne-Marie,Atlantic Records UK
2024-02-25,155,Blueming,아이유 (IU),Kakao Entertainment
2024-02-25,156,꽃,지수 (JISOO),YG Entertainment
2024-02-25,157,그중에 그대를 만나,김호중,캔버스뮤직
2024-02-25,158,첫사랑,백아,Baek A
2024-02-25,159,Shape of You,Ed Sheeran,Atlantic Records UK
2024-02-25,160,When I Get Old,"Christopher, 청하",Parlophone Denmark
2024-02-25,161,Intrusive Thoughts,Natalie Jane,10K Projects/Capitol Records
2024-02-25,162,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2024-02-25,163,Memories,RIIZE,SM Entertainment
2024-02-25,164,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2024-02-25,165,I`m Not The Only One,Sam Smith,Capitol Records
2024-02-25,166,"밤, 바다",최유리,도너츠컬쳐
2024-02-25,167,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
2024-02-25,168,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
2024-02-25,169,We got so much,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,170,Bye bye my blue,백예린,JYP Entertainment
2024-02-25,171,기억해줘요 내 모든 날과 그때를,거미,Beyond Music
2024-02-25,172,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2024-02-25,173,Celebrity,아이유 (IU),EDAM엔터테인먼트
2024-02-25,174,Nobody Knows,KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-02-25,175,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴
2024-02-25,176,내가 아니라도,주호,IN A MILLION
2024-02-25,177,BETELGEUSE,Yuuri,Sony Music Labels Inc.
2024-02-25,178,응급실,이지 (izi),엠디엠이엔티
2024-02-25,179,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
2024-02-25,180,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트
2024-02-25,181,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik
2024-02-25,182,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
2024-02-25,183,취기를 빌려 (취향저격 그녀 X 산들),산들,TOON STUDIO
2024-02-25,184,마지막처럼,BLACKPINK,YG Entertainment
2024-02-25,185,너를 생각해,주시크 (Joosiq),뮤직레시피
2024-02-25,186,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직
2024-02-25,187,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
2024-02-25,188,3D (feat. Jack Harlow),정국,BIGHIT MUSIC
2024-02-25,189,Snowman,Sia,"Monkey Puzzle, Atlantic"
2024-02-25,190,민들레,승관 (SEVENTEEN),플레디스
2024-02-25,191,Recuerdos de Buenos Aires,조민규,파라나 엔터테인먼트
2024-02-25,192,사랑에 연습이 있었다면 (Prod. 2soo),임재현,"엔에스씨컴퍼니, 디원미디어"
2024-02-25,193,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
2024-02-25,194,Loving You Girl (Feat. Hkeem),Peder Elias,Columbia
2024-02-25,195,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
2024-02-25,196,사랑했나봐,YB (윤도현 밴드),와이더댄
2024-02-25,197,Nxde,(여자)아이들,큐브엔터테인먼트
2024-02-25,198,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment"
2024-02-25,199,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트
2024-02-25,200,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
2024-03-03,1,밤양갱,비비(BIBI),Feel Ghood Music
2024-03-03,2,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
2024-03-03,3,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
2024-03-03,4,Love wins all,아이유 (IU),EDAM엔터테인먼트
2024-03-03,5,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트
2024-03-03,6,To. X,태연 (TAEYEON),SM Entertainment
2024-03-03,7,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
2024-03-03,8,홀씨,아이유 (IU),EDAM엔터테인먼트
2024-03-03,9,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
2024-03-03,10,Love 119,RIIZE,SM Entertainment
2024-03-03,11,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
2024-03-03,12,에피소드,이무진,BIGPLANETMADE
2024-03-03,13,Drama,aespa,SM Entertainment
2024-03-03,14,헤어지자 말해요,박재정,로맨틱팩토리
2024-03-03,15,Shopper,아이유 (IU),EDAM엔터테인먼트
2024-03-03,16,인사,범진,JMG (더블엑스엔터테인먼트)
2024-03-03,17,Super Lady,(여자)아이들,큐브엔터테인먼트
2024-03-03,18,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2024-03-03,19,Wife,(여자)아이들,큐브엔터테인먼트
2024-03-03,20,I AM,IVE (아이브),스타쉽엔터테인먼트
2024-03-03,21,천상연,이창섭,TOON STUDIO
2024-03-03,22,꿈,태연 (TAEYEON),모스트콘텐츠
2024-03-03,23,Get A Guitar,RIIZE,SM Entertainment
2024-03-03,24,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2024-03-03,25,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
2024-03-03,26,예뻤어,DAY6,JYP Entertainment
2024-03-03,27,너의 모든 순간,성시경,SBS 콘텐츠허브
2024-03-03,28,Love Lee,AKMU (악뮤),YG Entertainment
2024-03-03,29,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
2024-03-03,30,Baddie,IVE (아이브),스타쉽엔터테인먼트
2024-03-03,31,Hype boy,NewJeans,ADOR
2024-03-03,32,ETA,NewJeans,ADOR
2024-03-03,33,Super Shy,NewJeans,ADOR
2024-03-03,34,Ditto,NewJeans,ADOR
2024-03-03,35,사막에서 꽃을 피우듯,우디(Woody),메이저나인
2024-03-03,36,사랑은 늘 도망가,임영웅,모스트콘텐츠
2024-03-03,37,You & Me,제니 (JENNIE),YG Entertainment
2024-03-03,38,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
2024-03-03,39,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
2024-03-03,40,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC
