,date,Rank,New_Artist,Title,Production,Runtime,Genre,Weekly Views,n_score,g_score,ky_chart_on,Genre_split,J-POP,Soul,Trot,Pop,OriginalSoundtrack,Hip-Hop,Rap,Drama,Electronica,Rock,KoreanMovies,R&B,Ballad,Classical,Indie,All,Crossover,Jazz,Blues,K-Pop,Folk,Dance,Traditional,season_autumn,season_spring,season_summer,season_winter
1522,2023-11-12,190,포지션,I Love You,신나라뮤직,-5.37767627489252,가요/발라드,-1.011885148233292,0.003172630836363018,0.0,1,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1523,2023-11-12,191,딘,DIE 4 YOU,Joombas Co Ltd & Universal Music,-5.4715047258341745,가요/R&B/소울,-1.011885148233292,0.005985273922846989,0.0012,0,"['K-Pop', 'R&B', 'Soul']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1524,2023-11-12,192,백예린,Bye bye my blue,JYP Entertainment,-5.464605575029641,가요/R&B/소울,-1.0118849596589343,0.003746622059309531,0.0033000000000000004,0,"['K-Pop', 'R&B', 'Soul']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1525,2023-11-12,193,데이먼스 이어,yours,Akashic Records,-5.491512263167321,가요/인디,-1.011885148233292,0.0014563944182976593,0.0091,0,"['K-Pop', 'Indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1526,2023-11-12,194,라이즈,Memories,SM Entertainment,-5.482543367121428,가요/댄스,-1.0118850117543936,-0.0006981000111548328,0.0044,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1527,2023-11-12,195,르세라핌,FEARLESS,쏘스뮤직,-5.489442517925961,가요/댄스,-1.011884689676035,-0.0023516137914734027,0.0029,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1528,2023-11-12,197,정승환,너였다면,Stone Music Entertainment,-5.417001434478361,OST/드라마,-1.011885148233292,0.005177563576155727,0.0016,0,"['OriginalSoundtrack', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1529,2023-11-12,198,에픽하이,Screen Time (Feat. Hoshi of SEVENTEEN),아워즈,-5.443908122616041,가요/랩/힙합,-1.0118849783380044,0.004717388883722978,0.0026000000000000003,0,"['K-Pop', 'Rap', 'Hip-Hop']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1530,2023-11-12,199,저스틴 비버,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",-5.443908122616041,POP/팝,-1.011884983331555,0.0008612194226367232,0.0012,0,"['Pop', 'Pop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1531,2023-11-12,200,큐더블유이알,Discord,타마고 프로덕션,-5.489442517925961,가요/락,-1.0118850367502548,-0.00040426425796609737,0.0044,0,"['K-Pop', 'Rock']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1532,2023-11-19,1,르세라핌,Perfect Night,쏘스뮤직,-5.4956517536500415,가요/댄스,-1.0118846809556128,-0.0021279547670917743,0.0032,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1533,2023-11-19,2,에스파,Drama,SM Entertainment,-5.457016509144655,가요/댄스,-1.0118846244356647,0.0013789390125287602,0.0016,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1534,2023-11-19,3,아이브,Baddie,스타쉽엔터테인먼트,-5.499101329052308,가요/댄스,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1535,2023-11-19,4,악뮤,Love Lee,YG Entertainment,-5.481163536960521,가요/댄스,-1.0118847133184112,-6.259993537316433e-05,0.006500000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1536,2023-11-19,5,제니,You & Me,YG Entertainment,-5.4818534520409745,가요/댄스,-1.0118850180630552,-0.0028491537031460224,0.0031,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1537,2023-11-19,6,박재정,헤어지자 말해요,로맨틱팩토리,-5.437008971811508,가요/발라드,-1.0118850484074071,0.0006564033000685098,0.0017000000000000001,1,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1538,2023-11-19,7,악뮤,후라이의 꿈,YG Entertainment,-5.463915659949188,가요/블루스/포크,-1.0118847133184112,-6.259993537316433e-05,0.006500000000000001,0,"['K-Pop', 'Blues', 'Folk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
1539,2023-11-19,8,정국,Seven (feat. Latto) - Clean Ver.,BIGHIT MUSIC,-5.4784038766387075,가요/댄스,-1.0118846526447953,0.003497277975145003,0.004,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1540,2023-11-19,9,딘,DIE 4 YOU,Joombas Co Ltd & Universal Music,-5.4715047258341745,가요/R&B/소울,-1.0118849339861928,0.001207452576807334,0.0014000000000000002,0,"['K-Pop', 'R&B', 'Soul']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1541,2023-11-19,10,아이브,Either Way,스타쉽엔터테인먼트,-5.490132433006415,가요/R&B/소울,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'R&B', 'Soul']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1542,2023-11-19,11,뉴진스,Super Shy,ADOR,-5.498411413971855,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1543,2023-11-19,12,아이브,I AM,스타쉽엔터테인먼트,-5.4784038766387075,가요/댄스,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1544,2023-11-19,13,뉴진스,ETA,ADOR,-5.5011710742936675,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1545,2023-11-19,14,더보이즈,WATCH IT,아이에스티 엔터테인먼트,-5.4818534520409745,가요/댄스,-1.011885148233292,-0.00018687376728923621,0.002,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1546,2023-11-19,16,레드벨벳,Chill Kill,SM Entertainment,-5.457016509144655,가요/댄스,-1.011884752898303,0.0008882553726036685,0.0063,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1547,2023-11-19,17,정국,Standing Next to You,BIGHIT MUSIC,-5.463225744868734,가요/댄스,-1.0118846526447953,0.003497277975145003,0.004,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1548,2023-11-19,18,우디,사막에서 꽃을 피우듯,메이저나인,-5.426660245604707,가요/발라드,-1.0118850424012575,-0.001028411815566776,0.005,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1549,2023-11-19,19,범진,인사,JMG (더블엑스엔터테인먼트),-5.456326594064201,가요/인디,-1.011885148233292,-0.0006000425219522517,0.0009,1,"['K-Pop', 'Indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1550,2023-11-19,20,라이즈,Get A Guitar,SM Entertainment,-5.494961838569588,가요/댄스,-1.0118850297013307,0.0008702340942977121,0.0089,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1551,2023-11-19,21,뉴진스,Hype boy,ADOR,-5.483233282201882,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1552,2023-11-19,22,뉴진스,Ditto,ADOR,-5.477024046477801,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1553,2023-11-19,23,아이브,Off The Record,스타쉽엔터테인먼트,-5.4749543012364414,가요/댄스,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1554,2023-11-19,24,전소미,Fast Forward,The Black Label,-5.494271923489134,가요/댄스,-1.011885148233292,-0.0017963021537658165,0.0004,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1555,2023-11-19,25,너드커넥션,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),TOON STUDIO,-5.432179566248334,가요/발라드,-1.0118850262817938,0.00217729394063201,0.005,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1556,2023-11-19,26,세븐틴,음악의 신,플레디스,-5.463915659949188,가요/댄스,-1.011884824681849,-5.9441473472707576e-05,0.0055000000000000005,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1557,2023-11-19,27,여자 아이들,퀸카 (Queencard),큐브엔터테인먼트,-5.494271923489134,가요/댄스,-1.011884914876193,-0.002450894138730645,0.0004,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1558,2023-11-19,29,성시경,너의 모든 순간,SBS 콘텐츠허브,-5.437698886891961,OST/드라마,-1.011884802369396,0.00036322585381274534,0.0015,0,"['OriginalSoundtrack', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1559,2023-11-19,30,임영웅,사랑은 늘 도망가,모스트콘텐츠,-5.437698886891961,OST/드라마,-1.0118847699504492,0.0003555126741126525,0.0053,0,"['OriginalSoundtrack', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1560,2023-11-19,31,악뮤,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,-5.405272878110654,가요/발라드,-1.0118847133184112,-6.259993537316433e-05,0.006500000000000001,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1561,2023-11-19,32,화사,I Love My Body,피네이션,-5.501860989374121,가요/댄스,-1.011885148233292,-0.0020512977979092657,0.0024,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1562,2023-11-19,33,르세라핌,"이브, 프시케 그리고 푸른 수염의 아내",쏘스뮤직,-5.477024046477801,가요/댄스,-1.0118846809556128,-0.0021279547670917743,0.0032,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1563,2023-11-19,34,스테이씨,Bubble,하이업엔터테인먼트,-5.4818534520409745,가요/댄스,-1.0118850011803187,0.00028134880300860737,0.0012,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1564,2023-11-19,35,윤하,사건의 지평선,C9엔터테인먼트,-5.397683812225667,가요/락,-1.0118849028442591,-0.0015354755030369091,0.001,0,"['K-Pop', 'Rock']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1565,2023-11-19,36,엑소,첫 눈,SM Entertainment,-5.461845914707828,가요/발라드,-1.0118849612295722,0.002295216572429068,0.0015,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1566,2023-11-19,37,디오,별 떨어진다 (I Do),SM Entertainment,-5.492892093328227,가요/발라드,-1.011885148233292,0.002365816714577443,0.0055000000000000005,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1567,2023-11-19,38,로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",TOON STUDIO,-5.427350160685161,가요/발라드,-1.0118850216859663,0.0015443303123899368,0.0044,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1568,2023-11-19,39,에스파,Spicy,SM Entertainment,-5.469434980592815,가요/댄스,-1.0118846244356647,0.0013789390125287602,0.0016,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1569,2023-11-19,41,아이브,Kitsch,스타쉽엔터테인먼트,-5.470814810753721,가요/댄스,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1570,2023-11-19,42,잔나비,주저하는 연인들을 위해,페포니 뮤직,-5.422520755121988,가요/인디,-1.0118849778758658,-0.0031339929309598226,0.0021,1,"['K-Pop', 'Indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1571,2023-11-19,43,라우브,Steal The Show (From “엘리멘탈”),Walt Disney Records,-5.472194640914627,OST/전체,-1.0118849814433863,-0.0022628088919045236,0.0007000000000000001,0,"['OriginalSoundtrack', 'All']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1572,2023-11-19,44,뉴진스,OMG,ADOR,-5.459086254386014,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1573,2023-11-19,45,아이브,LOVE DIVE,스타쉽엔터테인먼트,-5.483233282201882,가요/댄스,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1574,2023-11-19,46,아이브,After LIKE,스타쉽엔터테인먼트,-5.483233282201882,가요/댄스,-1.0118844886493543,0.0003767347556531903,0.0042,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1575,2023-11-19,47,멜로망스,사랑인가 봐,플렉스엠,-5.477713961558255,OST/드라마,-1.0118849911860526,0.005985273922846989,0.001,0,"['OriginalSoundtrack', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1576,2023-11-19,48,김민석,취중고백,프로젝트 리본,-5.448047613098761,가요/발라드,-1.011885148233292,-0.0021499309276305704,0.0029,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1577,2023-11-19,49,찰리 푸스,Dangerously,Artist Partners,-5.4680551504319075,POP/팝,-1.0118849089369393,-0.002693933396618297,0.0009,0,"['Pop', 'Pop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1578,2023-11-19,50,임한별,사랑하지 않아서 그랬어,플렉스엠,-5.450807273420574,가요/발라드,-1.0118850360430613,0.0033853547071429095,0.0006,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1579,2023-11-19,51,디케이,심(心),방구석 캐스팅,-5.428040075765614,가요/락,-1.011885148233292,0.005985273922846989,0.0016,0,"['K-Pop', 'Rock']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1580,2023-11-19,52,르세라핌,UNFORGIVEN (feat. Nile Rodgers),쏘스뮤직,-5.479783706799614,가요/댄스,-1.0118846809556128,-0.0021279547670917743,0.0032,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1581,2023-11-19,53,뉴진스,Attention,ADOR,-5.482543367121428,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1582,2023-11-19,53,뉴진스,Attention,ADOR,-5.482543367121428,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0009,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1583,2023-11-19,54,정국,3D (feat. Jack Harlow),BIGHIT MUSIC,-5.465985405190548,가요/댄스,-1.0118846526447953,0.003497277975145003,0.004,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1584,2023-11-19,55,허각,물론,니즈뮤직,-5.450807273420574,가요/발라드,-1.0118849630052373,0.0011467411524315662,0.0068000000000000005,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1585,2023-11-19,56,다비치,지극히 사적인 얘기,WAKEONE,-5.465295490110094,가요/발라드,-1.0118848594636418,-0.001748628835920084,0.0037,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1586,2023-11-19,58,탑현,나에게 그대만이,레이벡스,-5.473574471075534,가요/발라드,-1.011885148233292,0.00018820492481873806,0.0006,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1587,2023-11-19,59,세븐틴,손오공,플레디스,-5.467365235351454,가요/댄스,-1.011884824681849,-5.9441473472707576e-05,0.0055000000000000005,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1588,2023-11-19,60,폴 블랑코,Summer (Feat. 비오 (비오)),Ambition Musik,-5.467365235351454,가요/랩/힙합,-1.0118850411204554,5.436094326301353e-05,0.0,0,"['K-Pop', 'Rap', 'Hip-Hop']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1589,2023-11-19,62,최유리,"밤, 바다",도너츠컬쳐,-5.429419905926521,가요/발라드,-1.0118849491385964,0.005536697731583964,0.007000000000000001,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1590,2023-11-19,64,릴러말즈,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",Ambition Musik,-5.5046206496959345,가요/랩/힙합,-1.0118848695531875,-0.002027904210804226,0.0022,0,"['K-Pop', 'Rap', 'Hip-Hop']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1591,2023-11-19,65,하이키,건물 사이에 피어난 장미 (Rose Blossom),GLG,-5.470124895673268,가요/댄스,-1.011885148233292,-0.002655245514750467,0.0,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1592,2023-11-19,66,#안녕,해요 (2022),일팔 프로젝트,-5.441148462294228,가요/발라드,-1.011885148233292,0.0054810612185413905,0.0061,1,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1593,2023-11-19,67,뉴진스,New Jeans,ADOR,-5.530147507672708,가요/댄스,-1.0118845865236195,-0.0026975989464012723,0.0007000000000000001,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1594,2023-11-19,68,찰리 푸스,I Don`t Think That I Like Her,Atlantic Records,-5.4749543012364414,POP/팝,-1.0118849089369393,-0.002693933396618297,0.0009,0,"['Pop', 'Pop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1595,2023-11-19,69,임영웅,Do or Die,물고기뮤직,-5.463915659949188,가요/댄스,-1.0118847699504492,0.0003555126741126525,0.0053,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1596,2023-11-19,71,임영웅,모래 알갱이,물고기뮤직,-5.453566933742388,가요/발라드,-1.0118847699504492,0.0003555126741126525,0.0053,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1597,2023-11-19,72,부석순,파이팅 해야지 (Feat. 이영지),플레디스,-5.463915659949188,가요/댄스,-1.011884824681849,-0.0020961382788765165,0.0,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1598,2023-11-19,73,임영웅,우리들의 블루스,물고기뮤직,-5.462535829788281,가요/발라드,-1.0118847699504492,0.0003555126741126525,0.0053,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1599,2023-11-19,74,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",SM Entertainment,-5.459776169466467,OST/드라마,-1.0118850041812577,-0.0035949317836608597,0.0014000000000000002,0,"['OriginalSoundtrack', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1600,2023-11-19,75,시아,Snowman,"Monkey Puzzle, Atlantic",-5.490822348086868,POP/팝,-1.011885148233292,0.003662156138361644,0.007000000000000001,0,"['Pop', 'Pop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1601,2023-11-19,76,스테이씨,Teddy Bear,하이업엔터테인먼트,-5.474264386155988,가요/댄스,-1.0118850011803187,0.00028134880300860737,0.0012,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1602,2023-11-19,77,스트레이 키즈,락 (樂),JYP Entertainment,-5.479783706799614,가요/일렉트로니카,-1.011884988182909,0.0041492548786640025,0.009500000000000001,0,"['K-Pop', 'Electronica']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1603,2023-11-19,78,최유리,숲,쇼파르엔터테인먼트,-5.448047613098761,가요/인디,-1.0118849491385964,0.005536697731583964,0.007000000000000001,0,"['K-Pop', 'Indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1604,2023-11-19,80,지아,사랑..그게 뭔데,니즈뮤직,-5.449427443259668,가요/발라드,-1.0118850366894216,0.0027754429109518508,0.0084,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1605,2023-11-19,81,지수,꽃,YG Entertainment,-5.485992942523694,가요/댄스,-1.011885148233292,-0.0013085158708473995,0.0068000000000000005,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1606,2023-11-19,81,지수,꽃,YG Entertainment,-5.485992942523694,가요/댄스,-1.011885148233292,-0.0013085158708473995,0.0,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1607,2023-11-19,82,임영웅,이제 나만 믿어요,"TV CHOSUN, 쇼플레이",-5.437698886891961,가요/트로트,-1.0118847699504492,0.0003555126741126525,0.0053,0,"['K-Pop', 'Trot']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1608,2023-11-19,83,서동현,Vancouver 2,H1GHR MUSIC,-5.465985405190548,가요/락,-1.0118849592107122,-0.0021247579963652036,0.0017000000000000001,0,"['K-Pop', 'Rock']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1609,2023-11-19,84,방탄소년단,Dynamite,BIGHIT MUSIC,-5.4680551504319075,가요/댄스,-1.0118848857823302,0.003537011284714964,0.0016,0,"['K-Pop', 'Dance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1610,2023-11-19,85,케이시,사실말야내가말야그게그러니까말이야,넥스타엔터테인먼트,-5.484613112362788,가요/발라드,-1.0118850402451616,-0.0014722992081387613,0.0063,0,"['K-Pop', 'Ballad']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1611,2023-11-19,86,정국,Still With You,BIGHIT MUSIC,-5.439768632133321,가요/R&B/소울,-1.0118846526447953,0.003497277975145003,0.004,0,"['K-Pop', 'R&B', 'Soul']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1612,2023-11-19,87,정국,Yes or No,BIGHIT MUSIC,-5.503240819535028,가요/R&B/소울,-1.0118846526447953,0.003497277975145003,0.004,0,"['K-Pop', 'R&B', 'Soul']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
