Unnamed: 0,date,Rank,Title,Artist_x,Production,Weekly Views,Genre,Runtime,New_Artist,n_score,g_score,ky_chart_on,Artist_y,Date,Ratio
309,2023-10-01,98,Butter,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / 댄스,2:44,방탄소년단,69.33471,14.0,False,방탄소년단,2023-10-01,69.33471
349,2023-10-01,137,Take Two,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / R&B/소울,3:50,방탄소년단,69.33471,14.0,False,방탄소년단,2023-10-01,69.33471
358,2023-10-01,146,Permission to Dance,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / 댄스,3:08,방탄소년단,69.33471,14.0,False,방탄소년단,2023-10-01,69.33471
287,2023-10-01,77,Cupid,FIFTY FIFTY,ATTRAKT,0.0,가요 / 댄스,2:54,피프티 피프티,13.1308,1.0,False,피프티 피프티,2023-10-01,13.1308
288,2023-10-01,78,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,1982240.0,OST / 드라마,3:31,폴킴,5.12209,17.0,False,폴킴,2023-10-01,5.12209
289,2023-10-01,79,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",1647060.0,가요 / 락,3:48,이무진,32.26528,30.0,False,이무진,2023-10-01,32.26528
290,2023-10-01,80,가을 타나 봐,바이브 (Vibe),메이저나인,0.0,가요 / 발라드,3:52,바이브,70.77542,57.0,False,바이브,2023-10-01,70.77542
292,2023-10-01,82,사랑의 바보,제이세라 (J-Cera),"투플원 엔터테인먼트, 제나두엔터테인먼트",0.0,가요 / 발라드,3:54,제이세라,35.68439,0.0,False,제이세라,2023-10-01,35.68439
294,2023-10-01,84,사랑..그게 뭔데,지아 (Zia),니즈뮤직,1540778.0,가요 / 발라드,3:46,지아,44.89209,100.0,False,지아,2023-10-01,44.89209
296,2023-10-01,86,Paint The Town Red,Doja Cat,Kemosabe Records/RCA Records,1404231.0,POP / 랩/힙합,3:52,도자 캣,94.51232,82.0,False,도자 캣,2023-10-01,94.51232
298,2023-10-01,88,그중에 그대를 만나,김호중,캔버스뮤직,0.0,OST / 드라마,4:19,김호중,6.88207,3.0,False,김호중,2023-10-01,6.88207
352,2023-10-01,140,빛이 나는 사람,김호중,생각엔터테인먼트,0.0,가요 / 발라드,3:37,김호중,6.88207,3.0,False,김호중,2023-10-01,6.88207
357,2023-10-01,145,나의 목소리로,김호중,생각엔터테인먼트,0.0,가요 / 발라드,3:52,김호중,6.88207,3.0,False,김호중,2023-10-01,6.88207
302,2023-10-01,91,Monologue,테이 (Tei),방구석 캐스팅,0.0,가요 / 발라드,4:22,테이,58.06117,15.0,False,테이,2023-10-01,58.06117
305,2023-10-01,94,사람 Pt.2 (feat. 아이유),Agust D,BIGHIT MUSIC,0.0,가요 / R&B/소울,3:34,어거스트 디,56.46437,0.0,False,어거스트 디,2023-10-01,56.46437
310,2023-10-01,99,그라데이션,10cm,매직스트로베리사운드,3409747.0,가요 / 인디,3:21,10cm,28.77764,0.0,False,10cm,2023-10-01,28.77764
311,2023-10-01,100,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik,3860190.0,가요 / 랩/힙합,3:29,릴러말즈,29.83869,32.0,False,릴러말즈,2023-10-01,29.83869
339,2023-10-01,127,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,3860190.0,가요 / 랩/힙합,3:53,릴러말즈,29.83869,32.0,False,릴러말즈,2023-10-01,29.83869
312,2023-10-01,101,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,0.0,가요 / 인디,4:26,너드커넥션,44.99054,59.0,False,너드커넥션,2023-10-01,44.99054
313,2023-10-01,102,빛이 나는 너에게,던 (DAWN),AT AREA,0.0,가요 / R&B/소울,2:55,던,4.10324,87.0,False,던,2023-10-01,4.10324
314,2023-10-01,103,Underwater,권은비,울림 엔터테인먼트,0.0,가요 / 댄스,2:51,권은비,34.93176,45.0,False,권은비,2023-10-01,34.93176
315,2023-10-01,104,여름이 들려 (Summer Comes),오마이걸 (OH MY GIRL),WM엔터테인먼트,1672935.0,가요 / 전체,3:21,오마이걸,26.35738,43.0,False,오마이걸,2023-10-01,26.35738
318,2023-10-01,107,첫 키스에 내 심장은 120BPM,경서,꿈의엔진,1470418.0,가요 / 인디,3:19,경서,31.8368,28.0,False,경서,2023-10-01,31.8368
338,2023-10-01,126,나의 X에게,경서,꿈의엔진,1470418.0,가요 / 인디,3:08,경서,31.8368,28.0,False,경서,2023-10-01,31.8368
374,2023-10-01,161,밤하늘의 별을(2020),경서,꿈의엔진,1470418.0,가요 / 인디,3:37,경서,31.8368,28.0,False,경서,2023-10-01,31.8368
322,2023-10-01,111,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",7120192.0,가요 / 발라드,4:13,아이유,32.8794,58.0,False,아이유,2023-10-01,32.8794
380,2023-10-01,167,가을 아침,아이유 (IU),"페이브엔터테인먼트,카카오 M",7120192.0,가요 / 발라드,3:39,아이유,32.8794,58.0,False,아이유,2023-10-01,32.8794
326,2023-10-01,115,뭣 같아,BOYNEXTDOOR,KOZ 엔터테인먼트,0.0,가요 / 댄스,2:55,보이넥스트도어,40.43425,16.0,False,보이넥스트도어,2023-10-01,40.43425
328,2023-10-01,117,Heaven(2023),임재현,캔버스뮤직,0.0,OST / 드라마,4:40,임재현,11.08522,0.0,False,임재현,2023-10-01,11.08522
334,2023-10-01,122,Shut Down,블랙핑크,YG Entertainment,4260998.0,가요 / 랩/힙합,2:56,블랙핑크,34.50899,10.0,False,블랙핑크,2023-10-01,34.50899
362,2023-10-01,150,Pink Venom,블랙핑크,YG Entertainment,4260998.0,가요 / 랩/힙합,3:07,블랙핑크,34.50899,10.0,False,블랙핑크,2023-10-01,34.50899
335,2023-10-01,123,첫사랑,백아,Baek A,0.0,가요 / 블루스/포크,3:09,백아,66.51126,27.0,False,백아,2023-10-01,66.51126
336,2023-10-01,124,アイドル,YOASOBI,요아소비,0.0,J-POP / 팝,3:33,요아소비,100.0,50.0,False,요아소비,2023-10-01,100.0
340,2023-10-01,128,한 페이지가 될 수 있게,데이식스,JYP Entertainment,2660238.0,가요 / 락,3:26,데이식스,7.43634,8.0,False,데이식스,2023-10-01,7.43634
342,2023-10-01,130,예뻤어,데이식스,JYP Entertainment,2660238.0,가요 / 락,4:43,데이식스,7.43634,8.0,False,데이식스,2023-10-01,7.43634
344,2023-10-01,132,NIGHT DANCER,imase,Universal Music,0.0,J-POP / 팝,3:31,이마세,80.5124,0.0,False,이마세,2023-10-01,80.5124
346,2023-10-01,134,숲,최유리,쇼파르엔터테인먼트,1594840.0,가요 / 인디,3:48,최유리,77.11066,39.0,False,최유리,2023-10-01,77.11066
348,2023-10-01,136,Off My Face,Justin Bieber,RBMG/Def Jam,2567211.0,POP / 팝,2:37,저스틴 비버,46.79637,10.0,False,저스틴 비버,2023-10-01,46.79637
405,2023-10-01,190,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2567211.0,POP / 팝,3:54,저스틴 비버,46.79637,10.0,False,저스틴 비버,2023-10-01,46.79637
355,2023-10-01,143,내가 아니라도,주호,IN A MILLION,0.0,가요 / 발라드,4:08,주호,13.10261,4.0,False,주호,2023-10-01,13.10261
359,2023-10-01,147,그리워하다,비투비 (BTOB),큐브엔터테인먼트,1801825.0,가요 / 발라드,3:57,비투비,21.32075,55.0,False,비투비,2023-10-01,21.32075
367,2023-10-01,155,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment,1439505.0,가요 / 랩/힙합,2:27,지코,1.856,6.0,False,지코,2023-10-01,1.856
370,2023-10-01,157,2002,Anne-Marie,Atlantic Records UK,0.0,POP / 팝,3:07,앤 마리,52.45621,0.0,False,앤 마리,2023-10-01,52.45621
372,2023-10-01,159,Boat,죠지,크래프트앤준,0.0,가요 / R&B/소울,3:12,죠지,34.33786,20.0,False,죠지,2023-10-01,34.33786
375,2023-10-01,162,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,0.0,가요 / R&B/소울,3:00,키스 오브 라이프,5.59106,4.0,False,키스 오브 라이프,2023-10-01,5.59106
376,2023-10-01,163,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC,1597182.0,가요 / 발라드,3:43,WSG워너비,96.93181,0.0,False,WSG워너비,2023-10-01,96.93181
378,2023-10-01,165,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1434650.0,OST / 드라마,3:50,에일리,11.584,100.0,False,에일리,2023-10-01,11.584
382,2023-10-01,169,Bye bye my blue,백예린,JYP Entertainment,3018361.0,가요 / R&B/소울,3:24,백예린,62.33163,24.0,False,백예린,2023-10-01,62.33163
404,2023-10-01,189,Square (2017),백예린,블루바이닐,3018361.0,가요 / 전체,4:22,백예린,62.33163,24.0,False,백예린,2023-10-01,62.33163
384,2023-10-01,171,I`m Not The Only One,Sam Smith,Capitol Records,0.0,POP / 팝,3:59,샘 스미스,9.80882,26.0,False,샘 스미스,2023-10-01,9.80882
385,2023-10-01,171,I`m Not The Only One,Sam Smith,Capitol Records,0.0,POP / 팝,3:59,샘 스미스,9.80882,100.0,False,샘 스미스,2023-10-01,9.80882
388,2023-10-01,174,In Bloom,ZEROBASEONE (제로베이스원),WAKEONE,0.0,가요 / 댄스,3:01,제로베이스원,71.1323,5.0,False,제로베이스원,2023-10-01,71.1323
392,2023-10-01,178,KNOCK,이채연,WM엔터테인먼트,0.0,가요 / 댄스,2:53,이채연,51.11387,16.0,False,이채연,2023-10-01,51.11387
394,2023-10-01,180,Happiness,"허용별 (허각, 신용재, 임한별)",플렉스엠,2327577.0,가요 / 발라드,4:17,허용별,15.06486,0.0,False,허용별,2023-10-01,15.06486
395,2023-10-01,181,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,1405963.0,가요 / 발라드,3:36,노을,38.89232,9.0,False,노을,2023-10-01,38.89232
396,2023-10-01,181,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,1405963.0,가요 / 발라드,3:36,노을,38.89232,0.0,False,노을,2023-10-01,38.89232
400,2023-10-01,185,yours,데이먼스 이어 (Damons Year),Akashic Records,0.0,가요 / 인디,2:45,데이먼스 이어,100.0,76.0,False,데이먼스 이어,2023-10-01,100.0
406,2023-10-01,191,Shape of You,Ed Sheeran,Atlantic Records UK,2062272.0,POP / 팝,3:54,에드 시런,57.4309,76.0,False,에드 시런,2023-10-01,57.4309
407,2023-10-01,192,이럴거면,거미,Studio Beyond,0.0,가요 / 발라드,3:47,거미,40.13929,42.0,False,거미,2023-10-01,40.13929
408,2023-10-01,193,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈,1400438.0,가요 / 랩/힙합,3:02,김승민,56.15688,4.0,False,김승민,2023-10-01,56.15688
409,2023-10-01,194,BETELGEUSE,Yuuri,Sony Music Labels Inc.,1449773.0,J-POP / 락,3:50,유우리,18.66539,1.0,False,유우리,2023-10-01,18.66539
410,2023-10-01,195,Love Me Like This,엔믹스,JYP Entertainment,1388951.0,가요 / 댄스,3:09,엔믹스,37.73062,5.0,False,엔믹스,2023-10-01,37.73062
414,2023-10-01,199,바람이 분다 (Love Effect),온앤오프 (ONF),WM엔터테인먼트,0.0,가요 / 댄스,2:52,온앤오프,57.44231,3.0,False,온앤오프,2023-10-01,57.44231
415,2023-10-01,200,INVU,태연 (TAEYEON),SM Entertainment,3096534.0,가요 / 댄스,3:25,태연,67.22272,100.0,False,태연,2023-10-01,67.22272
416,2023-10-08,1,Do or Die,임영웅,물고기뮤직,8060791.0,가요 / 댄스,3:25,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
446,2023-10-08,31,사랑은 늘 도망가,임영웅,모스트콘텐츠,8060791.0,OST / 드라마,4:03,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
476,2023-10-08,59,모래 알갱이,임영웅,물고기뮤직,8060791.0,가요 / 발라드,3:40,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
489,2023-10-08,71,우리들의 블루스,임영웅,물고기뮤직,8060791.0,가요 / 발라드,3:27,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
499,2023-10-08,81,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",8060791.0,가요 / 트로트,4:03,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
502,2023-10-08,84,다시 만날 수 있을까,임영웅,물고기뮤직,8060791.0,가요 / 발라드,4:34,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
525,2023-10-08,107,무지개,임영웅,물고기뮤직,8060791.0,가요 / 전체,3:16,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
536,2023-10-08,117,아버지,임영웅,물고기뮤직,8060791.0,가요 / 발라드,3:58,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
537,2023-10-08,118,London Boy,임영웅,물고기뮤직,8060791.0,가요 / 락,4:04,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
543,2023-10-08,123,Polaroid,임영웅,물고기뮤직,8060791.0,가요 / 락,3:26,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
551,2023-10-08,131,인생찬가,임영웅,물고기뮤직,8060791.0,가요 / 발라드,3:53,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
565,2023-10-08,145,A bientot,임영웅,물고기뮤직,8060791.0,가요 / 랩/힙합,4:16,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
571,2023-10-08,150,연애편지,임영웅,물고기뮤직,8060791.0,가요 / 블루스/포크,3:35,임영웅,83.7835,66.0,False,임영웅,2023-10-08,83.7835
417,2023-10-08,2,Love Lee,AKMU (악뮤),YG Entertainment,10517450.0,가요 / 댄스,3:00,악뮤,65.91209,70.0,False,악뮤,2023-10-08,65.91209
418,2023-10-08,3,후라이의 꿈,AKMU (악뮤),YG Entertainment,10517450.0,가요 / 블루스/포크,3:25,악뮤,65.91209,70.0,False,악뮤,2023-10-08,65.91209
443,2023-10-08,28,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment,10517450.0,가요 / 발라드,4:50,악뮤,65.91209,70.0,False,악뮤,2023-10-08,65.91209
545,2023-10-08,125,DINOSAUR,AKMU (악뮤),YG Entertainment,10517450.0,가요 / 일렉트로니카,4:01,악뮤,65.91209,70.0,False,악뮤,2023-10-08,65.91209
568,2023-10-08,148,오랜 날 오랜 밤,AKMU (악뮤),YG Entertainment,10517450.0,가요 / 블루스/포크,4:44,악뮤,65.91209,70.0,False,악뮤,2023-10-08,65.91209
419,2023-10-08,4,You & Me,제니 (JENNIE),YG Entertainment,0.0,가요 / 댄스,2:59,제니,17.23564,38.0,False,제니,2023-10-08,17.23564
421,2023-10-08,6,Either Way,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / R&B/소울,2:47,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
430,2023-10-08,15,I AM,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,3:04,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
434,2023-10-08,19,Off The Record,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,3:09,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
442,2023-10-08,27,Kitsch,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,3:15,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
450,2023-10-08,35,After LIKE,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,2:57,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
453,2023-10-08,38,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,2:57,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
459,2023-10-08,43,I WANT,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,3:01,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
498,2023-10-08,80,Baddie,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,2:34,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
547,2023-10-08,127,ELEVEN,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,2:58,아이브,80.87776,55.0,False,아이브,2023-10-08,80.87776
422,2023-10-08,7,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,6079732.0,가요 / 댄스,3:04,정국,49.24285,35.0,False,정국,2023-10-08,49.24285
441,2023-10-08,26,3D (feat. Jack Harlow),정국,BIGHIT MUSIC,6079732.0,가요 / 댄스,3:22,정국,49.24285,35.0,False,정국,2023-10-08,49.24285
458,2023-10-08,42,Still With You,정국,BIGHIT MUSIC,6079732.0,가요 / R&B/소울,4:00,정국,49.24285,35.0,False,정국,2023-10-08,49.24285
595,2023-10-08,173,Seven (feat. Latto) - Explicit Ver.,정국,BIGHIT MUSIC,6079732.0,가요 / 댄스,3:04,정국,49.24285,35.0,False,정국,2023-10-08,49.24285
423,2023-10-08,8,Super Shy,NewJeans,ADOR,9967063.0,가요 / 댄스,2:35,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
425,2023-10-08,10,ETA,NewJeans,ADOR,9967063.0,가요 / 댄스,2:31,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
435,2023-10-08,20,Hype boy,NewJeans,ADOR,9967063.0,가요 / 댄스,2:57,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
437,2023-10-08,22,Ditto,NewJeans,ADOR,9967063.0,가요 / 댄스,3:06,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
445,2023-10-08,30,New Jeans,NewJeans,ADOR,9967063.0,가요 / 댄스,1:49,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
451,2023-10-08,36,OMG,NewJeans,ADOR,9967063.0,가요 / 댄스,3:32,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
454,2023-10-08,39,Attention,NewJeans,ADOR,9967063.0,가요 / 댄스,2:58,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
455,2023-10-08,39,Attention,NewJeans,ADOR,9967063.0,가요 / 댄스,2:58,뉴진스,9.50657,12.0,False,뉴진스,2023-10-08,9.50657
481,2023-10-08,63,Cool With You,NewJeans,ADOR,9967063.0,가요 / 댄스,2:28,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
533,2023-10-08,114,ASAP,NewJeans,ADOR,9967063.0,가요 / 댄스,2:14,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
586,2023-10-08,164,Cookie,NewJeans,ADOR,9967063.0,가요 / 댄스,3:53,뉴진스,9.50657,6.0,False,뉴진스,2023-10-08,9.50657
424,2023-10-08,9,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment,3685704.0,가요 / 댄스,3:05,엔시티 127,49.98028,21.0,False,엔시티 127,2023-10-08,49.98028
556,2023-10-08,136,무중력 (Space),NCT 127,SM Entertainment,3685704.0,가요 / R&B/소울,3:08,엔시티 127,49.98028,21.0,False,엔시티 127,2023-10-08,49.98028
572,2023-10-08,151,Angel Eyes,NCT 127,SM Entertainment,3685704.0,가요 / 락,3:04,엔시티 127,49.98028,21.0,False,엔시티 127,2023-10-08,49.98028
612,2023-10-08,189,Parade (행진),NCT 127,SM Entertainment,3685704.0,가요 / 랩/힙합,3:26,엔시티 127,49.98028,21.0,False,엔시티 127,2023-10-08,49.98028
426,2023-10-08,11,Fast Forward,전소미,The Black Label,2336332.0,가요 / 댄스,2:41,전소미,45.52706,7.0,False,전소미,2023-10-08,45.52706
427,2023-10-08,12,헤어지자 말해요,박재정,로맨틱팩토리,1819335.0,가요 / 발라드,4:04,박재정,29.25073,18.0,True,박재정,2023-10-08,29.25073
428,2023-10-08,13,I Love My Body,화사(Hwa Sa),피네이션,2033636.0,가요 / 댄스,2:30,화사,84.37561,59.0,False,화사,2023-10-08,84.37561
486,2023-10-08,68,Chili,화사(Hwa Sa),Stone Music Entertainment,2033636.0,가요 / 댄스,2:15,화사,84.37561,59.0,False,화사,2023-10-08,84.37561
429,2023-10-08,14,사막에서 꽃을 피우듯,우디(Woody),메이저나인,1657600.0,가요 / 발라드,4:19,우디,25.72804,57.0,False,우디,2023-10-08,25.72804
599,2023-10-08,176,Say I Love You,우디(Woody),메이저나인,1657600.0,가요 / 발라드,3:36,우디,25.72804,57.0,False,우디,2023-10-08,25.72804
431,2023-10-08,16,Bubble,STAYC(스테이씨),하이업엔터테인먼트,2824854.0,가요 / 댄스,2:59,스테이씨,72.15388,13.0,False,스테이씨,2023-10-08,72.15388
467,2023-10-08,51,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,2824854.0,가요 / 댄스,3:10,스테이씨,72.15388,13.0,False,스테이씨,2023-10-08,72.15388
432,2023-10-08,17,Get A Guitar,라이즈,SM Entertainment,1909171.0,가요 / 댄스,2:40,라이즈,36.32284,39.0,False,라이즈,2023-10-08,36.32284
532,2023-10-08,113,Memories,라이즈,SM Entertainment,1909171.0,가요 / 댄스,2:58,라이즈,36.32284,39.0,False,라이즈,2023-10-08,36.32284
433,2023-10-08,18,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트,4429849.0,가요 / 댄스,2:41,여자 아이들,18.88432,4.0,False,여자 아이들,2023-10-08,18.88432
527,2023-10-08,109,TOMBOY,(여자)아이들,큐브엔터테인먼트,4429849.0,가요 / 락,2:54,여자 아이들,18.88432,4.0,False,여자 아이들,2023-10-08,18.88432
528,2023-10-08,109,TOMBOY,(여자)아이들,큐브엔터테인먼트,4429849.0,가요 / 락,2:54,여자 아이들,18.88432,11.0,False,여자 아이들,2023-10-08,18.88432
558,2023-10-08,138,Nxde,(여자)아이들,큐브엔터테인먼트,4429849.0,가요 / 댄스,2:58,여자 아이들,18.88432,4.0,False,여자 아이들,2023-10-08,18.88432
581,2023-10-08,160,Allergy,(여자)아이들,큐브엔터테인먼트,4429849.0,가요 / 댄스,2:43,여자 아이들,18.88432,4.0,False,여자 아이들,2023-10-08,18.88432
618,2023-10-08,195,I Want That,(여자)아이들,CUBE ENTERTAINMENT/88rising Music,4429849.0,POP / 팝,2:52,여자 아이들,18.88432,4.0,False,여자 아이들,2023-10-08,18.88432
436,2023-10-08,21,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,3:06,르세라핌,14.2024,23.0,False,르세라핌,2023-10-08,14.2024
447,2023-10-08,32,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,3:02,르세라핌,14.2024,23.0,False,르세라핌,2023-10-08,14.2024
482,2023-10-08,64,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,3:04,르세라핌,14.2024,23.0,False,르세라핌,2023-10-08,14.2024
580,2023-10-08,159,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,2:48,르세라핌,14.2024,23.0,False,르세라핌,2023-10-08,14.2024
438,2023-10-08,23,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,2937953.0,OST / 전체,3:13,라우브,19.73629,7.0,False,라우브,2023-10-08,19.73629
439,2023-10-08,24,Spicy,에스파,SM Entertainment,4819306.0,가요 / 댄스,3:17,에스파,28.21153,11.0,False,에스파,2023-10-08,28.21153
487,2023-10-08,69,Better Things,에스파,SM Entertainment,4819306.0,가요 / 댄스,3:23,에스파,28.21153,11.0,False,에스파,2023-10-08,28.21153
593,2023-10-08,171,Next Level,에스파,SM Entertainment,4819306.0,가요 / 댄스,3:42,에스파,28.21153,11.0,False,에스파,2023-10-08,28.21153
440,2023-10-08,25,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,1893436.0,가요 / 발라드,4:18,로이킴,34.83711,37.0,False,로이킴,2023-10-08,34.83711
444,2023-10-08,29,사건의 지평선,윤하,C9엔터테인먼트,3895035.0,가요 / 락,5:01,윤하,23.23675,8.0,False,윤하,2023-10-08,23.23675
584,2023-10-08,162,오르트구름,윤하,C9엔터테인먼트,3895035.0,가요 / 락,3:27,윤하,23.23675,8.0,False,윤하,2023-10-08,23.23675
448,2023-10-08,33,너의 모든 순간,성시경,SBS 콘텐츠허브,3348582.0,OST / 드라마,4:03,성시경,42.45379,12.0,False,성시경,2023-10-08,42.45379
541,2023-10-08,122,희재,성시경,씨에스해피엔터테인먼트,3348582.0,OST / 한국영화,4:42,성시경,42.45379,12.0,True,성시경,2023-10-08,42.45379
542,2023-10-08,122,희재,성시경,씨에스해피엔터테인먼트,3348582.0,OST / 한국영화,4:42,성시경,42.45379,12.0,True,성시경,2023-10-08,42.45379
574,2023-10-08,153,거리에서,성시경,제로원인터랙티브,3348582.0,가요 / 발라드,4:39,성시경,42.45379,12.0,False,성시경,2023-10-08,42.45379
449,2023-10-08,34,Summer (Feat. 비오 (비오)),폴 블랑코,Ambition Musik,1766481.0,가요 / 랩/힙합,3:20,폴 블랑코,70.90851,0.0,False,폴 블랑코,2023-10-08,70.90851
452,2023-10-08,37,주저하는 연인들을 위해,잔나비,페포니 뮤직,3525721.0,가요 / 인디,4:25,잔나비,10.23483,26.0,True,잔나비,2023-10-08,10.23483
531,2023-10-08,112,가을밤에 든 생각,잔나비,페포니 뮤직,3525721.0,가요 / 인디,3:07,잔나비,10.23483,26.0,False,잔나비,2023-10-08,10.23483
594,2023-10-08,172,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,페포니 뮤직,3525721.0,가요 / 발라드,4:03,잔나비,10.23483,26.0,False,잔나비,2023-10-08,10.23483
456,2023-10-08,40,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC,3805748.0,가요 / 락,3:22,서동현,28.67688,24.0,False,서동현,2023-10-08,28.67688
549,2023-10-08,129,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,3805748.0,가요 / 인디,3:09,서동현,28.67688,24.0,False,서동현,2023-10-08,28.67688
576,2023-10-08,155,Vancouver,BIG Naughty (서동현),H1GHR MUSIC,3805748.0,가요 / R&B/소울,3:36,서동현,28.67688,24.0,False,서동현,2023-10-08,28.67688
598,2023-10-08,175,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),H1GHR MUSIC,3805748.0,가요 / R&B/소울,3:56,서동현,28.67688,24.0,False,서동현,2023-10-08,28.67688
457,2023-10-08,41,심(心),DK,방구석 캐스팅,0.0,가요 / 락,4:17,디케이,43.22845,12.0,False,디케이,2023-10-08,43.22845
460,2023-10-08,44,나에게 그대만이,탑현,레이벡스,0.0,가요 / 발라드,3:11,탑현,64.68568,0.0,False,탑현,2023-10-08,64.68568
461,2023-10-08,45,CAKE,ITZY (있지),JYP Entertainment,2368916.0,가요 / 랩/힙합,3:19,있지,24.7619,49.0,False,있지,2023-10-08,24.7619
462,2023-10-08,46,사랑인가 봐,멜로망스(Melomance),플렉스엠,2322803.0,OST / 드라마,3:05,멜로망스,71.66048,7.0,False,멜로망스,2023-10-08,71.66048
569,2023-10-08,149,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2322803.0,가요 / 인디,4:21,멜로망스,71.66048,7.0,False,멜로망스,2023-10-08,71.66048
570,2023-10-08,149,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2322803.0,가요 / 인디,4:21,멜로망스,71.66048,4.0,False,멜로망스,2023-10-08,71.66048
