,date,Rank,Title,Artist,Production,Weekly Views,Genre,Runtime,New_Artist,ky_rank,ratio,ratio_unmatched
0,2023-09-24,1,Love Lee,AKMU (악뮤),YG Entertainment,11929992.0,가요 / 댄스,3:00,악뮤,,94.32015,
1,2023-09-24,2,후라이의 꿈,AKMU (악뮤),YG Entertainment,11929992.0,가요 / 블루스/포크,3:25,악뮤,,94.32015,
2,2023-09-24,3,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment,4473459.0,가요 / 랩/힙합,3:30,"다이나믹 듀오 , 이영지",,,
3,2023-09-24,4,Super Shy,NewJeans,ADOR,11655019.0,가요 / 댄스,2:35,뉴진스,,10.55509,
4,2023-09-24,5,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,4173726.0,가요 / 댄스,3:04,정국,,61.50958,
5,2023-09-24,6,ETA,NewJeans,ADOR,11655019.0,가요 / 댄스,2:31,뉴진스,,10.55509,
6,2023-09-24,7,Fast Forward,전소미,The Black Label,2838121.0,가요 / 댄스,2:41,전소미,,61.76283,
7,2023-09-24,8,헤어지자 말해요,박재정,로맨틱팩토리,2101694.0,가요 / 발라드,4:04,박재정,1.0,31.2917,
8,2023-09-24,9,I Love My Body,화사(Hwa Sa),피네이션,1798695.0,가요 / 댄스,2:30,화사,,60.31301,
9,2023-09-24,10,I AM,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / 댄스,3:04,아이브,68.0,65.02992,
10,2023-09-24,11,사막에서 꽃을 피우듯,우디(Woody),메이저나인,1743014.0,가요 / 발라드,4:19,우디,,28.46486,
11,2023-09-24,12,Bubble,STAYC(스테이씨),하이업엔터테인먼트,3264422.0,가요 / 댄스,2:59,스테이씨,,65.88327,
12,2023-09-24,13,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트,4015230.0,가요 / 댄스,2:41,여자 아이들,,17.8133,
13,2023-09-24,14,Either Way,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / R&B/소울,2:47,아이브,,65.02992,
14,2023-09-24,15,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,4688291.0,가요 / 댄스,3:06,르세라핌,,12.83059,
15,2023-09-24,16,Hype boy,NewJeans,ADOR,11655019.0,가요 / 댄스,2:57,뉴진스,,10.55509,
16,2023-09-24,17,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,3504236.0,OST / 전체,3:13,라우브,,,21.6056
17,2023-09-24,18,Spicy,에스파,SM Entertainment,4995647.0,가요 / 댄스,3:17,에스파,,25.42594,
18,2023-09-24,19,Ditto,NewJeans,ADOR,11655019.0,가요 / 댄스,3:06,뉴진스,,10.55509,
19,2023-09-24,20,Kitsch,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / 댄스,3:15,아이브,,65.02992,
20,2023-09-24,21,New Jeans,NewJeans,ADOR,11655019.0,가요 / 댄스,1:49,뉴진스,,10.55509,
21,2023-09-24,22,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,1925848.0,가요 / 발라드,4:18,로이킴,,28.70222,
22,2023-09-24,23,사건의 지평선,윤하,C9엔터테인먼트,4339381.0,가요 / 락,5:01,윤하,53.0,25.3714,
23,2023-09-24,24,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC,4863178.0,가요 / 락,3:22,서동현,,,29.37908
24,2023-09-24,25,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,4688291.0,가요 / 댄스,3:02,르세라핌,,12.83059,
25,2023-09-24,26,3D (feat. Jack Harlow),정국,BIGHIT MUSIC,4173726.0,가요 / 댄스,3:22,정국,,61.50958,
26,2023-09-24,27,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment,11929992.0,가요 / 발라드,4:50,악뮤,,94.32015,
27,2023-09-24,28,Summer (Feat. 비오 (비오)),폴 블랑코,Ambition Musik,2255000.0,가요 / 랩/힙합,3:20,폴 블랑코,,96.72172,
28,2023-09-24,29,Get A Guitar,라이즈,SM Entertainment,,가요 / 댄스,2:40,라이즈,,40.51547,
29,2023-09-24,30,After LIKE,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / 댄스,2:57,아이브,,65.02992,
30,2023-09-24,31,OMG,NewJeans,ADOR,11655019.0,가요 / 댄스,3:32,뉴진스,,10.55509,
31,2023-09-24,32,Still With You,정국,BIGHIT MUSIC,4173726.0,가요 / R&B/소울,4:00,정국,,61.50958,
32,2023-09-24,33,Attention,NewJeans,ADOR,11655019.0,가요 / 댄스,2:58,뉴진스,,10.55509,
33,2023-09-24,34,CAKE,ITZY (있지),JYP Entertainment,2585403.0,가요 / 랩/힙합,3:19,있지,,20.23123,
34,2023-09-24,35,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / 댄스,2:57,아이브,,65.02992,
35,2023-09-24,36,너의 모든 순간,성시경,SBS 콘텐츠허브,3555336.0,OST / 드라마,4:03,성시경,,45.05305,
36,2023-09-24,37,사랑은 늘 도망가,임영웅,모스트콘텐츠,5430728.0,OST / 드라마,4:03,임영웅,,51.15188,
37,2023-09-24,38,I WANT,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / 댄스,3:01,아이브,,65.02992,
38,2023-09-24,39,심(心),DK,방구석 캐스팅,,가요 / 락,4:17,디케이,,,37.2093
39,2023-09-24,40,주저하는 연인들을 위해,잔나비,페포니 뮤직,3426583.0,가요 / 인디,4:25,잔나비,59.0,8.30509,
40,2023-09-24,41,나에게 그대만이,탑현,레이벡스,,가요 / 발라드,3:11,탑현,,71.65895,
41,2023-09-24,42,Dangerously,Charlie Puth,Artist Partners,3727492.0,POP / 팝,3:19,찰리 푸스,,,15.56366
42,2023-09-24,43,Slow Dancing,뷔,BIGHIT MUSIC,9874062.0,가요 / R&B/소울,3:07,뷔,,50.62411,
43,2023-09-24,44,사랑인가 봐,멜로망스(Melomance),플렉스엠,2467570.0,OST / 드라마,3:05,멜로망스,,50.97353,
44,2023-09-24,45,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,3264422.0,가요 / 댄스,3:10,스테이씨,,65.88327,
45,2023-09-24,46,Cool With You,NewJeans,ADOR,11655019.0,가요 / 댄스,2:28,뉴진스,,10.55509,
46,2023-09-24,47,손오공,세븐틴,플레디스,4099014.0,가요 / 댄스,3:20,세븐틴,,35.77106,
47,2023-09-24,48,Click Like (Prod. Crush) (Feat. Paul Blanco),크러쉬 (CRUSH),Stone Music Entertainment,2113066.0,가요 / R&B/소울,2:46,크러쉬,,13.42077,
48,2023-09-24,49,건물 사이에 피어난 장미 (Rose Blossom),하이키,GLG,,가요 / 댄스,3:16,하이키,,29.91883,
49,2023-09-24,50,꽃,지수 (JISOO),YG Entertainment,,가요 / 댄스,2:53,지수,,47.65091,
50,2023-09-24,51,Love Me Again,뷔,BIGHIT MUSIC,9874062.0,가요 / R&B/소울,3:02,뷔,,50.62411,
51,2023-09-24,52,사랑하지 않아서 그랬어,임한별,플렉스엠,1664288.0,가요 / 발라드,3:44,임한별,70.0,19.64072,
52,2023-09-24,53,취중고백,김민석,프로젝트 리본,,가요 / 발라드,3:48,김민석,,36.5283,
53,2023-09-24,54,Baggy Jeans,NCT U,SM Entertainment,1720691.0,가요 / 댄스,3:31,엔시티 유,,,33.09283
54,2023-09-24,55,Stay,"The Kid LAROI, Justin Bieber",Columbia,,POP / 팝,2:22,"The Kid LAROI, 저스틴 비버",,,
55,2023-09-24,56,KIDDING,이세계 아이돌,J Major,,가요 / 전체,3:30,이세계 아이돌,,100.0,
56,2023-09-24,57,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우,1586369.0,가요 / 발라드,3:51,"경서예지, 전건호",,,
57,2023-09-24,58,Better Things,에스파,SM Entertainment,4995647.0,가요 / 댄스,3:23,에스파,,25.42594,
58,2023-09-24,59,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,4688291.0,가요 / 댄스,3:04,르세라핌,,12.83059,
59,2023-09-24,60,물론,허각,니즈뮤직,2468924.0,가요 / 발라드,3:44,허각,,41.028,
60,2023-09-24,61,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,4099014.0,가요 / 댄스,3:25,부석순,,22.37512,
61,2023-09-24,62,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3727492.0,POP / 팝,3:09,찰리 푸스,,,15.56366
62,2023-09-24,63,Somebody,디오 (D.O.),SM Entertainment,,가요 / 블루스/포크,2:39,디오,,76.55008,
63,2023-09-24,64,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,,가요 / 발라드,2:43,디오,,76.55008,
64,2023-09-24,65,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트,,가요 / 발라드,2:55,케이시,,34.21674,
65,2023-09-24,66,해요 (2022),#안녕,일팔 프로젝트,,가요 / 발라드,3:58,#안녕,86.0,13.34714,
66,2023-09-24,67,모래 알갱이,임영웅,물고기뮤직,5430728.0,가요 / 발라드,3:40,임영웅,,51.15188,
67,2023-09-24,68,민들레 (single ver.),우효 (OOHYO),문화인,,가요 / 인디,4:13,우효,,93.26119,
68,2023-09-24,69,Like Crazy,지민,BIGHIT MUSIC,,가요 / 댄스,3:32,지민,,35.12834,
69,2023-09-24,70,Cupid,FIFTY FIFTY,ATTRAKT,,가요 / 댄스,2:54,피프티 피프티,,,20.2219
70,2023-09-24,71,미친 사랑의 노래,"김연지, DK",방구석 캐스팅,,가요 / 발라드,3:44,"김연지, 디케이",,,
71,2023-09-24,72,Candy,NCT DREAM,SM Entertainment,2295308.0,가요 / 댄스,3:37,엔시티 드림,,,31.20076
72,2023-09-24,73,ASAP,NewJeans,ADOR,11655019.0,가요 / 댄스,2:14,뉴진스,,10.55509,
73,2023-09-24,74,Dynamite,방탄소년단,BIGHIT MUSIC,4712538.0,가요 / 댄스,3:19,방탄소년단,,69.9992,
74,2023-09-24,75,우리들의 블루스,임영웅,물고기뮤직,5430728.0,가요 / 발라드,3:27,임영웅,,51.15188,
75,2023-09-24,76,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",1681594.0,가요 / 락,3:48,이무진,,34.29025,
76,2023-09-24,77,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,2211380.0,OST / 드라마,3:31,폴킴,,4.96729,
77,2023-09-24,78,That`s Hilarious,Charlie Puth,Atlantic Records UK,3727492.0,POP / 팝,2:27,찰리 푸스,,,15.56366
78,2023-09-24,79,사랑의 바보,제이세라 (J-Cera),"투플원 엔터테인먼트, 제나두엔터테인먼트",,가요 / 발라드,3:54,제이세라,,50.83702,
79,2023-09-24,80,사람 Pt.2 (feat. 아이유),Agust D,BIGHIT MUSIC,,가요 / R&B/소울,3:34,어거스트 디,,,70.44854
80,2023-09-24,81,Monologue,테이 (Tei),방구석 캐스팅,,가요 / 발라드,4:22,테이,96.0,69.42807,
81,2023-09-24,82,사랑..그게 뭔데,지아 (Zia),니즈뮤직,1717017.0,가요 / 발라드,3:46,지아,,45.81447,
82,2023-09-24,83,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",5430728.0,가요 / 트로트,4:03,임영웅,,51.15188,
83,2023-09-24,84,TOMBOY,(여자)아이들,큐브엔터테인먼트,4015230.0,가요 / 락,2:54,여자 아이들,,17.8133,
84,2023-09-24,85,여름이 들려 (Summer Comes),오마이걸 (OH MY GIRL),WM엔터테인먼트,1818769.0,가요 / 전체,3:21,오마이걸,,25.7008,
85,2023-09-24,86,그라데이션,10cm,매직스트로베리사운드,3657222.0,가요 / 인디,3:21,10cm,,28.42956,
86,2023-09-24,87,첫 키스에 내 심장은 120BPM,경서,꿈의엔진,1586369.0,가요 / 인디,3:19,경서,,36.06336,
87,2023-09-24,88,Rainy Days,뷔,BIGHIT MUSIC,9874062.0,가요 / R&B/소울,3:00,뷔,,50.62411,
88,2023-09-24,89,봄날,방탄소년단,BIGHIT MUSIC,4712538.0,가요 / 댄스,4:34,방탄소년단,,69.9992,
89,2023-09-24,90,Paint The Town Red,Doja Cat,Kemosabe Records/RCA Records,1492017.0,POP / 랩/힙합,3:52,도자 캣,,,94.16028
90,2023-09-24,91,빛이 나는 너에게,던 (DAWN),AT AREA,,가요 / R&B/소울,2:55,던,,5.30215,
91,2023-09-24,92,Underwater,권은비,울림 엔터테인먼트,,가요 / 댄스,2:51,권은비,,99.28034,
92,2023-09-24,93,가을 타나 봐,바이브 (Vibe),메이저나인,,가요 / 발라드,3:52,바이브,,90.40838,
93,2023-09-24,94,Butter,방탄소년단,BIGHIT MUSIC,4712538.0,가요 / 댄스,2:44,방탄소년단,,69.9992,
94,2023-09-24,95,다시 만날 수 있을까,임영웅,물고기뮤직,5430728.0,가요 / 발라드,4:34,임영웅,,51.15188,
95,2023-09-24,96,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC,4173726.0,POP / 월드뮤직,3:21,"정국, 방탄소년단",,,
96,2023-09-24,97,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐,4015230.0,OST / 드라마,4:04,미연 (여자 아이들),,,
97,2023-09-24,98,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,,가요 / 인디,4:26,너드커넥션,,38.12224,
98,2023-09-24,99,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records,,OST / 전체,3:37,"잭 에프론, Zendaya",,,
99,2023-09-24,100,DINOSAUR,AKMU (악뮤),YG Entertainment,11929992.0,가요 / 일렉트로니카,4:01,악뮤,,94.32015,
100,2023-09-24,101,ISTJ,NCT DREAM,SM Entertainment,2295308.0,가요 / 댄스,3:05,엔시티 드림,,,31.20076
101,2023-09-24,102,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",7814217.0,가요 / 발라드,4:13,아이유,,35.75378,
102,2023-09-24,103,OVER,이세계 아이돌,패러블엔터테인먼트,,가요 / 댄스,3:28,이세계 아이돌,,100.0,
103,2023-09-24,104,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records,3727492.0,POP / 팝,2:46,찰리 푸스,,,15.56366
104,2023-09-24,105,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik,4067143.0,가요 / 랩/힙합,3:29,릴러말즈,,30.24925,
105,2023-09-24,106,뭣 같아,BOYNEXTDOOR,KOZ 엔터테인먼트,,가요 / 댄스,2:55,보이넥스트도어,,,47.23514
106,2023-09-24,107,Memories,라이즈,SM Entertainment,,가요 / 댄스,2:58,라이즈,,40.51547,
107,2023-09-24,108,Heaven(2023),임재현,캔버스뮤직,,OST / 드라마,4:40,임재현,,11.06192,
108,2023-09-24,109,ELEVEN,IVE (아이브),스타쉽엔터테인먼트,9874062.0,가요 / 댄스,2:58,아이브,,65.02992,
109,2023-09-24,110,アイドル,YOASOBI,요아소비,,J-POP / 팝,3:33,요아소비,,,48.61054
110,2023-09-24,111,희재,성시경,씨에스해피엔터테인먼트,3555336.0,OST / 한국영화,4:42,성시경,37.0,45.05305,
111,2023-09-24,112,Nxde,(여자)아이들,큐브엔터테인먼트,4015230.0,가요 / 댄스,2:58,여자 아이들,,17.8133,
112,2023-09-24,113,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,4863178.0,가요 / 인디,3:09,서동현,,,29.37908
113,2023-09-24,114,무지개,임영웅,물고기뮤직,5430728.0,가요 / 전체,3:16,임영웅,,51.15188,
114,2023-09-24,115,Shut Down,블랙핑크,YG Entertainment,4668125.0,가요 / 랩/힙합,2:56,블랙핑크,,63.54764,
115,2023-09-24,116,나의 X에게,경서,꿈의엔진,1586369.0,가요 / 인디,3:08,경서,,36.06336,
116,2023-09-24,117,한 페이지가 될 수 있게,데이식스,JYP Entertainment,2954926.0,가요 / 락,3:26,데이식스,,7.45101,
117,2023-09-24,118,on the street (with 제이 콜),"j-hope,  J. Cole",BIGHIT MUSIC,,가요 / 랩/힙합,3:35,"제이홉,  제이 콜",,,
118,2023-09-24,119,첫사랑,백아,Baek A,,가요 / 블루스/포크,3:09,백아,,85.83268,
119,2023-09-24,120,NIGHT DANCER,imase,Universal Music,,J-POP / 팝,3:31,이마세,,,51.10384
120,2023-09-24,121,Vancouver,BIG Naughty (서동현),H1GHR MUSIC,4863178.0,가요 / R&B/소울,3:36,서동현,,,29.37908
121,2023-09-24,122,예뻤어,데이식스,JYP Entertainment,2954926.0,가요 / 락,4:43,데이식스,,7.45101,
122,2023-09-24,123,Allergy,(여자)아이들,큐브엔터테인먼트,4015230.0,가요 / 댄스,2:43,여자 아이들,,17.8133,
123,2023-09-24,124,트월ㅋ (Prod. Czaer),"미연 ((여자)아이들), 우기 ((여자)아이들)",Stone Music Entertainment,4015230.0,가요 / 댄스,2:57,"미연(여자 아이들), 우기(여자 아이들)",,,
124,2023-09-24,125,When I Get Old,"Christopher, 청하",Parlophone Denmark,1595025.0,POP / 팝,3:05,"Christopher, 청하",,,
125,2023-09-24,126,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",아메바컬쳐,4473459.0,가요 / 랩/힙합,5:17,"다이나믹 듀오 , DJ Premier",,,
126,2023-09-24,127,아버지,임영웅,물고기뮤직,5430728.0,가요 / 발라드,3:58,임영웅,,51.15188,
127,2023-09-24,128,폼미쳤다,영탁,탁스튜디오,,가요 / 댄스,2:47,영탁,,87.95757,
128,2023-09-24,129,Superhero,이세계 아이돌,패러블엔터테인먼트,,가요 / 댄스,2:56,이세계 아이돌,,100.0,
129,2023-09-24,130,내가 아니라도,주호,IN A MILLION,,가요 / 발라드,4:08,주호,95.0,10.8239,
130,2023-09-24,131,London Boy,임영웅,물고기뮤직,5430728.0,가요 / 락,4:04,임영웅,,51.15188,
131,2023-09-24,132,Off My Face,Justin Bieber,RBMG/Def Jam,2780062.0,POP / 팝,2:37,저스틴 비버,,,49.83227
132,2023-09-24,133,오르트구름,윤하,C9엔터테인먼트,4339381.0,가요 / 락,3:27,윤하,,25.3714,
133,2023-09-24,134,Pink Venom,블랙핑크,YG Entertainment,4668125.0,가요 / 랩/힙합,3:07,블랙핑크,,63.54764,
134,2023-09-24,135,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,,가요 / R&B/소울,3:00,키스 오브 라이프,,,5.72328
135,2023-09-24,136,Polaroid,임영웅,물고기뮤직,5430728.0,가요 / 락,3:26,임영웅,,51.15188,
136,2023-09-24,137,오랜 날 오랜 밤,AKMU (악뮤),YG Entertainment,11929992.0,가요 / 블루스/포크,4:44,악뮤,,94.32015,
137,2023-09-24,138,Take Two,방탄소년단,BIGHIT MUSIC,4712538.0,가요 / R&B/소울,3:50,방탄소년단,,69.9992,
138,2023-09-24,139,가을밤에 든 생각,잔나비,페포니 뮤직,3426583.0,가요 / 인디,3:07,잔나비,,8.30509,
139,2023-09-24,140,Cookie,NewJeans,ADOR,11655019.0,가요 / 댄스,3:53,뉴진스,,10.55509,
140,2023-09-24,141,Yogurt Shake,NCT DREAM,SM Entertainment,2295308.0,가요 / 댄스,3:18,엔시티 드림,,,31.20076
141,2023-09-24,142,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직,4688291.0,가요 / 댄스,2:48,르세라핌,,12.83059,
142,2023-09-24,143,이럴거면,거미,Studio Beyond,,가요 / 발라드,3:47,거미,,43.36905,
143,2023-09-24,144,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment,1602084.0,가요 / 랩/힙합,2:27,지코,,1.87275,
144,2023-09-24,145,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,3:07,앤 마리,,,64.33148
145,2023-09-24,146,Boat,죠지,크래프트앤준,,가요 / R&B/소울,3:12,죠지,,38.24694,
146,2023-09-24,147,그리워하다,비투비 (BTOB),큐브엔터테인먼트,1893514.0,가요 / 발라드,3:57,비투비,,26.33575,
147,2023-09-24,148,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC,1676804.0,가요 / 발라드,3:43,WSG워너비,,85.3409,
148,2023-09-24,149,인생찬가,임영웅,물고기뮤직,5430728.0,가요 / 발라드,3:53,임영웅,,51.15188,
149,2023-09-24,150,밤하늘의 별을(2020),경서,꿈의엔진,1586369.0,가요 / 인디,3:37,경서,,36.06336,
150,2023-09-24,151,Seven (feat. Latto) - Explicit Ver.,정국,BIGHIT MUSIC,4173726.0,가요 / 댄스,3:04,정국,,61.50958,
151,2023-09-24,152,이제 우리 꿈에서만 만나,Yyeon,Yyeon,,가요 / R&B/소울,2:20,Yyeon,,,
152,2023-09-24,153,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3727492.0,POP / 팝,3:09,찰리 푸스,,,15.56366
153,2023-09-24,154,In Bloom,ZEROBASEONE (제로베이스원),WAKEONE,,가요 / 댄스,3:01,제로베이스원,,,63.7724
154,2023-09-24,155,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),H1GHR MUSIC,4863178.0,가요 / R&B/소울,3:56,서동현,,,29.37908
155,2023-09-24,156,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,4067143.0,가요 / 랩/힙합,3:53,릴러말즈,,30.24925,
156,2023-09-24,157,KNOCK,이채연,WM엔터테인먼트,,가요 / 댄스,2:53,이채연,,73.89272,
157,2023-09-24,158,거리에서,성시경,제로원인터랙티브,3555336.0,가요 / 발라드,4:39,성시경,,45.05305,
158,2023-09-24,159,어른,Sondia,Stone Music Entertainment,,OST / 드라마,4:19,Sondia,,,
159,2023-09-24,160,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1538524.0,OST / 드라마,3:50,에일리,,7.20286,
160,2023-09-24,161,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2467570.0,가요 / 인디,4:21,멜로망스,,50.97353,
161,2023-09-24,162,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,1600204.0,가요 / 발라드,3:36,노을,,85.67179,
162,2023-09-24,163,Next Level,에스파,SM Entertainment,4995647.0,가요 / 댄스,3:42,에스파,,25.42594,
163,2023-09-24,164,Bye bye my blue,백예린,JYP Entertainment,3104738.0,가요 / R&B/소울,3:24,백예린,,56.40243,
164,2023-09-24,165,I`m Not The Only One,Sam Smith,Capitol Records,,POP / 팝,3:59,샘 스미스,,,6.64164
165,2023-09-24,166,Happiness,"허용별 (허각, 신용재, 임한별)",플렉스엠,2468924.0,가요 / 발라드,4:17,허용별,,19.00169,
166,2023-09-24,167,A bientot,임영웅,물고기뮤직,5430728.0,가요 / 랩/힙합,4:16,임영웅,,51.15188,
167,2023-09-24,168,Permission to Dance,방탄소년단,BIGHIT MUSIC,4712538.0,가요 / 댄스,3:08,방탄소년단,,69.9992,
168,2023-09-24,169,사랑하지 않아서 그랬니,지아 (Zia),플렉스엠,1717017.0,가요 / 발라드,3:43,지아,,45.81447,
169,2023-09-24,170,Say I Love You,우디(Woody),메이저나인,1743014.0,가요 / 발라드,3:36,우디,,28.46486,
170,2023-09-24,171,가을 아침,아이유 (IU),"페이브엔터테인먼트,카카오 M",7814217.0,가요 / 발라드,3:39,아이유,,35.75378,
171,2023-09-24,172,"10,000 Hours","Dan + Shay, Justin Bieber",Warner Music,,POP / 블루스/포크/컨트리,2:48,"Dan + Shay, 저스틴 비버",,,
172,2023-09-24,173,Thirsty,에스파,SM Entertainment,4995647.0,가요 / R&B/소울,3:13,에스파,,25.42594,
173,2023-09-24,174,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,페포니 뮤직,3426583.0,가요 / 발라드,4:03,잔나비,,8.30509,
174,2023-09-24,175,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2780062.0,POP / 팝,3:54,저스틴 비버,,,49.83227
175,2023-09-24,176,200%,AKMU (악뮤),YG Entertainment,11929992.0,가요 / 전체,3:14,악뮤,,94.32015,
176,2023-09-24,177,손이 참 곱던 그대,임영웅,물고기뮤직,5430728.0,재즈 / 정통,3:15,임영웅,,51.15188,
177,2023-09-24,178,Give Love,AKMU (악뮤),YG Entertainment,11929992.0,가요 / 전체,2:57,악뮤,,94.32015,
178,2023-09-24,179,그런 일은,폴 블랑코,Kakao Entertainment,2255000.0,가요 / R&B/소울,4:27,폴 블랑코,,96.72172,
179,2023-09-24,180,사랑해 진짜,임영웅,물고기뮤직,5430728.0,가요 / 블루스/포크,3:59,임영웅,,51.15188,
180,2023-09-24,181,Shape of You,Ed Sheeran,Atlantic Records UK,2031892.0,POP / 팝,3:54,에드 시런,,,65.60055
181,2023-09-24,182,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,4:08,"정은지, 서인국",,,
182,2023-09-24,183,보금자리,임영웅,물고기뮤직,5430728.0,가요 / 트로트,2:52,임영웅,,51.15188,
183,2023-09-24,184,연애편지,임영웅,물고기뮤직,5430728.0,가요 / 블루스/포크,3:35,임영웅,,51.15188,
184,2023-09-24,185,yours,데이먼스 이어 (Damons Year),Akashic Records,,가요 / 인디,2:45,데이먼스 이어,,67.1909,
185,2023-09-24,186,Love Me Like This,엔믹스,JYP Entertainment,1518475.0,가요 / 댄스,3:09,엔믹스,,30.88872,
186,2023-09-24,187,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company,1544701.0,가요 / 인디,4:26,마크툽,,43.0021,
187,2023-09-24,188,드라마,아이유 (IU),EDAM엔터테인먼트,7814217.0,가요 / 발라드,2:08,아이유,,35.75378,
188,2023-09-24,189,One Call Away,Charlie Puth,Artist Partners,3727492.0,POP / 팝,3:14,찰리 푸스,,,15.56366
189,2023-09-24,190,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),Stone Music Entertainment,2095750.0,가요 / 랩/힙합,3:25,헤이즈,,14.56436,
190,2023-09-24,191,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈,1519219.0,가요 / 랩/힙합,3:02,김승민,,53.18739,
191,2023-09-24,192,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴,2928199.0,가요 / 발라드,5:31,엠씨더맥스,19.0,46.9601,
192,2023-09-24,193,BETELGEUSE,Yuuri,Sony Music Labels Inc.,1581660.0,J-POP / 락,3:50,유우리,,,18.11441
193,2023-09-24,194,Celebrity,아이유 (IU),EDAM엔터테인먼트,7814217.0,가요 / 댄스,3:16,아이유,,35.75378,
194,2023-09-24,195,마지막처럼,블랙핑크,YG Entertainment,4668125.0,가요 / 댄스,3:33,블랙핑크,,63.54764,
195,2023-09-24,196,Blueming,아이유 (IU),Kakao Entertainment,7814217.0,가요 / 락,3:37,아이유,,35.75378,
196,2023-09-24,197,신호등,이무진,쇼플레이,1681594.0,가요 / 락,3:52,이무진,74.0,34.29025,
197,2023-09-24,198,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트",1472656.0,가요 / 랩/힙합,2:53,비오,,,12.53354
198,2023-09-24,199,Square (2017),백예린,블루바이닐,3104738.0,가요 / 전체,4:22,백예린,,56.40243,
199,2023-09-24,200,INVU,태연 (TAEYEON),SM Entertainment,3339484.0,가요 / 댄스,3:25,태연,,48.22949,
200,2023-10-01,1,Love Lee,AKMU (악뮤),YG Entertainment,11053352.0,가요 / 댄스,3:00,악뮤,,76.40452,
201,2023-10-01,2,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment,1492492.0,가요 / 댄스,3:05,엔시티 127,,,56.24331
