date,Rank,Artist,Weekly Views
2023-11-05,151,RIIZE,2338202.0
2023-11-05,152,경서,
2023-11-05,153,제이세라 (J-Cera),
2023-11-05,154,주호,
2023-11-05,155,에일리 (Ailee),1757676.0
2023-11-05,156,Yyeon,
2023-11-05,157,Ariana Grande,1745621.0
2023-11-05,158,Sia,
2023-11-05,159,이무진,
2023-11-05,160,Anne-Marie,
2023-11-05,161,"Christopher, 청하",1460513.0
2023-11-05,162,KISS OF LIFE,
2023-11-05,163,멜로망스(Melomance),2321360.0
2023-11-05,164,BLACKPINK,3434628.0
2023-11-05,165,AKMU (악뮤),8090044.0
2023-11-05,166,EXO,2028444.0
2023-11-05,167,던 (DAWN),
2023-11-05,168,(여자)아이들,3673619.0
2023-11-05,169,"정국, 방탄소년단",10479601.0
2023-11-05,170,노을,1594004.0
2023-11-05,171,정국,10479601.0
2023-11-05,172,AKMU (악뮤),8090044.0
2023-11-05,173,투모로우바이투게더,
2023-11-05,174,Agust D,
2023-11-05,175,세븐틴,5443906.0
2023-11-05,176,주주 시크릿,
2023-11-05,177,imase,
2023-11-05,178,aespa,4275536.0
2023-11-05,179,Sondia,
2023-11-05,180,우디(Woody),1813707.0
2023-11-05,181,"다이나믹 듀오 (Dynamic Duo), DJ Premier",3561605.0
2023-11-05,182,임재현,
2023-11-05,183,윤하,3747198.0
2023-11-05,184,Charlie Puth,3971632.0
2023-11-05,185,LE SSERAFIM (르세라핌),6259475.0
2023-11-05,186,백예린,2831783.0
2023-11-05,187,데이먼스 이어 (Damons Year),
2023-11-05,188,Yuuri,1601430.0
2023-11-05,189,디오 (D.O.),
2023-11-05,190,마크툽 (Maktub),1509772.0
2023-11-05,191,Charlie Puth,3971632.0
2023-11-05,192,크러쉬 (CRUSH),1801669.0
2023-11-05,193,"The Kid LAROI, 정국, Central Cee",10479601.0
2023-11-05,194,경서예지,
2023-11-05,195,제이세라 (J-Cera),
2023-11-05,196,ZEROBASEONE (제로베이스원),
2023-11-05,197,정승환,
2023-11-05,198,WSG워너비 (가야G),1709681.0
2023-11-05,199,잔나비,3159629.0
2023-11-05,200,김필,
2023-11-12,1,IVE (아이브),10469122.0
2023-11-12,2,LE SSERAFIM (르세라핌),6656015.0
2023-11-12,3,AKMU (악뮤),7093805.0
2023-11-12,4,aespa,8482395.0
2023-11-12,5,AKMU (악뮤),7093805.0
2023-11-12,6,Stray Kids (스트레이 키즈),2719560.0
2023-11-12,7,제니 (JENNIE),2064485.0
2023-11-12,8,박재정,1507212.0
2023-11-12,9,정국,8521314.0
2023-11-12,10,IVE (아이브),10469122.0
2023-11-12,11,레드벨벳(Red Velvet),5299089.0
2023-11-12,12,"다이나믹 듀오 (Dynamic Duo), 이영지",2979099.0
2023-11-12,13,IVE (아이브),10469122.0
2023-11-12,14,NewJeans,8324461.0
2023-11-12,15,NewJeans,8324461.0
2023-11-12,16,정국,8521314.0
2023-11-12,17,우디(Woody),1625383.0
2023-11-12,18,RIIZE,1981008.0
2023-11-12,19,전소미,
2023-11-12,20,"성시경, 나얼",4581914.0
2023-11-12,21,세븐틴,4959109.0
2023-11-12,22,IVE (아이브),10469122.0
2023-11-12,23,NewJeans,8324461.0
2023-11-12,24,NewJeans,8324461.0
2023-11-12,25,(여자)아이들,3442034.0
2023-11-12,26,화사(Hwa Sa),
2023-11-12,27,범진,
2023-11-12,28,STAYC(스테이씨),2259421.0
2023-11-12,29,AKMU (악뮤),7093805.0
2023-11-12,30,LE SSERAFIM (르세라핌),6656015.0
2023-11-12,31,임영웅,5510810.0
2023-11-12,32,성시경,4581914.0
2023-11-12,33,로이킴,1752805.0
2023-11-12,34,윤하,3687432.0
2023-11-12,35,aespa,8482395.0
2023-11-12,36,IVE (아이브),10469122.0
2023-11-12,37,Lauv,2531210.0
2023-11-12,38,잔나비,2823189.0
2023-11-12,39,너드커넥션 (Nerd Connection),1704083.0
2023-11-12,40,정국,8521314.0
2023-11-12,41,IVE (아이브),10469122.0
2023-11-12,42,NewJeans,8324461.0
2023-11-12,43,IVE (아이브),10469122.0
2023-11-12,44,Charlie Puth,3721060.0
2023-11-12,45,DK,
2023-11-12,46,멜로망스(Melomance),2320121.0
2023-11-12,47,허각,2802745.0
2023-11-12,48,LE SSERAFIM (르세라핌),6656015.0
2023-11-12,49,김민석,
2023-11-12,50,임한별,1757564.0
2023-11-12,51,NewJeans,8324461.0
2023-11-12,52,탑현,
2023-11-12,53,디오 (D.O.),
2023-11-12,54,세븐틴,4959109.0
2023-11-12,55,"경서예지, 전건호",1501380.0
2023-11-12,56,릴러말즈 (Leellamarz),4376818.0
2023-11-12,57,Paul Blanco,1528213.0
2023-11-12,58,최유리,2918904.0
2023-11-12,59,"The Kid LAROI, Justin Bieber",
2023-11-12,60,H1-KEY,
2023-11-12,61,#안녕,
2023-11-12,62,NewJeans,8324461.0
2023-11-12,63,Charlie Puth,3721060.0
2023-11-12,64,임영웅,5510810.0
2023-11-12,65,부석순 (SEVENTEEN),4959109.0
2023-11-12,66,다비치,3236758.0
2023-11-12,67,임영웅,5510810.0
2023-11-12,68,임영웅,5510810.0
2023-11-12,69,STAYC(스테이씨),2259421.0
2023-11-12,70,EXO,2191545.0
2023-11-12,71,폴킴,2067762.0
2023-11-12,72,최유리,2918904.0
2023-11-12,73,지수 (JISOO),
2023-11-12,74,지아 (Zia),1718264.0
2023-11-12,75,화사(Hwa Sa),
2023-11-12,76,임영웅,5510810.0
2023-11-12,77,정국,8521314.0
2023-11-12,78,방탄소년단,3920783.0
2023-11-12,79,정국,8521314.0
2023-11-12,80,케이시 (Kassy),1602249.0
2023-11-12,81,BIG Naughty (서동현),2793240.0
2023-11-12,82,ITZY (있지),1775804.0
2023-11-12,83,임영웅,5510810.0
2023-11-12,84,방탄소년단,3920783.0
2023-11-12,85,Ariana Grande,1822520.0
2023-11-12,86,크러쉬 (CRUSH),3231777.0
2023-11-12,87,미연 ((여자)아이들),3442034.0
2023-11-12,88,LE SSERAFIM (르세라핌),6656015.0
2023-11-12,89,IVE (아이브),10469122.0
2023-11-12,90,Sia,
2023-11-12,91,방탄소년단,3920783.0
2023-11-12,92,Charlie Puth,3721060.0
2023-11-12,93,이세계 아이돌,
2023-11-12,94,Mariah Carey,
2023-11-12,95,정국,8521314.0
2023-11-12,96,임영웅,5510810.0
2023-11-12,97,DAY6,2966987.0
2023-11-12,98,임영웅,5510810.0
2023-11-12,99,성시경,4581914.0
2023-11-12,100,릴러말즈 (Leellamarz),4376818.0
2023-11-12,101,NCT U,
2023-11-12,102,너드커넥션 (Nerd Connection),1704083.0
2023-11-12,103,"김연지, DK",
2023-11-12,104,RIIZE,1981008.0
2023-11-12,105,임영웅,5510810.0
2023-11-12,106,DAY6,2966987.0
2023-11-12,107,NCT 127,1628360.0
2023-11-12,108,박은빈,
2023-11-12,109,NCT DREAM,1826974.0
2023-11-12,110,임영웅,5510810.0
2023-11-12,111,테이 (Tei),
2023-11-12,112,"Zac Efron, Zendaya",
2023-11-12,113,aespa,8482395.0
2023-11-12,114,Sam Smith,1589122.0
2023-11-12,115,잔나비,2823189.0
2023-11-12,116,황영웅,
2023-11-12,117,임영웅,5510810.0
2023-11-12,118,쿠기 (Coogie),
2023-11-12,119,아이유 (IU),6340089.0
2023-11-12,120,영탁,
2023-11-12,121,우효 (OOHYO),
2023-11-12,122,10cm,2916621.0
2023-11-12,123,정국,8521314.0
2023-11-12,124,NewJeans,8324461.0
2023-11-12,125,바이브 (Vibe),
2023-11-12,126,디오 (D.O.),
2023-11-12,127,레드벨벳(Red Velvet),5299089.0
2023-11-12,128,ZEROBASEONE (제로베이스원),
2023-11-12,129,(여자)아이들,3442034.0
2023-11-12,130,"NewJeans, League of Legends",2627534.0
2023-11-12,131,IVE (아이브),10469122.0
2023-11-12,132,정국,8521314.0
2023-11-12,133,임영웅,5510810.0
2023-11-12,134,에일리 (Ailee),1676703.0
2023-11-12,135,Justin Bieber,2393569.0
2023-11-12,136,백아,
2023-11-12,137,Charlie Puth,3721060.0
2023-11-12,138,비투비 (BTOB),2088282.0
2023-11-12,139,김나영,1764142.0
2023-11-12,140,Ariana Grande,1822520.0
2023-11-12,141,성시경,4581914.0
2023-11-12,142,임영웅,5510810.0
2023-11-12,143,경서,1501380.0
2023-11-12,144,엠씨더맥스 (M.C The Max),3123039.0
2023-11-12,145,릴러말즈 (Leellamarz),4376818.0
2023-11-12,146,권은비,
2023-11-12,147,FIFTY FIFTY,
2023-11-12,148,경서,1501380.0
2023-11-12,149,ENHYPEN,
2023-11-12,150,정국,8521314.0
2023-11-12,151,최유리,2918904.0
2023-11-12,152,주호,
2023-11-12,153,BIG Naughty (서동현),2793240.0
2023-11-12,154,정국,8521314.0
2023-11-12,155,Doja Cat,
2023-11-12,156,정국,8521314.0
2023-11-12,157,이무진,1439293.0
2023-11-12,158,Anne-Marie,
2023-11-12,159,멜로망스(Melomance),2320121.0
2023-11-12,160,"Christopher, 청하",1417591.0
2023-11-12,161,제이세라 (J-Cera),
2023-11-12,162,dori,
2023-11-12,163,노을,1693809.0
2023-11-12,164,BLACKPINK,3441317.0
2023-11-12,165,이찬원,1791957.0
2023-11-12,166,aespa,8482395.0
2023-11-12,167,Kelly Clarkson,
2023-11-12,168,(여자)아이들,3442034.0
2023-11-12,169,크러쉬 (CRUSH),3231777.0
2023-11-12,170,우디(Woody),1625383.0
2023-11-12,171,이무진,1439293.0
2023-11-12,172,KISS OF LIFE,1402857.0
2023-11-12,173,아이유 (IU),6340089.0
2023-11-12,174,던 (DAWN),
2023-11-12,175,AKMU (악뮤),7093805.0
2023-11-12,176,Sondia,
2023-11-12,177,imase,
2023-11-12,178,AKMU (악뮤),7093805.0
2023-11-12,179,Yyeon,
2023-11-12,180,"정국, 방탄소년단",8521314.0
2023-11-12,181,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",4581914.0
2023-11-12,182,임재현,
2023-11-12,183,윤하,3687432.0
2023-11-12,184,마크툽 (Maktub),1468918.0
2023-11-12,185,Alessia Cara,
2023-11-12,186,Charlie Puth,3721060.0
2023-11-12,187,Yuuri,1576521.0
2023-11-12,188,김필,
2023-11-12,189,디오 (D.O.),
2023-11-12,190,포지션,
2023-11-12,191,DEAN,
2023-11-12,192,백예린,2737180.0
2023-11-12,193,데이먼스 이어 (Damons Year),
2023-11-12,194,RIIZE,1981008.0
2023-11-12,195,LE SSERAFIM (르세라핌),6656015.0
2023-11-12,196,"TOIL, Kid Wine",2078675.0
2023-11-12,197,정승환,
2023-11-12,198,에픽하이 (EPIK HIGH),2466051.0
2023-11-12,199,Justin Bieber,2393569.0
2023-11-12,200,QWER,1618190.0
2023-11-19,1,LE SSERAFIM (르세라핌),6782593.0
2023-11-19,2,aespa,7602987.0
2023-11-19,3,IVE (아이브),9573942.0
2023-11-19,4,AKMU (악뮤),6312843.0
2023-11-19,5,제니 (JENNIE),1889437.0
2023-11-19,6,박재정,1448985.0
2023-11-19,7,AKMU (악뮤),6312843.0
2023-11-19,8,정국,7193528.0
2023-11-19,9,DEAN,3109823.0
2023-11-19,10,IVE (아이브),9573942.0
2023-11-19,11,NewJeans,8153285.0
2023-11-19,12,IVE (아이브),9573942.0
2023-11-19,13,NewJeans,8153285.0
2023-11-19,14,더보이즈(THE BOYZ),
2023-11-19,15,"다이나믹 듀오 (Dynamic Duo), 이영지",2503570.0
2023-11-19,16,레드벨벳(Red Velvet),5738336.0
2023-11-19,17,정국,7193528.0
2023-11-19,18,우디(Woody),1536165.0
2023-11-19,19,범진,
2023-11-19,20,RIIZE,1720506.0
2023-11-19,21,NewJeans,8153285.0
2023-11-19,22,NewJeans,8153285.0
2023-11-19,23,IVE (아이브),9573942.0
2023-11-19,24,전소미,
2023-11-19,25,너드커넥션 (Nerd Connection),1770141.0
2023-11-19,26,세븐틴,4696389.0
2023-11-19,27,(여자)아이들,3387207.0
2023-11-19,28,"성시경, 나얼",5020257.0
2023-11-19,29,성시경,5020257.0
2023-11-19,30,임영웅,5490822.0
2023-11-19,31,AKMU (악뮤),6312843.0
2023-11-19,32,화사(Hwa Sa),
2023-11-19,33,LE SSERAFIM (르세라핌),6782593.0
2023-11-19,34,STAYC(스테이씨),2134492.0
2023-11-19,35,윤하,3561852.0
2023-11-19,36,EXO,2714382.0
2023-11-19,37,디오 (D.O.),
2023-11-19,38,로이킴,1836850.0
2023-11-19,39,aespa,7602987.0
2023-11-19,40,"NewJeans, League of Legends",4555948.0
2023-11-19,41,IVE (아이브),9573942.0
2023-11-19,42,잔나비,2472759.0
2023-11-19,43,Lauv,2420976.0
2023-11-19,44,NewJeans,8153285.0
2023-11-19,45,IVE (아이브),9573942.0
2023-11-19,46,IVE (아이브),9573942.0
2023-11-19,47,멜로망스(Melomance),2279560.0
2023-11-19,48,김민석,
2023-11-19,49,Charlie Puth,3473416.0
2023-11-19,50,임한별,1628455.0
2023-11-19,51,DK,
2023-11-19,52,LE SSERAFIM (르세라핌),6782593.0
2023-11-19,53,NewJeans,8153285.0
2023-11-19,54,정국,7193528.0
2023-11-19,55,허각,2688608.0
2023-11-19,56,다비치,4191527.0
2023-11-19,57,"경서예지, 전건호",1702925.0
2023-11-19,58,탑현,
2023-11-19,59,세븐틴,4696389.0
2023-11-19,60,Paul Blanco,1554756.0
2023-11-19,61,Ariana Grande,1943476.0
2023-11-19,62,최유리,2889884.0
2023-11-19,63,"The Kid LAROI, Justin Bieber",
2023-11-19,64,릴러말즈 (Leellamarz),4045076.0
2023-11-19,65,H1-KEY,
2023-11-19,66,#안녕,
2023-11-19,67,NewJeans,8153285.0
2023-11-19,68,Charlie Puth,3473416.0
2023-11-19,69,임영웅,5490822.0
2023-11-19,70,Mariah Carey,
2023-11-19,71,임영웅,5490822.0
2023-11-19,72,부석순 (SEVENTEEN),4696389.0
2023-11-19,73,임영웅,5490822.0
2023-11-19,74,폴킴,2090933.0
2023-11-19,75,Sia,
2023-11-19,76,STAYC(스테이씨),2134492.0
2023-11-19,77,Stray Kids (스트레이 키즈),2323151.0
2023-11-19,78,최유리,2889884.0
2023-11-19,79,미연 ((여자)아이들),3387207.0
2023-11-19,80,지아 (Zia),1619073.0
2023-11-19,81,지수 (JISOO),
2023-11-19,82,임영웅,5490822.0
2023-11-19,83,BIG Naughty (서동현),2743686.0
2023-11-19,84,방탄소년단,3809508.0
2023-11-19,85,케이시 (Kassy),1567461.0
2023-11-19,86,정국,7193528.0
2023-11-19,87,정국,7193528.0
2023-11-19,88,임영웅,5490822.0
2023-11-19,89,방탄소년단,3809508.0
2023-11-19,90,크러쉬 (CRUSH),5157279.0
2023-11-19,91,ITZY (있지),1659420.0
2023-11-19,92,LE SSERAFIM (르세라핌),6782593.0
2023-11-19,93,화사(Hwa Sa),
2023-11-19,94,방탄소년단,3809508.0
2023-11-19,95,DAY6,3087934.0
2023-11-19,96,이세계 아이돌,
2023-11-19,97,임영웅,5490822.0
2023-11-19,98,성시경,5020257.0
2023-11-19,99,Charlie Puth,3473416.0
2023-11-19,100,DAY6,3087934.0
2023-11-19,101,임영웅,5490822.0
2023-11-19,102,영탁,
2023-11-19,103,임영웅,5490822.0
2023-11-19,104,Ariana Grande,1943476.0
2023-11-19,105,너드커넥션 (Nerd Connection),1770141.0
2023-11-19,106,정국,7193528.0
2023-11-19,107,IVE (아이브),9573942.0
2023-11-19,108,크러쉬 (CRUSH),5157279.0
2023-11-19,109,RIIZE,1720506.0
2023-11-19,110,임영웅,5490822.0
2023-11-19,111,NCT DREAM,1782325.0
2023-11-19,112,릴러말즈 (Leellamarz),4045076.0
2023-11-19,113,테이 (Tei),
2023-11-19,114,임영웅,5490822.0
2023-11-19,115,박은빈,
2023-11-19,116,NCT U,
2023-11-19,117,Kelly Clarkson,
2023-11-19,118,"Zac Efron, Zendaya",
2023-11-19,119,Sam Smith,
2023-11-19,120,ENHYPEN,
2023-11-19,121,아이유 (IU),6399739.0
2023-11-19,122,NCT 127,1699606.0
2023-11-19,123,10cm,2803990.0
2023-11-19,124,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",5020257.0
2023-11-19,125,aespa,7602987.0
2023-11-19,126,에일리 (Ailee),1627005.0
2023-11-19,127,이무진,1530812.0
2023-11-19,128,"김연지, DK",
2023-11-19,129,임영웅,5490822.0
2023-11-19,130,윈터 (WINTER),
2023-11-19,131,아이유 (IU),6399739.0
2023-11-19,132,쿠기 (Coogie),
2023-11-19,133,Alessia Cara,
2023-11-19,134,디오 (D.O.),
2023-11-19,135,NewJeans,8153285.0
2023-11-19,136,잔나비,2472759.0
2023-11-19,137,우효 (OOHYO),
2023-11-19,138,(여자)아이들,3387207.0
2023-11-19,139,Justin Bieber,2287997.0
2023-11-19,140,IVE (아이브),9573942.0
2023-11-19,141,QWER,1781952.0
2023-11-19,142,임영웅,5490822.0
2023-11-19,143,비투비 (BTOB),2154021.0
2023-11-19,144,백아,
2023-11-19,145,Charlie Puth,3473416.0
2023-11-19,146,성시경,5020257.0
2023-11-19,147,경서,1702925.0
2023-11-19,148,바이브 (Vibe),
2023-11-19,149,엠씨더맥스 (M.C The Max),2966364.0
2023-11-19,150,FIFTY FIFTY,
2023-11-19,151,주호,
2023-11-19,152,정국,7193528.0
2023-11-19,153,릴러말즈 (Leellamarz),4045076.0
2023-11-19,154,멜로망스(Melomance),2279560.0
2023-11-19,155,경서,1702925.0
2023-11-19,156,BIG Naughty (서동현),2743686.0
2023-11-19,157,최유리,2889884.0
2023-11-19,158,Anne-Marie,
2023-11-19,159,디오 (D.O.),
2023-11-19,160,권은비,
2023-11-19,161,"Christopher, 청하",
2023-11-19,162,BLACKPINK,3285297.0
2023-11-19,163,aespa,7602987.0
2023-11-19,164,노을,1608625.0
2023-11-19,165,Sondia,
2023-11-19,166,제이세라 (J-Cera),
2023-11-19,167,(여자)아이들,3387207.0
2023-11-19,168,Doja Cat,
2023-11-19,169,정국,7193528.0
2023-11-19,170,디오 (D.O.),
2023-11-19,171,던 (DAWN),
2023-11-19,172,우디(Woody),1536165.0
2023-11-19,173,포지션,
2023-11-19,174,마크툽 (Maktub),1494056.0
2023-11-19,175,dori,
2023-11-19,176,Charlie Puth,3473416.0
2023-11-19,177,김필,
2023-11-19,178,이무진,1530812.0
2023-11-19,179,AKMU (악뮤),6312843.0
2023-11-19,180,Justin Bieber,2287997.0
2023-11-19,181,AKMU (악뮤),6312843.0
2023-11-19,182,DEAN,3109823.0
2023-11-19,183,Yuuri,1531296.0
2023-11-19,184,윤하,3561852.0
2023-11-19,185,KISS OF LIFE,
2023-11-19,186,"정국, 방탄소년단",7193528.0
2023-11-19,187,정승환,
2023-11-19,188,백예린,2674837.0
2023-11-19,189,Ed Sheeran,1832482.0
2023-11-19,190,#안녕,
2023-11-19,191,LE SSERAFIM (르세라핌),6782593.0
2023-11-19,192,임재현,
2023-11-19,193,김호중,1449758.0
2023-11-19,194,imase,
2023-11-19,195,지민,
2023-11-19,196,로이킴,1836850.0
2023-11-19,197,ZEROBASEONE (제로베이스원),
2023-11-19,198,WSG워너비 (가야G),2054102.0
2023-11-19,199,데이먼스 이어 (Damons Year),
2023-11-19,200,"SG워너비, 브라운 아이드 걸스",2054102.0
2023-11-26,1,LE SSERAFIM (르세라핌),6802147.0
2023-11-26,2,aespa,7736019.0
2023-11-26,3,태연 (TAEYEON),5161861.0
2023-11-26,4,IVE (아이브),8968430.0
2023-11-26,5,AKMU (악뮤),6004132.0
2023-11-26,6,박재정,1504419.0
2023-11-26,7,제니 (JENNIE),1688386.0
2023-11-26,8,AKMU (악뮤),6004132.0
2023-11-26,9,정국,6349376.0
2023-11-26,10,NewJeans,8174344.0
2023-11-26,11,IVE (아이브),8968430.0
2023-11-26,12,범진,
2023-11-26,13,NewJeans,8174344.0
2023-11-26,14,레드벨벳(Red Velvet),5075129.0
2023-11-26,15,IVE (아이브),8968430.0
2023-11-26,16,"다이나믹 듀오 (Dynamic Duo), 이영지",2146366.0
2023-11-26,17,너드커넥션 (Nerd Connection),1957750.0
2023-11-26,18,정국,6349376.0
2023-11-26,19,우디(Woody),1364095.0
2023-11-26,20,NewJeans,8174344.0
2023-11-26,21,EXO,2613316.0
2023-11-26,22,NewJeans,8174344.0
2023-11-26,23,RIIZE,1595910.0
2023-11-26,24,DEAN,2753742.0
2023-11-26,25,(여자)아이들,3179349.0
2023-11-26,26,성시경,5009682.0
2023-11-26,27,IVE (아이브),8968430.0
2023-11-26,28,디오 (D.O.),
2023-11-26,29,전소미,
2023-11-26,30,AKMU (악뮤),6004132.0
2023-11-26,31,임영웅,5038441.0
2023-11-26,32,"NewJeans, League of Legends",4500664.0
2023-11-26,33,ATEEZ (에이티즈),
2023-11-26,34,세븐틴,4348140.0
2023-11-26,35,"성시경, 나얼",5009682.0
2023-11-26,36,Ariana Grande,2014660.0
2023-11-26,37,LE SSERAFIM (르세라핌),6802147.0
2023-11-26,38,윤하,3587802.0
2023-11-26,39,로이킴,1965250.0
2023-11-26,40,aespa,7736019.0
2023-11-26,41,화사(Hwa Sa),
2023-11-26,42,Mariah Carey,
2023-11-26,43,STAYC(스테이씨),2064526.0
2023-11-26,44,NewJeans,8174344.0
2023-11-26,45,IVE (아이브),8968430.0
2023-11-26,46,잔나비,2340397.0
2023-11-26,47,Lauv,2117596.0
2023-11-26,48,Sia,
2023-11-26,49,IVE (아이브),8968430.0
2023-11-26,50,IVE (아이브),8968430.0
2023-11-26,51,임한별,1550135.0
2023-11-26,52,김민석,
2023-11-26,53,NewJeans,8174344.0
2023-11-26,54,Charlie Puth,3253108.0
2023-11-26,55,멜로망스(Melomance),2314917.0
2023-11-26,56,DK,
2023-11-26,57,LE SSERAFIM (르세라핌),6802147.0
2023-11-26,58,허각,2557367.0
2023-11-26,59,"경서예지, 전건호",1607526.0
2023-11-26,60,탑현,
2023-11-26,61,정국,6349376.0
2023-11-26,62,세븐틴,4348140.0
2023-11-26,63,"The Kid LAROI, Justin Bieber",
2023-11-26,64,Paul Blanco,
2023-11-26,65,#안녕,
2023-11-26,66,폴킴,2080465.0
2023-11-26,67,다비치,3820181.0
2023-11-26,68,최유리,2953424.0
2023-11-26,69,최유리,2953424.0
2023-11-26,70,H1-KEY,
2023-11-26,71,Charlie Puth,3253108.0
2023-11-26,72,NewJeans,8174344.0
2023-11-26,73,임영웅,5038441.0
2023-11-26,74,BIG Naughty (서동현),3795471.0
2023-11-26,75,릴러말즈 (Leellamarz),3747249.0
2023-11-26,76,임영웅,5038441.0
2023-11-26,77,임영웅,5038441.0
2023-11-26,78,크러쉬 (CRUSH),4158045.0
2023-11-26,79,부석순 (SEVENTEEN),4348140.0
2023-11-26,80,STAYC(스테이씨),2064526.0
2023-11-26,81,지아 (Zia),1587742.0
2023-11-26,82,임영웅,5038441.0
2023-11-26,83,Ariana Grande,2014660.0
2023-11-26,84,지수 (JISOO),
2023-11-26,85,미연 ((여자)아이들),3179349.0
2023-11-26,86,방탄소년단,3900950.0
2023-11-26,87,정국,6349376.0
2023-11-26,88,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",5009682.0
2023-11-26,89,케이시 (Kassy),1492850.0
2023-11-26,90,Kelly Clarkson,
2023-11-26,91,태연 (TAEYEON),5161861.0
2023-11-26,92,방탄소년단,3900950.0
2023-11-26,93,임영웅,5038441.0
2023-11-26,94,QWER,2151904.0
2023-11-26,95,정국,6349376.0
2023-11-26,96,아이유 (IU),6112041.0
2023-11-26,97,BE`O (비오),1334381.0
2023-11-26,98,LE SSERAFIM (르세라핌),6802147.0
2023-11-26,99,태연 (TAEYEON),5161861.0
2023-11-26,100,DAY6,3161870.0
2023-11-26,101,Alessia Cara,
2023-11-26,102,성시경,5009682.0
2023-11-26,103,방탄소년단,3900950.0
2023-11-26,104,태연 (TAEYEON),5161861.0
2023-11-26,105,임영웅,5038441.0
2023-11-26,106,DAY6,3161870.0
2023-11-26,107,태연 (TAEYEON),5161861.0
2023-11-26,108,이무진,1584496.0
2023-11-26,109,너드커넥션 (Nerd Connection),1957750.0
2023-11-26,110,Charlie Puth,3253108.0
2023-11-26,111,임영웅,5038441.0
2023-11-26,112,임영웅,5038441.0
2023-11-26,113,ITZY (있지),1582363.0
2023-11-26,114,RIIZE,1595910.0
2023-11-26,115,임영웅,5038441.0
2023-11-26,116,NCT DREAM,1736584.0
2023-11-26,117,임영웅,5038441.0
2023-11-26,118,에일리 (Ailee),1482332.0
2023-11-26,119,BIG Naughty (서동현),3795471.0
2023-11-26,120,테이 (Tei),
2023-11-26,121,"Zac Efron, Zendaya",
2023-11-26,122,정국,6349376.0
2023-11-26,123,BABYMONSTER,1753216.0
2023-11-26,124,화사(Hwa Sa),
2023-11-26,125,박은빈,
2023-11-26,126,아이유 (IU),6112041.0
2023-11-26,127,Sam Smith,
2023-11-26,128,IVE (아이브),8968430.0
2023-11-26,129,릴러말즈 (Leellamarz),3747249.0
2023-11-26,130,10cm,2953383.0
2023-11-26,131,영탁,
2023-11-26,132,김호중,1389004.0
2023-11-26,133,임영웅,5038441.0
2023-11-26,134,NCT U,
2023-11-26,135,이세계 아이돌,
2023-11-26,136,태연 (TAEYEON),5161861.0
2023-11-26,137,"SG워너비, 브라운 아이드 걸스",2059741.0
2023-11-26,138,백아,
2023-11-26,139,Justin Bieber,2178270.0
2023-11-26,140,임영웅,5038441.0
2023-11-26,141,aespa,7736019.0
2023-11-26,142,NewJeans,8174344.0
2023-11-26,143,성시경,5009682.0
2023-11-26,144,Ava Max,
2023-11-26,145,(여자)아이들,3179349.0
2023-11-26,146,NCT 127,1643129.0
2023-11-26,147,비투비 (BTOB),2087205.0
2023-11-26,148,IVE (아이브),8968430.0
2023-11-26,149,쿠기 (Coogie),
2023-11-26,150,BIG Naughty (서동현),3795471.0
2023-11-26,151,디오 (D.O.),
2023-11-26,152,Charlie Puth,3253108.0
2023-11-26,153,Straight No Chaser,
2023-11-26,154,경서,1607526.0
2023-11-26,155,멜로망스(Melomance),2314917.0
2023-11-26,156,우효 (OOHYO),
2023-11-26,157,잔나비,2340397.0
2023-11-26,158,주호,
2023-11-26,159,"김연지, DK",
2023-11-26,160,엠씨더맥스 (M.C The Max),2852970.0
2023-11-26,161,경서,1607526.0
2023-11-26,162,FIFTY FIFTY,
2023-11-26,163,황영웅,
2023-11-26,164,최유리,2953424.0
2023-11-26,165,릴러말즈 (Leellamarz),3747249.0
2023-11-26,166,디오 (D.O.),
2023-11-26,167,Anne-Marie,
2023-11-26,168,#안녕,
2023-11-26,169,Wham!,
2023-11-26,170,바이브 (Vibe),
2023-11-26,171,노을,1524980.0
2023-11-26,172,BLACKPINK,3245868.0
2023-11-26,173,권은비,
2023-11-26,174,디오 (D.O.),
2023-11-26,175,aespa,7736019.0
2023-11-26,176,Stray Kids (스트레이 키즈),2193754.0
2023-11-26,177,"Christopher, 청하",
2023-11-26,178,Sondia,
2023-11-26,179,크러쉬 (CRUSH),4158045.0
2023-11-26,180,Justin Bieber,2178270.0
2023-11-26,181,(여자)아이들,3179349.0
2023-11-26,182,김필,
2023-11-26,183,NewJeans,8174344.0
2023-11-26,184,던 (DAWN),
2023-11-26,185,마크툽 (Maktub),1437260.0
2023-11-26,186,AKMU (악뮤),6004132.0
2023-11-26,187,우디(Woody),1364095.0
2023-11-26,188,제이세라 (J-Cera),
2023-11-26,189,로이킴,1965250.0
2023-11-26,190,김동률,
2023-11-26,191,윤하,3587802.0
2023-11-26,192,백예린,2649905.0
2023-11-26,193,정승환,1358665.0
2023-11-26,194,aespa,7736019.0
2023-11-26,195,Charlie Puth,3253108.0
2023-11-26,196,포지션,
2023-11-26,197,태연 (TAEYEON),5161861.0
2023-11-26,198,Yuuri,1455498.0
2023-11-26,199,데이먼스 이어 (Damons Year),
2023-11-26,200,imase,
