artist,response.startDate,response.endDate,response.timeUnit,response.results
성시경,2024-09-09,2024-09-27,week,"[{'title': '성시경', 'keywords': ['성시경'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 92.86607}, {'period': '2024-09-23', 'ratio': 52.99949}]}]"
임영웅,2024-09-09,2024-09-27,week,"[{'title': '임영웅', 'keywords': ['임영웅'], 'data': [{'period': '2024-09-09', 'ratio': 71.53191}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 43.09173}]}]"
디케이,2024-09-09,2024-09-27,week,"[{'title': '디케이', 'keywords': ['디케이'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 97.14557}, {'period': '2024-09-23', 'ratio': 64.60513}]}]"
잔나비,2024-09-09,2024-09-27,week,"[{'title': '잔나비', 'keywords': ['잔나비'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 92.3049}, {'period': '2024-09-23', 'ratio': 38.50833}]}]"
탑현,2024-09-09,2024-09-27,week,"[{'title': '탑현', 'keywords': ['탑현'], 'data': [{'period': '2024-09-09', 'ratio': 92.03603}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 55.31531}]}]"
찰리 푸스,2024-09-09,2024-09-27,week,"[{'title': '찰리 푸스', 'keywords': ['찰리 푸스'], 'data': [{'period': '2024-09-09', 'ratio': 42.12946}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 30.74632}]}]"
뷔,2024-09-09,2024-09-27,week,"[{'title': '뷔', 'keywords': ['뷔'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 89.07943}, {'period': '2024-09-23', 'ratio': 59.38059}]}]"
멜로망스,2024-09-09,2024-09-27,week,"[{'title': '멜로망스', 'keywords': ['멜로망스'], 'data': [{'period': '2024-09-09', 'ratio': 89.32376}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 36.85734}]}]"
세븐틴,2024-09-09,2024-09-27,week,"[{'title': '세븐틴', 'keywords': ['세븐틴'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 84.65581}, {'period': '2024-09-23', 'ratio': 51.15919}]}]"
크러쉬,2024-09-09,2024-09-27,week,"[{'title': '크러쉬', 'keywords': ['크러쉬'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 97.60978}, {'period': '2024-09-23', 'ratio': 50.01143}]}]"
하이키,2024-09-09,2024-09-27,week,"[{'title': '하이키', 'keywords': ['하이키'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 88.46039}, {'period': '2024-09-23', 'ratio': 78.47819}]}]"
지수,2024-09-09,2024-09-27,week,"[{'title': '지수', 'keywords': ['지수'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 92.82296}, {'period': '2024-09-23', 'ratio': 52.35457}]}]"
임한별,2024-09-09,2024-09-27,week,"[{'title': '임한별', 'keywords': ['임한별'], 'data': [{'period': '2024-09-09', 'ratio': 49.47781}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 27.16352}]}]"
김민석,2024-09-09,2024-09-27,week,"[{'title': '김민석', 'keywords': ['김민석'], 'data': [{'period': '2024-09-09', 'ratio': 89.43993}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 53.33267}]}]"
엔시티 유,2024-09-09,2024-09-27,week,"[{'title': '엔시티 유', 'keywords': ['엔시티 유'], 'data': [{'period': '2024-09-09', 'ratio': 88.57142}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 43.80952}]}]"
더 키드 라로이,2024-09-09,2024-09-27,week,"[{'title': '더 키드 라로이', 'keywords': ['더 키드 라로이'], 'data': [{'period': '2024-09-09', 'ratio': 76.88172}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 48.38709}]}]"
저스틴 비버,2024-09-09,2024-09-27,week,"[{'title': '저스틴 비버', 'keywords': ['저스틴 비버'], 'data': [{'period': '2024-09-09', 'ratio': 97.66886}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 54.76171}]}]"
이세계 아이돌,2024-09-09,2024-09-27,week,"[{'title': '이세계 아이돌', 'keywords': ['이세계 아이돌'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 95.36327}, {'period': '2024-09-23', 'ratio': 67.56115}]}]"
경서예지,2024-09-09,2024-09-27,week,"[{'title': '경서예지', 'keywords': ['경서예지'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 71.24346}, {'period': '2024-09-23', 'ratio': 36.49825}]}]"
전건호,2024-09-09,2024-09-27,week,"[{'title': '전건호', 'keywords': ['전건호'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 79.57786}, {'period': '2024-09-23', 'ratio': 36.42327}]}]"
허각,2024-09-09,2024-09-27,week,"[{'title': '허각', 'keywords': ['허각'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 93.53329}, {'period': '2024-09-23', 'ratio': 45.43714}]}]"
부석순,2024-09-09,2024-09-27,week,"[{'title': '부석순', 'keywords': ['부석순'], 'data': [{'period': '2024-09-09', 'ratio': 83.71124}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 81.95279}]}]"
디오,2024-09-09,2024-09-27,week,"[{'title': '디오', 'keywords': ['디오'], 'data': [{'period': '2024-09-09', 'ratio': 95.25278}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 40.73346}]}]"
케이시,2024-09-09,2024-09-27,week,"[{'title': '케이시', 'keywords': ['케이시'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 99.75445}, {'period': '2024-09-23', 'ratio': 69.04031}]}]"
#안녕,2024-09-09,2024-09-27,week,"[{'title': '#안녕', 'keywords': ['#안녕'], 'data': [{'period': '2024-09-09', 'ratio': 99.24269}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 63.93797}]}]"
우효,2024-09-09,2024-09-27,week,"[{'title': '우효', 'keywords': ['우효'], 'data': [{'period': '2024-09-09', 'ratio': 95.13551}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 50.52119}]}]"
지민,2024-09-09,2024-09-27,week,"[{'title': '지민', 'keywords': ['지민'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 99.41972}, {'period': '2024-09-23', 'ratio': 51.23576}]}]"
피프티 피프티,2024-09-09,2024-09-27,week,"[{'title': '피프티 피프티', 'keywords': ['피프티 피프티'], 'data': [{'period': '2024-09-09', 'ratio': 48.3356}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 57.1406}]}]"
김연지,2024-09-09,2024-09-27,week,"[{'title': '김연지', 'keywords': ['김연지'], 'data': [{'period': '2024-09-09', 'ratio': 72.36024}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 94.68167}]}]"
엔시티 드림,2024-09-09,2024-09-27,week,"[{'title': '엔시티 드림', 'keywords': ['엔시티 드림'], 'data': [{'period': '2024-09-09', 'ratio': 81.2136}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 49.03463}]}]"
방탄소년단,2024-09-09,2024-09-27,week,"[{'title': '방탄소년단', 'keywords': ['방탄소년단'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 88.83003}, {'period': '2024-09-23', 'ratio': 45.51354}]}]"
이무진,2024-09-09,2024-09-27,week,"[{'title': '이무진', 'keywords': ['이무진'], 'data': [{'period': '2024-09-09', 'ratio': 62.94937}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 38.70288}]}]"
폴킴,2024-09-09,2024-09-27,week,"[{'title': '폴킴', 'keywords': ['폴킴'], 'data': [{'period': '2024-09-09', 'ratio': 83.93801}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 58.12323}]}]"
제이세라,2024-09-09,2024-09-27,week,"[{'title': '제이세라', 'keywords': ['제이세라'], 'data': [{'period': '2024-09-09', 'ratio': 71.17172}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 56.88158}]}]"
어거스트 디,2024-09-09,2024-09-27,week,"[{'title': '어거스트 디', 'keywords': ['어거스트 디'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 88.28828}, {'period': '2024-09-23', 'ratio': 40.54054}]}]"
테이,2024-09-09,2024-09-27,week,"[{'title': '테이', 'keywords': ['테이'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 87.68217}, {'period': '2024-09-23', 'ratio': 47.95368}]}]"
지아,2024-09-09,2024-09-27,week,"[{'title': '지아', 'keywords': ['지아'], 'data': [{'period': '2024-09-09', 'ratio': 19.62414}, {'period': '2024-09-16', 'ratio': 20.19129}, {'period': '2024-09-23', 'ratio': 100}]}]"
오마이걸,2024-09-09,2024-09-27,week,"[{'title': '오마이걸', 'keywords': ['오마이걸'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 95.29924}, {'period': '2024-09-23', 'ratio': 41.59801}]}]"
10cm,2024-09-09,2024-09-27,week,"[{'title': '10cm', 'keywords': ['10cm'], 'data': [{'period': '2024-09-09', 'ratio': 96.45619}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 81.66221}]}]"
경서,2024-09-09,2024-09-27,week,"[{'title': '경서', 'keywords': ['경서'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 93.93252}, {'period': '2024-09-23', 'ratio': 45.0997}]}]"
도자 캣,2024-09-09,2024-09-27,week,"[{'title': '도자 캣', 'keywords': ['도자 캣'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 93.59756}, {'period': '2024-09-23', 'ratio': 44.20731}]}]"
던,2024-09-09,2024-09-27,week,"[{'title': '던', 'keywords': ['던'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 68.71177}, {'period': '2024-09-23', 'ratio': 27.28348}]}]"
권은비,2024-09-09,2024-09-27,week,"[{'title': '권은비', 'keywords': ['권은비'], 'data': [{'period': '2024-09-09', 'ratio': 85.91873}, {'period': '2024-09-16', 'ratio': 70.42909}, {'period': '2024-09-23', 'ratio': 100}]}]"
바이브,2024-09-09,2024-09-27,week,"[{'title': '바이브', 'keywords': ['바이브'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 93.58418}, {'period': '2024-09-23', 'ratio': 59.43874}]}]"
너드커넥션,2024-09-09,2024-09-27,week,"[{'title': '너드커넥션', 'keywords': ['너드커넥션'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 94.04038}, {'period': '2024-09-23', 'ratio': 51.09782}]}]"
잭 에프론,2024-09-09,2024-09-27,week,"[{'title': '잭 에프론', 'keywords': ['잭 에프론'], 'data': [{'period': '2024-09-09', 'ratio': 78.22198}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 31.0889}]}]"
젠데이아,2024-09-09,2024-09-27,week,"[{'title': '젠데이아', 'keywords': ['젠데이아'], 'data': [{'period': '2024-09-09', 'ratio': 68.05658}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 34.06552}]}]"
아이유,2024-09-09,2024-09-27,week,"[{'title': '아이유', 'keywords': ['아이유'], 'data': [{'period': '2024-09-09', 'ratio': 68.7748}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 60.36195}]}]"
릴러말즈,2024-09-09,2024-09-27,week,"[{'title': '릴러말즈', 'keywords': ['릴러말즈'], 'data': [{'period': '2024-09-09', 'ratio': 85.95476}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 45.84429}]}]"
보이넥스트도어,2024-09-09,2024-09-27,week,"[{'title': '보이넥스트도어', 'keywords': ['보이넥스트도어'], 'data': [{'period': '2024-09-09', 'ratio': 90.75082}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 42.41867}]}]"
임재현,2024-09-09,2024-09-27,week,"[{'title': '임재현', 'keywords': ['임재현'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 98.02853}, {'period': '2024-09-23', 'ratio': 69.20881}]}]"
요아소비,2024-09-09,2024-09-27,week,"[{'title': '요아소비', 'keywords': ['요아소비'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 69.5641}, {'period': '2024-09-23', 'ratio': 38.51644}]}]"
블랙핑크,2024-09-09,2024-09-27,week,"[{'title': '블랙핑크', 'keywords': ['블랙핑크'], 'data': [{'period': '2024-09-09', 'ratio': 95.01115}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 57.23064}]}]"
데이식스,2024-09-09,2024-09-27,week,"[{'title': '데이식스', 'keywords': ['데이식스'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 95.94628}, {'period': '2024-09-23', 'ratio': 42.62416}]}]"
제이홉,2024-09-09,2024-09-27,week,"[{'title': '제이홉', 'keywords': ['제이홉'], 'data': [{'period': '2024-09-09', 'ratio': 89.72602}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 53.96948}]}]"
제이콜,2024-09-09,2024-09-27,week,"[{'title': '제이콜', 'keywords': ['제이콜'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 81.63265}, {'period': '2024-09-23', 'ratio': 56.12244}]}]"
백아,2024-09-09,2024-09-27,week,"[{'title': '백아', 'keywords': ['백아'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 87.89719}, {'period': '2024-09-23', 'ratio': 39.43925}]}]"
이마세,2024-09-09,2024-09-27,week,"[{'title': '이마세', 'keywords': ['이마세'], 'data': [{'period': '2024-09-09', 'ratio': 94.8387}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 47.09677}]}]"
크리스토퍼,2024-09-09,2024-09-27,week,"[{'title': '크리스토퍼', 'keywords': ['크리스토퍼'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 85.72601}, {'period': '2024-09-23', 'ratio': 37.82452}]}]"
청하,2024-09-09,2024-09-27,week,"[{'title': '청하', 'keywords': ['청하'], 'data': [{'period': '2024-09-09', 'ratio': 96.76828}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 49.82886}]}]"
디제이 프리미어,2024-09-09,2024-09-27,week,"[{'title': '디제이 프리미어', 'keywords': ['디제이 프리미어'], 'data': []}]"
영탁,2024-09-09,2024-09-27,week,"[{'title': '영탁', 'keywords': ['영탁'], 'data': [{'period': '2024-09-09', 'ratio': 71.57707}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 30.41257}]}]"
주호,2024-09-09,2024-09-27,week,"[{'title': '주호', 'keywords': ['주호'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 99.2017}, {'period': '2024-09-23', 'ratio': 55.77434}]}]"
키스 오브 라이프,2024-09-09,2024-09-27,week,"[{'title': '키스 오브 라이프', 'keywords': ['키스 오브 라이프'], 'data': [{'period': '2024-09-09', 'ratio': 79.12685}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 43.59827}]}]"
거미,2024-09-09,2024-09-27,week,"[{'title': '거미', 'keywords': ['거미'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 78.82936}, {'period': '2024-09-23', 'ratio': 43.85577}]}]"
지코,2024-09-09,2024-09-27,week,"[{'title': '지코', 'keywords': ['지코'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 95.26992}, {'period': '2024-09-23', 'ratio': 29.53163}]}]"
앤 마리,2024-09-09,2024-09-27,week,"[{'title': '앤 마리', 'keywords': ['앤 마리'], 'data': [{'period': '2024-09-09', 'ratio': 79.93079}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 50.98039}]}]"
죠지,2024-09-09,2024-09-27,week,"[{'title': '죠지', 'keywords': ['죠지'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 62.06624}, {'period': '2024-09-23', 'ratio': 31.94006}]}]"
비투비,2024-09-09,2024-09-27,week,"[{'title': '비투비', 'keywords': ['비투비'], 'data': [{'period': '2024-09-09', 'ratio': 81.71703}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 40.79996}]}]"
WSG워너비,2024-09-09,2024-09-27,week,"[{'title': 'WSG워너비', 'keywords': ['WSG워너비'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 97.48998}, {'period': '2024-09-23', 'ratio': 39.62616}]}]"
이연,2024-09-09,2024-09-27,week,"[{'title': '이연', 'keywords': ['이연'], 'data': [{'period': '2024-09-09', 'ratio': 52.7448}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 41.93867}]}]"
제로베이스원,2024-09-09,2024-09-27,week,"[{'title': '제로베이스원', 'keywords': ['제로베이스원'], 'data': [{'period': '2024-09-09', 'ratio': 60.59384}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 38.07572}]}]"
이채연,2024-09-09,2024-09-27,week,"[{'title': '이채연', 'keywords': ['이채연'], 'data': [{'period': '2024-09-09', 'ratio': 89.47442}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 57.09023}]}]"
손디아,2024-09-09,2024-09-27,week,"[{'title': '손디아', 'keywords': ['손디아'], 'data': [{'period': '2024-09-09', 'ratio': 95.46979}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 49.07718}]}]"
에일리,2024-09-09,2024-09-27,week,"[{'title': '에일리', 'keywords': ['에일리'], 'data': [{'period': '2024-09-09', 'ratio': 97.20252}, {'period': '2024-09-16', 'ratio': 96.60165}, {'period': '2024-09-23', 'ratio': 100}]}]"
노을,2024-09-09,2024-09-27,week,"[{'title': '노을', 'keywords': ['노을'], 'data': [{'period': '2024-09-09', 'ratio': 84.86959}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 71.33797}]}]"
백예린,2024-09-09,2024-09-27,week,"[{'title': '백예린', 'keywords': ['백예린'], 'data': [{'period': '2024-09-09', 'ratio': 89.01628}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 46.15088}]}]"
샘 스미스,2024-09-09,2024-09-27,week,"[{'title': '샘 스미스', 'keywords': ['샘 스미스'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 81.04278}, {'period': '2024-09-23', 'ratio': 37.00765}]}]"
허용별,2024-09-09,2024-09-27,week,"[{'title': '허용별', 'keywords': ['허용별'], 'data': [{'period': '2024-09-09', 'ratio': 97.2183}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 67.28873}]}]"
댄 앤 셰이,2024-09-09,2024-09-27,week,"[{'title': '댄 앤 셰이', 'keywords': ['댄 앤 셰이'], 'data': [{'period': '2024-09-09', 'ratio': 100}]}]"
에드 시런,2024-09-09,2024-09-27,week,"[{'title': '에드 시런', 'keywords': ['에드 시런'], 'data': [{'period': '2024-09-09', 'ratio': 88.48484}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 42.31729}]}]"
정은지,2024-09-09,2024-09-27,week,"[{'title': '정은지', 'keywords': ['정은지'], 'data': [{'period': '2024-09-09', 'ratio': 75.68752}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 56.26467}]}]"
서인국,2024-09-09,2024-09-27,week,"[{'title': '서인국', 'keywords': ['서인국'], 'data': [{'period': '2024-09-09', 'ratio': 60.24387}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 42.01382}]}]"
데이먼스 이어,2024-09-09,2024-09-27,week,"[{'title': '데이먼스 이어', 'keywords': ['데이먼스 이어'], 'data': [{'period': '2024-09-09', 'ratio': 92.64465}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 56.9794}]}]"
엔믹스,2024-09-09,2024-09-27,week,"[{'title': '엔믹스', 'keywords': ['엔믹스'], 'data': [{'period': '2024-09-09', 'ratio': 90.19414}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 37.50603}]}]"
마크툽,2024-09-09,2024-09-27,week,"[{'title': '마크툽', 'keywords': ['마크툽'], 'data': [{'period': '2024-09-09', 'ratio': 100}, {'period': '2024-09-16', 'ratio': 73.85573}, {'period': '2024-09-23', 'ratio': 49.86964}]}]"
헤이즈,2024-09-09,2024-09-27,week,"[{'title': '헤이즈', 'keywords': ['헤이즈'], 'data': [{'period': '2024-09-09', 'ratio': 99.42572}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 68.88317}]}]"
김승민,2024-09-09,2024-09-27,week,"[{'title': '김승민', 'keywords': ['김승민'], 'data': [{'period': '2024-09-09', 'ratio': 55.87385}, {'period': '2024-09-16', 'ratio': 100}, {'period': '2024-09-23', 'ratio': 79.7063}]}]"
