,artist,week,ratio,Artist,New_Artist
779,마크툽,2023-12-10,34.17576,마크툽 (Maktub),마크툽
780,마크툽,2023-12-17,31.08685,마크툽 (Maktub),마크툽
781,마크툽,2023-12-24,36.46052,마크툽 (Maktub),마크툽
782,마크툽,2023-12-31,33.63328,마크툽 (Maktub),마크툽
783,마크툽,2024-01-07,29.30627,마크툽 (Maktub),마크툽
784,마크툽,2024-01-14,30.05297,마크툽 (Maktub),마크툽
785,마크툽,2024-01-21,29.17225,마크툽 (Maktub),마크툽
786,마크툽,2024-01-28,28.46384,마크툽 (Maktub),마크툽
787,마크툽,2024-02-04,43.83815,마크툽 (Maktub),마크툽
788,마크툽,2024-02-11,31.52083,마크툽 (Maktub),마크툽
789,마크툽,2024-02-18,36.69028,마크툽 (Maktub),마크툽
790,마크툽,2024-02-25,31.48254,마크툽 (Maktub),마크툽
791,마크툽,2024-03-03,28.17027,마크툽 (Maktub),마크툽
792,마크툽,2024-03-10,29.91894,마크툽 (Maktub),마크툽
793,마크툽,2024-03-17,31.4251,마크툽 (Maktub),마크툽
794,먼데이 키즈,2024-01-07,30.23659,먼데이 키즈 (Monday Kiz),먼데이 키즈
795,먼데이 키즈,2024-06-23,80.77924,먼데이 키즈 (Monday Kiz),먼데이 키즈
796,멜로망스,2023-09-24,50.97353,멜로망스(Melomance),멜로망스
797,멜로망스,2023-10-01,68.74771,멜로망스(Melomance),멜로망스
798,멜로망스,2023-10-08,71.66048,멜로망스(Melomance),멜로망스
799,멜로망스,2023-10-15,65.61048,멜로망스(Melomance),멜로망스
800,멜로망스,2023-10-22,66.65448,멜로망스(Melomance),멜로망스
801,멜로망스,2023-10-29,81.55243,멜로망스(Melomance),멜로망스
802,멜로망스,2023-11-05,86.16693,멜로망스(Melomance),멜로망스
803,멜로망스,2023-11-12,97.00892,멜로망스(Melomance),멜로망스
804,멜로망스,2023-11-19,100.0,멜로망스(Melomance),멜로망스
805,멜로망스,2023-11-26,78.56658,멜로망스(Melomance),멜로망스
806,멜로망스,2023-12-03,66.477,멜로망스(Melomance),멜로망스
807,멜로망스,2023-12-10,86.11473,멜로망스(Melomance),멜로망스
808,멜로망스,2023-12-17,89.95667,멜로망스(Melomance),멜로망스
809,멜로망스,2023-12-24,70.6478,멜로망스(Melomance),멜로망스
810,멜로망스,2023-12-31,94.53463,멜로망스(Melomance),멜로망스
811,멜로망스,2024-01-07,95.99624,멜로망스(Melomance),멜로망스
812,멜로망스,2024-01-14,66.9468,멜로망스(Melomance),멜로망스
813,멜로망스,2024-01-21,71.57174,멜로망스(Melomance),멜로망스
814,멜로망스,2024-01-28,89.68001,멜로망스(Melomance),멜로망스
815,멜로망스,2024-02-04,59.65965,멜로망스(Melomance),멜로망스
816,멜로망스,2024-02-11,52.82664,멜로망스(Melomance),멜로망스
817,멜로망스,2024-02-18,54.50227,멜로망스(Melomance),멜로망스
818,멜로망스,2024-02-25,52.4508,멜로망스(Melomance),멜로망스
819,멜로망스,2024-03-03,48.0712,멜로망스(Melomance),멜로망스
820,멜로망스,2024-03-10,45.03314,멜로망스(Melomance),멜로망스
821,멜로망스,2024-03-17,88.8448,멜로망스(Melomance),멜로망스
822,멜로망스,2024-03-24,51.51119,멜로망스(Melomance),멜로망스
823,멜로망스,2024-03-31,52.30986,멜로망스(Melomance),멜로망스
824,멜로망스,2024-04-07,91.04765,멜로망스(Melomance),멜로망스
825,멜로망스,2024-04-14,85.86939,멜로망스(Melomance),멜로망스
826,멜로망스,2024-04-21,60.09813,멜로망스(Melomance),멜로망스
827,멜로망스,2024-04-28,66.23166,멜로망스(Melomance),멜로망스
828,멜로망스,2024-05-05,63.20405,멜로망스(Melomance),멜로망스
829,멜로망스,2024-05-12,68.10043,멜로망스(Melomance),멜로망스
830,멜로망스,2024-05-19,64.25327,멜로망스(Melomance),멜로망스
831,멜로망스,2024-05-19,64.25327,멜로망스(MeloMance),멜로망스
832,멜로망스,2024-05-26,54.76849,멜로망스(Melomance),멜로망스
833,멜로망스,2024-05-26,54.76849,멜로망스(MeloMance),멜로망스
834,멜로망스,2024-06-02,63.29279,멜로망스(Melomance),멜로망스
835,멜로망스,2024-06-09,47.47611,멜로망스(Melomance),멜로망스
836,멜로망스,2024-06-16,38.64905,멜로망스(Melomance),멜로망스
837,멜로망스,2024-06-23,33.51777,멜로망스(Melomance),멜로망스
838,멜로망스,2024-06-30,32.18666,멜로망스(Melomance),멜로망스
839,멜로망스,2024-07-07,36.69154,멜로망스(Melomance),멜로망스
840,멜로망스,2024-07-14,36.03382,멜로망스(Melomance),멜로망스
841,멜로망스,2024-07-21,32.61993,멜로망스(Melomance),멜로망스
842,멜로망스,2024-07-28,28.68925,멜로망스(Melomance),멜로망스
843,멜로망스,2024-08-04,34.64007,멜로망스(Melomance),멜로망스
844,멜로망스,2024-08-11,35.67364,멜로망스(Melomance),멜로망스
845,멜로망스,2024-08-18,39.4686,멜로망스(Melomance),멜로망스
846,멜로망스,2024-08-25,31.45064,멜로망스(Melomance),멜로망스
847,멜로망스,2024-09-01,45.45074,멜로망스(Melomance),멜로망스
848,바이브,2023-09-24,90.40838,바이브 (Vibe),바이브
849,바이브,2023-10-01,70.77542,바이브 (Vibe),바이브
850,바이브,2023-10-08,67.77858,바이브 (Vibe),바이브
851,바이브,2023-10-15,60.79162,바이브 (Vibe),바이브
852,바이브,2023-10-22,55.34146,바이브 (Vibe),바이브
853,바이브,2023-10-29,55.97024,바이브 (Vibe),바이브
854,바이브,2023-11-05,54.95566,바이브 (Vibe),바이브
855,바이브,2023-11-12,50.62665,바이브 (Vibe),바이브
856,바이브,2023-11-19,50.24725,바이브 (Vibe),바이브
857,바이브,2023-11-26,50.4881,바이브 (Vibe),바이브
858,박서진,2024-06-30,53.25999,박서진,박서진
859,박서진,2024-07-07,56.87435,박서진,박서진
860,박은빈,2023-10-29,100.0,박은빈,박은빈
861,박은빈,2023-11-05,76.59304,박은빈,박은빈
862,박은빈,2023-11-12,59.97767,박은빈,박은빈
863,박은빈,2023-11-19,58.19229,박은빈,박은빈
864,박은빈,2023-11-26,61.7471,박은빈,박은빈
865,박은빈,2023-12-03,52.15502,박은빈,박은빈
866,박은빈,2023-12-10,26.26984,박은빈,박은빈
867,박재범,2024-05-26,20.68551,박재범,박재범
868,박재정,2023-09-24,31.2917,박재정,박재정
869,박재정,2023-10-01,35.85812,박재정,박재정
870,박재정,2023-10-08,29.25073,박재정,박재정
871,박재정,2023-10-15,31.23723,박재정,박재정
872,박재정,2023-10-22,32.70229,박재정,박재정
873,박재정,2023-10-29,39.51787,박재정,박재정
874,박재정,2023-11-05,38.90304,박재정,박재정
875,박재정,2023-11-12,55.57328,박재정,박재정
876,박재정,2023-11-19,47.14088,박재정,박재정
877,박재정,2023-11-26,100.0,박재정,박재정
878,박재정,2023-12-03,70.0858,박재정,박재정
879,박재정,2023-12-10,50.82592,박재정,박재정
880,박재정,2023-12-17,42.31959,박재정,박재정
881,박재정,2023-12-24,37.82127,박재정,박재정
882,박재정,2023-12-31,41.15609,박재정,박재정
883,박재정,2024-01-07,36.45154,박재정,박재정
884,박재정,2024-01-14,35.7336,박재정,박재정
885,박재정,2024-01-21,38.42831,박재정,박재정
886,박재정,2024-01-28,23.88466,박재정,박재정
887,박재정,2024-02-04,31.72558,박재정,박재정
888,박재정,2024-02-11,27.30704,박재정,박재정
889,박재정,2024-02-18,22.18222,박재정,박재정
890,박재정,2024-02-25,19.95447,박재정,박재정
891,박재정,2024-03-03,19.68597,박재정,박재정
892,박재정,2024-03-10,21.27556,박재정,박재정
893,박재정,2024-03-17,20.47006,박재정,박재정
894,박재정,2024-03-24,16.47956,박재정,박재정
895,박재정,2024-03-31,20.0751,박재정,박재정
896,박재정,2024-04-07,17.752,박재정,박재정
897,박재정,2024-04-14,32.72564,박재정,박재정
898,박재정,2024-04-21,17.81621,박재정,박재정
899,박재정,2024-04-28,23.49553,박재정,박재정
900,박재정,2024-05-05,36.90876,박재정,박재정
901,박재정,2024-05-12,29.06979,박재정,박재정
902,박재정,2024-05-19,65.27423,박재정,박재정
903,박재정,2024-05-26,22.76981,박재정,박재정
904,박재정,2024-06-02,18.74428,박재정,박재정
905,박재정,2024-06-09,32.2081,박재정,박재정
906,박재정,2024-06-16,18.88631,박재정,박재정
907,박재정,2024-06-23,18.50497,박재정,박재정
908,박재정,2024-06-30,13.68756,박재정,박재정
909,박재정,2024-07-07,11.58044,박재정,박재정
910,박재정,2024-07-14,11.65048,박재정,박재정
911,박재정,2024-07-21,11.57655,박재정,박재정
912,박재정,2024-07-28,9.57059,박재정,박재정
913,박재정,2024-08-04,10.25546,박재정,박재정
914,박재정,2024-08-11,11.65437,박재정,박재정
915,박재정,2024-08-18,10.89363,박재정,박재정
916,박재정,2024-08-25,10.60178,박재정,박재정
917,박재정,2024-09-01,10.91503,박재정,박재정
918,박지현,2024-06-09,13.68254,박지현,박지현
919,방탄소년단,2023-09-24,69.9992,방탄소년단,방탄소년단
920,방탄소년단,2023-10-01,69.33471,방탄소년단,방탄소년단
921,방탄소년단,2023-10-08,70.77137,방탄소년단,방탄소년단
922,방탄소년단,2023-10-15,63.58487,방탄소년단,방탄소년단
923,방탄소년단,2023-10-22,77.45213,방탄소년단,방탄소년단
924,방탄소년단,2023-10-29,76.65283,방탄소년단,방탄소년단
925,방탄소년단,2023-11-05,67.69543,방탄소년단,방탄소년단
926,방탄소년단,2023-11-12,64.47112,방탄소년단,방탄소년단
927,방탄소년단,2023-11-19,75.71474,방탄소년단,방탄소년단
928,방탄소년단,2023-11-26,93.50031,방탄소년단,방탄소년단
929,방탄소년단,2023-12-03,77.35402,방탄소년단,방탄소년단
930,방탄소년단,2023-12-10,100.0,방탄소년단,방탄소년단
931,방탄소년단,2023-12-17,58.20516,방탄소년단,방탄소년단
932,방탄소년단,2023-12-24,58.17724,방탄소년단,방탄소년단
933,방탄소년단,2023-12-31,54.92262,방탄소년단,방탄소년단
934,방탄소년단,2024-01-07,52.69862,방탄소년단,방탄소년단
935,방탄소년단,2024-01-14,64.32753,방탄소년단,방탄소년단
936,방탄소년단,2024-01-21,54.01324,방탄소년단,방탄소년단
937,방탄소년단,2024-01-28,52.48643,방탄소년단,방탄소년단
938,방탄소년단,2024-02-04,48.16448,방탄소년단,방탄소년단
939,방탄소년단,2024-02-11,50.2425,방탄소년단,방탄소년단
940,방탄소년단,2024-02-18,49.06748,방탄소년단,방탄소년단
941,방탄소년단,2024-02-25,48.19081,방탄소년단,방탄소년단
942,방탄소년단,2024-03-03,44.32992,방탄소년단,방탄소년단
943,방탄소년단,2024-03-10,44.67693,방탄소년단,방탄소년단
944,방탄소년단,2024-03-17,42.71378,방탄소년단,방탄소년단
945,방탄소년단,2024-03-24,43.77632,방탄소년단,방탄소년단
946,방탄소년단,2024-03-31,42.68107,방탄소년단,방탄소년단
947,방탄소년단,2024-04-07,43.97734,방탄소년단,방탄소년단
948,방탄소년단,2024-04-14,46.03063,방탄소년단,방탄소년단
949,방탄소년단,2024-04-21,78.66863,방탄소년단,방탄소년단
950,방탄소년단,2024-04-28,92.33966,방탄소년단,방탄소년단
951,방탄소년단,2024-05-05,50.32147,방탄소년단,방탄소년단
952,방탄소년단,2024-05-12,46.99904,방탄소년단,방탄소년단
953,방탄소년단,2024-05-19,44.87795,방탄소년단,방탄소년단
954,방탄소년단,2024-05-26,46.02105,방탄소년단,방탄소년단
955,방탄소년단,2024-06-02,48.24984,방탄소년단,방탄소년단
956,방탄소년단,2024-06-09,83.39582,방탄소년단,방탄소년단
957,방탄소년단,2024-06-16,47.76084,방탄소년단,방탄소년단
958,방탄소년단,2024-06-23,44.98803,방탄소년단,방탄소년단
959,방탄소년단,2024-06-30,43.55057,방탄소년단,방탄소년단
960,방탄소년단,2024-07-07,43.91512,방탄소년단,방탄소년단
961,방탄소년단,2024-07-14,46.45022,방탄소년단,방탄소년단
962,방탄소년단,2024-07-21,45.51372,방탄소년단,방탄소년단
963,방탄소년단,2024-07-28,42.46011,방탄소년단,방탄소년단
964,방탄소년단,2024-08-04,85.48899,방탄소년단,방탄소년단
965,방탄소년단,2024-08-11,65.97399,방탄소년단,방탄소년단
966,방탄소년단,2024-08-18,59.91384,방탄소년단,방탄소년단
967,방탄소년단,2024-08-25,48.90954,방탄소년단,방탄소년단
968,방탄소년단,2024-09-01,41.11359,방탄소년단,방탄소년단
969,백아,2023-09-24,85.83268,백아,백아
970,백아,2023-10-01,66.51126,백아,백아
971,백아,2023-10-08,89.48458,백아,백아
972,백아,2023-10-15,89.84718,백아,백아
973,백아,2023-10-22,84.07148,백아,백아
974,백아,2023-10-29,95.05309,백아,백아
975,백아,2023-11-05,75.99067,백아,백아
976,백아,2023-11-12,58.14555,백아,백아
977,백아,2023-11-19,56.46205,백아,백아
978,백아,2023-11-26,51.72235,백아,백아
979,백아,2023-12-03,45.19554,백아,백아
980,백아,2023-12-10,44.70344,백아,백아
981,백아,2023-12-17,42.50194,백아,백아
982,백아,2023-12-24,46.67184,백아,백아
983,백아,2023-12-31,45.99844,백아,백아
984,백아,2024-01-07,46.82724,백아,백아
985,백아,2024-01-14,51.82595,백아,백아
986,백아,2024-01-21,41.77674,백아,백아
987,백아,2024-01-28,39.73063,백아,백아
988,백아,2024-02-04,46.36104,백아,백아
989,백아,2024-02-11,41.90624,백아,백아
990,백아,2024-02-18,38.95363,백아,백아
991,백아,2024-02-25,40.50764,백아,백아
992,백아,2024-03-03,36.05283,백아,백아
993,백아,2024-03-10,38.87593,백아,백아
994,백아,2024-03-17,36.10463,백아,백아
995,백아,2024-03-24,39.44573,백아,백아
996,백아,2024-03-31,36.18233,백아,백아
997,백아,2024-04-07,36.82983,백아,백아
998,백아,2024-04-14,52.57705,백아,백아
999,백아,2024-04-21,51.80005,백아,백아
1000,백아,2024-06-02,78.45117,백아,백아
1001,백아,2024-06-09,52.73245,백아,백아
1002,백아,2024-06-23,39.29033,백아,백아
1003,백아,2024-08-04,50.34965,백아,백아
1004,백아,2024-08-11,48.43304,백아,백아
1005,백아,2024-08-18,45.97254,백아,백아
1006,백아,2024-08-25,78.19217,백아,백아
1007,백예린,2023-09-24,56.40243,백예린,백예린
1008,백예린,2023-10-01,62.33163,백예린,백예린
1009,백예린,2023-10-08,64.41117,백예린,백예린
1010,백예린,2023-10-15,54.14543,백예린,백예린
1011,백예린,2023-10-22,53.9088,백예린,백예린
1012,백예린,2023-10-29,54.04077,백예린,백예린
1013,백예린,2023-11-05,55.79723,백예린,백예린
1014,백예린,2023-11-12,77.79395,백예린,백예린
1015,백예린,2023-11-19,54.95085,백예린,백예린
1016,백예린,2023-11-26,51.55624,백예린,백예린
1017,백예린,2023-12-03,49.12176,백예린,백예린
1018,백예린,2023-12-10,46.58263,백예린,백예린
1019,백예린,2023-12-31,43.72952,백예린,백예린
1020,백예린,2024-01-07,45.29941,백예린,백예린
1021,백예린,2024-01-14,55.72897,백예린,백예린
1022,백예린,2024-01-21,51.6427,백예린,백예린
1023,백예린,2024-01-28,52.63469,백예린,백예린
1024,백예린,2024-02-04,51.17855,백예린,백예린
1025,백예린,2024-02-11,50.50054,백예린,백예린
1026,백예린,2024-02-18,52.45267,백예린,백예린
1027,백예린,2024-02-25,52.31161,백예린,백예린
1028,백예린,2024-03-03,51.49708,백예린,백예린
1029,백예린,2024-03-10,53.74044,백예린,백예린
1030,백예린,2024-03-17,57.31252,백예린,백예린
1031,백예린,2024-03-24,54.21368,백예린,백예린
1032,백예린,2024-03-31,47.87495,백예린,백예린
1033,백예린,2024-04-07,100.0,백예린,백예린
1034,백예린,2024-04-14,54.15453,백예린,백예린
1035,백예린,2024-04-21,46.73734,백예린,백예린
1036,백예린,2024-06-23,63.37368,백예린,백예린
1037,백예린,2024-06-30,68.14706,백예린,백예린
1038,백예린,2024-07-07,48.50291,백예린,백예린
1039,백예린,2024-07-14,44.78066,백예린,백예린
1040,백예린,2024-07-21,47.94321,백예린,백예린
1041,백현,2024-09-01,59.66127,백현 (BAEKHYUN),백현
1042,뱀뱀,2024-08-04,11.51024,뱀뱀 (BamBam),뱀뱀
1043,버스커 버스커,2024-03-10,57.39929,버스커 버스커 (Busker Busker),버스커 버스커
1044,버스커 버스커,2024-03-17,62.40513,버스커 버스커 (Busker Busker),버스커 버스커
1045,버스커 버스커,2024-03-24,74.40163,버스커 버스커 (Busker Busker),버스커 버스커
1046,버스커 버스커,2024-03-31,100.0,버스커 버스커 (Busker Busker),버스커 버스커
1047,버스커 버스커,2024-04-07,77.21833,버스커 버스커 (Busker Busker),버스커 버스커
1048,버스커 버스커,2024-04-14,50.83187,버스커 버스커 (Busker Busker),버스커 버스커
1049,버스커 버스커,2024-04-21,39.12726,버스커 버스커 (Busker Busker),버스커 버스커
1050,버스커 버스커,2024-04-28,37.71161,버스커 버스커 (Busker Busker),버스커 버스커
1051,버스커 버스커,2024-05-05,33.45008,버스커 버스커 (Busker Busker),버스커 버스커
1052,범진,2023-10-29,21.64387,범진,범진
1053,범진,2023-11-05,30.75542,범진,범진
1054,범진,2023-11-12,22.60465,범진,범진
1055,범진,2023-11-19,34.67771,범진,범진
1056,범진,2023-11-26,36.90545,범진,범진
1057,범진,2023-12-03,42.41144,범진,범진
1058,범진,2023-12-10,45.87446,범진,범진
1059,범진,2023-12-17,36.02386,범진,범진
1060,범진,2023-12-24,54.52145,범진,범진
1061,범진,2023-12-31,54.45283,범진,범진
1062,범진,2024-01-07,53.37591,범진,범진
1063,범진,2024-01-14,100.0,범진,범진
1064,범진,2024-01-21,49.98152,범진,범진
1065,범진,2024-01-28,34.32402,범진,범진
1066,범진,2024-02-04,45.36768,범진,범진
1067,범진,2024-02-11,49.0049,범진,범진
1068,범진,2024-02-18,41.57736,범진,범진
1069,범진,2024-02-25,39.51327,범진,범진
1070,범진,2024-03-03,42.17916,범진,범진
1071,범진,2024-03-10,24.65818,범진,범진
1072,범진,2024-03-17,22.3407,범진,범진
1073,범진,2024-03-24,31.15662,범진,범진
1074,범진,2024-03-31,18.96214,범진,범진
1075,범진,2024-04-07,18.9727,범진,범진
1076,범진,2024-04-14,22.18233,범진,범진
1077,범진,2024-04-21,21.97645,범진,범진
1078,범진,2024-04-28,24.38895,범진,범진
1079,범진,2024-05-05,20.39803,범진,범진
1080,범진,2024-05-12,24.6793,범진,범진
1081,범진,2024-05-19,25.27582,범진,범진
1082,범진,2024-05-26,15.17711,범진,범진
1083,범진,2024-06-02,19.28944,범진,범진
1084,범진,2024-06-09,14.55418,범진,범진
1085,범진,2024-06-16,12.77516,범진,범진
1086,범진,2024-06-23,12.64847,범진,범진
1087,범진,2024-06-30,12.82795,범진,범진
1088,범진,2024-07-07,11.61906,범진,범진
1089,범진,2024-07-14,12.79628,범진,범진
1090,범진,2024-07-21,14.89204,범진,범진
1091,범진,2024-07-28,10.79554,범진,범진
1092,범진,2024-08-04,10.86417,범진,범진
1093,범진,2024-08-11,21.98701,범진,범진
1094,범진,2024-08-18,25.87763,범진,범진
1095,범진,2024-08-25,17.9169,범진,범진
1096,범진,2024-09-01,17.54737,범진,범진
1097,벤,2024-06-30,8.53629,벤 (Ben),벤
1098,벤,2024-08-11,5.71053,벤 (Ben),벤
1099,볼빨간사춘기,2023-12-10,83.1705,볼빨간사춘기,볼빨간사춘기
1100,볼빨간사춘기,2023-12-17,68.63999,볼빨간사춘기,볼빨간사춘기
1101,볼빨간사춘기,2023-12-24,66.09676,볼빨간사춘기,볼빨간사춘기
1102,볼빨간사춘기,2023-12-31,48.58494,볼빨간사춘기,볼빨간사춘기
1103,볼빨간사춘기,2024-01-07,44.56075,볼빨간사춘기,볼빨간사춘기
1104,볼빨간사춘기,2024-01-14,45.55322,볼빨간사춘기,볼빨간사춘기
1105,볼빨간사춘기,2024-01-21,43.13793,볼빨간사춘기,볼빨간사춘기
1106,볼빨간사춘기,2024-01-28,42.92471,볼빨간사춘기,볼빨간사춘기
1107,볼빨간사춘기,2024-02-04,42.37419,볼빨간사춘기,볼빨간사춘기
1108,볼빨간사춘기,2024-02-11,41.6686,볼빨간사춘기,볼빨간사춘기
1109,볼빨간사춘기,2024-02-18,39.62161,볼빨간사춘기,볼빨간사춘기
1110,볼빨간사춘기,2024-02-25,42.40908,볼빨간사춘기,볼빨간사춘기
1111,볼빨간사춘기,2024-03-03,36.87679,볼빨간사춘기,볼빨간사춘기
1112,볼빨간사춘기,2024-03-10,96.36737,볼빨간사춘기,볼빨간사춘기
1113,볼빨간사춘기,2024-03-17,62.29355,볼빨간사춘기,볼빨간사춘기
1114,볼빨간사춘기,2024-03-24,44.52198,볼빨간사춘기,볼빨간사춘기
1115,볼빨간사춘기,2024-03-31,43.71946,볼빨간사춘기,볼빨간사춘기
1116,볼빨간사춘기,2024-04-07,42.57191,볼빨간사춘기,볼빨간사춘기
1117,볼빨간사춘기,2024-04-14,41.13359,볼빨간사춘기,볼빨간사춘기
1118,볼빨간사춘기,2024-04-21,40.12561,볼빨간사춘기,볼빨간사춘기
1119,볼빨간사춘기,2024-04-28,74.35837,볼빨간사춘기,볼빨간사춘기
1120,볼빨간사춘기,2024-05-05,100.0,볼빨간사춘기,볼빨간사춘기
1121,볼빨간사춘기,2024-05-12,68.71753,볼빨간사춘기,볼빨간사춘기
1122,볼빨간사춘기,2024-05-19,58.23059,볼빨간사춘기,볼빨간사춘기
1123,볼빨간사춘기,2024-05-26,72.98596,볼빨간사춘기,볼빨간사춘기
1124,볼빨간사춘기,2024-06-02,68.80282,볼빨간사춘기,볼빨간사춘기
1125,볼빨간사춘기,2024-06-09,84.39947,볼빨간사춘기,볼빨간사춘기
1126,볼빨간사춘기,2024-06-16,66.30999,볼빨간사춘기,볼빨간사춘기
1127,볼빨간사춘기,2024-06-23,59.80848,볼빨간사춘기,볼빨간사춘기
1128,볼빨간사춘기,2024-06-30,52.53935,볼빨간사춘기,볼빨간사춘기
1129,볼빨간사춘기,2024-07-07,52.18655,볼빨간사춘기,볼빨간사춘기
1130,볼빨간사춘기,2024-07-14,49.38745,볼빨간사춘기,볼빨간사춘기
1131,볼빨간사춘기,2024-07-21,44.14204,볼빨간사춘기,볼빨간사춘기
1132,볼빨간사춘기,2024-07-28,38.23369,볼빨간사춘기,볼빨간사춘기
1133,볼빨간사춘기,2024-08-04,36.79925,볼빨간사춘기,볼빨간사춘기
1134,볼빨간사춘기,2024-08-11,37.67542,볼빨간사춘기,볼빨간사춘기
1135,볼빨간사춘기,2024-08-18,39.19128,볼빨간사춘기,볼빨간사춘기
1136,볼빨간사춘기,2024-08-25,47.29006,볼빨간사춘기,볼빨간사춘기
1137,볼빨간사춘기,2024-09-01,38.34225,볼빨간사춘기,볼빨간사춘기
1138,부석순,2023-09-24,22.37512,부석순 (SEVENTEEN),부석순
1139,부석순,2023-10-01,26.69555,부석순 (SEVENTEEN),부석순
1140,부석순,2023-10-08,31.35108,부석순 (SEVENTEEN),부석순
1141,부석순,2023-10-15,49.39236,부석순 (SEVENTEEN),부석순
1142,부석순,2023-10-22,54.06576,부석순 (SEVENTEEN),부석순
1143,부석순,2023-10-29,30.61388,부석순 (SEVENTEEN),부석순
1144,부석순,2023-11-05,24.00142,부석순 (SEVENTEEN),부석순
1145,부석순,2023-11-12,25.41774,부석순 (SEVENTEEN),부석순
1146,부석순,2023-11-19,19.83736,부석순 (SEVENTEEN),부석순
1147,부석순,2023-11-26,27.07532,부석순 (SEVENTEEN),부석순
1148,부석순,2023-12-03,25.92261,부석순 (SEVENTEEN),부석순
1149,부석순,2023-12-10,70.63711,부석순 (SEVENTEEN),부석순
1150,부석순,2023-12-17,46.2023,부석순 (SEVENTEEN),부석순
1151,부석순,2023-12-24,45.34,부석순 (SEVENTEEN),부석순
1152,부석순,2023-12-31,89.95174,부석순 (SEVENTEEN),부석순
1153,부석순,2024-01-07,77.3702,부석순 (SEVENTEEN),부석순
1154,부석순,2024-01-14,48.56134,부석순 (SEVENTEEN),부석순
1155,부석순,2024-01-21,40.29577,부석순 (SEVENTEEN),부석순
1156,부석순,2024-01-28,37.55249,부석순 (SEVENTEEN),부석순
1157,부석순,2024-02-04,29.29586,부석순 (SEVENTEEN),부석순
1158,부석순,2024-02-11,32.29827,부석순 (SEVENTEEN),부석순
1159,부석순,2024-02-18,34.79581,부석순 (SEVENTEEN),부석순
1160,부석순,2024-02-25,37.204,부석순 (SEVENTEEN),부석순
1161,부석순,2024-03-03,33.55374,부석순 (SEVENTEEN),부석순
1162,부석순,2024-03-10,44.29899,부석순 (SEVENTEEN),부석순
1163,부석순,2024-03-17,40.3047,부석순 (SEVENTEEN),부석순
1164,부석순,2024-03-24,31.39129,부석순 (SEVENTEEN),부석순
1165,부석순,2024-03-31,38.05289,부석순 (SEVENTEEN),부석순
1166,부석순,2024-04-07,51.06335,부석순 (SEVENTEEN),부석순
1167,부석순,2024-04-14,37.8161,부석순 (SEVENTEEN),부석순
1168,부석순,2024-04-21,42.27057,부석순 (SEVENTEEN),부석순
1169,부석순,2024-04-28,50.4021,부석순 (SEVENTEEN),부석순
1170,부석순,2024-05-05,40.19748,부석순 (SEVENTEEN),부석순
1171,부석순,2024-05-12,37.5927,부석순 (SEVENTEEN),부석순
1172,부석순,2024-05-19,31.48512,부석순 (SEVENTEEN),부석순
1173,부석순,2024-05-26,100.0,부석순 (SEVENTEEN),부석순
1174,부석순,2024-06-02,43.06585,부석순 (SEVENTEEN),부석순
1175,부석순,2024-06-09,25.45795,부석순 (SEVENTEEN),부석순
1176,부석순,2024-06-16,27.28978,부석순 (SEVENTEEN),부석순
1177,부석순,2024-06-23,25.99857,부석순 (SEVENTEEN),부석순
1178,부석순,2024-06-30,22.65659,부석순 (SEVENTEEN),부석순
1179,부석순,2024-07-07,19.54248,부석순 (SEVENTEEN),부석순
1180,부석순,2024-07-14,17.81342,부석순 (SEVENTEEN),부석순
1181,부석순,2024-07-21,23.09445,부석순 (SEVENTEEN),부석순
1182,부석순,2024-07-28,24.22929,부석순 (SEVENTEEN),부석순
1183,부석순,2024-08-04,18.2468,부석순 (SEVENTEEN),부석순
1184,부석순,2024-08-11,20.2216,부석순 (SEVENTEEN),부석순
1185,부석순,2024-08-18,39.42006,부석순 (SEVENTEEN),부석순
1186,부석순,2024-08-25,29.87668,부석순 (SEVENTEEN),부석순
1187,부석순,2024-09-01,19.82396,부석순 (SEVENTEEN),부석순
1188,비비,2024-02-11,44.47983,비비(BIBI),비비
1189,비비,2024-02-18,74.82755,비비(BIBI),비비
1190,비비,2024-02-25,90.92212,비비(BIBI),비비
1191,비비,2024-03-03,100.0,비비(BIBI),비비
1192,비비,2024-03-10,58.4423,비비(BIBI),비비
1193,비비,2024-03-17,40.32097,비비(BIBI),비비
1194,비비,2024-03-24,42.5731,비비(BIBI),비비
1195,비비,2024-03-31,35.48957,비비(BIBI),비비
1196,비비,2024-04-07,29.16924,비비(BIBI),비비
1197,비비,2024-04-14,28.94235,비비(BIBI),비비
1198,비비,2024-04-21,26.06225,비비(BIBI),비비
1199,비비,2024-04-28,31.38844,비비(BIBI),비비
1200,비비,2024-05-05,48.85646,비비(BIBI),비비
1201,비비,2024-05-12,23.95395,비비(BIBI),비비
1202,비비,2024-05-19,19.57074,비비(BIBI),비비
1203,비비,2024-05-26,20.12073,비비(BIBI),비비
1204,비비,2024-06-02,19.75458,비비(BIBI),비비
1205,비비,2024-06-09,23.35433,비비(BIBI),비비
1206,비비,2024-06-16,11.78225,비비(BIBI),비비
1207,비비,2024-06-23,9.35388,비비(BIBI),비비
1208,비비,2024-06-30,11.29759,비비(BIBI),비비
1209,비비,2024-07-07,18.7655,비비(BIBI),비비
1210,비비,2024-07-14,14.50384,비비(BIBI),비비
1211,비비,2024-07-21,10.95979,비비(BIBI),비비
1212,비비,2024-07-28,10.72633,비비(BIBI),비비
