,artist,week,ratio,Artist,New_Artist
1559,아일릿,2024-04-21,100.0,아일릿(ILLIT),아일릿
1560,아일릿,2024-04-28,30.05888,아일릿(ILLIT),아일릿
1561,아일릿,2024-05-05,16.95707,아일릿(ILLIT),아일릿
1562,아일릿,2024-05-12,15.65729,아일릿(ILLIT),아일릿
1563,아일릿,2024-05-19,17.67671,아일릿(ILLIT),아일릿
1564,아일릿,2024-05-26,10.64355,아일릿(ILLIT),아일릿
1565,아일릿,2024-06-02,8.55665,아일릿(ILLIT),아일릿
1566,아일릿,2024-06-09,9.58206,아일릿(ILLIT),아일릿
1567,아일릿,2024-06-16,5.70172,아일릿(ILLIT),아일릿
1568,아일릿,2024-06-23,5.2556,아일릿(ILLIT),아일릿
1569,아일릿,2024-06-30,5.29729,아일릿(ILLIT),아일릿
1570,아일릿,2024-07-07,3.96096,아일릿(ILLIT),아일릿
1571,아일릿,2024-07-14,3.756,아일릿(ILLIT),아일릿
1572,아일릿,2024-07-21,4.13021,아일릿(ILLIT),아일릿
1573,아일릿,2024-07-28,3.09727,아일릿(ILLIT),아일릿
1574,아일릿,2024-08-04,3.0477,아일릿(ILLIT),아일릿
1575,아일릿,2024-08-11,2.90126,아일릿(ILLIT),아일릿
1576,아일릿,2024-08-18,2.63933,아일릿(ILLIT),아일릿
1577,아일릿,2024-08-25,2.44977,아일릿(ILLIT),아일릿
1578,아일릿,2024-09-01,2.23513,아일릿(ILLIT),아일릿
1579,악뮤,2023-09-24,94.32015,AKMU (악뮤),악뮤
1580,악뮤,2023-10-01,76.40452,AKMU (악뮤),악뮤
1581,악뮤,2023-10-08,65.91209,AKMU (악뮤),악뮤
1582,악뮤,2023-10-15,54.6259,AKMU (악뮤),악뮤
1583,악뮤,2023-10-22,51.85947,AKMU (악뮤),악뮤
1584,악뮤,2023-10-29,50.72174,AKMU (악뮤),악뮤
1585,악뮤,2023-11-05,42.04615,AKMU (악뮤),악뮤
1586,악뮤,2023-11-12,38.82698,AKMU (악뮤),악뮤
1587,악뮤,2023-11-19,40.00881,AKMU (악뮤),악뮤
1588,악뮤,2023-11-26,39.81478,AKMU (악뮤),악뮤
1589,악뮤,2023-12-03,43.57195,AKMU (악뮤),악뮤
1590,악뮤,2023-12-10,41.7257,AKMU (악뮤),악뮤
1591,악뮤,2023-12-17,41.31412,AKMU (악뮤),악뮤
1592,악뮤,2023-12-24,35.98412,AKMU (악뮤),악뮤
1593,악뮤,2023-12-31,36.4398,AKMU (악뮤),악뮤
1594,악뮤,2024-01-07,27.93767,AKMU (악뮤),악뮤
1595,악뮤,2024-01-14,21.94326,AKMU (악뮤),악뮤
1596,악뮤,2024-01-21,19.67073,AKMU (악뮤),악뮤
1597,악뮤,2024-01-28,16.29869,AKMU (악뮤),악뮤
1598,악뮤,2024-02-04,17.48934,AKMU (악뮤),악뮤
1599,악뮤,2024-02-11,14.94634,AKMU (악뮤),악뮤
1600,악뮤,2024-02-18,13.92326,AKMU (악뮤),악뮤
1601,악뮤,2024-02-25,13.64398,AKMU (악뮤),악뮤
1602,악뮤,2024-03-03,11.38615,AKMU (악뮤),악뮤
1603,악뮤,2024-03-10,11.95942,AKMU (악뮤),악뮤
1604,악뮤,2024-03-17,12.72085,AKMU (악뮤),악뮤
1605,악뮤,2024-03-24,17.58929,AKMU (악뮤),악뮤
1606,악뮤,2024-03-31,15.51962,AKMU (악뮤),악뮤
1607,악뮤,2024-04-07,21.25532,AKMU (악뮤),악뮤
1608,악뮤,2024-04-14,18.924,AKMU (악뮤),악뮤
1609,악뮤,2024-04-21,15.22563,AKMU (악뮤),악뮤
1610,악뮤,2024-04-28,14.21431,AKMU (악뮤),악뮤
1611,악뮤,2024-05-05,13.65574,AKMU (악뮤),악뮤
1612,악뮤,2024-05-12,14.80229,AKMU (악뮤),악뮤
1613,악뮤,2024-05-19,20.07643,AKMU (악뮤),악뮤
1614,악뮤,2024-05-26,22.31662,AKMU (악뮤),악뮤
1615,악뮤,2024-06-02,50.76877,AKMU (악뮤),악뮤
1616,악뮤,2024-06-09,32.69439,AKMU (악뮤),악뮤
1617,악뮤,2024-06-16,21.27296,AKMU (악뮤),악뮤
1618,악뮤,2024-06-23,14.24371,AKMU (악뮤),악뮤
1619,악뮤,2024-06-30,14.24665,AKMU (악뮤),악뮤
1620,악뮤,2024-07-07,12.37101,AKMU (악뮤),악뮤
1621,악뮤,2024-07-14,11.23327,AKMU (악뮤),악뮤
1622,악뮤,2024-07-21,10.63648,AKMU (악뮤),악뮤
1623,악뮤,2024-07-28,10.17198,AKMU (악뮤),악뮤
1624,악뮤,2024-08-04,10.5718,AKMU (악뮤),악뮤
1625,악뮤,2024-08-11,11.88887,AKMU (악뮤),악뮤
1626,악뮤,2024-08-18,12.31809,AKMU (악뮤),악뮤
1627,악뮤,2024-08-25,10.93635,AKMU (악뮤),악뮤
1628,악뮤,2024-09-01,11.62428,AKMU (악뮤),악뮤
1629,안세하,2024-01-07,51.56133,안세하,안세하
1630,안세하,2024-01-14,27.29628,안세하,안세하
1631,안세하,2024-01-21,21.88205,안세하,안세하
1632,안세하,2024-01-28,15.62346,안세하,안세하
1633,안세하,2024-02-04,13.69575,안세하,안세하
1634,안세하,2024-02-11,8.90138,안세하,안세하
1635,안세하,2024-02-18,7.61561,안세하,안세하
1636,안세하,2024-02-25,5.9805,안세하,안세하
1637,안세하,2024-03-03,5.06173,안세하,안세하
1638,안세하,2024-03-10,4.72563,안세하,안세하
1639,안세하,2024-03-17,3.59939,안세하,안세하
1640,안세하,2024-03-24,3.69461,안세하,안세하
1641,안세하,2024-03-31,3.46193,안세하,안세하
1642,안세하,2024-04-21,8.88877,안세하,안세하
1643,양다일,2023-10-15,57.16248,양다일,양다일
1644,에일리,2023-09-24,7.20286,에일리 (Ailee),에일리
1645,에일리,2023-10-01,11.584,에일리 (Ailee),에일리
1646,에일리,2023-10-08,17.14287,에일리 (Ailee),에일리
1647,에일리,2023-10-15,22.3158,에일리 (Ailee),에일리
1648,에일리,2023-10-22,19.46493,에일리 (Ailee),에일리
1649,에일리,2023-10-29,10.27406,에일리 (Ailee),에일리
1650,에일리,2023-11-05,7.80203,에일리 (Ailee),에일리
1651,에일리,2023-11-12,8.10198,에일리 (Ailee),에일리
1652,에일리,2023-11-19,8.16594,에일리 (Ailee),에일리
1653,에일리,2023-11-26,7.55895,에일리 (Ailee),에일리
1654,에일리,2023-12-03,17.52668,에일리 (Ailee),에일리
1655,에일리,2023-12-10,12.85484,에일리 (Ailee),에일리
1656,에일리,2023-12-17,8.26972,에일리 (Ailee),에일리
1657,에일리,2023-12-24,6.72949,에일리 (Ailee),에일리
1658,에일리,2023-12-31,7.05218,에일리 (Ailee),에일리
1659,에일리,2024-01-07,5.73371,에일리 (Ailee),에일리
1660,에일리,2024-01-14,5.29162,에일리 (Ailee),에일리
1661,에일리,2024-01-21,5.42809,에일리 (Ailee),에일리
1662,에일리,2024-01-28,6.84464,에일리 (Ailee),에일리
1663,에일리,2024-02-04,6.3933,에일리 (Ailee),에일리
1664,에일리,2024-02-11,5.88653,에일리 (Ailee),에일리
1665,에일리,2024-02-18,5.84886,에일리 (Ailee),에일리
1666,에일리,2024-02-25,6.15022,에일리 (Ailee),에일리
1667,에일리,2024-03-03,4.76566,에일리 (Ailee),에일리
1668,에일리,2024-03-10,4.54816,에일리 (Ailee),에일리
1669,에일리,2024-03-17,74.49429,에일리 (Ailee),에일리
1670,에일리,2024-03-24,6.39757,에일리 (Ailee),에일리
1671,에일리,2024-03-31,5.25608,에일리 (Ailee),에일리
1672,에일리,2024-04-07,6.17581,에일리 (Ailee),에일리
1673,에일리,2024-04-14,7.31445,에일리 (Ailee),에일리
1674,에일리,2024-04-21,8.28677,에일리 (Ailee),에일리
1675,에일리,2024-04-28,8.86889,에일리 (Ailee),에일리
1676,에일리,2024-05-05,18.472,에일리 (Ailee),에일리
1677,에일리,2024-05-12,100.0,에일리 (Ailee),에일리
1678,에일리,2024-05-19,13.11214,에일리 (Ailee),에일리
1679,에일리,2024-05-26,7.81269,에일리 (Ailee),에일리
1680,에일리,2024-06-02,6.34497,에일리 (Ailee),에일리
1681,에일리,2024-06-09,5.64985,에일리 (Ailee),에일리
1682,에일리,2024-06-16,9.78222,에일리 (Ailee),에일리
1683,에일리,2024-06-23,10.62305,에일리 (Ailee),에일리
1684,에일리,2024-06-30,6.74513,에일리 (Ailee),에일리
1685,에일리,2024-07-07,6.06138,에일리 (Ailee),에일리
1686,에일리,2024-07-14,5.91993,에일리 (Ailee),에일리
1687,에일리,2024-07-21,6.00025,에일리 (Ailee),에일리
1688,에일리,2024-07-28,4.99026,에일리 (Ailee),에일리
1689,에일리,2024-08-04,8.85396,에일리 (Ailee),에일리
1690,에일리,2024-08-11,8.66987,에일리 (Ailee),에일리
1691,에일리,2024-08-18,6.22059,에일리 (Ailee),에일리
1692,에일리,2024-08-25,8.78999,에일리 (Ailee),에일리
1693,에픽하이,2023-10-29,39.26638,에픽하이 (EPIK HIGH),에픽하이
1694,에픽하이,2023-11-05,43.87328,에픽하이 (EPIK HIGH),에픽하이
1695,에픽하이,2023-11-12,87.42336,에픽하이 (EPIK HIGH),에픽하이
1696,엔플라잉,2024-05-05,84.64357,엔플라잉 (N.Flying),엔플라잉
1697,엔플라잉,2024-05-12,72.89843,엔플라잉 (N.Flying),엔플라잉
1698,엔플라잉,2024-05-19,71.87493,엔플라잉 (N.Flying),엔플라잉
1699,엔플라잉,2024-05-26,98.24343,엔플라잉 (N.Flying),엔플라잉
1700,엔플라잉,2024-06-02,100.0,엔플라잉 (N.Flying),엔플라잉
1701,엔플라잉,2024-06-09,75.42612,엔플라잉 (N.Flying),엔플라잉
1702,엔플라잉,2024-06-16,49.94692,엔플라잉 (N.Flying),엔플라잉
1703,엔플라잉,2024-06-23,84.92398,엔플라잉 (N.Flying),엔플라잉
1704,엔플라잉,2024-06-30,79.34584,엔플라잉 (N.Flying),엔플라잉
1705,엔플라잉,2024-07-07,61.69006,엔플라잉 (N.Flying),엔플라잉
1706,엔플라잉,2024-07-14,50.04706,엔플라잉 (N.Flying),엔플라잉
1707,엔플라잉,2024-07-21,36.68956,엔플라잉 (N.Flying),엔플라잉
1708,엔플라잉,2024-07-28,22.86938,엔플라잉 (N.Flying),엔플라잉
1709,엔플라잉,2024-08-04,26.26434,엔플라잉 (N.Flying),엔플라잉
1710,엔플라잉,2024-08-11,34.18791,엔플라잉 (N.Flying),엔플라잉
1711,엔플라잉,2024-08-18,28.83009,엔플라잉 (N.Flying),엔플라잉
1712,엔플라잉,2024-08-25,27.82061,엔플라잉 (N.Flying),엔플라잉
1713,엔플라잉,2024-09-01,39.75203,엔플라잉 (N.Flying),엔플라잉
1714,엠씨더맥스,2023-09-24,46.9601,엠씨더맥스 (M.C The Max),엠씨더맥스
1715,엠씨더맥스,2023-10-22,58.64471,엠씨더맥스 (M.C The Max),엠씨더맥스
1716,엠씨더맥스,2023-10-29,65.3156,엠씨더맥스 (M.C The Max),엠씨더맥스
1717,엠씨더맥스,2023-11-05,57.54697,엠씨더맥스 (M.C The Max),엠씨더맥스
1718,엠씨더맥스,2023-11-12,53.81042,엠씨더맥스 (M.C The Max),엠씨더맥스
1719,엠씨더맥스,2023-11-19,51.5305,엠씨더맥스 (M.C The Max),엠씨더맥스
1720,엠씨더맥스,2023-11-26,57.40975,엠씨더맥스 (M.C The Max),엠씨더맥스
1721,엠씨더맥스,2023-12-03,55.26704,엠씨더맥스 (M.C The Max),엠씨더맥스
1722,엠씨더맥스,2023-12-10,65.79058,엠씨더맥스 (M.C The Max),엠씨더맥스
1723,엠씨더맥스,2023-12-17,66.25501,엠씨더맥스 (M.C The Max),엠씨더맥스
1724,엠씨더맥스,2023-12-24,59.83744,엠씨더맥스 (M.C The Max),엠씨더맥스
1725,엠씨더맥스,2023-12-31,52.96601,엠씨더맥스 (M.C The Max),엠씨더맥스
1726,엠씨더맥스,2024-01-07,51.50939,엠씨더맥스 (M.C The Max),엠씨더맥스
1727,엠씨더맥스,2024-01-14,56.77644,엠씨더맥스 (M.C The Max),엠씨더맥스
1728,엠씨더맥스,2024-01-21,57.80029,엠씨더맥스 (M.C The Max),엠씨더맥스
1729,엠씨더맥스,2024-01-28,49.94722,엠씨더맥스 (M.C The Max),엠씨더맥스
1730,엠씨더맥스,2024-02-04,51.68883,엠씨더맥스 (M.C The Max),엠씨더맥스
1731,엠씨더맥스,2024-02-11,100.0,엠씨더맥스 (M.C The Max),엠씨더맥스
1732,엠씨더맥스,2024-02-18,66.95165,엠씨더맥스 (M.C The Max),엠씨더맥스
1733,엠씨더맥스,2024-02-25,53.37766,엠씨더맥스 (M.C The Max),엠씨더맥스
1734,엠씨더맥스,2024-03-03,52.59658,엠씨더맥스 (M.C The Max),엠씨더맥스
1735,엠씨더맥스,2024-03-10,46.9601,엠씨더맥스 (M.C The Max),엠씨더맥스
1736,여자 아이들,2023-09-24,17.8133,(여자)아이들,여자 아이들
1737,여자 아이들,2023-10-01,21.96364,(여자)아이들,여자 아이들
1738,여자 아이들,2023-10-08,18.88432,(여자)아이들,여자 아이들
1739,여자 아이들,2023-10-15,18.44295,(여자)아이들,여자 아이들
1740,여자 아이들,2023-10-22,20.43067,(여자)아이들,여자 아이들
1741,여자 아이들,2023-10-29,18.69913,(여자)아이들,여자 아이들
1742,여자 아이들,2023-11-05,21.49346,(여자)아이들,여자 아이들
1743,여자 아이들,2023-11-12,21.15085,(여자)아이들,여자 아이들
1744,여자 아이들,2023-11-19,16.3184,(여자)아이들,여자 아이들
1745,여자 아이들,2023-11-26,19.7753,(여자)아이들,여자 아이들
1746,여자 아이들,2023-12-03,16.69393,(여자)아이들,여자 아이들
1747,여자 아이들,2023-12-10,17.4923,(여자)아이들,여자 아이들
1748,여자 아이들,2023-12-17,15.41508,(여자)아이들,여자 아이들
1749,여자 아이들,2023-12-24,32.88578,(여자)아이들,여자 아이들
1750,여자 아이들,2023-12-31,19.23721,(여자)아이들,여자 아이들
1751,여자 아이들,2024-01-07,19.01601,(여자)아이들,여자 아이들
1752,여자 아이들,2024-01-14,21.28563,(여자)아이들,여자 아이들
1753,여자 아이들,2024-01-21,53.87306,(여자)아이들,여자 아이들
1754,여자 아이들,2024-01-28,100.0,(여자)아이들,여자 아이들
1755,여자 아이들,2024-02-04,70.64004,(여자)아이들,여자 아이들
1756,여자 아이들,2024-02-11,49.24843,(여자)아이들,여자 아이들
1757,여자 아이들,2024-02-18,38.46312,(여자)아이들,여자 아이들
1758,여자 아이들,2024-02-25,31.98246,(여자)아이들,여자 아이들
1759,여자 아이들,2024-03-03,37.46514,(여자)아이들,여자 아이들
1760,여자 아이들,2024-03-10,33.28086,(여자)아이들,여자 아이들
1761,여자 아이들,2024-03-17,50.42954,(여자)아이들,여자 아이들
1762,여자 아이들,2024-03-24,40.55783,(여자)아이들,여자 아이들
1763,여자 아이들,2024-03-31,34.61217,(여자)아이들,여자 아이들
1764,여자 아이들,2024-04-07,30.06368,(여자)아이들,여자 아이들
1765,여자 아이들,2024-04-14,28.41137,(여자)아이들,여자 아이들
1766,여자 아이들,2024-04-21,28.06465,(여자)아이들,여자 아이들
1767,여자 아이들,2024-04-28,34.34056,(여자)아이들,여자 아이들
1768,여자 아이들,2024-05-05,26.17673,(여자)아이들,여자 아이들
1769,여자 아이들,2024-05-12,22.29595,(여자)아이들,여자 아이들
1770,여자 아이들,2024-05-19,21.26814,(여자)아이들,여자 아이들
1771,여자 아이들,2024-05-26,24.18798,(여자)아이들,여자 아이들
1772,여자 아이들,2024-06-02,20.49034,(여자)아이들,여자 아이들
1773,여자 아이들,2024-06-09,19.68167,(여자)아이들,여자 아이들
1774,여자 아이들,2024-06-16,18.56641,(여자)아이들,여자 아이들
1775,여자 아이들,2024-06-23,17.74643,(여자)아이들,여자 아이들
1776,여자 아이들,2024-06-30,19.7434,(여자)아이들,여자 아이들
1777,여자 아이들,2024-07-07,54.34015,(여자)아이들,여자 아이들
1778,여자 아이들,2024-07-14,49.55605,(여자)아이들,여자 아이들
1779,여자 아이들,2024-07-21,40.19156,(여자)아이들,여자 아이들
1780,여자 아이들,2024-07-28,31.46804,(여자)아이들,여자 아이들
1781,여자 아이들,2024-08-04,36.11736,(여자)아이들,여자 아이들
1782,여자 아이들,2024-08-11,25.7724,(여자)아이들,여자 아이들
1783,여자 아이들,2024-08-18,22.66016,(여자)아이들,여자 아이들
1784,여자 아이들,2024-08-25,20.55721,(여자)아이들,여자 아이들
1785,여자 아이들,2024-09-01,18.17545,(여자)아이들,여자 아이들
1786,연변대학최씨,2024-06-23,100.0,연변대학최씨,연변대학최씨
1787,연변대학최씨,2024-06-30,56.28845,연변대학최씨,연변대학최씨
1788,연변대학최씨,2024-07-07,27.28013,연변대학최씨,연변대학최씨
1789,영탁,2023-09-24,87.95757,영탁,영탁
1790,영탁,2023-10-01,100.0,영탁,영탁
1791,영탁,2023-10-08,83.56584,영탁,영탁
1792,영탁,2023-10-15,66.00609,영탁,영탁
1793,영탁,2023-10-22,68.66255,영탁,영탁
1794,영탁,2023-10-29,59.04757,영탁,영탁
1795,영탁,2023-11-05,57.46138,영탁,영탁
1796,영탁,2023-11-12,54.97143,영탁,영탁
1797,영탁,2023-11-19,56.60117,영탁,영탁
1798,영탁,2023-11-26,50.7626,영탁,영탁
1799,영탁,2023-12-03,57.88252,영탁,영탁
1800,영탁,2023-12-10,62.00988,영탁,영탁
1801,영탁,2023-12-24,85.23093,영탁,영탁
1802,영탁,2023-12-31,68.96482,영탁,영탁
1803,영탁,2024-09-01,86.53585,영탁,영탁
1804,오마이걸,2023-09-24,25.7008,오마이걸 (OH MY GIRL),오마이걸
1805,오마이걸,2023-10-01,26.35738,오마이걸 (OH MY GIRL),오마이걸
1806,오마이걸,2023-10-08,24.46104,오마이걸 (OH MY GIRL),오마이걸
1807,오마이걸,2023-10-15,27.09127,오마이걸 (OH MY GIRL),오마이걸
1808,오마이걸,2023-10-22,27.47395,오마이걸 (OH MY GIRL),오마이걸
1809,오마이걸,2024-08-25,100.0,오마이걸 (OH MY GIRL),오마이걸
1810,오마이걸,2024-09-01,58.63442,오마이걸 (OH MY GIRL),오마이걸
1811,오반,2024-09-01,75.74579,오반 (OVAN),오반
1812,온앤오프,2023-10-01,57.44231,온앤오프 (ONF),온앤오프
1813,온앤오프,2024-04-07,85.27815,온앤오프 (ONF),온앤오프
1814,온유,2024-09-01,58.97272,온유 (ONEW),온유
1815,우디,2023-09-24,28.46486,우디(Woody),우디
1816,우디,2023-10-01,29.85303,우디(Woody),우디
1817,우디,2023-10-08,25.72804,우디(Woody),우디
1818,우디,2023-10-15,22.22798,우디(Woody),우디
1819,우디,2023-10-22,37.18661,우디(Woody),우디
1820,우디,2023-10-29,100.0,우디(Woody),우디
1821,우디,2023-11-05,90.01852,우디(Woody),우디
1822,우디,2023-11-12,41.76114,우디(Woody),우디
1823,우디,2023-11-19,30.42855,우디(Woody),우디
1824,우디,2023-11-26,31.79202,우디(Woody),우디
1825,우디,2023-12-03,39.49857,우디(Woody),우디
1826,우디,2023-12-10,40.82993,우디(Woody),우디
1827,우디,2023-12-17,23.20118,우디(Woody),우디
1828,우디,2023-12-24,14.53377,우디(Woody),우디
1829,우디,2023-12-31,15.5292,우디(Woody),우디
1830,우디,2024-01-07,15.64283,우디(Woody),우디
1831,우디,2024-01-14,17.61393,우디(Woody),우디
1832,우디,2024-01-21,14.81042,우디(Woody),우디
1833,우디,2024-01-28,14.24478,우디(Woody),우디
1834,우디,2024-02-04,12.58984,우디(Woody),우디
1835,우디,2024-02-11,13.25676,우디(Woody),우디
1836,우디,2024-02-18,13.81005,우디(Woody),우디
1837,우디,2024-02-25,16.88773,우디(Woody),우디
1838,우디,2024-03-03,12.18722,우디(Woody),우디
1839,우디,2024-03-10,12.659,우디(Woody),우디
1840,우디,2024-03-17,21.69445,우디(Woody),우디
1841,우디,2024-03-24,21.77102,우디(Woody),우디
1842,우디,2024-03-31,52.45399,우디(Woody),우디
1843,우디,2024-04-07,30.85093,우디(Woody),우디
1844,우디,2024-04-14,28.13387,우디(Woody),우디
1845,우디,2024-04-21,21.84265,우디(Woody),우디
1846,우디,2024-04-28,20.0247,우디(Woody),우디
1847,우디,2024-05-05,22.33666,우디(Woody),우디
1848,우디,2024-05-12,24.31764,우디(Woody),우디
1849,우디,2024-05-19,30.02099,우디(Woody),우디
1850,우디,2024-05-26,36.26528,우디(Woody),우디
1851,우디,2024-06-02,16.44559,우디(Woody),우디
1852,우디,2024-06-09,13.05421,우디(Woody),우디
1853,우디,2024-06-16,13.72854,우디(Woody),우디
1854,우디,2024-06-23,42.50463,우디(Woody),우디
1855,우디,2024-06-30,21.64752,우디(Woody),우디
1856,우디,2024-07-07,17.02111,우디(Woody),우디
1857,우디,2024-07-14,21.78831,우디(Woody),우디
1858,우디,2024-07-21,23.16413,우디(Woody),우디
1859,우디,2024-07-28,27.60034,우디(Woody),우디
1860,우디,2024-08-04,21.50426,우디(Woody),우디
1861,우디,2024-08-11,38.80202,우디(Woody),우디
1862,우디,2024-08-18,32.72076,우디(Woody),우디
1863,우디,2024-08-25,40.04446,우디(Woody),우디
1864,우디,2024-09-01,30.05804,우디(Woody),우디
1865,우주소녀,2023-12-31,51.60917,우주소녀,우주소녀
1866,우효,2023-09-24,93.26119,우효 (OOHYO),우효
1867,우효,2023-10-01,82.83978,우효 (OOHYO),우효
1868,우효,2023-10-08,74.82915,우효 (OOHYO),우효
1869,우효,2023-10-15,73.34851,우효 (OOHYO),우효
1870,우효,2023-10-22,80.7517,우효 (OOHYO),우효
1871,우효,2023-10-29,63.26879,우효 (OOHYO),우효
1872,우효,2023-11-05,54.80258,우효 (OOHYO),우효
1873,우효,2023-11-12,48.82308,우효 (OOHYO),우효
1874,우효,2023-11-19,43.43204,우효 (OOHYO),우효
1875,우효,2023-11-26,35.30751,우효 (OOHYO),우효
1876,우효,2023-12-03,38.041,우효 (OOHYO),우효
1877,우효,2023-12-10,57.47911,우효 (OOHYO),우효
1878,우효,2024-03-17,42.14123,우효 (OOHYO),우효
1879,우효,2024-03-24,56.22627,우효 (OOHYO),우효
1880,우효,2024-03-31,46.16552,우효 (OOHYO),우효
1881,우효,2024-04-07,39.59757,우효 (OOHYO),우효
1882,원슈타인,2024-01-28,72.98183,원슈타인 (Wonstein),원슈타인
1883,원슈타인,2024-02-04,59.52738,원슈타인 (Wonstein),원슈타인
1884,원탑,2023-12-03,56.77673,원탑,원탑
1885,원탑,2023-12-10,32.091,원탑,원탑
1886,웬디,2024-03-10,100.0,웬디 (WENDY),웬디
1887,웬디,2024-03-17,57.54653,웬디 (WENDY),웬디
1888,웬디,2024-03-24,48.17258,웬디 (WENDY),웬디
1889,윈터,2023-11-19,70.08266,윈터 (WINTER),윈터
1890,유겸,2024-02-18,100.0,유겸 (YUGYEOM),유겸
1891,유회승,2024-05-05,63.78923,유회승 (N.Flying),유회승
1892,유회승,2024-05-12,48.39675,유회승 (N.Flying),유회승
1893,유회승,2024-05-19,39.5534,유회승 (N.Flying),유회승
1894,유회승,2024-05-26,50.15317,유회승 (N.Flying),유회승
1895,유회승,2024-06-02,45.93913,유회승 (N.Flying),유회승
1896,유회승,2024-06-09,35.14194,유회승 (N.Flying),유회승
1897,유회승,2024-06-16,30.68963,유회승 (N.Flying),유회승
1898,유회승,2024-06-23,39.50575,유회승 (N.Flying),유회승
1899,유회승,2024-06-30,37.33405,유회승 (N.Flying),유회승
1900,유회승,2024-07-07,33.03832,유회승 (N.Flying),유회승
1901,유회승,2024-07-14,29.61399,유회승 (N.Flying),유회승
1902,유회승,2024-07-21,21.00211,유회승 (N.Flying),유회승
1903,유회승,2024-07-28,14.75253,유회승 (N.Flying),유회승
1904,유회승,2024-08-04,16.91061,유회승 (N.Flying),유회승
1905,유회승,2024-08-11,19.17761,유회승 (N.Flying),유회승
1906,유회승,2024-08-18,16.9038,유회승 (N.Flying),유회승
1907,유회승,2024-08-25,21.63523,유회승 (N.Flying),유회승
1908,유회승,2024-09-01,28.02096,유회승 (N.Flying),유회승
1909,윤산하,2024-08-04,100.0,윤산하 (ASTRO),윤산하
1910,윤하,2023-09-24,25.3714,윤하,윤하
1911,윤하,2023-10-01,21.80381,윤하,윤하
1912,윤하,2023-10-08,23.23675,윤하,윤하
1913,윤하,2023-10-15,21.56358,윤하,윤하
1914,윤하,2023-10-22,20.90612,윤하,윤하
1915,윤하,2023-10-29,21.38868,윤하,윤하
1916,윤하,2023-11-05,18.13928,윤하,윤하
1917,윤하,2023-11-12,25.38615,윤하,윤하
1918,윤하,2023-11-19,25.39879,윤하,윤하
1919,윤하,2023-11-26,21.08102,윤하,윤하
1920,윤하,2023-12-03,31.98609,윤하,윤하
1921,윤하,2023-12-10,26.39763,윤하,윤하
1922,윤하,2023-12-17,31.44663,윤하,윤하
1923,윤하,2023-12-24,32.83531,윤하,윤하
1924,윤하,2023-12-31,26.17216,윤하,윤하
1925,윤하,2024-01-07,70.63112,윤하,윤하
1926,윤하,2024-01-14,40.76072,윤하,윤하
1927,윤하,2024-01-21,27.1141,윤하,윤하
1928,윤하,2024-01-28,38.24886,윤하,윤하
1929,윤하,2024-02-04,34.55905,윤하,윤하
1930,윤하,2024-02-11,25.11431,윤하,윤하
1931,윤하,2024-02-18,25.58423,윤하,윤하
1932,윤하,2024-02-25,24.5306,윤하,윤하
1933,윤하,2024-03-03,25.4283,윤하,윤하
1934,윤하,2024-03-10,24.72658,윤하,윤하
1935,윤하,2024-03-17,25.03424,윤하,윤하
1936,윤하,2024-03-24,19.82509,윤하,윤하
1937,윤하,2024-03-31,18.44484,윤하,윤하
1938,윤하,2024-04-07,20.4088,윤하,윤하
1939,윤하,2024-04-14,23.11874,윤하,윤하
1940,윤하,2024-04-21,22.87008,윤하,윤하
1941,윤하,2024-04-28,22.36434,윤하,윤하
1942,윤하,2024-05-05,18.55231,윤하,윤하
1943,윤하,2024-05-12,19.83774,윤하,윤하
1944,윤하,2024-05-19,21.0452,윤하,윤하
1945,윤하,2024-05-26,20.28237,윤하,윤하
1946,윤하,2024-06-02,19.391,윤하,윤하
1947,윤하,2024-06-09,18.40059,윤하,윤하
1948,윤하,2024-06-16,20.10536,윤하,윤하
1949,윤하,2024-06-23,16.99083,윤하,윤하
1950,윤하,2024-06-30,19.65651,윤하,윤하
1951,윤하,2024-07-07,19.18659,윤하,윤하
1952,윤하,2024-07-14,17.64197,윤하,윤하
1953,윤하,2024-07-21,100.0,윤하,윤하
1954,윤하,2024-07-28,21.06416,윤하,윤하
1955,윤하,2024-08-04,16.9824,윤하,윤하
1956,윤하,2024-08-11,17.83795,윤하,윤하
1957,윤하,2024-08-18,21.86703,윤하,윤하
1958,윤하,2024-08-25,43.16931,윤하,윤하
1959,윤하,2024-09-01,85.04688,윤하,윤하
1960,이무진,2023-09-24,34.29025,이무진,이무진
1961,이무진,2023-10-01,32.26528,이무진,이무진
1962,이무진,2023-10-08,39.89528,이무진,이무진
1963,이무진,2023-10-15,36.90145,이무진,이무진
1964,이무진,2023-10-22,46.7757,이무진,이무진
1965,이무진,2023-10-29,48.65971,이무진,이무진
1966,이무진,2023-11-05,48.5098,이무진,이무진
1967,이무진,2023-11-12,54.13944,이무진,이무진
1968,이무진,2023-11-19,53.61585,이무진,이무진
1969,이무진,2023-11-26,42.17309,이무진,이무진
1970,이무진,2023-12-03,74.66213,이무진,이무진
1971,이무진,2023-12-10,78.73444,이무진,이무진
1972,이무진,2023-12-17,68.95865,이무진,이무진
1973,이무진,2023-12-24,63.4185,이무진,이무진
1974,이무진,2023-12-31,51.98469,이무진,이무진
1975,이무진,2024-01-07,77.11223,이무진,이무진
1976,이무진,2024-01-14,59.3887,이무진,이무진
