,artist,week,ratio
15889,레이디 가가,2024-09-01,13.30876
954,레이디 가가,2024-09-09,32.16495
955,레이디 가가,2024-09-16,32.16495
956,레이디 가가,2024-09-23,32.16495
6627,로꼬,2023-09-17,21.6498
6628,로꼬,2023-09-24,13.66339
6629,로꼬,2023-10-01,13.581
6630,로꼬,2023-10-08,18.34659
6631,로꼬,2023-10-15,100.0
6632,로꼬,2023-10-22,83.47622
6633,로꼬,2023-10-29,57.54486
6634,로꼬,2023-11-05,34.50735
6635,로꼬,2023-11-12,27.39888
6636,로꼬,2023-11-19,22.96542
6637,로꼬,2023-11-26,16.46456
6638,로꼬,2023-12-03,13.89768
6639,로꼬,2023-12-10,12.93478
6640,로꼬,2023-12-17,15.04595
6641,로꼬,2023-12-24,14.95584
6642,로꼬,2023-12-31,15.51453
6643,로꼬,2024-01-07,46.23979
6644,로꼬,2024-01-14,12.87814
6645,로꼬,2024-01-21,12.17012
6646,로꼬,2024-01-28,13.29522
6647,로꼬,2024-02-04,13.86421
6648,로꼬,2024-02-11,17.70551
6649,로꼬,2024-02-18,13.69686
6650,로꼬,2024-02-25,12.18815
6651,로꼬,2024-03-03,13.07123
6652,로꼬,2024-03-10,12.32975
6653,로꼬,2024-03-17,11.34883
6654,로꼬,2024-03-24,14.34051
6655,로꼬,2024-03-31,13.59388
6656,로꼬,2024-04-07,11.8483
6657,로꼬,2024-04-14,11.32308
6658,로꼬,2024-04-21,17.93465
6659,로꼬,2024-04-28,12.97082
6660,로꼬,2024-05-05,15.07427
6661,로꼬,2024-05-12,12.14953
6662,로꼬,2024-05-19,11.95386
6663,로꼬,2024-05-26,13.32612
6664,로꼬,2024-06-02,14.64174
6665,로꼬,2024-06-09,10.36276
6666,로꼬,2024-06-16,11.84315
6667,로꼬,2024-06-23,16.73489
6668,로꼬,2024-06-30,12.8318
6669,로꼬,2024-07-07,13.84876
6670,로꼬,2024-07-14,12.35292
6671,로꼬,2024-07-21,15.12576
6672,로꼬,2024-07-28,13.81014
6673,로꼬,2024-08-04,13.46257
6674,로꼬,2024-08-11,13.19481
6675,로꼬,2024-08-18,13.59388
6676,로꼬,2024-08-25,14.4435
6677,로꼬,2024-09-01,13.79212
393,로꼬,2024-09-09,53.53244
394,로꼬,2024-09-16,53.53244
395,로꼬,2024-09-23,53.53244
765,로이킴,2023-09-17,38.18002
766,로이킴,2023-09-24,28.70222
767,로이킴,2023-10-01,27.76003
768,로이킴,2023-10-08,34.83711
769,로이킴,2023-10-15,54.95315
770,로이킴,2023-10-22,59.36867
771,로이킴,2023-10-29,63.74427
772,로이킴,2023-11-05,62.66368
773,로이킴,2023-11-12,72.9985
774,로이킴,2023-11-19,55.94857
775,로이킴,2023-11-26,59.21164
776,로이킴,2023-12-03,46.47876
777,로이킴,2023-12-10,51.85776
778,로이킴,2023-12-17,65.49292
779,로이킴,2023-12-24,48.09432
780,로이킴,2023-12-31,38.60321
781,로이킴,2024-01-07,82.56946
782,로이킴,2024-01-14,100.0
783,로이킴,2024-01-21,53.85659
784,로이킴,2024-01-28,42.90162
785,로이킴,2024-02-04,59.32343
786,로이킴,2024-02-11,47.2719
787,로이킴,2024-02-18,50.92888
788,로이킴,2024-02-25,52.97562
789,로이킴,2024-03-03,50.87831
790,로이킴,2024-03-10,44.90578
791,로이킴,2024-03-17,51.4053
792,로이킴,2024-03-24,46.8221
793,로이킴,2024-03-31,43.87842
794,로이킴,2024-04-07,41.35526
795,로이킴,2024-04-14,61.76407
796,로이킴,2024-04-21,42.4465
797,로이킴,2024-04-28,43.13584
798,로이킴,2024-05-05,35.06068
799,로이킴,2024-05-12,30.82348
800,로이킴,2024-05-19,67.78452
801,로이킴,2024-05-26,37.57319
802,로이킴,2024-06-02,25.21292
803,로이킴,2024-06-09,22.51942
804,로이킴,2024-06-16,21.79016
805,로이킴,2024-06-23,24.69125
806,로이킴,2024-06-30,24.44373
807,로이킴,2024-07-07,26.42925
808,로이킴,2024-07-14,22.92664
809,로이킴,2024-07-21,20.6723
810,로이킴,2024-07-28,19.05674
811,로이킴,2024-08-04,21.35632
812,로이킴,2024-08-11,25.5536
813,로이킴,2024-08-18,28.25242
814,로이킴,2024-08-25,25.06121
815,로이킴,2024-09-01,25.01596
45,로이킴,2024-09-09,16.78667
46,로이킴,2024-09-16,16.78667
47,로이킴,2024-09-23,16.78667
12721,루시,2023-09-17,68.66897
12722,루시,2023-09-24,44.39515
12723,루시,2023-10-01,44.29785
12724,루시,2023-10-08,61.97521
12725,루시,2023-10-15,69.91099
12726,루시,2023-10-22,64.02999
12727,루시,2023-10-29,56.26878
12728,루시,2023-11-05,59.01897
12729,루시,2023-11-12,53.32112
12730,루시,2023-11-19,68.11378
12731,루시,2023-11-26,62.01528
12732,루시,2023-12-03,98.49755
12733,루시,2023-12-10,70.21721
12734,루시,2023-12-17,74.60721
12735,루시,2023-12-24,89.02498
12736,루시,2023-12-31,73.514
12737,루시,2024-01-07,60.38119
12738,루시,2024-01-14,61.15387
12739,루시,2024-01-21,56.97278
12740,루시,2024-01-28,44.94176
12741,루시,2024-02-04,49.60364
12742,루시,2024-02-11,60.76467
12743,루시,2024-02-18,57.42208
12744,루시,2024-02-25,74.99642
12745,루시,2024-03-03,62.0582
12746,루시,2024-03-10,60.54431
12747,루시,2024-03-17,78.92281
12748,루시,2024-03-24,97.53026
12749,루시,2024-03-31,100.0
12750,루시,2024-04-07,91.54909
12751,루시,2024-04-14,69.85662
12752,루시,2024-04-21,64.99728
12753,루시,2024-04-28,71.5737
12754,루시,2024-05-05,75.69756
12755,루시,2024-05-12,72.61826
12756,루시,2024-05-19,46.48713
12757,루시,2024-05-26,46.79334
12758,루시,2024-06-02,43.62533
12759,루시,2024-06-09,40.8551
12760,루시,2024-06-16,41.12697
12761,루시,2024-06-23,47.51166
12762,루시,2024-06-30,44.5411
12763,루시,2024-07-07,38.97204
12764,루시,2024-07-14,38.27089
12765,루시,2024-07-21,38.92338
12766,루시,2024-07-28,68.44861
12767,루시,2024-08-04,57.43925
12768,루시,2024-08-11,85.4048
12769,루시,2024-08-18,93.22611
12770,루시,2024-08-25,80.06181
12771,루시,2024-09-01,65.07454
762,루시,2024-09-09,57.41689
763,루시,2024-09-16,57.41689
764,루시,2024-09-23,57.41689
612,르세라핌,2023-09-17,13.20444
613,르세라핌,2023-09-24,12.83059
614,르세라핌,2023-10-01,15.0232
615,르세라핌,2023-10-08,14.2024
616,르세라핌,2023-10-15,15.0232
617,르세라핌,2023-10-22,28.41767
618,르세라핌,2023-10-29,23.58265
619,르세라핌,2023-11-05,20.38184
620,르세라핌,2023-11-12,17.3032
621,르세라핌,2023-11-19,19.52176
622,르세라핌,2023-11-26,19.79893
623,르세라핌,2023-12-03,16.20237
624,르세라핌,2023-12-10,16.99221
625,르세라핌,2023-12-17,15.61278
626,르세라핌,2023-12-24,19.52985
627,르세라핌,2023-12-31,18.10566
628,르세라핌,2024-01-07,14.04453
629,르세라핌,2024-01-14,14.53148
630,르세라핌,2024-01-21,17.47797
631,르세라핌,2024-01-28,17.96255
632,르세라핌,2024-02-04,14.77317
633,르세라핌,2024-02-11,17.63418
634,르세라핌,2024-02-18,65.39383
635,르세라핌,2024-02-25,51.59051
636,르세라핌,2024-03-03,25.6069
637,르세라핌,2024-03-10,19.11409
638,르세라핌,2024-03-17,16.23999
639,르세라핌,2024-03-24,15.46515
640,르세라핌,2024-03-31,18.50403
641,르세라핌,2024-04-07,18.94479
642,르세라핌,2024-04-14,68.41652
643,르세라핌,2024-04-21,100.0
644,르세라핌,2024-04-28,40.12101
645,르세라핌,2024-05-05,22.29537
646,르세라핌,2024-05-12,16.93197
647,르세라핌,2024-05-19,12.61271
648,르세라핌,2024-05-26,14.3267
649,르세라핌,2024-06-02,14.2105
650,르세라핌,2024-06-09,11.25829
651,르세라핌,2024-06-16,9.2357
652,르세라핌,2024-06-23,9.29071
653,르세라핌,2024-06-30,8.6916
654,르세라핌,2024-07-07,7.91176
655,르세라핌,2024-07-14,8.38204
656,르세라핌,2024-07-21,8.68755
657,르세라핌,2024-07-28,9.98197
658,르세라핌,2024-08-04,8.15416
659,르세라핌,2024-08-11,8.10559
660,르세라핌,2024-08-18,8.10511
661,르세라핌,2024-08-25,20.5009
662,르세라핌,2024-09-01,18.97408
36,르세라핌,2024-09-09,23.05796
37,르세라핌,2024-09-16,23.05796
38,르세라핌,2024-09-23,23.05796
5862,리그 오브 레전드,2023-09-17,60.99385
5863,리그 오브 레전드,2023-09-24,100.0
5864,리그 오브 레전드,2023-10-01,55.42808
5865,리그 오브 레전드,2023-10-08,53.43949
5866,리그 오브 레전드,2023-10-15,51.88715
5867,리그 오브 레전드,2023-10-22,54.46463
5868,리그 오브 레전드,2023-10-29,50.63371
5869,리그 오브 레전드,2023-11-05,63.7462
5870,리그 오브 레전드,2023-11-12,64.88263
5871,리그 오브 레전드,2023-11-19,94.59512
5872,리그 오브 레전드,2023-11-26,58.98936
5873,리그 오브 레전드,2023-12-03,59.13562
5874,리그 오브 레전드,2023-12-10,83.25246
5875,리그 오브 레전드,2023-12-17,47.03491
5876,리그 오브 레전드,2023-12-24,49.16596
5877,리그 오브 레전드,2023-12-31,48.97263
5878,리그 오브 레전드,2024-01-07,62.27845
5879,리그 오브 레전드,2024-01-14,49.87185
5880,리그 오브 레전드,2024-01-21,54.19817
5881,리그 오브 레전드,2024-01-28,49.24799
5882,리그 오브 레전드,2024-02-04,50.70239
5883,리그 오브 레전드,2024-02-11,44.67621
5884,리그 오브 레전드,2024-02-18,60.93152
5885,리그 오브 레전드,2024-02-25,46.97895
5886,리그 오브 레전드,2024-03-03,41.19569
5887,리그 오브 레전드,2024-03-10,41.13083
5888,리그 오브 레전드,2024-03-17,39.83923
5889,리그 오브 레전드,2024-03-24,33.67313
5890,리그 오브 레전드,2024-03-31,32.66326
5891,리그 오브 레전드,2024-04-07,31.12619
5892,리그 오브 레전드,2024-04-14,30.76433
5893,리그 오브 레전드,2024-04-21,28.04441
5894,리그 오브 레전드,2024-04-28,55.24048
5895,리그 오브 레전드,2024-05-05,35.29033
5896,리그 오브 레전드,2024-05-12,46.2686
5897,리그 오브 레전드,2024-05-19,35.44805
5898,리그 오브 레전드,2024-05-26,36.77717
5899,리그 오브 레전드,2024-06-02,35.87922
5900,리그 오브 레전드,2024-06-09,38.82744
5901,리그 오브 레전드,2024-06-16,53.09735
5902,리그 오브 레전드,2024-06-23,35.54853
5903,리그 오브 레전드,2024-06-30,45.76875
5904,리그 오브 레전드,2024-07-07,37.97655
5905,리그 오브 레전드,2024-07-14,37.52949
5906,리그 오브 레전드,2024-07-21,36.70594
5907,리그 오브 레전드,2024-07-28,38.8656
5908,리그 오브 레전드,2024-08-04,39.03031
5909,리그 오브 레전드,2024-08-11,40.82558
5910,리그 오브 레전드,2024-08-18,33.07853
5911,리그 오브 레전드,2024-08-25,34.73834
5912,리그 오브 레전드,2024-09-01,31.40218
348,리그 오브 레전드,2024-09-09,16.40403
349,리그 오브 레전드,2024-09-16,16.40403
350,리그 오브 레전드,2024-09-23,16.40403
14690,리사,2023-09-17,61.93695
14691,리사,2023-09-24,78.46498
14692,리사,2023-10-01,100.0
14693,리사,2023-10-08,29.21163
14694,리사,2023-10-15,28.14302
14695,리사,2023-10-22,22.7205
14696,리사,2023-10-29,48.43832
14697,리사,2023-11-05,20.79561
14698,리사,2023-11-12,16.13159
14699,리사,2023-11-19,22.48676
14700,리사,2023-11-26,20.25405
14701,리사,2023-12-03,14.83764
14702,리사,2023-12-10,18.9685
14703,리사,2023-12-17,21.17677
14704,리사,2023-12-24,29.29031
14705,리사,2023-12-31,52.14066
14706,리사,2024-01-07,17.69365
14707,리사,2024-01-14,12.61257
14708,리사,2024-01-21,14.65126
14709,리사,2024-01-28,17.55005
14710,리사,2024-02-04,36.30926
14711,리사,2024-02-11,16.33706
14712,리사,2024-02-18,10.30958
14713,리사,2024-02-25,14.00276
14714,리사,2024-03-03,16.95119
14715,리사,2024-03-10,16.53948
14716,리사,2024-03-17,24.69732
14717,리사,2024-03-24,59.08247
14718,리사,2024-03-31,15.88945
14719,리사,2024-04-07,13.01358
14720,리사,2024-04-14,15.05534
14721,리사,2024-04-21,10.13466
14722,리사,2024-04-28,46.76932
14723,리사,2024-05-05,26.26855
14724,리사,2024-05-12,11.7922
14725,리사,2024-05-19,8.74981
14726,리사,2024-05-26,10.05675
14727,리사,2024-06-02,15.78099
14728,리사,2024-06-09,15.10269
14729,리사,2024-06-16,17.80593
14730,리사,2024-06-23,40.06584
14731,리사,2024-06-30,34.14911
14732,리사,2024-07-07,19.34966
14733,리사,2024-07-14,18.29632
14734,리사,2024-07-21,13.34051
14735,리사,2024-07-28,11.21626
14736,리사,2024-08-04,22.29427
14737,리사,2024-08-11,38.34796
14738,리사,2024-08-18,26.50839
14739,리사,2024-08-25,13.07164
14740,리사,2024-09-01,9.7642
885,리사,2024-09-09,26.21535
886,리사,2024-09-16,26.21535
887,리사,2024-09-23,26.21535
9447,린,2023-09-17,7.26854
9448,린,2023-09-24,6.10696
9449,린,2023-10-01,8.38741
9450,린,2023-10-08,8.3147
9451,린,2023-10-15,7.34671
9452,린,2023-10-22,7.27945
9453,린,2023-10-29,11.4168
9454,린,2023-11-05,9.05091
9455,린,2023-11-12,9.84257
9456,린,2023-11-19,8.54283
9457,린,2023-11-26,16.31037
9458,린,2023-12-03,43.3586
9459,린,2023-12-10,95.7972
9460,린,2023-12-17,34.25133
9461,린,2023-12-24,100.0
9462,린,2023-12-31,40.61369
9463,린,2024-01-07,43.25862
9464,린,2024-01-14,67.60284
9465,린,2024-01-21,55.2244
9466,린,2024-01-28,58.85095
9467,린,2024-02-04,55.58433
9468,린,2024-02-11,61.93215
9469,린,2024-02-18,28.26434
9470,린,2024-02-25,27.3827
9471,린,2024-03-03,36.48815
9472,린,2024-03-10,34.43493
9473,린,2024-03-17,27.0464
9474,린,2024-03-24,17.95095
9475,린,2024-03-31,25.89027
9476,린,2024-04-07,24.09427
9477,린,2024-04-14,16.15131
9478,린,2024-04-21,20.68949
9479,린,2024-04-28,18.67444
9480,린,2024-05-05,15.25967
9481,린,2024-05-12,18.17091
9482,린,2024-05-19,10.80874
9483,린,2024-05-26,11.09141
9484,린,2024-06-02,11.41317
9485,린,2024-06-09,11.84126
9486,린,2024-06-16,11.81854
9487,린,2024-06-23,10.20068
9488,린,2024-06-30,10.95689
9489,린,2024-07-07,9.77713
9490,린,2024-07-14,9.02183
9491,린,2024-07-21,10.20795
9492,린,2024-07-28,7.9066
9493,린,2024-08-04,7.96658
9494,린,2024-08-11,8.16927
9495,린,2024-08-18,10.37792
9496,린,2024-08-25,10.6715
9497,린,2024-09-01,10.37156
564,린,2024-09-09,19.53608
565,린,2024-09-16,19.53608
566,린,2024-09-23,19.53608
3519,릴러말즈,2023-09-17,44.04379
3520,릴러말즈,2023-09-24,30.24925
3521,릴러말즈,2023-10-01,29.83869
3522,릴러말즈,2023-10-08,36.44611
3523,릴러말즈,2023-10-15,23.72795
3524,릴러말즈,2023-10-22,38.69881
3525,릴러말즈,2023-10-29,31.05038
3526,릴러말즈,2023-11-05,23.42503
3527,릴러말즈,2023-11-12,20.45115
3528,릴러말즈,2023-11-19,20.5142
3529,릴러말즈,2023-11-26,16.70228
3530,릴러말즈,2023-12-03,16.32555
3531,릴러말즈,2023-12-10,17.94319
3532,릴러말즈,2023-12-17,16.18409
3533,릴러말즈,2023-12-24,15.37065
3534,릴러말즈,2023-12-31,21.33993
3535,릴러말즈,2024-01-07,20.88016
3536,릴러말즈,2024-01-14,20.58185
3537,릴러말즈,2024-01-21,25.50089
3538,릴러말즈,2024-01-28,25.61468
3539,릴러말즈,2024-02-04,100.0
3540,릴러말즈,2024-02-11,31.10574
3541,릴러말즈,2024-02-18,44.25599
3542,릴러말즈,2024-02-25,22.55008
3543,릴러말즈,2024-03-03,16.02878
3544,릴러말즈,2024-03-10,13.7607
3545,릴러말즈,2024-03-17,12.68432
3546,릴러말즈,2024-03-24,13.28863
3547,릴러말즈,2024-03-31,15.25225
3548,릴러말즈,2024-04-07,15.64128
3549,릴러말즈,2024-04-14,14.84323
3550,릴러말즈,2024-04-21,14.78941
3551,릴러말즈,2024-04-28,16.11643
3552,릴러말즈,2024-05-05,15.08311
3553,릴러말즈,2024-05-12,13.79453
3554,릴러말즈,2024-05-19,12.32143
3555,릴러말즈,2024-05-26,11.50954
3556,릴러말즈,2024-06-02,11.53414
3557,릴러말즈,2024-06-09,12.49673
3558,릴러말즈,2024-06-16,11.04362
3559,릴러말즈,2024-06-23,10.23326
3560,릴러말즈,2024-06-30,9.95802
3561,릴러말즈,2024-07-07,9.4229
3562,릴러말즈,2024-07-14,9.86114
3563,릴러말즈,2024-07-21,44.5666
3564,릴러말즈,2024-07-28,28.01808
3565,릴러말즈,2024-08-04,12.90575
3566,릴러말즈,2024-08-11,12.11231
3567,릴러말즈,2024-08-18,10.86063
3568,릴러말즈,2024-08-25,11.28811
3569,릴러말즈,2024-09-01,10.77145
207,릴러말즈,2024-09-09,33.69279
208,릴러말즈,2024-09-16,33.69279
209,릴러말즈,2024-09-23,33.69279
8778,마이클 부블레,2023-09-17,17.38401
8779,마이클 부블레,2023-09-24,21.66014
8780,마이클 부블레,2023-10-01,18.36221
8781,마이클 부블레,2023-10-08,18.75349
8782,마이클 부블레,2023-10-15,21.54835
8783,마이클 부블레,2023-10-22,24.90217
8784,마이클 부블레,2023-10-29,28.4237
8785,마이클 부블레,2023-11-05,41.16825
8786,마이클 부블레,2023-11-12,70.37451
8787,마이클 부블레,2023-11-19,71.01732
8788,마이클 부블레,2023-11-26,75.57294
8789,마이클 부블레,2023-12-03,72.19116
8790,마이클 부블레,2023-12-10,75.04192
8791,마이클 부블레,2023-12-17,100.0
8792,마이클 부블레,2023-12-24,57.40637
8793,마이클 부블레,2023-12-31,24.11961
8794,마이클 부블레,2024-01-07,19.98323
8795,마이클 부블레,2024-01-14,15.67915
8796,마이클 부블레,2024-01-21,14.42146
8797,마이클 부블레,2024-01-28,13.16377
8798,마이클 부블레,2024-02-04,15.5953
8799,마이클 부블레,2024-02-11,14.84069
8800,마이클 부블레,2024-02-18,30.88317
8801,마이클 부블레,2024-02-25,23.19731
8802,마이클 부블레,2024-03-03,14.44941
8803,마이클 부블레,2024-03-10,16.99273
8804,마이클 부블레,2024-03-17,17.18837
8805,마이클 부블레,2024-03-24,13.94633
8806,마이클 부블레,2024-03-31,12.99608
8807,마이클 부블레,2024-04-07,14.5612
8808,마이클 부블레,2024-04-14,15.23197
8809,마이클 부블레,2024-04-21,14.72889
8810,마이클 부블레,2024-04-28,15.70709
8811,마이클 부블레,2024-05-05,12.91224
8812,마이클 부블레,2024-05-12,12.88429
8813,마이클 부블레,2024-05-19,13.02403
8814,마이클 부블레,2024-05-26,12.68865
8815,마이클 부블레,2024-06-02,10.5925
8816,마이클 부블레,2024-06-09,11.87814
8817,마이클 부블레,2024-06-16,11.31917
8818,마이클 부블레,2024-06-23,12.29737
8819,마이클 부블레,2024-06-30,17.30016
8820,마이클 부블레,2024-07-07,12.6607
8821,마이클 부블레,2024-07-14,13.07993
8822,마이클 부블레,2024-07-21,12.21352
8823,마이클 부블레,2024-07-28,10.45276
8824,마이클 부블레,2024-08-04,11.31917
8825,마이클 부블레,2024-08-11,12.96813
8826,마이클 부블레,2024-08-18,13.97428
8827,마이클 부블레,2024-08-25,15.56735
8828,마이클 부블레,2024-09-01,16.74119
522,마이클 부블레,2024-09-09,39.78328
523,마이클 부블레,2024-09-16,39.78328
524,마이클 부블레,2024-09-23,39.78328
13753,마크,2023-09-17,46.47648
13754,마크,2023-09-24,60.38837
13755,마크,2023-10-01,68.5202
13756,마크,2023-10-08,62.72358
13757,마크,2023-10-15,55.33703
13758,마크,2023-10-22,50.72871
13759,마크,2023-10-29,54.63315
13760,마크,2023-11-05,54.66213
13761,마크,2023-11-12,50.77426
13762,마크,2023-11-19,51.20486
13763,마크,2023-11-26,54.86916
13764,마크,2023-12-03,58.92679
13765,마크,2023-12-10,63.28668
13766,마크,2023-12-17,62.09423
13767,마크,2023-12-24,81.69509
13768,마크,2023-12-31,88.24942
13769,마크,2024-01-07,82.97863
13770,마크,2024-01-14,76.90874
13771,마크,2024-01-21,72.50331
13772,마크,2024-01-28,70.78088
13773,마크,2024-02-04,65.14988
13774,마크,2024-02-11,69.91139
13775,마크,2024-02-18,69.54289
13776,마크,2024-02-25,66.04007
13777,마크,2024-03-03,44.85756
13778,마크,2024-03-10,47.63166
13779,마크,2024-03-17,51.36634
13780,마크,2024-03-24,52.13646
13781,마크,2024-03-31,48.04157
13782,마크,2024-04-07,48.02086
13783,마크,2024-04-14,46.30258
13784,마크,2024-04-21,43.50778
13785,마크,2024-04-28,44.21165
13786,마크,2024-05-05,75.73285
13787,마크,2024-05-12,100.0
13788,마크,2024-05-19,68.66926
13789,마크,2024-05-26,59.79214
13790,마크,2024-06-02,60.40907
13791,마크,2024-06-09,55.58131
13792,마크,2024-06-16,52.95213
13793,마크,2024-06-23,47.6358
13794,마크,2024-06-30,43.6941
13795,마크,2024-07-07,44.82858
13796,마크,2024-07-14,51.91702
13797,마크,2024-07-21,58.81914
13798,마크,2024-07-28,74.37893
13799,마크,2024-08-04,52.35177
13800,마크,2024-08-11,49.85094
13801,마크,2024-08-18,48.22789
13802,마크,2024-08-25,55.09688
13803,마크,2024-09-01,40.29065
825,마크,2024-09-09,32.37052
826,마크,2024-09-16,32.37052
827,마크,2024-09-23,32.37052
5352,마크툽,2023-09-17,51.00516
5353,마크툽,2023-09-24,43.0021
5354,마크툽,2023-10-01,58.08922
5355,마크툽,2023-10-08,52.91977
5356,마크툽,2023-10-15,53.07294
5357,마크툽,2023-10-22,52.58791
5358,마크툽,2023-10-29,44.58484
5359,마크툽,2023-11-05,37.83904
5360,마크툽,2023-11-12,33.85665
5361,마크툽,2023-11-19,36.35841
5362,마크툽,2023-11-26,37.21998
5363,마크툽,2023-12-03,42.33199
5364,마크툽,2023-12-10,34.17576
5365,마크툽,2023-12-17,31.08685
5366,마크툽,2023-12-24,36.46052
5367,마크툽,2023-12-31,33.63328
5368,마크툽,2024-01-07,29.30627
5369,마크툽,2024-01-14,30.05297
5370,마크툽,2024-01-21,29.17225
5371,마크툽,2024-01-28,28.46384
5372,마크툽,2024-02-04,43.83815
5373,마크툽,2024-02-11,31.52083
5374,마크툽,2024-02-18,36.69028
5375,마크툽,2024-02-25,31.48254
5376,마크툽,2024-03-03,28.17027
5377,마크툽,2024-03-10,29.91894
5378,마크툽,2024-03-17,31.4251
5379,마크툽,2024-03-24,27.30869
5380,마크툽,2024-03-31,24.9984
5381,마크툽,2024-04-07,26.60029
5382,마크툽,2024-04-14,26.47903
5383,마크툽,2024-04-21,24.31552
5384,마크툽,2024-04-28,25.52811
5385,마크툽,2024-05-05,24.34105
5386,마크툽,2024-05-12,25.34303
5387,마크툽,2024-05-19,29.10204
5388,마크툽,2024-05-26,26.24289
5389,마크툽,2024-06-02,25.72595
5390,마크툽,2024-06-09,24.75588
5391,마크툽,2024-06-16,100.0
5392,마크툽,2024-06-23,54.53443
5393,마크툽,2024-06-30,29.46582
5394,마크툽,2024-07-07,28.74465
5395,마크툽,2024-07-14,33.39715
5396,마크툽,2024-07-21,24.3219
5397,마크툽,2024-07-28,35.21603
5398,마크툽,2024-08-04,31.75059
5399,마크툽,2024-08-11,23.88154
5400,마크툽,2024-08-18,24.65377
5401,마크툽,2024-08-25,26.24928
5402,마크툽,2024-09-01,29.70834
318,마크툽,2024-09-09,32.47392
319,마크툽,2024-09-16,32.47392
320,마크툽,2024-09-23,32.47392
12909,맥스,2023-09-17,62.67632
12910,맥스,2023-09-24,63.53412
12911,맥스,2023-10-01,62.02821
12912,맥스,2023-10-08,59.89325
12913,맥스,2023-10-15,59.01639
12914,맥스,2023-10-22,55.7377
12915,맥스,2023-10-29,59.60731
12916,맥스,2023-11-05,56.90049
12917,맥스,2023-11-12,63.8963
12918,맥스,2023-11-19,58.78764
12919,맥스,2023-11-26,65.11627
12920,맥스,2023-12-03,57.98703
12921,맥스,2023-12-10,56.72893
12922,맥스,2023-12-17,59.79794
12923,맥스,2023-12-24,56.08082
12924,맥스,2023-12-31,59.55013
12925,맥스,2024-01-07,65.82157
12926,맥스,2024-01-14,65.49752
12927,맥스,2024-01-21,66.85093
12928,맥스,2024-01-28,61.68509
12929,맥스,2024-02-04,66.66031
12930,맥스,2024-02-11,66.73656
12931,맥스,2024-02-18,77.50667
12932,맥스,2024-02-25,72.35989
12933,맥스,2024-03-03,70.54898
12934,맥스,2024-03-10,70.20587
12935,맥스,2024-03-17,70.09149
12936,맥스,2024-03-24,79.50819
12937,맥스,2024-03-31,68.79527
12938,맥스,2024-04-07,66.20282
12939,맥스,2024-04-14,62.6382
12940,맥스,2024-04-21,58.61608
12941,맥스,2024-04-28,65.80251
12942,맥스,2024-05-05,54.49866
12943,맥스,2024-05-12,54.61303
12944,맥스,2024-05-19,56.5955
12945,맥스,2024-05-26,56.63362
12946,맥스,2024-06-02,57.83454
12947,맥스,2024-06-09,56.74799
12948,맥스,2024-06-16,52.74494
12949,맥스,2024-06-23,57.51048
12950,맥스,2024-06-30,53.75524
12951,맥스,2024-07-07,55.64239
12952,맥스,2024-07-14,61.45634
12953,맥스,2024-07-21,56.27144
12954,맥스,2024-07-28,50.26686
12955,맥스,2024-08-04,60.71292
12956,맥스,2024-08-11,83.41593
12957,맥스,2024-08-18,91.95577
12958,맥스,2024-08-25,88.14334
12959,맥스,2024-09-01,100.0
774,맥스,2024-09-09,22.14514
775,맥스,2024-09-16,22.14514
776,맥스,2024-09-23,22.14514
12126,맨스 티어,2023-09-17,1.02113
12127,맨스 티어,2023-09-24,1.28752
12128,맨스 티어,2023-10-01,0.60676
12129,맨스 티어,2023-10-08,0.74242
12130,맨스 티어,2023-10-15,0.84848
12131,맨스 티어,2023-10-22,0.69062
12132,맨스 티어,2023-10-29,0.55496
12133,맨스 티어,2023-11-05,0.56483
12134,맨스 티어,2023-11-12,0.5155
12135,맨스 티어,2023-11-19,0.68075
12136,맨스 티어,2023-11-26,0.57223
12137,맨스 티어,2023-12-03,0.4859
12138,맨스 티어,2023-12-10,0.33051
12139,맨스 티어,2023-12-17,0.46123
12140,맨스 티어,2023-12-24,0.71282
12141,맨스 티어,2023-12-31,0.76215
12142,맨스 티어,2024-01-07,1.25792
12143,맨스 티어,2024-01-14,1.77342
12144,맨스 티어,2024-01-21,2.73536
12145,맨스 티어,2024-01-28,3.31746
12146,맨스 티어,2024-02-04,3.46052
12147,맨스 티어,2024-02-11,5.71491
12148,맨스 티어,2024-02-18,6.92844
12149,맨스 티어,2024-02-25,30.72786
12150,맨스 티어,2024-03-03,31.86
12151,맨스 티어,2024-03-10,28.84838
12152,맨스 티어,2024-03-17,26.43366
12153,맨스 티어,2024-03-24,23.76735
12154,맨스 티어,2024-03-31,21.3625
12155,맨스 티어,2024-04-07,20.09964
12156,맨스 티어,2024-04-14,20.36356
12157,맨스 티어,2024-04-21,21.62148
12158,맨스 티어,2024-04-28,28.56966
12159,맨스 티어,2024-05-05,100.0
12160,맨스 티어,2024-05-12,54.53715
12161,맨스 티어,2024-05-19,36.55871
12162,맨스 티어,2024-05-26,22.96327
12163,맨스 티어,2024-06-02,20.36603
12164,맨스 티어,2024-06-09,22.31951
12165,맨스 티어,2024-06-16,22.71908
12166,맨스 티어,2024-06-23,21.58695
12167,맨스 티어,2024-06-30,18.29415
12168,맨스 티어,2024-07-07,10.96613
12169,맨스 티어,2024-07-14,10.52462
12170,맨스 티어,2024-07-21,6.36608
12171,맨스 티어,2024-07-28,5.68038
12172,맨스 티어,2024-08-04,4.84917
