,artist,week,ratio
2295,#안녕,2023-09-17,13.27809
2296,#안녕,2023-09-24,13.34714
2297,#안녕,2023-10-01,14.32376
2298,#안녕,2023-10-08,16.12903
2299,#안녕,2023-10-15,15.87254
2300,#안녕,2023-10-22,15.47795
2301,#안녕,2023-10-29,20.52875
2302,#안녕,2023-11-05,100.0
2303,#안녕,2023-11-12,33.33333
2304,#안녕,2023-11-19,94.99852
2305,#안녕,2023-11-26,58.73532
2306,#안녕,2023-12-03,34.379
2307,#안녕,2023-12-10,29.92009
2308,#안녕,2023-12-17,21.57443
2309,#안녕,2023-12-24,60.40248
2310,#안녕,2023-12-31,30.14698
2311,#안녕,2024-01-07,27.09874
2312,#안녕,2024-01-14,59.32721
2313,#안녕,2024-01-21,44.39183
2314,#안녕,2024-01-28,31.71549
2315,#안녕,2024-02-04,25.52037
2316,#안녕,2024-02-11,24.18861
2317,#안녕,2024-02-18,25.88537
2318,#안녕,2024-02-25,43.57304
2319,#안녕,2024-03-03,32.43563
2320,#안녕,2024-03-10,22.8174
2321,#안녕,2024-03-17,24.29712
2322,#안녕,2024-03-24,26.42793
2323,#안녕,2024-03-31,21.3278
2324,#안녕,2024-04-07,23.83348
2325,#안녕,2024-04-14,19.17727
2326,#안녕,2024-04-21,18.06254
2327,#안녕,2024-04-28,19.27591
2328,#안녕,2024-05-05,24.80023
2329,#안녕,2024-05-12,21.07132
2330,#안녕,2024-05-19,20.63726
2331,#안녕,2024-05-26,13.83052
2332,#안녕,2024-06-02,13.51484
2333,#안녕,2024-06-09,28.29239
2334,#안녕,2024-06-16,97.45486
2335,#안녕,2024-06-23,86.78109
2336,#안녕,2024-06-30,74.65719
2337,#안녕,2024-07-07,93.12419
2338,#안녕,2024-07-14,51.68195
2339,#안녕,2024-07-21,37.44697
2340,#안녕,2024-07-28,28.97306
2341,#안녕,2024-08-04,30.65009
2342,#안녕,2024-08-11,31.03482
2343,#안녕,2024-08-18,25.95442
2344,#안녕,2024-08-25,28.34171
2345,#안녕,2024-09-01,28.69685
135,#안녕,2024-09-09,44.42841
136,#안녕,2024-09-16,44.42841
137,#안녕,2024-09-23,44.42841
3009,10cm,2023-09-17,33.93734
3010,10cm,2023-09-24,28.42956
3011,10cm,2023-10-01,28.77764
3012,10cm,2023-10-08,26.13295
3013,10cm,2023-10-15,23.71689
3014,10cm,2023-10-22,22.08572
3015,10cm,2023-10-29,23.19137
3016,10cm,2023-11-05,20.22249
3017,10cm,2023-11-12,23.96259
3018,10cm,2023-11-19,20.36582
3019,10cm,2023-11-26,19.1885
3020,10cm,2023-12-03,25.84288
3021,10cm,2023-12-10,28.75716
3022,10cm,2023-12-17,32.11165
3023,10cm,2023-12-24,32.09459
3024,10cm,2023-12-31,26.73013
3025,10cm,2024-01-07,24.07521
3026,10cm,2024-01-14,31.35408
3027,10cm,2024-01-21,44.90854
3028,10cm,2024-01-28,31.72604
3029,10cm,2024-02-04,26.41277
3030,10cm,2024-02-11,25.58353
3031,10cm,2024-02-18,26.10906
3032,10cm,2024-02-25,25.72345
3033,10cm,2024-03-03,25.3822
3034,10cm,2024-03-10,30.48389
3035,10cm,2024-03-17,28.79811
3036,10cm,2024-03-24,30.73983
3037,10cm,2024-03-31,44.84711
3038,10cm,2024-04-07,39.55432
3039,10cm,2024-04-14,43.09991
3040,10cm,2024-04-21,40.776
3041,10cm,2024-04-28,56.71239
3042,10cm,2024-05-05,74.17758
3043,10cm,2024-05-12,61.11452
3044,10cm,2024-05-19,45.15083
3045,10cm,2024-05-26,48.10606
3046,10cm,2024-06-02,59.54477
3047,10cm,2024-06-09,34.99863
3048,10cm,2024-06-16,100.0
3049,10cm,2024-06-23,32.88629
3050,10cm,2024-06-30,34.24447
3051,10cm,2024-07-07,24.00013
3052,10cm,2024-07-14,21.18482
3053,10cm,2024-07-21,20.89817
3054,10cm,2024-07-28,17.90199
3055,10cm,2024-08-04,20.89134
3056,10cm,2024-08-11,23.07534
3057,10cm,2024-08-18,18.99058
3058,10cm,2024-08-25,27.62762
3059,10cm,2024-09-01,21.29743
177,10cm,2024-09-09,64.50569
178,10cm,2024-09-16,64.50569
179,10cm,2024-09-23,64.50569
9702,2am,2023-09-17,8.97411
9703,2am,2023-09-24,9.59046
9704,2am,2023-10-01,11.1875
9705,2am,2023-10-08,49.58224
9706,2am,2023-10-15,15.79509
9707,2am,2023-10-22,11.23955
9708,2am,2023-10-29,22.3394
9709,2am,2023-11-05,11.382
9710,2am,2023-11-12,9.6836
9711,2am,2023-11-19,9.30009
9712,2am,2023-11-26,13.90768
9713,2am,2023-12-03,9.66716
9714,2am,2023-12-10,12.7188
9715,2am,2023-12-17,12.63114
9716,2am,2023-12-24,100.0
9717,2am,2023-12-31,35.32392
9718,2am,2024-01-07,22.83522
9719,2am,2024-01-14,14.98698
9720,2am,2024-01-21,13.41186
9721,2am,2024-01-28,15.37049
9722,2am,2024-02-04,13.45021
9723,2am,2024-02-11,13.5543
9724,2am,2024-02-18,12.71332
9725,2am,2024-02-25,11.27516
9726,2am,2024-03-03,9.68634
9727,2am,2024-03-10,12.23394
9728,2am,2024-03-17,10.56567
9729,2am,2024-03-24,8.28927
9730,2am,2024-03-31,7.42364
9731,2am,2024-04-07,7.45103
9732,2am,2024-04-14,9.67264
9733,2am,2024-04-21,12.79276
9734,2am,2024-04-28,11.60115
9735,2am,2024-05-05,9.38227
9736,2am,2024-05-12,8.37419
9737,2am,2024-05-19,7.77153
9738,2am,2024-05-26,15.84166
9739,2am,2024-06-02,26.9059
9740,2am,2024-06-09,14.38707
9741,2am,2024-06-16,11.01219
9742,2am,2024-06-23,9.28913
9743,2am,2024-06-30,9.32475
9744,2am,2024-07-07,9.08094
9745,2am,2024-07-14,7.97151
9746,2am,2024-07-21,7.64278
9747,2am,2024-07-28,6.85385
9748,2am,2024-08-04,7.55786
9749,2am,2024-08-11,7.6784
9750,2am,2024-08-18,6.92233
9751,2am,2024-08-25,7.14696
9752,2am,2024-09-01,6.44843
579,2am,2024-09-09,9.71916
580,2am,2024-09-16,9.71916
581,2am,2024-09-23,9.71916
8207,SG워너비,2023-09-17,13.30165
8208,SG워너비,2023-09-24,13.77387
8209,SG워너비,2023-10-01,12.86391
8210,SG워너비,2023-10-08,14.25359
8211,SG워너비,2023-10-15,14.68233
8212,SG워너비,2023-10-22,12.73498
8213,SG워너비,2023-10-29,11.64962
8214,SG워너비,2023-11-05,11.87749
8215,SG워너비,2023-11-12,14.54441
8216,SG워너비,2023-11-19,12.95235
8217,SG워너비,2023-11-26,11.96743
8218,SG워너비,2023-12-03,11.858
8219,SG워너비,2023-12-10,12.64054
8220,SG워너비,2023-12-17,13.09327
8221,SG워너비,2023-12-24,15.13507
8222,SG워너비,2023-12-31,11.57167
8223,SG워너비,2024-01-07,14.76478
8224,SG워너비,2024-01-14,14.84574
8225,SG워너비,2024-01-21,12.49962
8226,SG워너비,2024-01-28,23.48364
8227,SG워너비,2024-02-04,20.98012
8228,SG워너비,2024-02-11,25.38752
8229,SG워너비,2024-02-18,29.63601
8230,SG워너비,2024-02-25,20.61883
8231,SG워너비,2024-03-03,100.0
8232,SG워너비,2024-03-10,49.23245
8233,SG워너비,2024-03-17,41.14772
8234,SG워너비,2024-03-24,30.73786
8235,SG워너비,2024-03-31,36.19464
8236,SG워너비,2024-04-07,20.42544
8237,SG워너비,2024-04-14,17.54414
8238,SG워너비,2024-04-21,18.34917
8239,SG워너비,2024-04-28,20.95013
8240,SG워너비,2024-05-05,18.55755
8241,SG워너비,2024-05-12,25.34404
8242,SG워너비,2024-05-19,20.22306
8243,SG워너비,2024-05-26,25.03223
8244,SG워너비,2024-06-02,16.61169
8245,SG워너비,2024-06-09,17.50667
8246,SG워너비,2024-06-16,15.74221
8247,SG워너비,2024-06-23,13.46055
8248,SG워너비,2024-06-30,12.43666
8249,SG워너비,2024-07-07,17.01046
8250,SG워너비,2024-07-14,20.25604
8251,SG워너비,2024-07-21,18.50957
8252,SG워너비,2024-07-28,13.06779
8253,SG워너비,2024-08-04,15.5833
8254,SG워너비,2024-08-11,13.8893
8255,SG워너비,2024-08-18,11.80253
8256,SG워너비,2024-08-25,12.6975
8257,SG워너비,2024-09-01,11.61214
486,SG워너비,2024-09-09,35.80572
487,SG워너비,2024-09-16,35.80572
488,SG워너비,2024-09-23,35.80572
4546,WSG워너비,2023-09-17,91.63636
4547,WSG워너비,2023-09-24,85.3409
4548,WSG워너비,2023-10-01,96.93181
4549,WSG워너비,2023-10-08,86.77272
4550,WSG워너비,2023-10-15,86.86363
4551,WSG워너비,2023-10-22,87.5909
4552,WSG워너비,2023-10-29,92.68181
4553,WSG워너비,2023-11-05,78.93181
4554,WSG워너비,2023-11-12,75.93181
4555,WSG워너비,2023-11-19,71.72727
4556,WSG워너비,2023-11-26,79.18181
4557,WSG워너비,2023-12-03,88.11363
4558,WSG워너비,2023-12-10,78.04545
4559,WSG워너비,2023-12-17,78.5909
4560,WSG워너비,2023-12-24,90.8409
4561,WSG워너비,2023-12-31,80.25
4562,WSG워너비,2024-01-07,87.54545
4563,WSG워너비,2024-01-14,79.31818
4564,WSG워너비,2024-01-21,77.47727
4565,WSG워너비,2024-01-28,69.47727
4566,WSG워너비,2024-02-04,86.90909
4567,WSG워너비,2024-02-11,81.20454
4568,WSG워너비,2024-02-18,78.0909
4569,WSG워너비,2024-02-25,73.61363
4570,WSG워너비,2024-03-03,80.45454
4571,WSG워너비,2024-03-10,68.20454
4572,WSG워너비,2024-03-17,66.0
4573,WSG워너비,2024-03-24,70.56818
4574,WSG워너비,2024-03-31,72.38636
4575,WSG워너비,2024-04-07,87.18181
4576,WSG워너비,2024-04-14,78.40909
4577,WSG워너비,2024-04-21,70.45454
4578,WSG워너비,2024-04-28,74.31818
4579,WSG워너비,2024-05-05,82.31818
4580,WSG워너비,2024-05-12,84.29545
4581,WSG워너비,2024-05-19,74.31818
4582,WSG워너비,2024-05-26,67.95454
4583,WSG워너비,2024-06-02,78.04545
4584,WSG워너비,2024-06-09,66.81818
4585,WSG워너비,2024-06-16,78.93181
4586,WSG워너비,2024-06-23,76.20454
4587,WSG워너비,2024-06-30,75.79545
4588,WSG워너비,2024-07-07,80.61363
4589,WSG워너비,2024-07-14,84.31818
4590,WSG워너비,2024-07-21,71.0909
4591,WSG워너비,2024-07-28,64.70454
4592,WSG워너비,2024-08-04,65.90909
4593,WSG워너비,2024-08-11,100.0
4594,WSG워너비,2024-08-18,75.45454
4595,WSG워너비,2024-08-25,81.18181
4596,WSG워너비,2024-09-01,75.72727
270,WSG워너비,2024-09-09,28.22429
271,WSG워너비,2024-09-16,28.22429
272,WSG워너비,2024-09-23,28.22429
9600,가호,2023-09-17,94.39053
9601,가호,2023-09-24,60.9157
9602,가호,2023-10-01,64.43298
9603,가호,2023-10-08,73.59005
9604,가호,2023-10-15,77.80473
9605,가호,2023-10-22,74.13583
9606,가호,2023-10-29,74.07519
9607,가호,2023-11-05,68.16252
9608,가호,2023-11-12,67.07095
9609,가호,2023-11-19,60.27895
9610,가호,2023-11-26,63.76591
9611,가호,2023-12-03,60.52152
9612,가호,2023-12-10,56.9436
9613,가호,2023-12-17,56.48878
9614,가호,2023-12-24,75.95512
9615,가호,2023-12-31,94.66343
9616,가호,2024-01-07,63.94784
9617,가호,2024-01-14,60.73377
9618,가호,2024-01-21,58.3687
9619,가호,2024-01-28,65.61552
9620,가호,2024-02-04,66.82838
9621,가호,2024-02-11,61.61309
9622,가호,2024-02-18,58.91449
9623,가호,2024-02-25,60.9157
9624,가호,2024-03-03,61.37052
9625,가호,2024-03-10,58.39902
9626,가호,2024-03-17,63.37174
9627,가호,2024-03-24,63.18981
9628,가호,2024-03-31,63.49302
9629,가호,2024-04-07,68.2838
9630,가호,2024-04-14,66.76773
9631,가호,2024-04-21,100.0
9632,가호,2024-04-28,71.2553
9633,가호,2024-05-05,57.91388
9634,가호,2024-05-12,63.15949
9635,가호,2024-05-19,61.52213
9636,가호,2024-05-26,58.03517
9637,가호,2024-06-02,60.4912
9638,가호,2024-06-09,60.09702
9639,가호,2024-06-16,64.76652
9640,가호,2024-06-23,70.55791
9641,가호,2024-06-30,61.79502
9642,가호,2024-07-07,56.36749
9643,가호,2024-07-14,60.94602
9644,가호,2024-07-21,59.88477
9645,가호,2024-07-28,62.43177
9646,가호,2024-08-04,61.15827
9647,가호,2024-08-11,56.70103
9648,가호,2024-08-18,55.97331
9649,가호,2024-08-25,57.00424
9650,가호,2024-09-01,53.60824
573,가호,2024-09-09,44.75828
574,가호,2024-09-16,44.75828
575,가호,2024-09-23,44.75828
10412,강민경,2023-09-17,36.77151
10413,강민경,2023-09-24,38.34082
10414,강민경,2023-10-01,37.41489
10415,강민경,2023-10-08,50.01702
10416,강민경,2023-10-15,55.60321
10417,강민경,2023-10-22,46.76606
10418,강민경,2023-10-29,42.06154
10419,강민경,2023-11-05,44.94825
10420,강민경,2023-11-12,84.19458
10421,강민경,2023-11-19,56.10702
10422,강민경,2023-11-26,49.55065
10423,강민경,2023-12-03,40.63861
10424,강민경,2023-12-10,52.46119
10425,강민경,2023-12-17,56.48488
10426,강민경,2023-12-24,55.06195
10427,강민경,2023-12-31,43.35852
10428,강민경,2024-01-07,39.00462
10429,강민경,2024-01-14,42.36111
10430,강민경,2024-01-21,34.60648
10431,강민경,2024-01-28,34.64052
10432,강민경,2024-02-04,32.65931
10433,강민경,2024-02-11,70.05718
10434,강민경,2024-02-18,37.11533
10435,강민경,2024-02-25,38.97399
10436,강민경,2024-03-03,31.13085
10437,강민경,2024-03-10,39.49142
10438,강민경,2024-03-17,98.74727
10439,강민경,2024-03-24,97.0452
10440,강민경,2024-03-31,60.51879
10441,강민경,2024-04-07,47.72263
10442,강민경,2024-04-14,54.79643
10443,강민경,2024-04-21,45.40781
10444,강민경,2024-04-28,69.99591
10445,강민경,2024-05-05,58.2312
10446,강민경,2024-05-12,47.58986
10447,강민경,2024-05-19,41.84708
10448,강민경,2024-05-26,53.05691
10449,강민경,2024-06-02,70.74142
10450,강민경,2024-06-09,45.09803
10451,강민경,2024-06-16,48.56685
10452,강민경,2024-06-23,48.58387
10453,강민경,2024-06-30,60.97494
10454,강민경,2024-07-07,47.97113
10455,강민경,2024-07-14,47.24264
10456,강민경,2024-07-21,62.5068
10457,강민경,2024-07-28,47.64433
10458,강민경,2024-08-04,51.67143
10459,강민경,2024-08-11,100.0
10460,강민경,2024-08-18,46.90223
10461,강민경,2024-08-25,72.24264
10462,강민경,2024-09-01,52.25013
621,강민경,2024-09-09,32.82623
622,강민경,2024-09-16,32.82623
623,강민경,2024-09-23,32.82623
12960,개코,2023-09-17,81.55869
12961,개코,2023-09-24,68.23284
12962,개코,2023-10-01,67.03014
12963,개코,2023-10-08,71.72867
12964,개코,2023-10-15,59.91019
12965,개코,2023-10-22,59.25272
12966,개코,2023-10-29,56.97562
12967,개코,2023-11-05,55.46824
12968,개코,2023-11-12,46.77677
12969,개코,2023-11-19,48.28415
12970,개코,2023-11-26,47.85118
12971,개코,2023-12-03,40.68313
12972,개코,2023-12-10,36.27325
12973,개코,2023-12-17,34.66966
12974,개코,2023-12-24,68.56959
12975,개코,2023-12-31,45.68633
12976,개코,2024-01-07,35.74406
12977,개코,2024-01-14,35.87235
12978,개코,2024-01-21,33.89993
12979,개코,2024-01-28,32.98588
12980,개코,2024-02-04,33.09813
12981,개코,2024-02-11,34.3329
12982,개코,2024-02-18,37.47594
12983,개코,2024-02-25,35.95253
12984,개코,2024-03-03,27.21295
12985,개코,2024-03-10,32.84156
12986,개코,2024-03-17,29.7787
12987,개코,2024-03-24,64.40025
12988,개코,2024-03-31,44.99679
12989,개코,2024-04-07,69.56382
12990,개코,2024-04-14,100.0
12991,개코,2024-04-21,66.90186
12992,개코,2024-04-28,53.22322
12993,개코,2024-05-05,51.20269
12994,개코,2024-05-12,51.90827
12995,개코,2024-05-19,50.36882
12996,개코,2024-05-26,49.5991
12997,개코,2024-06-02,36.75432
12998,개코,2024-06-09,36.3855
12999,개코,2024-06-16,73.42847
13000,개코,2024-06-23,60.39127
13001,개코,2024-06-30,39.11161
13002,개코,2024-07-07,46.47209
13003,개코,2024-07-14,37.57216
13004,개코,2024-07-21,39.07953
13005,개코,2024-07-28,33.24246
13006,개코,2024-08-04,38.61449
13007,개코,2024-08-11,45.23733
13008,개코,2024-08-18,40.02565
13009,개코,2024-08-25,58.38678
13010,개코,2024-09-01,56.47851
777,개코,2024-09-09,37.14715
778,개코,2024-09-16,37.14715
779,개코,2024-09-23,37.14715
4291,거미,2023-09-17,49.98736
4292,거미,2023-09-24,43.36905
4293,거미,2023-10-01,40.13929
4294,거미,2023-10-08,43.75879
4295,거미,2023-10-15,39.38147
4296,거미,2023-10-22,48.67381
4297,거미,2023-10-29,40.50377
4298,거미,2023-11-05,36.49453
4299,거미,2023-11-12,44.5527
4300,거미,2023-11-19,35.75475
4301,거미,2023-11-26,100.0
4302,거미,2023-12-03,39.55468
4303,거미,2023-12-10,37.49774
4304,거미,2023-12-17,32.93637
4305,거미,2023-12-24,67.83226
4306,거미,2023-12-31,36.04705
4307,거미,2024-01-07,32.72707
4308,거미,2024-01-14,55.80455
4309,거미,2024-01-21,42.97932
4310,거미,2024-01-28,35.70423
4311,거미,2024-02-04,42.7231
4312,거미,2024-02-11,84.10017
4313,거미,2024-02-18,64.84789
4314,거미,2024-02-25,53.35065
4315,거미,2024-03-03,40.45324
4316,거미,2024-03-10,33.3622
4317,거미,2024-03-17,30.04943
4318,거미,2024-03-24,33.08794
4319,거미,2024-03-31,30.8686
4320,거미,2024-04-07,35.53823
4321,거미,2024-04-14,36.58114
4322,거미,2024-04-21,34.76597
4323,거미,2024-04-28,35.94601
4324,거미,2024-05-05,36.78322
4325,거미,2024-05-12,38.44321
4326,거미,2024-05-19,51.17823
4327,거미,2024-05-26,35.99292
4328,거미,2024-06-02,33.46685
4329,거미,2024-06-09,45.40796
4330,거미,2024-06-16,49.41719
4331,거미,2024-06-23,37.87665
4332,거미,2024-06-30,37.32091
4333,거미,2024-07-07,34.96084
4334,거미,2024-07-14,37.07552
4335,거미,2024-07-21,45.49456
4336,거미,2024-07-28,63.91685
4337,거미,2024-08-04,54.89516
4338,거미,2024-08-11,51.92161
4339,거미,2024-08-18,55.20912
4340,거미,2024-08-25,79.77698
4341,거미,2024-09-01,90.49114
255,거미,2024-09-09,31.18465
256,거미,2024-09-16,31.18465
257,거미,2024-09-23,31.18465
15329,거북이,2023-09-17,60.1436
15330,거북이,2023-09-24,61.72039
15331,거북이,2023-10-01,69.80618
15332,거북이,2023-10-08,67.06086
15333,거북이,2023-10-15,65.57792
15334,거북이,2023-10-22,62.87484
15335,거북이,2023-10-29,66.45548
15336,거북이,2023-11-05,57.70801
15337,거북이,2023-11-12,54.96738
15338,거북이,2023-11-19,63.71486
15339,거북이,2023-11-26,100.0
15340,거북이,2023-12-03,67.84457
15341,거북이,2023-12-10,68.6752
15342,거북이,2023-12-17,73.46191
15343,거북이,2023-12-24,83.19489
15344,거북이,2023-12-31,69.05063
15345,거북이,2024-01-07,66.77929
15346,거북이,2024-01-14,60.67389
15347,거북이,2024-01-21,56.30484
15348,거북이,2024-01-28,59.30827
15349,거북이,2024-02-04,72.70636
15350,거북이,2024-02-11,62.71059
15351,거북이,2024-02-18,57.02754
15352,거북이,2024-02-25,60.51902
15353,거북이,2024-03-03,57.71739
15354,거북이,2024-03-10,62.04889
15355,거북이,2024-03-17,57.55783
15356,거북이,2024-03-24,57.74555
15357,거북이,2024-03-31,56.92899
15358,거북이,2024-04-07,59.77286
15359,거북이,2024-04-14,65.60608
15360,거북이,2024-04-21,66.23961
15361,거북이,2024-04-28,65.16495
15362,거북이,2024-05-05,62.21784
15363,거북이,2024-05-12,63.39105
15364,거북이,2024-05-19,69.08348
15365,거북이,2024-05-26,70.40217
15366,거북이,2024-06-02,68.2153
15367,거북이,2024-06-09,62.94523
15368,거북이,2024-06-16,60.89915
15369,거북이,2024-06-23,59.4819
15370,거북이,2024-06-30,60.03566
15371,거북이,2024-07-07,63.65854
15372,거북이,2024-07-14,61.82364
15373,거북이,2024-07-21,57.35135
15374,거북이,2024-07-28,62.19907
15375,거북이,2024-08-04,61.20887
15376,거북이,2024-08-11,60.82875
15377,거북이,2024-08-18,61.99727
15378,거북이,2024-08-25,62.44309
15379,거북이,2024-09-01,62.95931
924,거북이,2024-09-09,36.95103
925,거북이,2024-09-16,36.95103
926,거북이,2024-09-23,36.95103
3060,경서,2023-09-17,53.88097
3061,경서,2023-09-24,36.06336
3062,경서,2023-10-01,31.8368
3063,경서,2023-10-08,46.4432
3064,경서,2023-10-15,60.68872
3065,경서,2023-10-22,80.6349
3066,경서,2023-10-29,50.36087
3067,경서,2023-11-05,39.60181
3068,경서,2023-11-12,31.2802
3069,경서,2023-11-19,24.39904
3070,경서,2023-11-26,23.12373
3071,경서,2023-12-03,24.94953
3072,경서,2023-12-10,28.6623
3073,경서,2023-12-17,35.42112
3074,경서,2023-12-24,100.0
3075,경서,2023-12-31,38.39072
3076,경서,2024-01-07,32.96531
3077,경서,2024-01-14,20.64652
3078,경서,2024-01-21,20.33763
3079,경서,2024-01-28,20.40797
3080,경서,2024-02-04,31.99889
3081,경서,2024-02-11,46.92947
3082,경서,2024-02-18,23.05951
3083,경서,2024-02-25,44.71527
3084,경서,2024-03-03,29.53391
3085,경서,2024-03-10,23.9403
3086,경서,2024-03-17,37.13071
3087,경서,2024-03-24,37.39066
3088,경서,2024-03-31,49.29965
3089,경서,2024-04-07,34.99296
3090,경서,2024-04-14,28.79992
3091,경서,2024-04-21,28.02617
3092,경서,2024-04-28,48.90207
3093,경서,2024-05-05,47.11297
3094,경서,2024-05-12,37.85246
3095,경서,2024-05-19,72.08086
3096,경서,2024-05-26,39.75166
3097,경서,2024-06-02,25.56425
3098,경서,2024-06-09,24.79356
3099,경서,2024-06-16,23.4785
3100,경서,2024-06-23,18.85436
3101,경서,2024-06-30,18.58523
3102,경서,2024-07-07,26.71417
3103,경서,2024-07-14,36.6108
3104,경서,2024-07-21,25.13609
3105,경서,2024-07-28,23.09927
3106,경서,2024-08-04,25.38993
3107,경서,2024-08-11,35.35996
3108,경서,2024-08-18,27.14233
3109,경서,2024-08-25,44.16172
3110,경서,2024-09-01,43.88341
180,경서,2024-09-09,33.5885
181,경서,2024-09-16,33.5885
182,경서,2024-09-23,33.5885
1989,경서예지,2023-09-17,51.41362
1990,경서예지,2023-09-24,44.88441
1991,경서예지,2023-10-01,44.97813
1992,경서예지,2023-10-08,74.92189
1993,경서예지,2023-10-15,48.39112
1994,경서예지,2023-10-22,88.0506
1995,경서예지,2023-10-29,69.83755
1996,경서예지,2023-11-05,61.83223
1997,경서예지,2023-11-12,48.65666
1998,경서예지,2023-11-19,37.51952
1999,경서예지,2023-11-26,29.8188
2000,경서예지,2023-12-03,30.13901
2001,경서예지,2023-12-10,34.53608
2002,경서예지,2023-12-17,24.82817
2003,경서예지,2023-12-24,46.26679
2004,경서예지,2023-12-31,26.06997
2005,경서예지,2024-01-07,27.96782
2006,경서예지,2024-01-14,22.1337
2007,경서예지,2024-01-21,23.93783
2008,경서예지,2024-01-28,23.38331
2009,경서예지,2024-02-04,31.08403
2010,경서예지,2024-02-11,49.24242
2011,경서예지,2024-02-18,37.66791
2012,경서예지,2024-02-25,38.83942
2013,경서예지,2024-03-03,28.04592
2014,경서예지,2024-03-10,28.8113
2015,경서예지,2024-03-17,43.90815
2016,경서예지,2024-03-24,33.56763
2017,경서예지,2024-03-31,34.64542
2018,경서예지,2024-04-07,33.00531
2019,경서예지,2024-04-14,29.20181
2020,경서예지,2024-04-21,28.50671
2021,경서예지,2024-04-28,36.98063
2022,경서예지,2024-05-05,50.66385
2023,경서예지,2024-05-12,37.68353
2024,경서예지,2024-05-19,72.08684
2025,경서예지,2024-05-26,41.54951
2026,경서예지,2024-06-02,26.31208
2027,경서예지,2024-06-09,26.29646
2028,경서예지,2024-06-16,30.49047
2029,경서예지,2024-06-23,23.00843
2030,경서예지,2024-06-30,27.56169
2031,경서예지,2024-07-07,25.72633
2032,경서예지,2024-07-14,26.1715
2033,경서예지,2024-07-21,26.16369
2034,경서예지,2024-07-28,19.86879
2035,경서예지,2024-08-04,27.77257
2036,경서예지,2024-08-11,32.02124
2037,경서예지,2024-08-18,41.43236
2038,경서예지,2024-08-25,90.39362
2039,경서예지,2024-09-01,100.0
117,경서예지,2024-09-09,24.96733
118,경서예지,2024-09-16,24.96733
119,경서예지,2024-09-23,24.96733
12807,고요,2023-09-17,44.60181
12808,고요,2023-09-24,40.43292
12809,고요,2023-10-01,50.13361
12810,고요,2023-10-08,50.66809
12811,고요,2023-10-15,47.75521
12812,고요,2023-10-22,51.95082
12813,고요,2023-10-29,49.91982
12814,고요,2023-11-05,61.03687
12815,고요,2023-11-12,57.26884
12816,고요,2023-11-19,52.61892
12817,고요,2023-11-26,52.64564
12818,고요,2023-12-03,49.09139
12819,고요,2023-12-10,47.78193
12820,고요,2023-12-17,49.97327
12821,고요,2023-12-24,49.25173
12822,고요,2023-12-31,47.64831
12823,고요,2024-01-07,51.73703
12824,고요,2024-01-14,48.55692
12825,고요,2024-01-21,49.19828
12826,고요,2024-01-28,42.03634
12827,고요,2024-02-04,41.79583
12828,고요,2024-02-11,48.18278
12829,고요,2024-02-18,55.39818
12830,고요,2024-02-25,59.38001
12831,고요,2024-03-03,66.30144
12832,고요,2024-03-10,65.87386
12833,고요,2024-03-17,61.35756
12834,고요,2024-03-24,59.86103
12835,고요,2024-03-31,53.79476
12836,고요,2024-04-07,53.15339
12837,고요,2024-04-14,70.63067
12838,고요,2024-04-21,56.52057
12839,고요,2024-04-28,52.64564
12840,고요,2024-05-05,50.53447
12841,고요,2024-05-12,51.01549
12842,고요,2024-05-19,52.53874
12843,고요,2024-05-26,48.63709
12844,고요,2024-06-02,50.64136
12845,고요,2024-06-09,44.78888
12846,고요,2024-06-16,47.08711
12847,고요,2024-06-23,51.06894
12848,고요,2024-06-30,62.80064
12849,고요,2024-07-07,100.0
12850,고요,2024-07-14,59.56707
12851,고요,2024-07-21,51.87065
12852,고요,2024-07-28,48.95777
12853,고요,2024-08-04,48.63709
12854,고요,2024-08-11,48.74398
12855,고요,2024-08-18,45.8311
12856,고요,2024-08-25,48.02244
12857,고요,2024-09-01,49.11811
768,고요,2024-09-09,41.28389
769,고요,2024-09-16,41.28389
770,고요,2024-09-23,41.28389
3213,권은비,2023-09-17,100.0
3214,권은비,2023-09-24,99.28034
3215,권은비,2023-10-01,34.93176
3216,권은비,2023-10-08,27.00372
3217,권은비,2023-10-15,23.0056
3218,권은비,2023-10-22,24.07844
3219,권은비,2023-10-29,17.25626
3220,권은비,2023-11-05,15.18165
3221,권은비,2023-11-12,15.07792
3222,권은비,2023-11-19,12.47855
3223,권은비,2023-11-26,25.71157
3224,권은비,2023-12-03,31.83527
3225,권은비,2023-12-10,35.53871
3226,권은비,2023-12-17,26.81636
3227,권은비,2023-12-24,26.21192
3228,권은비,2023-12-31,22.05336
3229,권은비,2024-01-07,16.04739
3230,권은비,2024-01-14,14.9085
3231,권은비,2024-01-21,11.6243
3232,권은비,2024-01-28,14.77714
3233,권은비,2024-02-04,12.15479
3234,권은비,2024-02-11,17.7602
3235,권은비,2024-02-18,11.13615
3236,권은비,2024-02-25,10.57191
3237,권은비,2024-03-03,8.13837
3238,권은비,2024-03-10,9.84077
3239,권은비,2024-03-17,8.09494
3240,권은비,2024-03-24,13.24451
3241,권은비,2024-03-31,8.72773
3242,권은비,2024-04-07,7.217
3243,권은비,2024-04-14,16.56389
3244,권은비,2024-04-21,9.79986
3245,권은비,2024-04-28,18.21245
3246,권은비,2024-05-05,29.56684
