date,Rank,Title,Artist,Production,Weekly Views,Genre,Runtime
2024-06-02,116,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,3647234.0,가요 / 댄스,03:06
2024-06-02,117,TOMBOY,혁오 (hyukoh),두루두루 아티스트 컴퍼니,,가요 / 락,04:02
2024-06-02,118,I`ll Be There,이클립스,"BON FACTORY, Stone Music Entertainment",3330324.0,OST / 드라마,03:53
2024-06-02,119,만날테니까,이클립스,"BON FACTORY, Stone Music Entertainment",3330324.0,OST / 드라마,02:48
2024-06-02,120,물론,허각,니즈뮤직,2152593.0,가요 / 발라드,03:44
2024-06-02,121,Wife,(여자)아이들,큐브엔터테인먼트,5925264.0,가요 / 댄스,02:01
2024-06-02,122,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트,4130802.0,가요 / 인디,03:45
2024-06-02,123,사랑..그게 뭔데,지아 (Zia),니즈뮤직,,가요 / 발라드,03:46
2024-06-02,124,숲,최유리,쇼파르엔터테인먼트,2120113.0,가요 / 인디,03:48
2024-06-02,125,롱디,AKMU (악뮤),YG Entertainment,5355358.0,가요 / 블루스/포크,03:03
2024-06-02,126,Live My Life,aespa,SM Entertainment,18988630.0,가요 / 락,02:39
2024-06-02,127,연애편지,임영웅,물고기뮤직,6004352.0,가요 / 블루스/포크,03:35
2024-06-02,128,DASH,NMIXX,JYP Entertainment,2650648.0,가요 / 댄스,02:47
2024-06-02,129,Next Level,aespa,SM Entertainment,18988630.0,가요 / 댄스,03:42
2024-06-02,130,좋아해요,폴킴,소리날리,2361670.0,OST / 드라마,04:05
2024-06-02,131,These Tears,Andy Grammer,S-Curve Records,,POP / 팝,02:50
2024-06-02,132,그라데이션,10cm,매직스트로베리사운드,4243703.0,가요 / 인디,03:21
2024-06-02,133,희재,성시경,씨에스해피엔터테인먼트,3279601.0,OST / 한국영화,04:42
2024-06-02,134,음악의 신,세븐틴,플레디스,5476615.0,가요 / 댄스,03:25
2024-06-02,135,반딧불 (Little Light),도영 (DOYOUNG),SM Entertainment,,가요 / 락,03:45
2024-06-02,136,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik,,가요 / 랩/힙합,03:20
2024-06-02,137,Espresso,Sabrina Carpenter,Island Records,,POP / 팝,02:55
2024-06-02,138,봄이 와도,로이킴,WAKEONE,2350974.0,가요 / 발라드,03:58
2024-06-02,139,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,1679596.0,가요 / 인디,04:26
2024-06-02,140,Set The Tone,aespa,SM Entertainment,18988630.0,가요 / 댄스,03:23
2024-06-02,141,Love me or Leave me,DAY6,JYP Entertainment,8441425.0,가요 / 락,03:43
2024-06-02,142,Shape of You,Ed Sheeran,Atlantic Records UK,1793184.0,POP / 팝,03:54
2024-06-02,143,Popcorn,디오 (D.O.),COMPANY SOOSOO,1442961.0,가요 / 발라드,03:01
2024-06-02,144,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",8341578.0,가요 / 발라드,04:13
2024-06-02,145,A Day,종호(에이티즈),"BON FACTORY, Stone Music Entertainment",,OST / 드라마,03:53
2024-06-02,146,여행,볼빨간사춘기,쇼파르엔터테인먼트,4130802.0,가요 / 인디,03:41
2024-06-02,147,Shopper,아이유 (IU),EDAM엔터테인먼트,8341578.0,가요 / 락,03:36
2024-06-02,148,Cool With You,NewJeans,ADOR,19086928.0,가요 / 댄스,02:28
2024-06-02,149,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,03:07
2024-06-02,150,자꾸만 웃게 돼,부석순 (SEVENTEEN),"소리날리, 모스트콘텐츠",5476615.0,OST / 드라마,03:34
2024-06-02,151,pocket locket,Alaina Castillo,뮤직테이블,,POP / 팝,03:08
2024-06-02,152,Cookie,NewJeans,ADOR,19086928.0,가요 / 댄스,03:53
2024-06-02,153,yours,데이먼스 이어 (Damons Year),Akashic Records,,가요 / 인디,02:45
2024-06-02,154,우리 영화,PLAVE,VLAST,,가요 / 랩/힙합,02:41
2024-06-02,155,Blueming,아이유 (IU),Kakao Entertainment,8341578.0,가요 / 락,03:37
2024-06-02,156,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,3647234.0,가요 / 댄스,03:02
2024-06-02,157,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2599537.0,가요 / 인디,04:21
2024-06-02,158,There`s Nothing Holdin` Me Back,Shawn Mendes,Island Records,,POP / 팝,03:20
2024-06-02,159,그리워하다,비투비 (BTOB),큐브엔터테인먼트,2045025.0,가요 / 발라드,03:57
2024-06-02,160,보금자리,임영웅,물고기뮤직,6004352.0,가요 / 트로트,02:52
2024-06-02,161,선물,하성운,"BON FACTORY, Stone Music Entertainment",,OST / 드라마,04:50
2024-06-02,162,WORK,ATEEZ (에이티즈),KQ Entertainment,,가요 / 댄스,02:52
2024-06-02,163,어른,Sondia,Stone Music Entertainment,,OST / 드라마,04:19
2024-06-02,164,답답해,AKMU (악뮤),YG Entertainment,5355358.0,가요 / 댄스,02:56
2024-06-02,165,개화 (Flowering),LUCY,미스틱스토리,,가요 / 락,04:11
2024-06-02,166,Off My Face,Justin Bieber,RBMG/Def Jam,2337307.0,POP / 팝,02:37
2024-06-02,167,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,3183727.0,가요 / 인디,03:09
2024-06-02,168,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1715832.0,OST / 드라마,03:50
2024-06-02,169,밤하늘의 별을(2020),경서,꿈의엔진,1869317.0,가요 / 인디,03:37
2024-06-02,170,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,2818024.0,가요 / R&B/소울,03:00
2024-06-02,171,그랬나봐,김형중,SBS 콘텐츠허브,,가요 / 발라드,04:29
2024-06-02,172,마지막처럼,BLACKPINK,YG Entertainment,4129187.0,가요 / 댄스,03:33
2024-06-02,173,Standing Next to You,정국,BIGHIT MUSIC,2354596.0,가요 / 댄스,03:26
2024-06-02,174,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse,,가요 / 발라드,03:36
2024-06-02,175,케익의 평화,AKMU (악뮤),YG Entertainment,5355358.0,가요 / R&B/소울,03:34
2024-06-02,176,Vancouver,BIG Naughty (서동현),H1GHR MUSIC,3183727.0,가요 / R&B/소울,03:36
2024-06-02,177,hey! hey!,TWS (투어스),플레디스,2178746.0,가요 / 댄스,03:13
2024-06-02,178,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,3312148.0,가요 / 랩/힙합,03:53
2024-06-02,179,Off The Record,IVE (아이브),스타쉽엔터테인먼트,11024489.0,가요 / 댄스,03:09
2024-06-02,180,가장 찬란한 빛으로 쏟아지는,HYNN(박혜원),엔터테인먼트뉴오더,,가요 / 발라드,04:06
2024-06-02,181,영원,DK,TOON STUDIO,,가요 / 발라드,04:01
2024-06-02,182,Fast Forward,전소미,The Black Label,,가요 / 댄스,02:41
2024-06-02,183,거리에서,성시경,제로원인터랙티브,3279601.0,가요 / 발라드,04:39
2024-06-02,184,나에게 그대만이,탑현,레이벡스,,가요 / 발라드,03:11
2024-06-02,185,From,PLAVE,VLAST,,가요 / 발라드,03:29
2024-06-02,186,신호등,이무진,쇼플레이,3525475.0,가요 / 락,03:52
2024-06-02,187,TOMBOY,(여자)아이들,큐브엔터테인먼트,5925264.0,가요 / 락,02:54
2024-06-02,188,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2337307.0,POP / 팝,03:54
2024-06-02,189,어땠을까 (Feat. 박정현),싸이 (Psy),YG Entertainment,2911537.0,가요 / 댄스,04:04
2024-06-02,190,Bubble,STAYC(스테이씨),하이업엔터테인먼트,1470554.0,가요 / 댄스,02:59
2024-06-02,191,고장난걸까,10cm,"소리날리, 모스트콘텐츠",4243703.0,OST / 드라마,03:56
2024-06-02,192,Deja Vu,투모로우바이투게더,BIGHIT MUSIC,,가요 / 댄스,02:51
2024-06-02,193,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,04:08
2024-06-02,194,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",3525475.0,가요 / 락,03:48
2024-06-02,195,BAHAMA,aespa,SM Entertainment,18988630.0,가요 / 댄스,03:11
2024-06-02,196,나의 X에게,경서,꿈의엔진,1869317.0,가요 / 인디,03:08
2024-06-02,197,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.,2818024.0,가요 / 댄스,02:40
2024-06-02,198,That`s Hilarious,Charlie Puth,Atlantic Records UK,3318586.0,POP / 팝,02:27
2024-06-02,199,Mars,디오 (D.O.),COMPANY SOOSOO,1442961.0,가요 / 발라드,03:07
2024-06-02,200,첫사랑,백아,Baek A,,가요 / 블루스/포크,03:09
2024-06-09,1,Supernova,aespa,SM Entertainment,16058706.0,가요 / 일렉트로니카,03:48
2024-06-09,2,How Sweet,NewJeans,ADOR,15986824.0,가요 / 댄스,03:39
2024-06-09,3,Bubble Gum,NewJeans,ADOR,15986824.0,가요 / 댄스,03:20
2024-06-09,4,Armageddon,aespa,SM Entertainment,16058706.0,가요 / 일렉트로니카,03:08
2024-06-09,5,소나기,이클립스,"BON FACTORY, Stone Music Entertainment",3233429.0,OST / 드라마,03:54
2024-06-09,6,해야 (HEYA),IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,03:10
2024-06-09,7,고민중독,QWER,타마고 프로덕션,7279255.0,가요 / 락,02:56
2024-06-09,8,SPOT! (feat. JENNIE),지코 (ZICO),KOZ 엔터테인먼트,3410280.0,가요 / 랩/힙합,02:48
2024-06-09,9,Magnetic,아일릿(ILLIT),빌리프랩,3854784.0,가요 / 댄스,02:41
2024-06-09,10,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트,5543065.0,가요 / 댄스,02:42
2024-06-09,11,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스,2355682.0,가요 / 전체,02:32
2024-06-09,12,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리,2991673.0,OST / 드라마,04:04
2024-06-09,13,한 페이지가 될 수 있게,DAY6,JYP Entertainment,8525130.0,가요 / 락,03:26
2024-06-09,14,천상연,이창섭,TOON STUDIO,1819610.0,가요 / 발라드,04:31
2024-06-09,15,SHEESH,BABYMONSTER,YG Entertainment,2612897.0,가요 / 랩/힙합,02:50
2024-06-09,16,예뻤어,DAY6,JYP Entertainment,8525130.0,가요 / 락,04:43
2024-06-09,17,에피소드,이무진,BIGPLANETMADE,3409839.0,가요 / 락,03:25
2024-06-09,18,Hype boy,NewJeans,ADOR,15986824.0,가요 / 댄스,02:57
2024-06-09,19,Love wins all,아이유 (IU),EDAM엔터테인먼트,7952282.0,가요 / 발라드,04:31
2024-06-09,20,밤양갱,비비(BIBI),Feel Ghood Music,1748486.0,가요 / R&B/소울,02:26
2024-06-09,21,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION",,가요 / 발라드,03:55
2024-06-09,22,ETA,NewJeans,ADOR,15986824.0,가요 / 댄스,02:31
2024-06-09,23,Welcome to the Show,DAY6,JYP Entertainment,8525130.0,가요 / 락,03:37
2024-06-09,24,Drama,aespa,SM Entertainment,16058706.0,가요 / 댄스,03:35
2024-06-09,25,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO,1738571.0,가요 / 발라드,04:11
2024-06-09,26,To. X,태연 (TAEYEON),SM Entertainment,4284961.0,가요 / R&B/소울,02:50
2024-06-09,27,Super Shy,NewJeans,ADOR,15986824.0,가요 / 댄스,02:35
2024-06-09,28,I AM,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,03:04
2024-06-09,29,Girls Never Die,tripleS (트리플에스),모드하우스,1781573.0,가요 / 댄스,03:08
2024-06-09,30,Attention,NewJeans,ADOR,15986824.0,가요 / 댄스,02:58
2024-06-09,31,Ditto,NewJeans,ADOR,15986824.0,가요 / 댄스,03:06
2024-06-09,32,Accendio,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,03:12
2024-06-09,33,헤어지자 말해요,박재정,로맨틱팩토리,,가요 / 발라드,04:04
2024-06-09,34,봄눈,10cm,"BON FACTORY, Stone Music Entertainment",4107637.0,OST / 드라마,03:22
2024-06-09,35,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.,2543722.0,가요 / 댄스,02:43
2024-06-09,36,그랬나봐,유회승 (N.Flying),"BON FACTORY, Stone Music Entertainment",,OST / 드라마,04:21
2024-06-09,37,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩,3854784.0,가요 / 댄스,02:20
2024-06-09,38,Run Run,이클립스,"BON FACTORY, Stone Music Entertainment",3233429.0,OST / 드라마,03:35
2024-06-09,39,인사,범진,JMG (더블엑스엔터테인먼트),,가요 / 인디,03:36
2024-06-09,40,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직,3452381.0,가요 / 댄스,02:39
2024-06-09,41,Spicy,aespa,SM Entertainment,16058706.0,가요 / 댄스,03:17
2024-06-09,42,사랑은 늘 도망가,임영웅,모스트콘텐츠,5862245.0,OST / 드라마,04:03
2024-06-09,43,OMG,NewJeans,ADOR,15986824.0,가요 / 댄스,03:32
2024-06-09,44,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트",,가요 / 발라드,04:07
2024-06-09,45,MAESTRO,세븐틴,플레디스,5144161.0,가요 / 댄스,03:19
2024-06-09,46,EASY,LE SSERAFIM (르세라핌),쏘스뮤직,3452381.0,가요 / 랩/힙합,02:45
2024-06-09,47,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,2985228.0,가요 / 댄스,03:04
2024-06-09,48,MANIAC,VIVIZ (비비지),BIGPLANETMADE,1454469.0,가요 / 댄스,03:16
2024-06-09,49,너의 모든 순간,성시경,SBS 콘텐츠허브,3006255.0,OST / 드라마,04:03
2024-06-09,50,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE,3409839.0,가요 / 발라드,04:23
2024-06-09,51,Smart,LE SSERAFIM (르세라핌),쏘스뮤직,3452381.0,가요 / R&B/소울,02:46
2024-06-09,52,Love 119,RIIZE,SM Entertainment,2183735.0,가요 / 댄스,02:54
2024-06-09,53,사건의 지평선,윤하,C9엔터테인먼트,3532375.0,가요 / 락,05:01
2024-06-09,54,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,02:57
2024-06-09,55,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트,5543065.0,가요 / 댄스,02:41
2024-06-09,56,주저하는 연인들을 위해,잔나비,페포니 뮤직,2479290.0,가요 / 인디,04:25
2024-06-09,57,Love Lee,AKMU (악뮤),YG Entertainment,6746557.0,가요 / 댄스,03:00
2024-06-09,58,Impossible,RIIZE,SM Entertainment,2183735.0,가요 / 댄스,03:02
2024-06-09,59,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment,6746557.0,가요 / 발라드,04:50
2024-06-09,60,사랑인가 봐,멜로망스(Melomance),플렉스엠,2508077.0,OST / 드라마,03:05
2024-06-09,61,사막에서 꽃을 피우듯,우디(Woody),메이저나인,,가요 / 발라드,04:19
2024-06-09,62,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,2242986.0,OST / 드라마,03:31
2024-06-09,63,Get A Guitar,RIIZE,SM Entertainment,2183735.0,가요 / 댄스,02:40
2024-06-09,64,Blue Moon,엔플라잉 (N.Flying),FNC엔터테인먼트,3676644.0,가요 / 락,03:35
2024-06-09,65,꿈,태연 (TAEYEON),모스트콘텐츠,4284961.0,OST / 드라마,03:59
2024-06-09,66,꿈결같아서,민니 ((여자)아이들),"BON FACTORY, Stone Music Entertainment",5543065.0,OST / 드라마,04:09
2024-06-09,67,취중고백,김민석,프로젝트 리본,,가요 / 발라드,03:48
2024-06-09,68,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우,1682086.0,가요 / 발라드,03:51
2024-06-09,69,Siren,RIIZE,SM Entertainment,2183735.0,가요 / 댄스,02:28
2024-06-09,70,Baddie,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,02:34
2024-06-09,71,심(心),DK,방구석 캐스팅,,가요 / 락,04:17
2024-06-09,72,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,5144161.0,가요 / 댄스,03:25
2024-06-09,73,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트",,가요 / 인디,03:37
2024-06-09,74,홀씨,아이유 (IU),EDAM엔터테인먼트,7952282.0,가요 / 랩/힙합,03:11
2024-06-09,75,우리들의 블루스,임영웅,물고기뮤직,5862245.0,가요 / 발라드,03:27
2024-06-09,76,온기,임영웅,물고기뮤직,5862245.0,가요 / 발라드,03:55
2024-06-09,77,손오공,세븐틴,플레디스,5144161.0,가요 / 댄스,03:20
2024-06-09,78,Kitsch,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,03:15
2024-06-09,79,You & Me,제니 (JENNIE),YG Entertainment,,가요 / 댄스,02:59
2024-06-09,80,모래 알갱이,임영웅,물고기뮤직,5862245.0,가요 / 발라드,03:40
2024-06-09,81,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,2248227.0,가요 / 발라드,04:18
2024-06-09,82,청춘찬가,세븐틴,플레디스,5144161.0,가요 / 락,03:12
2024-06-09,83,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3060148.0,POP / 팝,03:09
2024-06-09,84,사랑하지 않아서 그랬어,임한별,플렉스엠,,가요 / 발라드,03:44
2024-06-09,85,Dynamite,방탄소년단,BIGHIT MUSIC,3455750.0,가요 / 댄스,03:19
2024-06-09,86,봄날,방탄소년단,BIGHIT MUSIC,3455750.0,가요 / 댄스,04:34
2024-06-09,87,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",5862245.0,가요 / 트로트,04:03
2024-06-09,88,Home,임영웅,물고기뮤직,5862245.0,가요 / 댄스,03:55
2024-06-09,89,Cruel Summer,Taylor Swift,Taylor Swift,2178861.0,POP / 팝,02:59
2024-06-09,90,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,2100646.0,OST / 전체,03:13
2024-06-09,91,Dangerously,Charlie Puth,Artist Partners,3060148.0,POP / 팝,03:19
2024-06-09,92,다시 만날 수 있을까,임영웅,물고기뮤직,5862245.0,가요 / 발라드,04:34
2024-06-09,93,After LIKE,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,02:57
2024-06-09,94,Star,엔플라잉 (N.Flying),"BON FACTORY, Stone Music Entertainment",3676644.0,OST / 드라마,03:38
2024-06-09,95,Discord,QWER,타마고 프로덕션,7279255.0,가요 / 락,02:48
2024-06-09,96,Super Lady,(여자)아이들,큐브엔터테인먼트,5543065.0,가요 / 댄스,02:32
2024-06-09,97,New Jeans,NewJeans,ADOR,15986824.0,가요 / 댄스,01:49
2024-06-09,98,Do or Die,임영웅,물고기뮤직,5862245.0,가요 / 댄스,03:25
2024-06-09,99,Stay,"The Kid LAROI, Justin Bieber",Columbia,,POP / 팝,02:22
2024-06-09,100,Never Let Go,정국,BIGHIT MUSIC,2985228.0,가요 / 댄스,02:47
2024-06-09,101,후라이의 꿈,AKMU (악뮤),YG Entertainment,6746557.0,가요 / 블루스/포크,03:25
2024-06-09,102,WAY 4 LUV,PLAVE,VLAST,,가요 / 락,03:39
2024-06-09,103,멈춰줘,헤이즈 (Heize),소리날리,1978854.0,OST / 드라마,03:52
2024-06-09,104,무지개,임영웅,물고기뮤직,5862245.0,가요 / 전체,03:16
2024-06-09,105,Lips (Feat. 지젤 of aespa),볼빨간사춘기,쇼파르엔터테인먼트,4204928.0,가요 / 락,03:03
2024-06-09,106,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG,,가요 / 댄스,03:16
2024-06-09,107,Beautiful Things,Benson Boone,Night Street Records/Warner Records,,POP / 팝,03:00
2024-06-09,108,Hero,AKMU (악뮤),YG Entertainment,6746557.0,가요 / 블루스/포크,03:20
2024-06-09,109,London Boy,임영웅,물고기뮤직,5862245.0,가요 / 락,04:04
2024-06-09,110,TOMBOY,혁오 (hyukoh),두루두루 아티스트 컴퍼니,,가요 / 락,04:02
2024-06-09,111,Polaroid,임영웅,물고기뮤직,5862245.0,가요 / 락,03:26
2024-06-09,112,You & I,이클립스,"BON FACTORY, Stone Music Entertainment",3233429.0,OST / 드라마,02:49
2024-06-09,113,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,,가요 / 발라드,02:43
2024-06-09,114,인생찬가,임영웅,물고기뮤직,5862245.0,가요 / 발라드,03:53
2024-06-09,115,"Earth, Wind & Fire",BOYNEXTDOOR,KOZ 엔터테인먼트,,가요 / 댄스,02:59
2024-06-09,116,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,3452381.0,가요 / 댄스,03:06
2024-06-09,117,해요 (2022),#안녕,일팔 프로젝트,,가요 / 발라드,03:58
2024-06-09,118,Next Level,aespa,SM Entertainment,16058706.0,가요 / 댄스,03:42
2024-06-09,119,Balloon in Love,선미,어비스컴퍼니,,가요 / 댄스,03:14
2024-06-09,120,숲,최유리,쇼파르엔터테인먼트,2177065.0,가요 / 인디,03:48
2024-06-09,121,Espresso,Sabrina Carpenter,Island Records,,POP / 팝,02:55
2024-06-09,122,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트,4204928.0,가요 / 인디,03:45
2024-06-09,123,물론,허각,니즈뮤직,2150931.0,가요 / 발라드,03:44
2024-06-09,124,혹시 세상에 혼자 남겨진 것 같다면,우디(Woody),골든문(GDM),,가요 / 락,03:01
2024-06-09,125,hey! hey!,TWS (투어스),플레디스,2355682.0,가요 / 댄스,03:13
2024-06-09,126,사랑..그게 뭔데,지아 (Zia),니즈뮤직,,가요 / 발라드,03:46
2024-06-09,127,연애편지,임영웅,물고기뮤직,5862245.0,가요 / 블루스/포크,03:35
2024-06-09,128,Wife,(여자)아이들,큐브엔터테인먼트,5543065.0,가요 / 댄스,02:01
2024-06-09,129,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik,,가요 / 랩/힙합,03:20
2024-06-09,130,여행,볼빨간사춘기,쇼파르엔터테인먼트,4204928.0,가요 / 인디,03:41
2024-06-09,131,DASH,NMIXX,JYP Entertainment,2519976.0,가요 / 댄스,02:47
2024-06-09,132,These Tears,Andy Grammer,S-Curve Records,,POP / 팝,02:50
2024-06-09,133,희재,성시경,씨에스해피엔터테인먼트,3006255.0,OST / 한국영화,04:42
2024-06-09,134,그라데이션,10cm,매직스트로베리사운드,4107637.0,가요 / 인디,03:21
2024-06-09,135,Live My Life,aespa,SM Entertainment,16058706.0,가요 / 락,02:39
2024-06-09,136,그대가 웃으면 좋아,박지현,"BSTAR COMPANY, 냠냠엔터테인먼트",,가요 / 트로트,03:26
2024-06-09,137,Love me or Leave me,DAY6,JYP Entertainment,8525130.0,가요 / 락,03:43
2024-06-09,138,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",7952282.0,가요 / 발라드,04:13
2024-06-09,139,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,1738571.0,가요 / 인디,04:26
2024-06-09,140,만날테니까,이클립스,"BON FACTORY, Stone Music Entertainment",3233429.0,OST / 드라마,02:48
2024-06-09,141,I`ll Be There,이클립스,"BON FACTORY, Stone Music Entertainment",3233429.0,OST / 드라마,03:53
2024-06-09,142,음악의 신,세븐틴,플레디스,5144161.0,가요 / 댄스,03:25
2024-06-09,143,Shape of You,Ed Sheeran,Atlantic Records UK,1734448.0,POP / 팝,03:54
2024-06-09,144,yours,데이먼스 이어 (Damons Year),Akashic Records,,가요 / 인디,02:45
2024-06-09,145,반딧불 (Little Light),도영 (DOYOUNG),SM Entertainment,,가요 / 락,03:45
2024-06-09,146,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,03:07
2024-06-09,147,좋아해요,폴킴,소리날리,2242986.0,OST / 드라마,04:05
2024-06-09,148,Cool With You,NewJeans,ADOR,15986824.0,가요 / 댄스,02:28
2024-06-09,149,Cookie,NewJeans,ADOR,15986824.0,가요 / 댄스,03:53
2024-06-09,150,Blueming,아이유 (IU),Kakao Entertainment,7952282.0,가요 / 락,03:37
2024-06-09,151,Popcorn,디오 (D.O.),COMPANY SOOSOO,,가요 / 발라드,03:01
2024-06-09,152,봄이 와도,로이킴,WAKEONE,2248227.0,가요 / 발라드,03:58
2024-06-09,153,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,3452381.0,가요 / 댄스,03:02
2024-06-09,154,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2508077.0,가요 / 인디,04:21
2024-06-09,155,pocket locket,Alaina Castillo,뮤직테이블,,POP / 팝,03:08
2024-06-09,156,마지막처럼,BLACKPINK,YG Entertainment,4057506.0,가요 / 댄스,03:33
2024-06-09,157,There`s Nothing Holdin` Me Back,Shawn Mendes,Island Records,,POP / 팝,03:20
2024-06-09,158,보금자리,임영웅,물고기뮤직,5862245.0,가요 / 트로트,02:52
2024-06-09,159,우리 영화,PLAVE,VLAST,,가요 / 랩/힙합,02:41
2024-06-09,160,Shopper,아이유 (IU),EDAM엔터테인먼트,7952282.0,가요 / 락,03:36
2024-06-09,161,그리워하다,비투비 (BTOB),큐브엔터테인먼트,2060093.0,가요 / 발라드,03:57
2024-06-09,162,Vancouver,BIG Naughty (서동현),H1GHR MUSIC,3054958.0,가요 / R&B/소울,03:36
2024-06-09,163,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,3404694.0,가요 / 랩/힙합,03:53
2024-06-09,164,Off My Face,Justin Bieber,RBMG/Def Jam,2311342.0,POP / 팝,02:37
2024-06-09,165,Standing Next to You,정국,BIGHIT MUSIC,2985228.0,가요 / 댄스,03:26
2024-06-09,166,거리에서,성시경,제로원인터랙티브,3006255.0,가요 / 발라드,04:39
2024-06-09,167,어른,Sondia,Stone Music Entertainment,,OST / 드라마,04:19
2024-06-09,168,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,3054958.0,가요 / 인디,03:09
2024-06-09,169,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,2543722.0,가요 / R&B/소울,03:00
2024-06-09,170,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1769607.0,OST / 드라마,03:50
2024-06-09,171,어땠을까 (Feat. 박정현),싸이 (Psy),YG Entertainment,3025538.0,가요 / 댄스,04:04
2024-06-09,172,밤하늘의 별을(2020),경서,꿈의엔진,1682086.0,가요 / 인디,03:37
2024-06-09,173,Fast Forward,전소미,The Black Label,,가요 / 댄스,02:41
2024-06-09,174,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2311342.0,POP / 팝,03:54
2024-06-09,175,TOMBOY,(여자)아이들,큐브엔터테인먼트,5543065.0,가요 / 락,02:54
2024-06-09,176,개화 (Flowering),LUCY,미스틱스토리,,가요 / 락,04:11
2024-06-09,177,스물한 번째 계절이 널 기다릴 테니까,XIA(준수),팜트리아일랜드,,가요 / 락,04:28
2024-06-09,178,Off The Record,IVE (아이브),스타쉽엔터테인먼트,10081821.0,가요 / 댄스,03:09
2024-06-09,179,From,PLAVE,VLAST,,가요 / 발라드,03:29
