date,Rank,Title,Artist,Production,Weekly Views,Genre,Runtime
2024-01-07,168,Closer Than This,지민,BIGHIT MUSIC,,가요 / 랩/힙합,03:43
2024-01-07,169,I WANT,IVE (아이브),스타쉽엔터테인먼트,7144029.0,가요 / 댄스,03:01
2024-01-07,170,응급실,이지 (izi),엠디엠이엔티,,OST / 드라마,03:45
2024-01-07,171,Cool With You,NewJeans,ADOR,8852744.0,가요 / 댄스,02:28
2024-01-07,172,I Love You,포지션,신나라뮤직,,가요 / 발라드,05:30
2024-01-07,173,미쳐버리겠다 (MAD),BE`O (비오),BIGPLANETMADE,1498751.0,가요 / 랩/힙합,03:17
2024-01-07,174,여우비 (낮에 뜨는 달 X 츄 (CHUU)),츄(Chuu),TOON STUDIO,,가요 / 발라드,04:02
2024-01-07,175,Sonar (Breaker),NMIXX,JYP Entertainment,1981315.0,가요 / 댄스,02:53
2024-01-07,176,Shut Down,BLACKPINK,YG Entertainment,2902317.0,가요 / 랩/힙합,02:56
2024-01-07,177,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",4089183.0,가요 / 락,03:48
2024-01-07,178,다시 사랑한다면 (니글니글 버터플라이),김필,MBC,,가요 / 발라드,04:02
2024-01-07,179,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company,1334405.0,가요 / 인디,04:26
2024-01-07,180,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment",2366400.0,가요 / 발라드,04:09
2024-01-07,181,너였다면,정승환,Stone Music Entertainment,,OST / 드라마,04:33
2024-01-07,182,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,,가요 / 발라드,03:36
2024-01-07,183,CAKE,ITZY (있지),JYP Entertainment,2370189.0,가요 / 랩/힙합,03:19
2024-01-07,184,오르트구름,윤하,C9엔터테인먼트,5097306.0,가요 / 락,03:27
2024-01-07,185,곰인형 (Feat. 해금),린 (LYn),뮤직앤뉴,,가요 / 발라드,03:27
2024-01-07,186,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,04:08
2024-01-07,187,오랜 날 오랜 밤,AKMU (악뮤),YG Entertainment,6182981.0,가요 / 블루스/포크,04:44
2024-01-07,188,INVU,태연 (TAEYEON),SM Entertainment,5533080.0,가요 / 댄스,03:25
2024-01-07,189,Try Again,소수빈,"SLL, 뮤직팜",,가요 / 발라드,03:32
2024-01-07,190,Celebrity,아이유 (IU),EDAM엔터테인먼트,4761555.0,가요 / 댄스,03:16
2024-01-07,191,Nxde,(여자)아이들,큐브엔터테인먼트,2490515.0,가요 / 댄스,02:58
2024-01-07,192,When I Get Old,"Christopher, 청하",Parlophone Denmark,,POP / 팝,03:05
2024-01-07,193,그대가 내 안에 박혔다,황치열,How엔터테인먼트,,가요 / 발라드,03:55
2024-01-07,194,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),Kakao Entertainment,4761555.0,가요 / 전체,04:30
2024-01-07,195,Underwater,권은비,울림 엔터테인먼트,,가요 / 댄스,02:51
2024-01-07,196,너를 만나,폴킴,뉴런뮤직,3537497.0,가요 / 발라드,04:41
2024-01-07,197,Bye bye my blue,백예린,JYP Entertainment,1943439.0,가요 / R&B/소울,03:24
2024-01-07,198,지극히 사적인 얘기,다비치,WAKEONE,2251129.0,가요 / 발라드,03:23
2024-01-07,199,One Call Away,Charlie Puth,Artist Partners,2536503.0,POP / 팝,03:14
2024-01-07,200,여섯 번째 여름,PLAVE,VLAST,,가요 / 락,03:43
2024-01-14,1,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION",2986697.0,가요 / 발라드,03:55
2024-01-14,2,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직,5961044.0,가요 / 댄스,02:39
2024-01-14,3,To. X,태연 (TAEYEON),SM Entertainment,5136052.0,가요 / R&B/소울,02:50
2024-01-14,4,Drama,aespa,SM Entertainment,6969301.0,가요 / 댄스,03:35
2024-01-14,5,헤어지자 말해요,박재정,로맨틱팩토리,2465153.0,가요 / 발라드,04:04
2024-01-14,6,에피소드,이무진,BIGPLANETMADE,3681882.0,가요 / 락,03:25
2024-01-14,7,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO,2651550.0,가요 / 발라드,04:11
2024-01-14,8,인사,범진,JMG (더블엑스엔터테인먼트),1670611.0,가요 / 인디,03:36
2024-01-14,9,Love 119,RIIZE,SM Entertainment,4181552.0,가요 / 댄스,02:54
2024-01-14,10,Baddie,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,02:34
2024-01-14,11,첫 눈,EXO,SM Entertainment,1752167.0,가요 / 발라드,03:28
2024-01-14,12,I AM,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,03:04
2024-01-14,13,Get A Guitar,RIIZE,SM Entertainment,4181552.0,가요 / 댄스,02:40
2024-01-14,14,Love Lee,AKMU (악뮤),YG Entertainment,6491506.0,가요 / 댄스,03:00
2024-01-14,15,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,3517551.0,가요 / 댄스,03:04
2024-01-14,16,You & Me,제니 (JENNIE),YG Entertainment,1432165.0,가요 / 댄스,02:59
2024-01-14,17,Super Shy,NewJeans,ADOR,7764955.0,가요 / 댄스,02:35
2024-01-14,18,Ditto,NewJeans,ADOR,7764955.0,가요 / 댄스,03:06
2024-01-14,19,ETA,NewJeans,ADOR,7764955.0,가요 / 댄스,02:31
2024-01-14,20,너의 모든 순간,성시경,SBS 콘텐츠허브,3817942.0,OST / 드라마,04:03
2024-01-14,21,후라이의 꿈,AKMU (악뮤),YG Entertainment,6491506.0,가요 / 블루스/포크,03:25
2024-01-14,22,Hype boy,NewJeans,ADOR,7764955.0,가요 / 댄스,02:57
2024-01-14,23,사막에서 꽃을 피우듯,우디(Woody),메이저나인,,가요 / 발라드,04:19
2024-01-14,24,MANIAC,VIVIZ (비비지),BIGPLANETMADE,2767809.0,가요 / 댄스,03:16
2024-01-14,25,Discord,QWER,타마고 프로덕션,2381863.0,가요 / 락,02:48
2024-01-14,26,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,2146738.0,가요 / 발라드,04:18
2024-01-14,27,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트,2498786.0,가요 / 댄스,02:41
2024-01-14,28,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment,6491506.0,가요 / 발라드,04:50
2024-01-14,29,사랑은 늘 도망가,임영웅,모스트콘텐츠,4826318.0,OST / 드라마,04:03
2024-01-14,30,Standing Next to You,정국,BIGHIT MUSIC,3517551.0,가요 / 댄스,03:26
2024-01-14,31,사건의 지평선,윤하,C9엔터테인먼트,4836042.0,가요 / 락,05:01
2024-01-14,32,예뻤어,DAY6,JYP Entertainment,3600316.0,가요 / 락,04:43
2024-01-14,33,Spicy,aespa,SM Entertainment,6969301.0,가요 / 댄스,03:17
2024-01-14,34,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,5961044.0,가요 / 댄스,03:06
2024-01-14,35,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,,가요 / 발라드,02:43
2024-01-14,36,OMG,NewJeans,ADOR,7764955.0,가요 / 댄스,03:32
2024-01-14,37,한 페이지가 될 수 있게,DAY6,JYP Entertainment,3600316.0,가요 / 락,03:26
2024-01-14,38,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트",,가요 / 인디,03:37
2024-01-14,39,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트,3938662.0,가요 / 인디,03:45
2024-01-14,40,Off The Record,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,03:09
2024-01-14,41,심(心),DK,방구석 캐스팅,,가요 / 락,04:17
2024-01-14,42,Kitsch,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,03:15
2024-01-14,43,사랑인가 봐,멜로망스(Melomance),플렉스엠,2237356.0,OST / 드라마,03:05
2024-01-14,44,주저하는 연인들을 위해,잔나비,페포니 뮤직,3051075.0,가요 / 인디,04:25
2024-01-14,45,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment,1651731.0,가요 / 랩/힙합,03:30
2024-01-14,46,Fast Forward,전소미,The Black Label,,가요 / 댄스,02:41
2024-01-14,47,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,02:57
2024-01-14,48,I Love You,안세하,방구석 캐스팅,,가요 / 발라드,05:12
2024-01-14,49,취중고백,김민석,프로젝트 리본,,가요 / 발라드,03:48
2024-01-14,50,Either Way,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / R&B/소울,02:47
2024-01-14,51,사랑하지 않아서 그랬어,임한별,플렉스엠,1274742.0,가요 / 발라드,03:44
2024-01-14,52,After LIKE,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,02:57
2024-01-14,53,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,1693943.0,OST / 전체,03:13
2024-01-14,54,음악의 신,세븐틴,플레디스,4567661.0,가요 / 댄스,03:25
2024-01-14,55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,2785109.0,OST / 드라마,03:31
2024-01-14,56,잠시라도 우리,"성시경, 나얼",에스케이재원,3817942.0,가요 / 발라드,04:53
2024-01-14,57,Attention,NewJeans,ADOR,7764955.0,가요 / 댄스,02:58
2024-01-14,58,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,5961044.0,가요 / 댄스,03:02
2024-01-14,59,Bubble,STAYC(스테이씨),하이업엔터테인먼트,1692906.0,가요 / 댄스,02:59
2024-01-14,60,손오공,세븐틴,플레디스,4567661.0,가요 / 댄스,03:20
2024-01-14,61,Dangerously,Charlie Puth,Artist Partners,2596236.0,POP / 팝,03:19
2024-01-14,62,Chill Kill,레드벨벳(Red Velvet),SM Entertainment,2475320.0,가요 / 댄스,03:35
2024-01-14,63,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우,,가요 / 발라드,03:51
2024-01-14,64,물론,허각,니즈뮤직,1632115.0,가요 / 발라드,03:44
2024-01-14,65,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이,3681882.0,가요 / 발라드,03:52
2024-01-14,66,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,4567661.0,가요 / 댄스,03:25
2024-01-14,67,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브,2146738.0,OST / 드라마,03:41
2024-01-14,68,해요 (2022),#안녕,일팔 프로젝트,1275410.0,가요 / 발라드,03:58
2024-01-14,69,사랑..그게 뭔데,지아 (Zia),니즈뮤직,1901612.0,가요 / 발라드,03:46
2024-01-14,70,GODS,"NewJeans, League of Legends",라이엇 게임즈,2116073.0,OST / 애니메이션/게임,03:41
2024-01-14,71,나에게 그대만이,탑현,레이벡스,,가요 / 발라드,03:11
2024-01-14,72,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG,,가요 / 댄스,03:16
2024-01-14,73,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,2596236.0,POP / 팝,03:09
2024-01-14,74,모래 알갱이,임영웅,물고기뮤직,4826318.0,가요 / 발라드,03:40
2024-01-14,75,봄날,방탄소년단,BIGHIT MUSIC,3428761.0,가요 / 댄스,04:34
2024-01-14,76,우리들의 블루스,임영웅,물고기뮤직,4826318.0,가요 / 발라드,03:27
2024-01-14,77,I Love My Body,화사(Hwa Sa),피네이션,,가요 / 댄스,02:30
2024-01-14,78,DASH,NMIXX,JYP Entertainment,3587289.0,가요 / 댄스,02:47
2024-01-14,79,Dynamite,방탄소년단,BIGHIT MUSIC,3428761.0,가요 / 댄스,03:19
2024-01-14,80,I WANNA KNOW,장하오 (ZEROBASEONE),Stone Music Entertainment,,가요 / 댄스,02:44
2024-01-14,81,화이트 (White),폴킴,와이예스 엔터테인먼트,2785109.0,가요 / 댄스,03:56
2024-01-14,82,Talk Saxy,RIIZE,SM Entertainment,4181552.0,가요 / 댄스,03:11
2024-01-14,83,Do or Die,임영웅,물고기뮤직,4826318.0,가요 / 댄스,03:25
2024-01-14,84,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",4826318.0,가요 / 트로트,04:03
2024-01-14,85,숲,최유리,쇼파르엔터테인먼트,2121252.0,가요 / 인디,03:48
2024-01-14,86,Stay,"The Kid LAROI, Justin Bieber",Columbia,,POP / 팝,02:22
2024-01-14,87,다시 만날 수 있을까,임영웅,물고기뮤직,4826318.0,가요 / 발라드,04:34
2024-01-14,88,어른,Sondia,Stone Music Entertainment,,OST / 드라마,04:19
2024-01-14,89,I Love You (Prod. 김도훈),홍이삭,"SLL, 뮤직팜",,가요 / 발라드,03:17
2024-01-14,90,머물러주오 (Prod. 안신애 & Philtre),소수빈,"SLL, 뮤직팜",,가요 / R&B/소울,04:10
2024-01-14,91,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse,,가요 / 발라드,03:36
2024-01-14,92,Snowman,Sia,"Monkey Puzzle, Atlantic",,POP / 팝,02:46
2024-01-14,93,Butter,방탄소년단,BIGHIT MUSIC,3428761.0,가요 / 댄스,02:44
2024-01-14,94,희재,성시경,씨에스해피엔터테인먼트,3817942.0,OST / 한국영화,04:42
2024-01-14,95,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik,1535105.0,가요 / 랩/힙합,03:20
2024-01-14,96,"밤, 바다",최유리,도너츠컬쳐,2121252.0,가요 / 발라드,04:15
2024-01-14,97,무지개,임영웅,물고기뮤직,4826318.0,가요 / 전체,03:16
2024-01-14,98,3D (feat. Jack Harlow),정국,BIGHIT MUSIC,3517551.0,가요 / 댄스,03:22
2024-01-14,99,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,5961044.0,가요 / 댄스,03:04
2024-01-14,100,아버지,임영웅,물고기뮤직,4826318.0,가요 / 발라드,03:58
2024-01-14,101,NO MORE (MA BOY),씨스타19,클렙,,가요 / 댄스,02:45
2024-01-14,102,New Jeans,NewJeans,ADOR,7764955.0,가요 / 댄스,01:49
2024-01-14,103,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,1692906.0,가요 / 댄스,03:10
2024-01-14,104,London Boy,임영웅,물고기뮤직,4826318.0,가요 / 락,04:04
2024-01-14,105,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,2651550.0,가요 / 인디,04:26
2024-01-14,106,Polaroid,임영웅,물고기뮤직,4826318.0,가요 / 락,03:26
2024-01-14,107,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",,OST / 드라마,03:50
2024-01-14,108,인생찬가,임영웅,물고기뮤직,4826318.0,가요 / 발라드,03:53
2024-01-14,109,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",4735797.0,가요 / 발라드,04:13
2024-01-14,110,꽃,지수 (JISOO),YG Entertainment,,가요 / 댄스,02:53
2024-01-14,111,Sonar (Breaker),NMIXX,JYP Entertainment,3587289.0,가요 / 댄스,02:53
2024-01-14,112,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.,2194917.0,가요 / 댄스,02:40
2024-01-14,113,꿈,태연 (TAEYEON),모스트콘텐츠,5136052.0,OST / 드라마,03:59
2024-01-14,114,That`s Hilarious,Charlie Puth,Atlantic Records UK,2596236.0,POP / 팝,02:27
2024-01-14,115,A bientot,임영웅,물고기뮤직,4826318.0,가요 / 랩/힙합,04:16
2024-01-14,116,꽃구경,황영웅,"골든보이스, 제이",,가요 / 트로트,03:53
2024-01-14,117,기억해줘요 내 모든 날과 그때를,거미,Beyond Music,,OST / 드라마,03:49
2024-01-14,118,UNTOUCHABLE,ITZY (있지),JYP Entertainment,2624634.0,가요 / 댄스,03:14
2024-01-14,119,Monologue,테이 (Tei),방구석 캐스팅,,가요 / 발라드,04:22
2024-01-14,120,시대유감 (時代遺憾) (2024 aespa Remake Ver.),aespa,SM Entertainment,6969301.0,가요 / 락,02:52
2024-01-14,121,Yes or No,정국,BIGHIT MUSIC,3517551.0,가요 / R&B/소울,02:28
2024-01-14,122,그리워하다,비투비 (BTOB),큐브엔터테인먼트,1532262.0,가요 / 발라드,03:57
2024-01-14,123,Candy,NCT DREAM,SM Entertainment,1601185.0,가요 / 댄스,03:37
2024-01-14,124,DIE 4 YOU,DEAN,Joombas Co Ltd & Universal Music,1484844.0,가요 / R&B/소울,03:14
2024-01-14,125,Memories,RIIZE,SM Entertainment,4181552.0,가요 / 댄스,02:58
2024-01-14,126,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2237356.0,가요 / 인디,04:21
2024-01-14,127,Cruel Summer,Taylor Swift,Taylor Swift,1586147.0,POP / 팝,02:59
2024-01-14,128,연애편지,임영웅,물고기뮤직,4826318.0,가요 / 블루스/포크,03:35
2024-01-14,129,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,2194917.0,가요 / R&B/소울,03:00
2024-01-14,130,"yes, and?",Ariana Grande,Republic Records,2022729.0,POP / 팝,03:35
2024-01-14,131,거리에서,성시경,제로원인터랙티브,3817942.0,가요 / 발라드,04:39
2024-01-14,132,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐,2498786.0,OST / 드라마,04:04
2024-01-14,133,Off My Face,Justin Bieber,RBMG/Def Jam,2041882.0,POP / 팝,02:37
2024-01-14,134,그라데이션,10cm,매직스트로베리사운드,2398879.0,가요 / 인디,03:21
2024-01-14,135,밤하늘의 별을(2020),경서,꿈의엔진,,가요 / 인디,03:37
2024-01-14,136,입술 (Feat. 10CM),헤이즈 (Heize),피네이션,2695620.0,가요 / 발라드,03:21
2024-01-14,137,나의 X에게,경서,꿈의엔진,,가요 / 인디,03:08
2024-01-14,138,I`m Not The Only One,Sam Smith,Capitol Records,,POP / 팝,03:59
2024-01-14,139,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,1275410.0,가요 / 인디,04:10
2024-01-14,140,Next Level,aespa,SM Entertainment,6969301.0,가요 / 댄스,03:42
2024-01-14,141,넌 쉽게 말했지만,싱어게인3 49호 가수,"SLL, 뮤직팜",,,
2024-01-14,142,Baggy Jeans,NCT U,SM Entertainment,,가요 / 댄스,03:31
2024-01-14,143,첫사랑,백아,Baek A,,가요 / 블루스/포크,03:09
2024-01-14,144,TOMBOY,(여자)아이들,큐브엔터테인먼트,2498786.0,가요 / 락,02:54
2024-01-14,145,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment,1584280.0,가요 / 댄스,03:05
2024-01-14,146,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,3149692.0,가요 / 인디,03:09
2024-01-14,147,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik,3655905.0,가요 / 랩/힙합,02:26
2024-01-14,148,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트,,가요 / 발라드,02:55
2024-01-14,149,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,03:07
2024-01-14,150,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴,2116081.0,가요 / 발라드,05:31
2024-01-14,151,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC,,가요 / R&B/소울,02:59
2024-01-14,152,내가 아니라도,주호,IN A MILLION,,가요 / 발라드,04:08
2024-01-14,153,ELEVEN,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,02:58
2024-01-14,154,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records,2596236.0,POP / 팝,02:46
2024-01-14,155,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik,3655905.0,가요 / 랩/힙합,03:29
2024-01-14,156,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2041882.0,POP / 팝,03:54
2024-01-14,157,Still With You,정국,BIGHIT MUSIC,3517551.0,가요 / R&B/소울,04:00
2024-01-14,158,소년,10cm,매직스트로베리사운드,2398879.0,가요 / 인디,03:42
2024-01-14,159,Shape of You,Ed Sheeran,Atlantic Records UK,1700454.0,POP / 팝,03:54
2024-01-14,160,Merry PLLIstmas,PLAVE,VLAST,,가요 / R&B/소울,04:00
2024-01-14,161,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records,,OST / 전체,03:37
2024-01-14,162,오늘이 마지막인 것처럼,강민경,SBS 콘텐츠허브,,OST / 드라마,03:55
2024-01-14,163,그대가 해준 말,이하이,AOMG,,가요 / 발라드,04:05
2024-01-14,164,그중에 그대를 만나,김호중,캔버스뮤직,,OST / 드라마,04:19
2024-01-14,165,All Night (Feat. Saweetie),IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,03:18
2024-01-14,166,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트,2121252.0,가요 / 인디,04:16
2024-01-14,167,응급실,이지 (izi),엠디엠이엔티,,OST / 드라마,03:45
2024-01-14,168,Be There For Me,NCT 127,SM Entertainment,1584280.0,가요 / R&B/소울,03:38
2024-01-14,169,Closer Than This,지민,BIGHIT MUSIC,,가요 / 랩/힙합,03:43
2024-01-14,170,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",3681882.0,가요 / 락,03:48
2024-01-14,171,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,3655905.0,가요 / 랩/힙합,03:53
2024-01-14,172,Cupid,FIFTY FIFTY,ATTRAKT,,가요 / 댄스,02:54
2024-01-14,173,사랑했나봐,YB (윤도현 밴드),와이더댄,,가요 / 락,03:52
2024-01-14,174,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC,3149692.0,가요 / 락,03:22
2024-01-14,175,다시 사랑한다면 (니글니글 버터플라이),김필,MBC,,가요 / 발라드,04:02
2024-01-14,176,I Love You,포지션,신나라뮤직,,가요 / 발라드,05:30
2024-01-14,177,너였다면,정승환,Stone Music Entertainment,,OST / 드라마,04:33
2024-01-14,178,Good Morning,YENA(최예나),위에화엔터테인먼트코리아,,가요 / 락,03:05
2024-01-14,179,Shut Down,BLACKPINK,YG Entertainment,2722435.0,가요 / 랩/힙합,02:56
2024-01-14,180,Try Again,소수빈,"SLL, 뮤직팜",,가요 / 발라드,03:32
2024-01-14,181,Cool With You,NewJeans,ADOR,7764955.0,가요 / 댄스,02:28
2024-01-14,182,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment",2146738.0,가요 / 발라드,04:09
2024-01-14,183,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company,1412977.0,가요 / 인디,04:26
2024-01-14,184,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,,가요 / 발라드,03:36
2024-01-14,185,너를 만나,폴킴,뉴런뮤직,2785109.0,가요 / 발라드,04:41
2024-01-14,186,I WANT,IVE (아이브),스타쉽엔터테인먼트,6636944.0,가요 / 댄스,03:01
2024-01-14,187,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,04:08
2024-01-14,188,아직 사랑하는 사람이 있어요,KCM,이미지나인컴즈,,가요 / 발라드,03:21
2024-01-14,189,Bye bye my blue,백예린,JYP Entertainment,1921788.0,가요 / R&B/소울,03:24
2024-01-14,190,Nobody Knows,KISS OF LIFE,S2 ENTERTAINMENT INC.,2194917.0,가요 / R&B/소울,03:16
2024-01-14,191,곰인형 (Feat. 해금),린 (LYn),뮤직앤뉴,,가요 / 발라드,03:27
2024-01-14,192,INVU,태연 (TAEYEON),SM Entertainment,5136052.0,가요 / 댄스,03:25
2024-01-14,193,눈사람,정승환,안테나뮤직,,가요 / 발라드,03:56
2024-01-14,194,When I Get Old,"Christopher, 청하",Parlophone Denmark,,POP / 팝,03:05
2024-01-14,195,Underwater,권은비,울림 엔터테인먼트,,가요 / 댄스,02:51
2024-01-14,196,Nxde,(여자)아이들,큐브엔터테인먼트,2498786.0,가요 / 댄스,02:58
2024-01-14,197,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),SM Entertainment,1836291.0,가요 / 발라드,04:43
2024-01-14,198,멸망한 사랑 (Prod. 로코베리 & LAS),이젤 (EJel),"SLL, 뮤직팜",,가요 / 락,03:27
2024-01-14,199,오르트구름,윤하,C9엔터테인먼트,4836042.0,가요 / 락,03:27
2024-01-14,200,One Call Away,Charlie Puth,Artist Partners,2596236.0,POP / 팝,03:14
2024-01-21,1,Love wins all,아이유 (IU),EDAM엔터테인먼트,8115124.0,가요 / 발라드,04:31
2024-01-21,2,To. X,태연 (TAEYEON),SM Entertainment,5879915.0,가요 / R&B/소울,02:50
2024-01-21,3,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION",3983840.0,가요 / 발라드,03:55
2024-01-21,4,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직,5918110.0,가요 / 댄스,02:39
2024-01-21,5,Love 119,RIIZE,SM Entertainment,5034447.0,가요 / 댄스,02:54
2024-01-21,6,Drama,aespa,SM Entertainment,6252558.0,가요 / 댄스,03:35
2024-01-21,7,에피소드,이무진,BIGPLANETMADE,4067553.0,가요 / 락,03:25
2024-01-21,8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO,3019796.0,가요 / 발라드,04:11
2024-01-21,9,헤어지자 말해요,박재정,로맨틱팩토리,2449510.0,가요 / 발라드,04:04
2024-01-21,10,인사,범진,JMG (더블엑스엔터테인먼트),1953393.0,가요 / 인디,03:36
2024-01-21,11,Get A Guitar,RIIZE,SM Entertainment,5034447.0,가요 / 댄스,02:40
2024-01-21,12,I AM,IVE (아이브),스타쉽엔터테인먼트,7159010.0,가요 / 댄스,03:04
2024-01-21,13,Baddie,IVE (아이브),스타쉽엔터테인먼트,7159010.0,가요 / 댄스,02:34
2024-01-21,14,Love Lee,AKMU (악뮤),YG Entertainment,5239841.0,가요 / 댄스,03:00
2024-01-21,15,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,3381662.0,가요 / 댄스,03:04
2024-01-21,16,첫 눈,EXO,SM Entertainment,1533644.0,가요 / 발라드,03:28
2024-01-21,17,You & Me,제니 (JENNIE),YG Entertainment,1507342.0,가요 / 댄스,02:59
2024-01-21,18,너의 모든 순간,성시경,SBS 콘텐츠허브,3672035.0,OST / 드라마,04:03
2024-01-21,19,MANIAC,VIVIZ (비비지),BIGPLANETMADE,2993444.0,가요 / 댄스,03:16
2024-01-21,20,Super Shy,NewJeans,ADOR,7309846.0,가요 / 댄스,02:35
2024-01-21,21,Ditto,NewJeans,ADOR,7309846.0,가요 / 댄스,03:06
2024-01-21,22,ETA,NewJeans,ADOR,7309846.0,가요 / 댄스,02:31
2024-01-21,23,Hype boy,NewJeans,ADOR,7309846.0,가요 / 댄스,02:57
2024-01-21,24,후라이의 꿈,AKMU (악뮤),YG Entertainment,5239841.0,가요 / 블루스/포크,03:25
2024-01-21,25,사막에서 꽃을 피우듯,우디(Woody),메이저나인,,가요 / 발라드,04:19
2024-01-21,26,Discord,QWER,타마고 프로덕션,2586027.0,가요 / 락,02:48
2024-01-21,27,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,2279593.0,가요 / 발라드,04:18
